"fid","parent","gender"
"29M1-TPT","9335-KJ5","Male"
"29M1-TPT","9335-KNT","Female"
"29TV-L22","29TV-LLT","Male"
"29TV-L22","G2LJ-77Q","Female"
"29W4-NG6","GL2P-T34","Male"
"29W4-NG6","GL25-SCJ","Female"
"29W7-Q5H","GXKT-JGH","Male"
"29W7-Q5H","GG7P-K39","Female"
"29W7-W9P","K87Y-T65","Male"
"29W7-W9P","LYKP-D42","Female"
"29WT-8PQ","LD9R-WJ3","Male"
"29WT-8PQ","LD91-Q2Q","Female"
"29WW-2KB","GD27-6WQ","Male"
"29WW-2KB","GD27-NTS","Female"
"29WW-379","L6J7-K6N","Male"
"29WW-379","GMN1-GP5","Female"
"29WW-8N8","G3V5-X7D","Male"
"29WW-8N8","LTR6-72C","Female"
"29WW-KJL","L619-KNR","Male"
"29WW-KJL","KJ4M-5NM","Female"
"29WW-KZH","GN4G-4GZ","Male"
"29WW-KZH","GLJP-GQG","Female"
"29WW-NY6","29WW-2LP","Male"
"29WW-NY6","LR8Y-27Q","Female"
"29WW-S7H","ML62-7NZ","Male"
"29WW-S7H","L74Y-KVM","Female"
"29WW-SJK","L8YQ-GWT","Male"
"29WW-SJK","L29V-B2W","Female"
"29WW-SRM","KNHD-7R4","Male"
"29WW-SRM","G2VX-X7D","Female"
"29Y7-GG1","GZTF-RNB","Male"
"29Y7-GG1","G46L-MR5","Female"
"29Y7-GPM","27S8-53T","Male"
"29Y7-GPM","LBRN-919","Female"
"29Y9-CR1","LVDF-WPL","Male"
"29Y9-CR1","LDPW-677","Female"
"29YD-6FY","LKRQ-3KJ","Male"
"29YD-6FY","K4VQ-68Z","Female"
"29YR-96F","G8VP-6TG","Male"
"29YR-96F","G8VP-ZWH","Female"
"29YR-MR6","GFFG-XTB","Male"
"29YR-MR6","GFFG-2TS","Female"
"29YY-1J1","29YY-1JB","Male"
"29YY-1J1","9MWM-SDQ","Female"
"29YY-1JB","LCJ8-3W9","Male"
"29YY-1JB","MM4T-S8N","Female"
"2C19-14T","2HMS-27Y","Male"
"2C19-14T","GKRK-6ZR","Female"
"2CMM-V16","LY1F-XPQ","Male"
"2CMM-V16","L4CD-H9R","Female"
"2CNC-8T5","9KBY-NQ6","Male"
"2CNC-8T5","L8B4-79P","Female"
"2CQZ-3YB","LJR8-4DW","Male"
"2CQZ-3YB","LYGQ-8GS","Female"
"2CY3-FJY","2CY3-NFH","Male"
"2CY3-FJY","G9YY-Y6X","Female"
"2CY7-X93","LVVM-8C9","Male"
"2CYQ-335","2CYQ-3QH","Male"
"2CYQ-335","LYCT-P4D","Female"
"2CYQ-3QH","LV7P-QYT","Male"
"2CYQ-3QH","GHPB-KM2","Female"
"2DTG-YF2","L7P7-4NC","Male"
"2DTG-YF2","G7KR-SML","Female"
"2DX2-WF7","MSTZ-NFQ","Male"
"2H61-JQ6","L8PJ-FJ6","Male"
"2H61-JQ6","GFXR-W5B","Female"
"2HMS-L6F","LZNP-5M3","Male"
"2HMS-L6F","LZNP-5MH","Female"
"2JQS-H59","LVGB-WM9","Male"
"2JQS-H59","LVGB-WZR","Female"
"2M5Y-3XL","94RQ-Q21","Male"
"2M5Y-3XL","M7F1-XHN","Female"
"2MBY-TCW","L23X-LTL","Male"
"2MBY-TCW","LYQ9-J4L","Female"
"2MGJ-ZD7","2MGJ-ZK4","Male"
"2MGJ-ZD7","L844-Q4N","Female"
"2MH6-X8W","L2XM-CLY","Male"
"2MH6-X8W","G784-51R","Female"
"2MQ6-XHS","K12X-4JC","Male"
"2MQ8-41J","G4R9-N4H","Male"
"2MQ8-41J","G4R9-TQW","Female"
"2MQ8-HMK","LB9Y-935","Male"
"2MQ8-HMK","2MQ8-41J","Female"
"2MQX-BLH","24B3-SP3","Male"
"2MQX-BLH","2MQX-BP4","Female"
"2MQX-BP4","KL6J-6KS","Male"
"2MZL-PX3","L22H-RL8","Male"
"2MZL-PX3","L22H-RPS","Female"
"2Q23-4M4","2W9S-8W9","Male"
"2Q23-4M4","2W9S-61W","Female"
"2Q23-7XW","L2NR-VGX","Female"
"2QB5-1W7","L138-4KZ","Male"
"2QB5-1W7","L6FZ-WR2","Female"
"2QBT-27B","LVSR-XG4","Male"
"2QBT-27B","L6PG-V8Z","Female"
"2RGZ-8DS","K12D-566","Male"
"2RGZ-8DS","G4MC-GWR","Female"
"2S23-Y3L","LB7H-XS5","Male"
"2S23-Y3L","GMVS-LNN","Female"
"2S3P-YW9","G3GR-JFC","Male"
"2S3P-YW9","9QQV-XMY","Female"
"2S3R-NXM","GMVS-K8B","Male"
"2S3R-NXM","99GQ-8S8","Female"
"2S4K-K77","9ZCY-9XR","Male"
"2S4K-K77","LH73-F1C","Female"
"2SF6-QTW","2SFD-DP4","Male"
"2SF6-QTW","2SFD-DPJ","Female"
"2SF8-2DD","2SF6-QTW","Male"
"2SF8-2DD","GHNV-CVM","Female"
"2SFD-DLS","GLCL-TBF","Male"
"2SFD-DP4","2SFF-8F5","Male"
"2SFD-DP4","2SFN-3GJ","Female"
"2SFD-DPJ","2SFN-R18","Male"
"2SFD-DPJ","9HB6-Y12","Female"
"2SK6-YHR","LHLH-MVR","Male"
"2SK6-YHR","9CHT-831","Female"
"2SQX-646","2SQX-DFK","Male"
"2SQX-646","LKC5-335","Female"
"2T1R-FF3","KFDW-7DD","Male"
"2W31-CBG","GWL1-MQ5","Male"
"2W31-CBG","2S3P-BTG","Female"
"2W31-DXP","2W31-DX5","Male"
"2W31-DXP","2W31-DXR","Female"
"2W7J-8BW","LCC6-X7L","Male"
"2W7J-8TN","2W7J-DSB","Male"
"2W7J-8TN","LHV2-TVK","Female"
"2W7J-CH4","L6QL-9X4","Male"
"2W7J-CH4","L6QL-9JS","Female"
"2W7J-DSB","G6N4-655","Male"
"2W9K-RZC","GKRL-DFY","Male"
"2W9K-RZC","KC2W-NFB","Female"
"2WC9-YFT","LCX6-DLH","Male"
"2WC9-YFT","LCX6-D5Y","Female"
"2WCM-2K7","GGG2-7CQ","Male"
"2WCM-2K7","GGG2-S77","Female"
"2WHX-J7R","GJZK-P5Y","Male"
"2WHX-J7R","GJZ2-HBQ","Female"
"2X97-TLZ","9C7Q-KRJ","Male"
"2X97-TLZ","9C7Q-KTS","Female"
"2YG8-RYQ","GXNW-NWX","Male"
"2YG8-RYQ","GZ96-78R","Female"
"2YGB-N2M","GN38-JJY","Male"
"2YGB-N2M","GN38-YJ6","Female"
"2YGY-D6Y","LH8V-WN3","Male"
"2YGY-D6Y","LH8V-WC8","Female"
"2Z34-JHQ","KG8R-QTJ","Male"
"2Z34-JHQ","L41B-9HD","Female"
"2Z37-CX9","KGW5-MBX","Male"
"2Z37-CX9","L1CX-F84","Female"
"2Z3B-4S8","K2TV-842","Male"
"2Z3B-4S8","933G-TS6","Female"
"2Z3H-71Z","LDZN-HVT","Male"
"2Z3H-71Z","LDZN-HLC","Female"
"2Z98-1Z2","K8ZH-19X","Male"
"2Z98-1Z2","LHJS-H3H","Female"
"2Z98-LMB","GX1X-D25","Male"
"2Z98-LMB","GKZW-DVR","Female"
"2Z98-N1Y","G858-LM2","Male"
"2Z98-N1Y","L5TT-275","Female"
"2Z98-PT3","MRG9-J2Y","Male"
"2Z98-PT3","G694-169","Female"
"2Z98-SZL","LC2D-X3H","Male"
"2Z98-SZL","LZ5C-JLD","Female"
"2ZKP-3L4","2ZKP-Q2M","Male"
"2ZKP-3L4","GMN8-14V","Female"
"2ZKP-Q2M","GLFN-ZY5","Male"
"4DR4-RQ7","G31Q-85V","Male"
"4Y6M-MDH","GDZM-C16","Male"
"4Y6M-MDH","GXKM-JKT","Female"
"4YG9-88N","GDF9-LCK","Male"
"4YG9-88N","MHCT-6T1","Female"
"4YW5-6J3","GXM7-HPC","Male"
"4YW5-6J3","LKCL-HMJ","Female"
"932C-PQP","LY9N-KYP","Male"
"932C-PQP","LBP8-XCZ","Female"
"9331-165","GX7D-C24","Male"
"9331-165","GX7D-CQZ","Female"
"9331-8FC","9331-HPF","Male"
"9331-DSY","93QM-CTH","Male"
"9335-4P3","MMXG-T9L","Male"
"9335-4P3","LD38-YRY","Female"
"9335-LT9","9335-LR6","Male"
"9335-LT9","GX22-WSS","Female"
"9336-6CV","LTYN-DS9","Male"
"933B-V3S","GXLS-6XW","Male"
"933B-V3S","GXLS-D69","Female"
"933G-87T","93Q3-X7H","Male"
"933G-PPH","L5JW-RHB","Male"
"933G-PPH","L5PS-HN3","Female"
"933G-PXJ","GX82-4WH","Male"
"933T-DSX","KFL6-74C","Male"
"933T-DSX","93Q7-R65","Female"
"9345-FXD","GDZ3-ND9","Male"
"9345-FXD","LH73-FJB","Female"
"934Q-GWT","L8R5-8PV","Male"
"934Q-GWT","LTTC-D5R","Female"
"934R-3XK","GQP8-KNF","Male"
"934R-3XK","GDVK-X9J","Female"
"934R-C46","934R-CH3","Male"
"934R-CW3","939Z-C8B","Male"
"934R-CW3","LCTH-F2Y","Female"
"934R-S3B","9CS7-4T1","Male"
"934R-S3B","G2LY-HY1","Female"
"936G-FHT","KX9D-DN8","Male"
"936G-FHT","LDR1-X9V","Female"
"936G-NMW","GCZ3-B45","Male"
"936G-NMW","LJ7F-4WS","Female"
"936R-HBT","GZRP-V4C","Male"
"936R-HBT","GXSN-DP9","Female"
"936V-KKJ","GW5K-9ZB","Male"
"936V-KKJ","LHGG-ZVX","Female"
"9372-188","93Q7-5VC","Male"
"9372-188","93QW-MLZ","Female"
"9373-K9W","L265-1SK","Male"
"9373-K9W","LW54-6F5","Female"
"9373-V8F","937H-1VC","Male"
"9373-V8F","GFMZ-FCT","Female"
"9374-L76","9331-GYM","Male"
"9374-L76","9374-L31","Female"
"9376-SL8","MBBN-NLM","Male"
"9376-SL8","GKT9-MNS","Female"
"9378-CZT","93QY-TSG","Male"
"937H-1VC","9372-CLQ","Male"
"937H-1VC","GFMZ-6LF","Female"
"937J-4C1","GJJF-FFP","Male"
"937J-4C1","GJJF-YX4","Female"
"937J-D9D","LY96-K7N","Male"
"937J-D9D","9CC3-9LL","Female"
"937K-164","93Q5-C8P","Male"
"937K-164","GDB7-72B","Female"
"937K-8PG","LJNB-MZ1","Male"
"937K-8PG","9331-B85","Female"
"937K-91D","937K-96Q","Male"
"937K-91D","GVDV-4NS","Female"
"937K-96Q","LH5T-G8S","Male"
"937K-96Q","L4JG-65H","Female"
"937K-C6W","937K-CDW","Male"
"937K-NPH","LKB7-W8J","Male"
"937N-BTN","L671-8ZN","Male"
"937N-BTN","K2LR-JMY","Female"
"937V-2G5","937K-FNB","Male"
"937V-2G5","LHCC-HFL","Female"
"937V-3YK","937V-3RJ","Male"
"937V-4Y6","K4N2-6B2","Male"
"937V-4Y6","KC93-1KF","Female"
"937V-F2D","2Z39-J25","Male"
"937V-H7P","93QW-3MQ","Male"
"937V-H7P","LC3S-VDG","Female"
"937V-HQP","937V-HS2","Male"
"937V-HQP","933T-QHX","Female"
"937V-HS2","GXJZ-BYN","Male"
"937V-HS2","GXJQ-H1L","Female"
"937V-JJ9","93QM-DFQ","Male"
"937V-LPB","937V-LGL","Male"
"937V-LT9","937V-LR9","Male"
"937V-LT9","LVJG-5Y2","Female"
"937V-NCR","937V-N4M","Male"
"937V-ND2","933G-L7R","Female"
"937V-YMT","937F-PQZ","Male"
"937V-YMT","GFSN-PR1","Female"
"937W-Z8H","LHWM-193","Male"
"937W-Z8H","9H1Y-2F2","Female"
"939Z-C8B","L2ZQ-6M5","Male"
"939Z-C8B","L2ZQ-6SP","Female"
"93C9-S53","93C9-S5B","Male"
"93C9-SDV","LYWF-C7S","Male"
"93C9-SDV","LVX3-2TM","Female"
"93C9-SRP","93C9-STG","Male"
"93DX-257","G71Q-6TD","Male"
"93DX-257","GXDD-HF6","Female"
"93F4-F8M","L6L5-582","Male"
"93F4-F8M","L41W-FPT","Female"
"93F4-FZ6","GNHR-SGT","Male"
"93F4-FZ6","GNHR-DZ6","Female"
"93F4-VQ1","9H6F-RSP","Male"
"93F4-VQ1","LVD9-HJG","Female"
"93HN-4T3","GHNC-JP3","Male"
"93HN-4T3","G6H8-V3V","Female"
"93HV-954","L1YZ-5QR","Male"
"93HW-J56","2CQZ-3YB","Male"
"93HW-J56","LY19-6G9","Female"
"93J3-TR6","GMF1-J32","Male"
"93J3-TR6","LHL1-6KV","Female"
"93M8-21Q","L5GN-Q5Q","Male"
"93M8-21Q","LYZR-2Q4","Female"
"93MY-Z67","L19Q-5K2","Male"
"93MY-Z67","944N-XPG","Female"
"93MZ-VZC","L5TP-STN","Male"
"93MZ-VZC","LLS1-XRB","Female"
"93N7-KMV","GHJH-2C7","Male"
"93N7-KMV","G36G-W3N","Female"
"93NH-C8K","KCPJ-VGD","Male"
"93Q1-H5J","9331-HX6","Male"
"93Q1-H5J","LH23-BT9","Female"
"93Q2-FFV","GNVF-5PK","Male"
"93Q2-FFV","GQ5J-9Y6","Female"
"93Q3-3YN","9373-V8F","Male"
"93Q3-3YN","K12C-59K","Female"
"93Q3-NJ9","93Q3-XMZ","Male"
"93Q3-NJ9","G6YP-FW1","Female"
"93Q4-6ZL","93QS-GKP","Male"
"93Q5-42Q","93Q5-4ZX","Male"
"93Q5-42Q","93Q5-4VK","Female"
"93Q5-QSW","27HR-NFT","Male"
"93Q5-QSW","K4Y2-214","Female"
"93Q6-XBQ","93Q6-D6S","Male"
"93Q6-XBQ","GXBR-MX2","Female"
"93Q6-XGK","93Q6-XG9","Male"
"93Q6-XGK","GXBQ-MW5","Female"
"93Q7-4VX","937K-2MX","Male"
"93Q7-4VX","937K-KBQ","Female"
"93Q7-5C5","93Q7-5H6","Male"
"93Q7-5C5","GXHM-F6N","Female"
"93Q7-5NC","L2CN-KP2","Male"
"93Q7-5NC","LWVM-S8J","Female"
"93Q7-Q87","L6JY-N22","Male"
"93Q7-Q87","GMYR-JXD","Female"
"93Q8-55B","L16J-D3W","Male"
"93Q8-55B","L16J-29J","Female"
"93Q9-DDS","KH1V-HGM","Male"
"93Q9-DDS","K42G-1CN","Female"
"93Q9-F8Q","93Q9-FZ6","Male"
"93Q9-F8Q","G651-DTJ","Female"
"93Q9-K8D","933G-RSD","Male"
"93Q9-K8D","LJYT-527","Female"
"93Q9-KB5","93Q7-4J5","Male"
"93Q9-KB5","L2CX-YNC","Female"
"93Q9-QF9","G7XQ-3N2","Male"
"93Q9-QF9","G6CJ-942","Female"
"93Q9-WJQ","LKSX-D27","Male"
"93Q9-WJQ","93Q9-WNV","Female"
"93QD-363","93QD-3DC","Male"
"93QD-9CM","93QD-9HQ","Male"
"93QD-9CM","M7HB-HP1","Female"
"93QF-7RM","GJJF-FFP","Male"
"93QF-7RM","GJJF-YX4","Female"
"93QG-SV9","GXBR-5WW","Male"
"93QG-SV9","9331-4P5","Female"
"93QH-FSQ","93QH-C9D","Male"
"93QH-FSQ","GXS4-CY2","Female"
"93QH-TVW","93QZ-2W2","Male"
"93QH-TVW","93Q4-1J8","Female"
"93QL-7GP","9331-G4L","Male"
"93QL-XNX","LV8K-CNP","Male"
"93QL-XNX","GCDV-L6S","Female"
"93QM-5DS","K2WP-YYZ","Male"
"93QM-5DS","KHSP-VGN","Female"
"93QM-FC7","GJNW-QTR","Male"
"93QM-FC7","L7BP-6H3","Female"
"93QM-JF9","GJNF-5YM","Male"
"93QM-N6W","LHL5-FTT","Male"
"93QM-N6W","LHFN-675","Female"
"93QP-2LN","9331-6RX","Male"
"93QP-2LN","9331-6VT","Female"
"93QP-QYG","93QR-4KX","Male"
"93QP-QYG","2W3B-LJF","Female"
"93QQ-NKJ","93Q3-DJN","Male"
"93QQ-NKJ","933B-Y75","Female"
"93QQ-P4W","L51D-5LD","Male"
"93QQ-P4W","9Z8W-FDF","Female"
"93QS-9YP","93QS-9YS","Male"
"93QS-9YP","G6W3-XHD","Female"
"93QS-9YS","93QS-9RX","Male"
"93QS-9YS","G6W3-DS4","Female"
"93QS-GPR","93QS-GP9","Male"
"93QS-M3Z","93QS-M9P","Male"
"93QS-M3Z","GFMR-F22","Female"
"93QS-WKS","93Q3-4BT","Male"
"93QS-WKS","937K-GX5","Female"
"93QT-Z8Z","KHZR-R3H","Male"
"93QT-Z8Z","KFL6-7WB","Female"
"93QV-2N2","933B-YWN","Male"
"93QV-2N2","93Q3-N9C","Female"
"93QW-474","KCP6-V5Z","Male"
"93QW-D5G","KLG4-CFK","Male"
"93QW-D5G","GDRF-BGV","Female"
"93QW-N3R","93QM-7FM","Male"
"93QZ-TQF","93QZ-T39","Male"
"93QZ-TQF","GXBD-S7C","Female"
"93RN-C7J","L19M-VCD","Male"
"93RN-C7J","LDQK-6JM","Female"
"93T9-M9Z","LH73-3ML","Male"
"93T9-NVY","LD39-RTT","Male"
"93T9-NVY","L5TC-82C","Female"
"93VK-B13","KDQD-C5T","Male"
"93VK-B13","LZ61-87Z","Female"
"93VL-94F","LYLG-BQY","Male"
"93VL-94F","GL4H-9SR","Female"
"93YD-MVY","9Z4P-J9S","Male"
"93YD-MVY","L56H-PHG","Female"
"93ZP-65Y","LYSC-HWY","Male"
"93ZP-65Y","LY1P-V76","Female"
"941V-ZBT","KZ2Y-WDR","Male"
"941V-ZBT","G3WY-3YT","Female"
"943M-FS1","LBLF-VDC","Male"
"943M-FS1","G7F8-83Q","Female"
"944N-XPG","KN73-Y7F","Male"
"944N-XPG","L1MS-NFP","Female"
"945C-11G","GXQK-FKK","Female"
"946X-7Z3","MQR5-S88","Male"
"946X-7Z3","GXVN-8C8","Female"
"9474-63Q","LRC9-WZ8","Male"
"9474-63Q","KNHK-TVL","Female"
"9474-6QM","LZ8J-9CK","Male"
"9474-6QM","GX93-GH6","Female"
"9474-6ZC","MT98-RGS","Male"
"9474-6ZC","MT98-R5K","Female"
"948L-FYP","LBGV-7WG","Male"
"948L-FYP","K451-575","Female"
"949S-MDP","GV5S-55W","Male"
"949S-MDP","GV53-WP6","Female"
"949X-CBC","M2CR-KYR","Male"
"949X-CBC","2YPH-NZR","Female"
"949X-HJK","LZ1V-JW1","Male"
"949X-HJK","9Q6H-FC9","Female"
"949X-P5K","LZGC-T3V","Male"
"949X-P5K","GGY3-NY4","Female"
"94C5-D5F","LXQM-LLW","Male"
"94C5-D5F","GJZK-CNL","Female"
"94J3-82S","GMNS-35D","Male"
"94JV-1XK","LC44-7VQ","Male"
"94JV-1XK","LC47-PZB","Female"
"94K1-6N8","93SJ-QSN","Male"
"94K1-6N8","LZ8J-9CQ","Female"
"94L5-FXD","9CN3-8JY","Male"
"94L5-FXD","M1XY-96Y","Female"
"94LK-ZWV","GS5J-X8F","Male"
"94LK-ZWV","G8JF-LLY","Female"
"94N4-H5F","G6H3-WNZ","Male"
"94N4-H5F","G6H3-8CR","Female"
"94N8-WLN","G4MS-YPJ","Male"
"94N8-WLN","G7TZ-WTS","Female"
"94NC-4KW","94NC-ZHW","Male"
"94NC-4KW","HZDB-VXJ","Female"
"94NC-Z9D","94NC-4KW","Male"
"94NC-Z9S","94NC-Z9D","Male"
"94NC-ZHW","94NC-ZHF","Male"
"94NN-RBF","LYFH-YBN","Male"
"94NN-RBF","MTZ4-RNB","Female"
"94PV-L3M","9QFW-LWH","Male"
"94PV-L3M","G8VX-WQP","Female"
"94QF-B2P","9S5P-QPD","Male"
"94QF-B2P","LKRB-8JL","Female"
"94R3-NQG","MWND-9MQ","Male"
"94R3-NQG","MWND-M1W","Female"
"94RF-12Y","94RF-1LM","Male"
"94RF-1G3","LVZC-WGH","Male"
"94RF-1G3","GGPH-P1B","Female"
"94RF-1K7","GFB1-W2P","Male"
"94RF-1K7","LCZR-K9H","Female"
"94RF-1KY","G4WJ-P8B","Male"
"94RF-1V5","94RF-1K7","Male"
"94RF-1V5","L2WK-7V3","Female"
"94RJ-7Q6","93QH-KXW","Male"
"94RJ-7Q6","L7TG-M6G","Female"
"94RJ-M86","LBHH-2Q5","Male"
"94RJ-M86","LD72-DQF","Female"
"94RJ-Q3J","93QW-N3R","Male"
"94RJ-S5M","94RJ-31R","Male"
"94RQ-Q21","9CC8-TJ6","Male"
"94RQ-Q21","GL5L-JYH","Female"
"94RW-SSS","GLT8-TVZ","Male"
"94RW-SSS","GLTD-XSC","Female"
"94RX-T2F","LD97-5H9","Male"
"94RX-T2F","LRBW-T4W","Female"
"94T6-R1L","94T6-G6M","Male"
"94T6-RBN","94T6-RBK","Male"
"94TD-Y8X","G8TZ-PTY","Male"
"94TD-Y8X","GJSQ-T23","Female"
"94TN-WV7","94TN-WVJ","Male"
"94TN-WV7","L6P1-HSX","Female"
"94TN-WVJ","L6P1-4C3","Male"
"94TN-WVJ","L6P1-HM6","Female"
"94TN-WVZ","K1TC-SW7","Male"
"94TN-WVZ","GDDB-VXY","Female"
"94V9-MQJ","GJZ3-8KH","Male"
"94V9-MQJ","GCN7-C45","Female"
"94VG-S6Q","93YD-MVY","Male"
"94VG-S6Q","L5Y4-V75","Female"
"94Y9-XDF","G6BF-K29","Male"
"94Y9-XDF","LBP9-BPY","Female"
"94Y9-YT9","9HJJ-FB6","Male"
"94Y9-YT9","G9XM-BX4","Female"
"94YS-3G6","MNXJ-QGY","Male"
"94YS-3G6","LYS8-W39","Female"
"94ZB-3WF","9QDY-54Q","Male"
"94ZB-3WF","9QDY-5DB","Female"
"94ZD-P2N","M1JC-CJ9","Male"
"94ZD-P2N","LL7L-58T","Female"
"94ZR-L18","L2X3-ZQ2","Male"
"94ZR-L18","GLPD-PG9","Female"
"971K-YRW","GM17-1TY","Male"
"971K-YRW","GLKK-PGJ","Female"
"975L-8YQ","GD6W-58L","Male"
"975L-8YQ","GJGM-GJF","Female"
"977N-DLY","97D4-D9M","Male"
"977N-DLY","9H92-XWD","Female"
"979H-WDK","L61H-K2M","Male"
"979H-WDK","L61H-K5G","Female"
"97D4-D9M","G9Z2-7RY","Male"
"97D4-D9M","L4BD-6XM","Female"
"97HB-XWK","93Q7-RN2","Male"
"97HN-3YK","LYF5-7CK","Male"
"97HN-3YK","GLTS-D3V","Female"
"97KG-1RF","L8WB-LY8","Male"
"97MD-BLY","KG9S-C3Z","Male"
"97MD-BLY","G78N-6BT","Female"
"97NF-K7M","97NF-KQL","Male"
"97NF-K7M","GNXD-LPN","Female"
"97RB-WX2","GSR9-P1F","Male"
"97RB-WX2","LB4L-7L6","Female"
"97SG-Y5N","2HSD-4V9","Male"
"97SG-Y5N","M8TV-Z2R","Female"
"97W3-LTP","M9QT-TX4","Male"
"97W3-LTP","9S59-P86","Female"
"97XP-C3N","KZX6-ZWB","Male"
"97XP-C3N","9SJD-GR4","Female"
"991R-CBM","991R-RPQ","Male"
