"fid","parent","gender"
"218G-SHK","GJ7T-CKC","Male"
"218G-SHK","LR32-FBR","Female"
"2736-D16","GL71-GJ8","Male"
"2736-D16","K2XK-78P","Female"
"27DJ-1JF","GS8D-GV8","Male"
"27DJ-1JF","MDXN-ZFX","Female"
"29WW-2LP","LHKS-67Q","Male"
"29WW-2LP","LHKS-DY1","Female"
"2BKP-ZZZ","L2PW-Y44","Male"
"2BKP-ZZZ","LVW4-36Q","Female"
"2CT1-XKM","G3GM-N9L","Male"
"2CT1-XKM","GLKC-9WN","Female"
"2D24-796","M654-LJ6","Male"
"2D24-796","C61N-FVJ","Female"
"2D2N-92F","G2R6-TST","Male"
"2D2N-92F","G2RX-FKB","Female"
"2H61-TKD","LZL7-7HV","Male"
"2H61-TKD","LCRJ-XYG","Female"
"2JQW-2VQ","M4H5-L2T","Male"
"2JQW-2VQ","GG88-5XD","Female"
"2RBN-8LF","G2NQ-R13","Male"
"2RBN-8LF","GQRM-K3J","Female"
"2S4K-78F","L1DG-RYZ","Male"
"2S4K-78F","GSJ1-N69","Female"
"2WPH-CH5","LDB4-QRX","Male"
"2WPH-CH5","LDB4-QBD","Female"
"2YR3-XK4","K8BK-ZHD","Male"
"2YR3-XK4","KHHR-S1K","Female"
"41XD-MQS","LC5J-9W2","Male"
"41XD-MQS","GVTS-CJ7","Female"
"4B4L-N6H","LVFZ-6NP","Male"
"4B4L-N6H","LD2L-DR1","Female"
"4JQG-JCX","G41G-93N","Male"
"4JQG-JCX","LKBK-898","Female"
"4V8C-W72","LJJ3-GFV","Male"
"4V8C-W72","LB84-3RV","Female"
"4X7F-Q6L","GDNL-LJB","Male"
"4XNL-64P","9MPS-YP9","Male"
"4XNL-64P","GGQG-QJT","Female"
"933R-84P","9HVK-MKP","Male"
"933R-84P","G4F6-7SS","Female"
"933T-X6H","GLY1-NG9","Male"
"933T-X6H","GZD8-R4J","Female"
"9372-ZX8","MDFG-NX3","Male"
"9372-ZX8","93Q8-ZRP","Female"
"937D-76M","LCYW-LTT","Male"
"937D-76M","KCCQ-VV9","Female"
"937V-MXJ","937V-M6J","Male"
"937V-MXJ","G6PR-F3J","Female"
"937V-PR6","LVZF-YPL","Male"
"937V-PR6","937V-PGK","Female"
"9399-T5R","MKJ2-9JS","Male"
"93B2-DJ4","GSGY-H1Q","Male"
"93B2-DJ4","M727-TJJ","Female"
"93C9-QCY","KC9D-KW2","Male"
"93C9-QCY","94R3-CRS","Female"
"93FY-JDM","LCTR-R9C","Male"
"93FY-JDM","GSZB-MCF","Female"
"93KC-VQ8","LZ6Z-4PJ","Male"
"93KC-VQ8","94PD-3LX","Female"
