"fid","parent","gender"
"2759-854","KHXT-DWP","Male"
"2759-854","LRDF-9WJ","Female"
"2759-XPY","M9VB-ZZP","Male"
"2759-XPY","G3JS-LB5","Female"
"29WT-FSD","K4XB-ZGN","Male"
"29WT-FSD","K4RB-CV5","Female"
"29WT-X1G","LZFW-4Y5","Male"
"29WT-X1G","MTGN-Z6Y","Female"
"2WMN-81N","LDH1-W8D","Male"
"2WMN-81N","M2YV-FXY","Female"
"93R2-H8R","93R2-H66","Male"
"9CKZ-WZV","LC1B-1GV","Male"
"9CKZ-WZV","9CKZ-WZ2","Female"
"9HZB-X72","LX7M-129","Male"
"9HZB-X72","KVLP-XVS","Female"
"9J88-2PP","GX9D-MPX","Male"
"9J88-2PP","9J8C-TPW","Female"
"9KQV-4VG","MB79-GY6","Male"
"9KQV-4VG","MB79-GYR","Female"
"9KQV-ZQW","G2VN-J59","Male"
"GHVC-X3D","L5BQ-TGL","Male"
"GHVC-X3D","2MJ7-996","Female"
"GHYT-BYQ","9X1R-QJL","Male"
"GHYT-BYQ","MT29-M8X","Female"
"GW6J-918","LKMD-4XZ","Male"
"GW6J-918","KVBG-CVS","Female"
"KCGJ-3RV","LT3F-935","Male"
"KCGJ-3RV","LT3X-BSC","Female"
"KD1R-2KC","KLJJ-YVB","Male"
"KD1R-2KC","KGB3-3SZ","Female"
"KFB8-FTV","LZC5-LTD","Male"
"KFB8-FTV","K2T4-MQC","Female"
"KGCB-6W3","LHF8-Y64","Male"
"KGCB-6W3","LLCC-G2L","Female"
"KJ8F-83C","L5RT-PMJ","Male"
"KJ8F-83C","G4X2-PMC","Female"
"KLXL-ZTM","KLB8-1QB","Male"
"KLXL-ZTM","MGKW-ZP3","Female"
"KZCQ-TNT","GGX8-C8D","Male"
"L24Y-BMB","GQCG-C8G","Male"
"L24Y-BMB","GQCP-Q3R","Female"
"L29Z-1SM","GD4Q-44Q","Male"
"L29Z-B1X","L62C-Z8Z","Male"
"L29Z-B1X","9Q1F-B91","Female"
"L4BK-YP3","9JWH-DSM","Male"
"L4BK-YP3","9JWH-DSS","Female"
"L4MT-9SK","LTT3-L3X","Male"
"L4MT-9SK","LK3T-3RK","Female"
"L4TY-77X","GMW2-92X","Male"
"L4TY-77X","LC8H-F4S","Female"
"L6C1-MB7","K2QL-87C","Male"
"L6C1-MB7","LV67-FMJ","Female"
"L6C1-QMY","LTR4-NNY","Male"
"L6M4-Z1K","L4FK-Y7D","Male"
"L6M4-Z1K","LM1Z-DNF","Female"
"L6RT-7RF","LVKG-XM9","Male"
"L6RT-7RF","LZ4V-6P4","Female"
"L6ZX-D4Y","L6B5-4MJ","Male"
"L6ZX-D4Y","LK6K-D15","Female"
"L7BY-S6Y","L691-VC5","Male"
"L7BY-S6Y","LRVV-YSJ","Female"
"L7NL-98X","LHF2-FSZ","Male"
"L7NL-98X","LCXR-97D","Female"
"L7XB-2CB","L8MB-C2W","Male"
"L7XB-2CB","L8MB-C2K","Female"
"L8MB-C2K","LDF6-ZR9","Male"
"L8MB-C2K","L1R4-RH6","Female"
"L8MB-C2W","LZ23-6ZM","Male"
"L8MB-C2W","M2Z7-CJ3","Female"
"LBG4-QCJ","LCPL-WPW","Male"
"LBG4-QCJ","LDMW-9JN","Female"
"LBYV-BRF","LJYJ-2GM","Male"
"LBYV-BRF","LCXS-2CJ","Female"
"LC65-WB3","K8QW-GD2","Male"
"LC65-WB3","LZKN-N5H","Female"
"LC7P-L18","LHX9-H8K","Female"
"LCMF-R4D","L6B5-4MJ","Male"
"LCMF-R4D","LK6K-D15","Female"
"LCTG-JQ2","L8WL-YH1","Male"
"LCTG-JQ2","MDFX-RBD","Female"
"LCZM-2BH","L14M-9P3","Male"
"LCZM-2BH","LCP5-MQM","Female"
"LDKP-XSK","GCZN-D6H","Male"
"LDKP-XSK","9ZSS-XGH","Female"
"LF7P-WWJ","LZLK-S2W","Male"
"LF7P-WWJ","LZLK-338","Female"
"LH3F-15C","LV7M-1JL","Male"
"LH3F-15C","LH8B-9PS","Female"
"LH3F-1GB","LZLK-8QR","Male"
"LH3F-1GB","2WM7-P6G","Female"
"LH57-NXR","MVMR-8PM","Male"
"LH57-NXR","L4BT-1XB","Female"
"LHNS-XK3","LHW8-LSS","Male"
"LHNS-XK3","LH6B-TLS","Female"
"LHTV-TC7","LBF9-CYZ","Male"
"LHTV-TC7","LZF3-9LY","Female"
"LHTV-TZV","LTNR-6ZK","Male"
"LHTV-TZV","LZZW-8BK","Female"
"LHW2-XDM","LHKK-RWT","Male"
"LHW2-XDM","K2VZ-9VX","Female"
"LHY9-6FP","LHKT-LPM","Male"
"LHY9-6FP","LV76-5CW","Female"
"LJGB-5PH","L6JV-CNK","Male"
"LJGB-5PH","GNW6-SRD","Female"
"LK34-3DJ","27P4-G81","Male"
"LK3B-L1B","LK3T-ND9","Male"
"LK3B-L1B","LK3T-NC5","Female"
"LKR2-GT7","LZG9-8P2","Male"
"LKR2-GT7","LCY5-PZ1","Female"
"LRQQ-RXN","LZKF-2YT","Male"
"LRQQ-RXN","LLSC-98W","Female"
"LVGT-VR4","9JDW-SG6","Male"
"LVL6-1Y5","LZPF-PVT","Male"
"LVL6-1Y5","G8WM-RCT","Female"
"LVVH-QKS","L4HK-L9K","Male"
"LVVH-QKS","L4CZ-3QD","Female"
"LX3V-GQV","LZV6-5K2","Male"
"LX3V-GQV","GL61-WLZ","Female"
"LXMW-YN3","LV2Y-844","Male"
"LXMW-YN3","GKYJ-4LD","Female"
"LYG8-BMH","LHKK-GKQ","Male"
"LYG8-BMH","LZL7-22L","Female"
"LYTC-KG6","LHGD-KNS","Male"
"LYTC-KG6","LZBP-SWM","Female"
"LZ6L-T97","LZ4N-XH1","Male"
"LZ6L-T97","2D65-99H","Female"
"LZ8S-37Y","LB7J-9BY","Male"
"LZ8S-37Y","G8B4-44T","Female"
"LZDX-C2B","LZXB-GRQ","Male"
"LZDX-C2B","LDST-SFN","Female"
"LZLC-1N1","LRM2-PL9","Male"
"LZLC-1N1","M9B1-JKC","Female"
"LZLK-QR5","LZLK-Q24","Male"
"LZLK-QR5","LC52-JSL","Female"
"LZPL-844","MLHB-YRP","Male"
"LZPL-844","GS4K-LHH","Female"
"LZTK-CY2","LHJW-1GF","Male"
"LZTK-CY2","L27H-ZMR","Female"
"LZYR-HQ1","LCJX-S96","Male"
"LZYR-HQ1","2Z35-X55","Female"
"M73H-C5N","LV92-71L","Male"
"M73H-C5N","LWJV-TFQ","Female"
"MBCS-6T1","GDW4-NCQ","Male"
"MBCS-6T1","LYYR-MVK","Female"
"MCD7-4W7","M2WP-LQ5","Male"
"MCD7-4W7","KZCP-V4Q","Female"
"MF7Y-X2S","M1ST-3Z8","Male"
"MF7Y-X2S","LCPX-XTG","Female"
"MR1L-1CV","G8DD-VGR","Male"
"MR43-7MB","L4T6-WXC","Male"
"MR43-7MB","L78Z-VT8","Female"
"MYJQ-NKS","GN29-QLP","Male"
"MYJQ-NKS","LZXR-ZQN","Female"
