"fid","parent","gender"
"29M1-YXQ","KCYP-6MD","Male"
"29M1-YXQ","KL3T-S8L","Female"
"2JYT-CQF","LZ84-61C","Male"
"2JYT-CQF","GDH2-HG8","Female"
"2MJ4-ZXD","GGCJ-7H9","Male"
"2P4M-8ZS","L6TM-HGV","Male"
"2P4M-8ZS","LRP3-33H","Female"
"2RBD-PSM","L6TT-WBN","Male"
"2RBD-PSM","MPPB-LWF","Female"
"2SH6-PM4","2SH6-P6L","Male"
"2SH6-PM4","LZN8-4WK","Female"
"2W9V-H9Z","LT21-8QW","Male"
"2W9V-H9Z","2ZSC-VWX","Female"
"6MW2-M4Y","KN84-VTZ","Male"
"6MW2-M4Y","LCZQ-JN5","Female"
"93F2-MRS","KCJY-7V8","Male"
"93F2-MRS","9ZZW-JJ9","Female"
"93FD-XVJ","LHN6-VQW","Male"
"93FD-XVJ","971N-SXM","Female"
"93WR-TBF","LRQS-P26","Male"
"93WR-TBF","G41Z-P5J","Female"
"97FH-CGG","LY9V-M9Q","Male"
"97FH-CGG","GLHH-P7Z","Female"
"9C3R-L5W","L8M2-Z6D","Male"
"9C3R-L5W","GM1J-YXT","Female"
"9CWM-WLB","MLY9-W94","Male"
"9CWM-WLB","L7JH-BF1","Female"
"9JVC-BJ5","LZBX-QCJ","Male"
"9JVC-BJ5","LCMZ-99B","Female"
"9KD9-F9T","L5G6-J2S","Male"
"9KD9-F9T","MM7X-FB5","Female"
"9Q99-1SS","L4GB-MWD","Male"
"9Q99-1SS","LHLH-DVW","Female"
"9V4V-BZ2","GHHB-76M","Male"
"9V4V-BZ2","GCGM-X93","Female"
"9W1T-VGG","LJRY-LG7","Male"
"9W1T-VGG","9SWX-LGC","Female"
"9WYW-R62","K6S9-WRQ","Male"
"9WYW-R62","K8CY-ZVR","Female"
"DZB4-KFV","GGPQ-9MV","Male"
"DZB4-KFV","L5K1-TS4","Female"
"FLSD-5Z4","KNHF-62Z","Male"
"FLSD-5Z4","2J3H-VNX","Female"
"G2KQ-F7T","GQDR-58W","Male"
"G2KQ-F7T","G6K2-TDK","Female"
"G2XS-YKX","L8QL-7KH","Male"
"G2XS-YKX","K8V7-2LY","Female"
"G3BL-8ZK","G8FH-DFL","Male"
"G3BL-8ZK","GS2Z-352","Female"
"G3P4-CSP","LVN4-L1P","Male"
"G3P4-CSP","LH3G-3R8","Female"
