"fid","parent","gender"
"218J-SZZ","GKRR-VDZ","Male"
"218J-SZZ","GZTQ-7QX","Female"
"21JJ-XXJ","LZLZ-WXG","Male"
"21JJ-XXJ","LHW6-X8T","Female"
"21T3-WTT","G4VC-FDK","Male"
"21T3-WTT","LBLF-JD6","Female"
"23JZ-7BB","GG9T-WBD","Male"
"23JZ-7BB","GFDB-V6Y","Female"
"245X-JXD","L8R8-H7J","Male"
"245X-JXD","KDMK-Z6Z","Female"
"24RL-TSK","LY96-NB4","Male"
"24RL-TSK","MHZH-LRZ","Female"
"24W6-QXY","LX3Z-5YV","Male"
"24W6-QXY","LZFX-8X4","Female"
"26G1-K7G","9HBX-4RF","Male"
"26G1-KQS","277F-SR2","Male"
"26G1-KQS","G3WH-GCD","Female"
"26KN-78L","LZXX-5TJ","Male"
"26KN-78L","LH8P-GKR","Female"
"26L7-1R9","LJPV-GRK","Male"
"26L7-1R9","L24X-S6S","Female"
"26P9-T5C","KCC2-ZV3","Male"
"26P9-T5C","M4P7-QWD","Female"
"2733-2HD","LY98-C82","Male"
"2733-2HD","KCP3-YMW","Female"
"2738-3B4","2738-3BY","Male"
"2738-3B4","L1DY-WH4","Female"
"273W-G2X","GQTC-72X","Male"
"273W-G2X","G69F-GX2","Female"
"273X-P4D","GDQ6-1GH","Male"
"273X-P4D","GDXR-H8X","Female"
"273X-PZ1","KFTT-TB1","Male"
"273X-PZ1","KFTT-Y4V","Female"
"2778-99K","G8J3-XLW","Male"
"2778-99K","LRNP-7J8","Female"
"277F-SR2","26P9-T5C","Male"
"277F-SR2","G3WC-38B","Female"
"27GZ-1BZ","GGGP-DH5","Male"
"27GZ-1BZ","GGGG-BRG","Female"
"27H1-MPC","MKCV-X1S","Male"
"27H1-MPC","GL45-6ZP","Female"
"27MJ-YV5","GNCC-7DD","Male"
"27S4-JNC","G45T-GSC","Male"
"27S4-JNC","L2LX-L3B","Female"
"27SB-KNJ","LX9Y-G2G","Male"
"27SB-KNJ","GW9B-JJG","Female"
"27SL-XGQ","MM8H-LFJ","Male"
"27SL-XGQ","GQX4-XT1","Female"
"27SL-XV6","LHCD-2GL","Male"
"27SL-XV6","LHCD-H48","Female"
"297C-FKX","K8HM-JF8","Male"
"297C-FKX","GXSB-VVH","Female"
"299M-M54","GMCJ-QMH","Male"
"29B8-CLN","LC5F-FVM","Male"
"29B8-CLN","LTD2-MC3","Female"
"29TB-Z52","GHGC-9Z8","Male"
"29TB-Z52","GMBM-2PP","Female"
"29TT-QSS","GKZF-PR7","Male"
"29TT-QSS","GJJN-8TW","Female"
"29W7-747","MKFN-FXZ","Male"
"29W7-747","GXMY-TPN","Female"
"29WT-8PQ","LD9R-WJ3","Male"
"29WT-8PQ","LD91-Q2Q","Female"
"29WT-WLH","GDD3-2PT","Male"
"29WW-33D","LCV4-S33","Male"
"29WW-33D","G938-MRV","Female"
"29WW-N2F","LT7P-3FJ","Male"
"29WW-N2F","9CXC-TLT","Female"
"29WW-ZNC","GGYQ-YDV","Male"
"29WW-ZNC","GDBF-2R6","Female"
"29Y9-CZG","LVFP-TVQ","Male"
"29Y9-CZG","LCC7-W6P","Female"
"2B2T-246","2BLS-VSF","Male"
"2B2T-246","K1T6-W9H","Female"
"2B2X-SF2","K2H7-HSK","Male"
"2B2X-SF2","GLR6-FT2","Female"
"2B2X-SL5","2B2Y-DKS","Male"
"2B2X-SL5","G9CY-JRT","Female"
"2C19-1FX","L445-F8F","Male"
"2C19-1FX","2C19-B8Z","Female"
"2C19-B8Z","LVM3-91Z","Male"
"2H2N-TJW","L2WM-MC1","Male"
"2H2N-TJW","GD8G-V71","Female"
"2M5M-W12","LBCB-WBJ","Male"
"2M5M-W12","LVMF-Q6G","Female"
"2MBY-TCW","L23X-LTL","Male"
"2MBY-TCW","LYQ9-J4L","Female"
"2MG2-B9F","LC58-K7S","Male"
"2MG2-B9F","LDHD-JQQ","Female"
"2MG2-YHP","G6N6-Q1Z","Male"
"2MGJ-ZD7","2MGJ-ZK4","Male"
"2MGJ-ZD7","L844-Q4N","Female"
"2MQ8-HMK","LB9Y-935","Male"
"2MQ8-HMK","2MQ8-41J","Female"
"2MQP-R6L","GQ6K-ZX6","Male"
"2MQP-R6L","L1S5-L2G","Female"
"2MRH-RJ5","LHHT-KFH","Male"
"2MRH-RJ5","2MKK-YZC","Female"
"2MRP-KJT","G891-TZ3","Male"
"2MRP-KJT","L6K2-K1X","Female"
"2QBJ-4W3","LKSP-9TD","Male"
"2QBJ-4W3","LKSP-9YM","Female"
"2QBT-27B","LVSR-XG4","Male"
"2QBT-27B","L6PG-V8Z","Female"
"2S9T-XRL","K2WW-N6X","Male"
"2S9T-XRL","K23C-JR3","Female"
"2SF4-1F3","2SFN-TCK","Male"
"2SF4-1F3","2SFZ-BFC","Female"
"2SF4-1J6","LZ2X-V2G","Male"
"2SF4-1J6","KNBR-BP2","Female"
"2V4Q-SYX","GLSF-5DB","Male"
"2V4Q-SYX","LVP9-CP8","Female"
"2WC9-6DH","GHXG-2NY","Male"
"2WC9-6DH","G7S3-T1K","Female"
"2WD8-B3F","LNZB-6C6","Male"
"2WD8-B3F","LC28-7RP","Female"
"2WHV-XWQ","GQQ2-58N","Male"
"2WHV-XWQ","G8WB-GVJ","Female"
"2WHZ-QDJ","29WD-GDD","Male"
"2WHZ-QDJ","29WD-GFS","Female"
"2X97-1JP","M4GF-YSC","Male"
"2X97-1JP","GJRV-BJ1","Female"
"2XB2-9HP","9CMV-ZVG","Male"
"2XB2-9HP","G2KP-TNS","Female"
"2YGB-VXT","2YGB-28B","Male"
"2Z33-DTK","GSBS-3C5","Male"
"2Z33-DTK","K2TD-6MG","Female"
"2Z98-FBR","L5GH-VP7","Male"
"2Z98-FBR","LD9G-FFX","Female"
"2Z98-PT3","MRG9-J2Y","Male"
"2Z98-PT3","G694-169","Female"
"2Z9Z-WH9","GWRP-8LF","Male"
"2Z9Z-WH9","GJRL-THY","Female"
"2ZSS-854","2ZSS-6FQ","Male"
"2ZSS-854","LYV2-YLZ","Female"
"2ZV5-ZNM","LD4L-LYJ","Male"
"4TQV-9CS","LBV2-KG9","Male"
"4TQV-9CS","GGFQ-ZNJ","Female"
"4YG9-88N","GDF9-LCK","Male"
"4YG9-88N","MHCT-6T1","Female"
"931M-S14","KFYN-2LN","Male"
"931M-S14","K29P-BSX","Female"
"9331-7LD","9331-4RM","Female"
"9331-7LD","9376-ST7","Male"
"9331-HX6","GQMP-L9J","Male"
"9331-LX4","9331-L6F","Male"
"9331-LX4","9331-LHY","Female"
"9331-XRX","KLXR-CZL","Male"
"9331-XRX","KLXR-C8Y","Female"
"9335-4P3","MMXG-T9L","Male"
"9335-4P3","LD38-YRY","Female"
"9335-PRK","94RJ-MC4","Male"
"9335-PRK","94RJ-MC7","Female"
"9335-YF3","937J-3QQ","Male"
"9335-YF3","93QB-4H4","Female"
"9335-YNY","937K-TQX","Male"
"9335-YNY","KJZX-3NJ","Female"
"9335-YPC","9335-YGC","Male"
"9336-WF9","G61C-PGF","Male"
"9336-WF9","GNLY-HXN","Female"
"933B-MRY","933B-MRW","Male"
"933B-MXV","937J-8PQ","Male"
"933B-MXV","937K-CTW","Female"
"933B-V3S","GXLS-6XW","Male"
"933B-V3S","GXLS-D69","Female"
"933P-SV4","27CH-GKD","Male"
"933P-SV4","G3Y1-BL1","Female"
"933P-V11","9KBR-GY4","Male"
"933P-V11","G6DB-VGN","Female"
"933Y-KD8","G324-BL8","Male"
"933Y-KD8","G324-P4Y","Female"
"9345-ZKL","G6NF-9H2","Male"
"9345-ZKL","GFZC-QNX","Female"
"934R-CS5","GNG1-8PC","Male"
"934R-CS5","GNG1-4QQ","Female"
"936B-K2J","93QW-XDY","Male"
"936B-K2J","GK6V-81D","Female"
"936G-FHT","KX9D-DN8","Male"
"936G-FHT","LDR1-X9V","Female"
"9374-Q9J","9374-9W5","Male"
"9374-QTB","9372-GGH","Male"
"9374-QTB","KLXS-GDZ","Female"
"9379-XGJ","LZ9S-LZJ","Male"
"9379-XGJ","MZN2-BXF","Female"
"937F-18C","937J-D8Z","Male"
"937F-18C","93Q9-WM8","Female"
"937F-28Y","93Q6-XG9","Male"
"937F-28Y","GXBQ-MW5","Female"
"937J-6PH","K4JM-F2B","Male"
"937J-6PH","9335-WTP","Female"
"937J-X2M","93Q4-C58","Male"
"937J-X2M","933B-MXV","Female"
"937K-GX5","LHZ9-VRV","Male"
"937K-GX5","G6SY-2BP","Female"
"937L-SJH","LH5L-945","Male"
"937L-SJH","93QG-7CX","Female"
"937V-DJS","937V-D97","Male"
"937V-DJS","937V-DNF","Female"
"937V-WQP","G7XG-WLJ","Male"
"937V-WQP","933G-PLF","Female"
"937W-D25","LYZC-D5J","Male"
"937W-D25","LVH7-K2D","Female"
"937W-YC4","MZM8-884","Male"
"937W-YC4","G68K-RFZ","Female"
"937X-5YJ","93Q6-TTR","Male"
"937X-G1D","MZM8-4X6","Male"
"937X-G1D","G6H1-PG5","Female"
"939K-8FN","GHXF-C7F","Male"
"939K-8FN","G8XD-6TN","Female"
"93C9-SDV","LYWF-C7S","Male"
"93C9-SDV","LVX3-2TM","Female"
"93C9-SKN","93C9-S2M","Male"
"93C9-Y3V","KLQW-V3Q","Male"
"93C9-Y3V","LKMZ-ZMF","Female"
