"fid","parent","gender"
"2WN4-1MS","2WN4-BY9","Male"
"2WN4-1MS","LHWX-NKH","Female"
"9N9J-FLS","LC4M-GRX","Male"
"9N9J-FLS","LC4M-LVK","Female"
"GMGN-855","KPSM-9XH","Male"
"GMGN-855","KPSM-9FX","Female"
"GMNS-73X","2HMS-7W4","Male"
"GMNS-73X","G7Y4-5QC","Female"
"K86G-1WX","G9XV-F55","Male"
"K86G-1WX","KHWY-K2K","Female"
"K8R2-H3H","KZBV-4WN","Male"
"K8R2-H3H","KC78-K8K","Female"
"KCZ5-DBZ","9V3Z-S38","Male"
"KCZ5-DBZ","GMR3-Z31","Female"
"KF3N-R3R","935N-8ZS","Male"
"KF3N-R3R","935N-8ZG","Female"
"KH11-RNX","KFLD-LDY","Male"
"KH11-RNX","2WCM-3JJ","Female"
"KHD1-RBZ","9NT9-KKL","Male"
"KHD1-RBZ","9NT9-KKG","Female"
"KHDS-NZZ","LVK9-C36","Male"
"KHDS-NZZ","LVK9-BJ1","Female"
"KLX1-TT9","LJYC-2GH","Male"
"KLX1-TT9","94L2-7QN","Female"
"KN4F-TVQ","KN4X-49B","Male"
"KN4F-TVQ","KP3C-7Y9","Female"
"KN4F-TVZ","KH3D-4X3","Male"
"KN4F-TVZ","KNXW-KQB","Female"
"L6LQ-3CG","L9PW-DY7","Male"
"L6LQ-3CG","L9PW-8GL","Female"
"L6LQ-3HW","L8BM-R6T","Male"
"L6LQ-3HW","L6R8-SNV","Female"
"LCVF-TC7","LZ99-FTJ","Male"
"LCVF-TC7","KNFL-YY8","Female"
"LHQM-9CQ","MKG3-58R","Male"
"LHQM-9CQ","2Z3B-HWV","Female"
"LHSQ-X2Y","LH36-XL7","Male"
"LHSQ-X2Y","LH36-X2L","Female"
"LHZQ-59P","L5X6-32R","Male"
"LHZQ-59P","LCZ5-PJ7","Female"
"LHZQ-PTC","LJK1-SS6","Male"
"LHZQ-PTC","LDQ1-3D9","Female"
"LV7Y-7ZR","MXSD-538","Male"
"LV7Y-7ZR","LH3X-GLB","Female"
"LVS7-7KG","9WT6-2JF","Male"
"LVS7-7KG","LH8V-RD8","Female"
"LZKW-93N","LQ5V-L4F","Male"
"LZKW-93N","G86V-Q6F","Female"
