"fid","parent","gender"
"2472-Q4C","247P-BCB","Male"
"2472-Q4C","247P-BN4","Female"
"24R3-34W","GMR1-9SS","Male"
"24R3-34W","G3PG-MQ3","Female"
"24RL-5Q2","M438-Y8R","Male"
"24RL-5Q2","L1DQ-TYL","Female"
"273C-Q73","LH84-SK2","Male"
"273C-Q73","LW9M-4CW","Female"
"273C-Q82","LZXJ-1LJ","Female"
"278V-D5D","G2XZ-WCP","Male"
"278V-D5D","M9F4-LX6","Female"
"27S1-515","LHKZ-DJG","Male"
"27S1-515","LZD2-6HT","Female"
"2CNB-3WT","L7GZ-1LS","Male"
"2CNB-3WT","MKFF-J4J","Female"
"2CNY-4TZ","GGQM-THC","Male"
"2CNY-4TZ","GLLF-4CD","Female"
"2J3H-VNX","LZSQ-M3C","Male"
"2J3H-VNX","LWLS-5T6","Female"
"2J7F-BLM","L8SF-2N1","Male"
"2J7F-BLM","LH38-W3J","Female"
"2JYT-CQF","LZ84-61C","Male"
"2JYT-CQF","GDH2-HG8","Female"
"2MJ4-ZXD","GGCJ-7H9","Male"
"2SH6-P6L","L1H2-GPQ","Male"
"2SH6-P6L","LHLW-YKR","Female"
"2W25-CF3","9WMK-G8T","Male"
"2W25-CF3","MFGM-PCD","Female"
"2WN2-CTJ","GLJY-1NP","Male"
"2WN2-CTJ","GLJB-ZJN","Female"
"2Z39-TMS","MQ23-8QW","Male"
"2Z39-TMS","9N83-41R","Female"
"2ZS4-MJP","LTH8-G8H","Male"
"2ZS4-MJP","G8CT-4PJ","Female"
"2ZSC-VWX","L519-8KC","Male"
"2ZSC-VWX","9MQD-9FV","Female"
"8B91-NBN","LKRH-HZ5","Male"
"8B91-NBN","L6ZH-47V","Female"
"933D-4PJ","MJSX-ZL7","Male"
"93WJ-W32","KXML-7XC","Male"
"93WJ-W32","M9MF-PND","Female"
"9425-H1W","LKP8-R87","Male"
"9425-H1W","GXGC-3S1","Female"
"94KY-5WF","GNVD-JMZ","Male"
"94KY-5WF","GNVD-CB4","Female"
"971N-SXM","LZV6-VDJ","Male"
"971N-SXM","9DTT-B4C","Female"
"97D6-6VL","LC3L-QTJ","Male"
"97D6-6VL","L8W9-QXF","Female"
"98KF-K7W","LZN8-N72","Male"
"98KF-K7W","94QW-5B5","Female"
"99KF-WR6","LTZ3-QBX","Male"
"99KF-WR6","MMBF-6QD","Female"
"99WH-WYF","LZ2F-MM7","Male"
"99WH-WYF","LHVB-P72","Female"
"9C3Q-FTP","LCJV-PJV","Male"
"9C3Q-FTP","LZV3-Y1Q","Female"
"9C7P-8NG","9WFC-R9G","Male"
"9C7P-8NG","LH7F-3VF","Female"
"9CH3-3YK","GVMH-2NV","Male"
"9CH3-3YK","M5P6-9L9","Female"
"9CJF-L66","LCY7-Y2Z","Male"
"9CJF-L66","KNQF-8V1","Female"
"9CSG-XNJ","LJ59-498","Male"
"9CSG-XNJ","KNZC-HSP","Female"
"9FDP-FP8","LR5H-Q31","Male"
"9FDP-FP8","LR5H-3VC","Female"
"9H5S-VSB","LRDR-192","Male"
"9H5S-VSB","K6HN-S6V","Female"
"9H7T-23M","LHSP-VG7","Male"
"9H7T-23M","LZ8G-13L","Female"
"9HLS-K82","9CX3-VJZ","Male"
"9HLS-K82","KN3Q-G5J","Female"
"9HWJ-D1G","MHF1-GJM","Male"
"9HWJ-D1G","LCXD-W4Q","Female"
"9HZX-PN8","LH1P-T42","Male"
"9HZX-PN8","9H7Q-96C","Female"
"9M1J-RT8","KNWZ-35T","Male"
"9M1J-RT8","KN7C-PJM","Female"
"9MQ6-T6K","9MQ6-YH8","Male"
