"fid","parent","gender"
"9ZC9-J7B","GKW3-LDB","Male"
"9ZC9-J7B","LB92-PQ5","Female"
"9ZCR-VD7","M42G-2H9","Male"
"9ZCR-VD7","K2YX-RYZ","Female"
"9ZH2-SC4","99D8-9YK","Male"
"9ZH2-SC4","KLVW-FYR","Female"
"9ZH7-4ZW","9ZCS-FSH","Male"
"9ZH7-4ZW","LC5W-HZR","Female"
"9ZHC-N5B","LLWH-3BK","Male"
"9ZHC-N5B","LY1C-MS3","Female"
"9ZHC-S7M","LYXX-VTG","Male"
"9ZHC-S7M","GW96-GDN","Female"
"9ZWT-NYW","G25S-JN7","Male"
"9ZZ6-CKR","MXWM-VRN","Male"
"9ZZ6-CKR","KNCG-W49","Female"
"C61N-FVJ","G2RX-VYR","Male"
"C61N-FVJ","G2RX-9FJ","Female"
"CH3K-8VD","LJGL-FJQ","Male"
"CH3K-8VD","GD6Y-3CQ","Female"
"G222-Z7J","L633-L63","Male"
"G222-Z7J","L68W-8MG","Female"
"G227-ZZT","LCYS-R6H","Male"
"G227-ZZT","L82J-LZP","Female"
"G22D-SRX","LHRL-RVD","Male"
"G22D-SRX","M3Q2-11P","Female"
"G22G-5NS","GCYF-XSG","Male"
"G22G-5NS","G3KF-KLK","Female"
"G22L-C5Z","G7QK-LVH","Male"
"G22L-C5Z","G9FK-H8T","Female"
"G24H-H1X","LT24-D8X","Male"
"G24H-H1X","GVNL-X7Y","Female"
"G252-74P","GF1C-6M6","Male"
"G252-74P","GF1C-QWK","Female"
"G25W-FQ9","GD6D-NZ4","Male"
"G25W-FQ9","LH23-JFP","Female"
"G263-3Z7","G6XY-9WL","Male"
"G263-3Z7","GQGY-L6Y","Female"
"G28M-XTG","9M4Z-VGW","Male"
"G28M-XTG","LBJL-GQW","Female"
"G28Y-5DG","KJHS-B4F","Male"
"G28Y-5DG","9CFX-P14","Female"
"G299-GBL","GZTW-RC5","Male"
"G299-GBL","LKZ6-49X","Female"
"G29R-L81","LHZK-GHX","Male"
"G29R-L81","G6F1-DH9","Female"
"G29X-QNS","L1CV-VWY","Male"
"G29X-QNS","LTLQ-V37","Female"
"G2BC-B3S","GS9K-D4L","Male"
"G2BC-B3S","GZGM-KSS","Female"
"G2BZ-HVT","G82Y-6NJ","Male"
"G2BZ-HVT","GS9K-NQ9","Female"
"G2C2-TL1","GKXD-662","Male"
"G2C2-TL1","GJTT-QTY","Female"
"G2CY-D44","L6L7-1WL","Male"
"G2G4-6DL","GFKH-H9C","Male"
"G2G4-6DL","G2G4-C7J","Female"
"G2G4-DZF","GDW2-XN8","Male"
"G2G4-DZF","GDW2-FVV","Female"
"G2GK-PZN","GMJL-GJJ","Male"
"G2GK-PZN","GMN9-R5Q","Female"
"G2H7-713","LZL1-NM5","Male"
"G2H7-713","LHDM-T5J","Female"
"G2JS-5FK","L154-DS2","Male"
"G2JS-5FK","GW32-1QQ","Female"
"G2L2-RMX","LB4B-39V","Male"
"G2L2-RMX","LB4B-SM6","Female"
"G2L9-159","GD1J-MRC","Male"
"G2L9-159","G6M7-C8D","Female"
"G2MF-SL2","GNH5-JJZ","Male"
"G2MF-SL2","GNH5-KRC","Female"
"G2NQ-R13","G9NV-8VF","Male"
"G2NQ-R13","GQRL-SPT","Female"
"G2P2-6J8","G2P2-F46","Male"
"G2P2-6J8","G2P2-LWH","Female"
"G2P2-K9M","G2P2-P64","Male"
"G2P2-K9M","GX2L-PT3","Female"
"G2P3-3XP","GNP9-ZF8","Male"
"G2P3-W4L","GKDJ-HH3","Male"
"G2S1-N1Y","G655-NX3","Male"
"G2S1-N1Y","L16S-4W1","Female"
"G2TP-BJG","LCT9-GY4","Male"
"G2TP-BJG","L77L-MBX","Female"
"G2TV-VCD","G2TK-48H","Male"
"G2V3-HPM","M711-78W","Male"
"G2V3-HPM","LTM7-LB3","Female"
"G2VH-4MT","G3JD-RWH","Male"
"G2VH-4MT","G89D-T1P","Female"
"G2VH-QRW","L87D-QQZ","Male"
"G2VH-QRW","LTYL-PHJ","Female"
"G2VW-FZL","G2VW-GF3","Male"
"G2X8-H51","G3WF-NPP","Male"
"G2X8-H51","G3WF-NPR","Female"
"G2YS-DFL","K2JM-2FB","Male"
"G2YX-5PM","G2YX-TD8","Male"
"G2Z1-CR7","G28M-W95","Male"
"G2Z1-CR7","GLH1-S2Z","Female"
"G313-FDF","G7PH-85F","Male"
"G313-FDF","GC4N-7JZ","Female"
"G338-5SZ","G338-XGH","Male"
"G338-5SZ","G338-6K3","Female"
"G33K-KDL","GSYN-69W","Male"
"G33K-KDL","LDJB-LWL","Female"
"G33T-YMQ","LX23-PNY","Male"
"G33T-YMQ","LYWL-HDZ","Female"
"G348-JK9","GVNB-419","Male"
"G348-JK9","GVNB-39K","Female"
"G39F-ZSQ","2MRR-CWH","Male"
"G39F-ZSQ","9H8F-54S","Female"
"G39W-2WM","LK9B-DQV","Male"
"G39W-2WM","GZ88-CMD","Female"
"G39X-2X4","GWJL-7V2","Male"
"G39X-2X4","GWJL-M6H","Female"
"G3BK-WKB","LYT7-72J","Male"
"G3BK-WKB","G2T3-H3L","Female"
"G3BP-M3L","G3BP-WGL","Male"
"G3FT-9QX","G9MT-BTY","Male"
"G3FT-9QX","GVV8-G9X","Female"
"G3FZ-L7T","9CHC-61L","Male"
"G3FZ-L7T","LBYC-SGT","Female"
"G3GM-N9L","L6PT-441","Male"
"G3GM-N9L","L6PT-4HN","Female"
"G3GZ-JR5","GH62-TK8","Male"
"G3GZ-JR5","GQ9X-36G","Female"
"G3H2-LC1","L6SQ-TWG","Male"
"G3H2-LC1","L5TR-M9W","Female"
"G3HM-P8J","G7WP-LRZ","Male"
"G3HM-P8J","G739-RHM","Female"
"G3HS-PYH","K1TD-GVV","Male"
"G3HS-PYH","LZNR-TYX","Female"
"G3J4-GTW","G39D-SX3","Male"
"G3J4-GTW","979W-K8X","Female"
"G3J6-32G","LTZZ-PRR","Male"
"G3J6-32G","LTZZ-TQM","Female"
"G3J6-41X","LBW8-RNP","Male"
"G3J6-41X","GQDP-HRC","Female"
"G3J7-WJT","MGW8-6HJ","Male"
"G3J7-WJT","G8SM-7VP","Female"
"G3JD-PTQ","L193-TX7","Male"
"G3JD-PTQ","G84C-3XG","Female"
"G3JW-GSJ","GXN3-G3W","Male"
"G3JW-GSJ","GCSW-JN8","Female"
"G3L4-441","LKQ5-6ZY","Male"
"G3L4-441","GK1B-2TV","Female"
"G3L8-4SL","LYQW-9CY","Male"
"G3L8-4SL","LVL1-CWC","Female"
"G3LS-3JJ","L2M6-H34","Male"
"G3LS-3JJ","G69M-BPQ","Female"
"G3LS-TCF","GQHP-FDC","Male"
"G3LS-TCF","G699-NG6","Female"
"G3LZ-V7S","G3LZ-TG5","Male"
"G3LZ-V7S","L8QD-99S","Female"
"G3P5-KFR","L1RZ-8N1","Male"
"G3P5-KFR","G228-WKY","Female"
"G3QR-94X","G9ZP-KTX","Male"
"G3QR-94X","GDT7-HQ1","Female"
"G3QR-DC9","K2Y4-KNC","Male"
"G3QR-DC9","L4H8-QNC","Female"
"G3QX-7NC","L5Y6-M5K","Male"
"G3QX-GZR","G3LL-37N","Male"
"G3QX-GZR","LX7N-M6B","Female"
"G3SB-4GR","GGJ6-Q58","Male"
"G3SB-4GR","GGJ6-WBQ","Female"
"G3T7-3SR","L1VL-5JN","Male"
"G3T7-3SR","G7Q9-K36","Female"
"G3TQ-DT8","LD5L-4QV","Male"
"G3TQ-DT8","GQ25-9XP","Female"
"G3TX-H5K","G3TX-GRB","Male"
"G3TX-H5K","L1H1-X9P","Female"
"G3X5-9LQ","LRWZ-L44","Male"
"G3X5-9LQ","G9W5-R8H","Female"
"G3XM-X2W","9341-XB9","Male"
"G3XM-X2W","L66Z-F6X","Female"
"G3Y7-8PQ","LZV1-NWK","Male"
"G3Y7-8PQ","GZK1-QGM","Female"
"G3YW-329","G72V-4RW","Male"
"G3YW-329","LHM9-7TL","Female"
"G3ZQ-41F","G3ZQ-XFV","Male"
"G41G-93N","LCJP-2WZ","Male"
"G41G-93N","G2XZ-863","Female"
"G43H-LNZ","GS7N-97D","Male"
"G43H-LNZ","GQNF-R4Q","Female"
"G43T-2SN","MN9G-L8S","Male"
"G43T-2SN","G92Y-PN9","Female"
"G43T-4M9","G39T-FF1","Male"
"G448-5K5","LCYS-RKP","Male"
"G448-5K5","LHR4-QK2","Female"
"G48H-W6C","G48H-4VL","Male"
"G48H-W6C","G48H-7Z1","Female"
"G4BK-SD3","GF1C-NBJ","Male"
"G4BK-SD3","L1PG-R9X","Female"
"G4BK-SJN","L185-JTQ","Male"
"G4BK-SJN","LYS5-VYK","Female"
"G4BP-R8M","G4BP-JLT","Male"
"G4BP-R8M","GMNJ-VWR","Female"
"G4D8-W5D","LR37-QT5","Male"
"G4D8-W5D","21JJ-XXJ","Female"
"G4F1-3W7","GVVC-V78","Male"
"G4F1-3W7","GG6R-W1N","Female"
"G4FJ-H1P","G6P1-2HX","Male"
"G4FJ-H1P","G6P1-YDG","Female"
"G4G9-B5N","LZNX-XC6","Male"
"G4G9-B5N","L5RC-9JF","Female"
"G4GZ-KWK","GQTZ-K3X","Male"
"G4GZ-KWK","GX4H-NXW","Female"
"G4H1-6N8","LY1Z-SSH","Male"
"G4H1-6N8","GZ6X-KBQ","Female"
"G4HR-QMN","LXQ7-RSR","Male"
"G4HR-QMN","G9R2-FBJ","Female"
"G4HX-P3P","G4HX-5H9","Male"
"G4JF-LD8","K67H-WHN","Male"
"G4JF-LD8","K645-11B","Female"
"G4JG-ST3","GK86-CGJ","Male"
"G4JG-ST3","G4LK-STV","Female"
"G4JG-STC","GQ6W-8L6","Male"
"G4JG-STC","LHWG-H59","Female"
"G4L5-Y4Q","LZN8-XX3","Male"
"G4L5-Y4Q","LBK5-793","Female"
"G4LY-L1J","LCZP-CPM","Male"
"G4LY-L1J","MZP9-LWD","Female"
"G4LY-YCZ","G9DR-RL8","Male"
"G4LY-YCZ","G9DT-9QT","Female"
"G4M4-9LW","LZKJ-8NT","Male"
"G4M4-9LW","GC8J-TFK","Female"
"G4M6-P9W","GWJH-DHB","Male"
"G4M6-P9W","GJN8-D32","Female"
"G4MV-V1Q","G49F-6C4","Male"
"G4MV-V1Q","G4MV-VD6","Female"
"G4MV-VD6","G49F-F2T","Male"
"G4MV-VD6","GLVM-V5L","Female"
"G4MX-C4G","GQGM-NT7","Male"
"G4MX-C4G","GJTT-H1N","Female"
"G4PK-ZB4","G4PK-4LS","Male"
"G4PK-ZB4","GD8S-R9Y","Female"
"G4Q8-F3W","G41G-93N","Male"
"G4Q8-F3W","LKBK-898","Female"
"G4QZ-GL7","G4QZ-T14","Male"
"G4QZ-GL7","G4Q8-MD2","Female"
"G4WC-H6C","LZGG-Q1B","Male"
"G4WC-H6C","G4WC-4BM","Female"
"G4WQ-ZB1","GZL7-ZJF","Male"
"G4XN-NB9","GVMX-RQ2","Male"
"G4XN-NB9","GVMX-6C5","Female"
"G4ZH-4VX","G9YN-3K1","Male"
"G4ZH-4VX","L4Q6-X4L","Female"
"G613-2KM","GKVG-NG2","Male"
"G613-2KM","GD8P-9T7","Female"
"G614-8XD","LJYQ-RXG","Male"
"G614-8XD","LZKD-LWH","Female"
"G61C-WGB","GFRY-5X2","Male"
"G61C-WGB","LXM7-DMD","Female"
"G61C-YBW","LK9G-HSD","Male"
"G61C-YBW","LK9G-H3M","Female"
"G61G-D75","GMN5-38P","Male"
"G61G-D75","GDR1-C3W","Female"
"G61S-5HR","LB34-FPX","Male"
"G61S-5HR","G76H-C5V","Female"
"G61Z-KNQ","GKLG-8QN","Male"
"G61Z-KNQ","G8V8-XJK","Female"
"G61Z-R3Q","GJ21-QHN","Male"
"G61Z-R3Q","L5JF-X3F","Female"
"G61Z-V9F","LZJF-JY9","Male"
"G61Z-V9F","GQ6J-R99","Female"
"G622-SN8","LHFF-CKW","Male"
"G622-SN8","L85L-TW6","Female"
"G62R-6WJ","LT7P-QJQ","Male"
"G62R-6WJ","LZLP-R19","Female"
"G62S-CN6","G62S-KQY","Male"
"G633-LHG","L14R-RBD","Male"
"G633-LHG","L14R-1KC","Female"
"G63W-L3H","GS9B-38Z","Male"
"G63W-L3H","GZHL-KLR","Female"
"G64X-33N","GZY1-D9S","Male"
"G652-3S9","LX7M-RR6","Male"
"G652-3S9","LZNN-2G9","Female"
"G66Q-LJY","M6TS-ZM4","Male"
"G66Q-LJY","943F-TN4","Female"
"G67J-4GK","LRSQ-S17","Male"
"G67J-4GK","LRSQ-HZ2","Female"
"G69F-XHZ","GH5N-VW5","Male"
"G69F-XHZ","LVRQ-RNL","Female"
"G69X-VS5","G69X-4QF","Male"
"G6CQ-2GM","GQ16-724","Male"
"G6CQ-2GM","GQ18-99W","Female"
"G6GF-F7P","GGH2-RGG","Male"
"G6GF-F7P","GGH2-2BQ","Female"
"G6GF-VYG","G6GF-F7B","Male"
"G6GF-VYG","G6GF-XKP","Female"
"G6H6-2XJ","GVPQ-CRV","Male"
"G6H6-2XJ","G6LS-LT2","Female"
"G6H7-X4X","GGR4-RXC","Male"
"G6H7-X4X","GGRH-6NM","Female"
"G6HJ-L1L","GN8Y-7XC","Male"
"G6HJ-L1L","KHYN-55B","Female"
"G6J8-4Z7","MB9W-MVB","Female"
"G6J9-G7S","LHDY-CXN","Male"
"G6J9-G7S","GK3G-Y1T","Female"
"G6JS-J4G","G67K-9TT","Male"
"G6JS-J4G","G67K-4HV","Female"
"G6KH-9B6","G3FW-3CK","Female"
"G6KZ-CKC","GQ17-CPJ","Male"
"G6KZ-CKC","GG2T-2L9","Female"
"G6M7-C8D","LDBY-PGQ","Male"
"G6M7-C8D","LDB1-KRX","Female"
"G6M7-YMB","LZZB-2J1","Male"
"G6M7-YMB","L51K-VQZ","Female"
"G6MZ-H7R","G9Q6-151","Male"
"G6MZ-H7R","GDPH-Q6T","Female"
"G6NB-XTJ","GHW3-PS9","Male"
"G6NB-XTJ","L5PY-GRF","Female"
"G6PV-Y6K","GQ2L-6GJ","Male"
"G6PV-Y6K","GQ2L-LBP","Female"
"G6QN-QMG","G6QF-YHW","Male"
"G6QN-QMG","9MMH-3XF","Female"
"G6QP-YKK","LDH5-8KM","Male"
"G6QP-YKK","LDH5-8KB","Female"
"G6RN-JPR","GD1R-XJ4","Male"
"G6RN-JPR","LB5M-MMV","Female"
"G6V3-WFD","G9RD-PHD","Male"
"G6V3-WFD","G9RD-PGJ","Female"
"G6WG-MZ5","GD9N-8DC","Male"
"G6WG-MZ5","GDF1-9DF","Female"
"G6WG-QGT","G6WG-XWD","Male"
"G6WG-QGT","G6WG-QWR","Female"
"G6X8-6CQ","G7SJ-CH9","Male"
"G6X8-6CQ","G7SJ-FT1","Female"
"G6X8-YX7","KGM9-81C","Male"
"G6X8-YX7","KGM9-DMS","Female"
"G6XG-L4K","G7FN-95G","Male"
"G6XG-L4K","G6XG-LNL","Female"
"G6XS-YNZ","LDPV-QC2","Male"
"G6XS-YNZ","LVDB-1J9","Female"
"G6XY-9WL","G8SW-RD8","Male"
"G6XY-9WL","GH94-R8M","Female"
"G6YL-LC5","L1JD-CFK","Male"
"G6YL-LC5","LB9G-6GS","Female"
"G6ZC-PW7","LRHK-DHJ","Male"
"G713-7SZ","G2LC-LDZ","Male"
"G713-7SZ","GL9S-Y3Y","Female"
"G718-9TB","L62K-H22","Male"
"G718-9TB","GNR3-3T1","Female"
"G71V-XHV","GFXB-JS2","Male"
"G71V-XHV","G67D-CJY","Female"
"G738-Y7V","GWHK-ZYV","Male"
"G738-Y7V","LWF2-123","Female"
"G73T-KG7","G96Y-HNW","Male"
"G73T-KG7","G73T-KGD","Female"
"G765-P9M","LK1R-KS9","Male"
"G765-P9M","GSC6-1NQ","Female"
"G776-H67","G22P-XV3","Male"
"G784-535","GNVD-G6G","Male"
"G784-535","LCDW-LKC","Female"
"G79J-J6F","LK62-PR8","Male"
"G79J-J6F","GQ48-H2J","Female"
"G7C1-YYL","MKC6-BDX","Male"
"G7C1-YYL","LRSY-TCT","Female"
"G7C5-J9R","G2HZ-4SW","Male"
"G7C5-J9R","G22L-5JP","Female"
"G7C6-FPB","LCXP-FM4","Male"
"G7C6-FPB","LXWM-HVG","Female"
"G7D7-XTL","GWXK-82W","Male"
"G7D7-XTL","LVDJ-RH2","Female"
"G7DK-PN7","L6M6-SZK","Male"
"G7DK-PN7","LTKT-LGL","Female"
"G7DK-YY1","G2D9-6YN","Male"
"G7H2-N31","G9WS-QY1","Male"
"G7H2-N31","LVJ3-Q3H","Female"
