"fid","parent","gender"
"94VD-SNP","29B8-CVS","Male"
"94VD-SNP","LK11-8WT","Female"
"94YS-MVD","LVFX-D9X","Male"
"94YS-MVD","LRYP-N36","Female"
"978M-KSG","27FR-4SR","Male"
"978M-KSG","LR8W-W8J","Female"
"9C1F-HHB","GLHQ-5LL","Male"
"9C1F-HHB","G9NJ-82R","Female"
"9C65-3HS","GV5N-WVV","Male"
"9C87-HZ1","LZPN-7M8","Male"
"9C87-HZ1","LTY9-Q6T","Female"
"9C8Q-B3H","GWBQ-3HB","Male"
"9C8Q-B3H","GWBQ-473","Female"
"9CB7-259","LZGM-5DB","Male"
"9CB7-259","LZYT-TML","Female"
"9CN6-6GJ","L6G8-VNG","Male"
"9CN6-6GJ","LY92-RXX","Female"
"9CNF-F64","G8DB-P4R","Male"
"9CNF-F64","GV42-PRZ","Female"
"9CVJ-YD6","KCPR-J3F","Female"
"9CZ5-25S","G7C9-3BK","Male"
"9CZ5-25S","LBC7-TW1","Female"
"9CZP-NC1","LCZV-KFC","Male"
"9CZP-NC1","GQVZ-GQ4","Female"
"9DZZ-WWS","KH8Q-TN8","Male"
"9DZZ-WWS","GMG6-WT7","Female"
"9F99-91S","LCXL-7GM","Male"
"9F99-91S","K65T-F4C","Female"
"9FQS-GB7","L1YV-48Q","Male"
"9FQS-GB7","M55X-1KX","Female"
"9H3Q-JSM","9FK9-LXL","Male"
"9H3Q-JSM","MZLS-HWP","Female"
"9HC7-SFV","GCW3-6G1","Male"
"9HC7-SFV","LYLT-951","Female"
"9HLC-FYL","M7KD-16C","Male"
"9HLC-FYL","LYDT-WLY","Female"
"9HR4-5SQ","LRSN-L8P","Male"
"9HR4-5SQ","94QP-C19","Female"
"9HSS-349","K1D5-VD9","Male"
"9HSS-349","LHN5-SRT","Female"
"9HW4-1JW","M5JY-R6S","Male"
"9HW4-1JW","L5GX-1NN","Female"
"9J4M-YHT","GW58-RX7","Male"
"9J4M-YHT","GHP8-DZH","Female"
"9J7K-9KS","9MWT-Y9M","Male"
"9J7K-9KS","LHDX-HHS","Female"
"9JFJ-WCF","G9KT-341","Male"
"9JFJ-WCF","GVQC-BDD","Female"
"9JFX-M6J","G9ND-J7Q","Male"
"9JFX-M6J","GC89-Z2X","Female"
"9KBQ-15R","GHLC-XN6","Male"
"9KBQ-15R","9KBQ-1RF","Female"
"9KBV-M6N","LRG1-FYB","Male"
"9KBV-M6N","GLWY-N4S","Female"
"9KD8-W9R","LLSZ-DXM","Male"
"9KDM-3MZ","G4X1-DP8","Male"
"9KDM-3MZ","LD58-HWK","Female"
"9KFV-ZPT","9KFV-Z5F","Male"
"9KFV-ZPT","9KFV-Z5Y","Female"
"9KGM-TFK","G9Q7-CC6","Male"
"9KGM-TFK","G9Q7-CTF","Female"
"9KJM-JRX","GKPX-2PX","Male"
"9KJM-JRX","GWY7-XP1","Female"
"9KM6-292","MNCM-LTH","Male"
"9KM6-292","9K8J-6GC","Female"
"9KSF-HS4","LZJL-K18","Male"
"9KSF-HS4","LT88-Q94","Female"
"9MGJ-YDQ","LVXB-HVX","Male"
"9MGJ-YDQ","MPV9-5SN","Female"
"9N3T-B5B","MJ18-MQB","Male"
"9N3T-B5B","LJLG-7G1","Female"
"9NFH-5YJ","GJG6-8Y3","Male"
"9NFH-5YJ","G96C-R6J","Female"
"9NPZ-NRL","GNBH-TF4","Male"
"9NPZ-NRL","L84K-BM5","Female"
"9NRB-2D3","LZK1-72Z","Male"
"9NRB-2D3","G8TQ-K58","Female"
"9NRB-GCJ","GQ4N-44S","Male"
"9NRB-GCJ","M3PB-CGV","Female"
"9NSP-Q3F","9SYH-G1B","Male"
"9NSP-Q3F","L6NN-ZQR","Female"
"9NSX-7PT","GKZT-X4G","Male"
"9NSX-7PT","GVYV-B8L","Female"
"9SG3-74G","LB67-6D2","Male"
"9SG3-74G","LZ8H-K83","Female"
"9V36-SHK","KNQ4-DYX","Male"
"9V36-SHK","9V36-SC3","Female"
"9VMF-CZR","KZQX-KXS","Male"
"9VMF-CZR","LB18-69C","Female"
"9VT3-NQG","L7GB-CG9","Male"
"9VT3-NQG","LJGL-KRK","Female"
"9W6B-HWD","MMZB-WBS","Male"
"9W6B-HWD","LRYW-CZ3","Female"
"9X16-L9S","9X16-LMF","Male"
"9X16-L9S","KPHY-J67","Female"
"9ZPJ-DPC","GH76-S2R","Male"
"9ZPJ-DPC","GCMB-H7W","Female"
"C8QT-LJD","L52Z-D59","Male"
"C8QT-LJD","KJZ2-GQS","Female"
"G219-3XY","G21M-KSW","Male"
"G219-3XY","GG6Q-9D2","Female"
"G219-M3C","LH7H-RCD","Male"
"G219-M3C","LLQS-84Z","Female"
"G23P-D2Y","G23P-HRS","Male"
"G23P-D2Y","GCHG-78Y","Female"
"G24Y-QNY","GGLV-NS9","Male"
"G24Y-ZS1","GLYR-N6Y","Male"
"G24Y-ZS1","GLYR-XG4","Female"
"G27P-2GG","L13D-FMJ","Male"
"G27P-2GG","LVLK-N6K","Female"
"G28N-XGT","LZXD-HMX","Male"
"G28N-XGT","L5JR-S1D","Female"
"G2FQ-LCC","G2R2-R1N","Male"
"G2FQ-LCC","MRYY-QY6","Female"
"G2HG-SW4","G2PM-MH4","Male"
"G2PM-CXR","KP3G-WKX","Female"
"G2Q9-VWC","MBFM-GXN","Male"
"G2Q9-VWC","MBFM-GXY","Female"
"G2VY-2BX","GHH1-VR1","Male"
"G2VY-2BX","G2VY-132","Female"
"G2VY-J2W","G2VY-XYJ","Male"
"G2VY-J2W","G8QB-BXZ","Female"
"G2YR-JHW","2Z4Z-WFW","Male"
"G2YR-JHW","GGQY-4XP","Female"
"G2Z5-519","L1ZL-QCL","Male"
"G2Z5-519","GQRD-6QZ","Female"
"G361-FPN","GQGD-69H","Male"
"G361-FPN","GNP4-JK2","Female"
"G38W-28T","9VGJ-CRV","Male"
"G38W-28T","GLSF-PCS","Female"
"G39P-392","G86G-YVJ","Male"
"G39P-392","LTF4-Y4D","Female"
"G3GV-4JB","MMSG-CNV","Male"
"G3GV-4JB","GJWV-M3Y","Female"
"G3GV-62J","GJWJ-6KP","Male"
"G3GV-62J","M39N-FQ8","Female"
"G3JC-3BN","LWFW-Y3P","Male"
"G3JC-3BN","LWFW-YQD","Female"
"G3JL-HSF","G3JL-Y5H","Male"
"G3JL-HSF","G3JL-9JW","Female"
"G3MN-Z3P","G96W-1WK","Male"
"G3RG-3BD","G821-PSR","Male"
"G3RG-3BD","G821-L9S","Female"
"G3VC-TW9","KG8R-XF7","Male"
"G3VC-TW9","LJLY-FMZ","Female"
"G3WB-WKS","G2GM-YQ9","Male"
"G3WB-WKS","MXLS-YPX","Female"
"G3WF-S2G","GL6K-YWM","Male"
"G3WF-S2G","GL62-XBG","Female"
"G3WH-SQT","G7C1-QQ9","Male"
"G3WH-SQT","LL41-98J","Female"
"G3YY-2Q1","MT3R-QQ2","Male"
"G3YY-2Q1","MT3R-Q73","Female"
"G431-BHQ","LZF7-CCW","Male"
"G431-BHQ","938B-LJV","Female"
"G45Q-KTB","GMV5-NFS","Male"
"G45Q-KTB","GSN2-BGQ","Female"
"G46P-SVW","9VPR-Z32","Male"
"G46P-SVW","MG3H-CL7","Female"
"G48Z-DDW","G7KN-Z8G","Male"
"G48Z-DDW","LZPH-BWP","Female"
"G4DR-ZLC","LYPH-CQM","Male"
"G4DR-ZLC","L8MQ-5Q7","Female"
"G4HD-GQC","LC7W-Q83","Male"
"G4HD-GQC","99K6-QWW","Female"
"G4J7-G4Q","G456-HH9","Male"
"G4J7-G4Q","LZG9-9Q7","Female"
"G4MC-QD8","LRL7-JNF","Male"
"G4MC-QD8","L6TC-KQZ","Female"
"G4N8-YDN","LZ25-423","Male"
"G4N8-YDN","GCL4-K2G","Female"
"G4QZ-BSR","GL45-3BL","Male"
"G4QZ-BSR","GL4P-RTR","Female"
"G4QZ-KTS","GG97-661","Female"
"G4TL-QFP","G4TL-M79","Male"
"G4TL-QFP","G4TL-CXG","Female"
"G4YS-LJC","GDPR-SJD","Male"
"G4YS-LJC","GDPR-DHL","Female"
"G4Z8-1DN","GJ7Q-8T9","Female"
"G4ZD-86C","GDDT-Q4K","Male"
"G4ZD-86C","GDDR-GSF","Female"
"G62G-46T","G4VL-CW2","Male"
"G62G-46T","G8DB-1XG","Female"
"G65L-1GB","MH4T-RN5","Male"
"G666-35G","MFMV-95D","Male"
"G666-35G","G27R-4C4","Female"
"G67B-4VH","9CJS-5ZS","Male"
"G67B-4VH","GMZ9-SLS","Female"
"G6BV-KS9","G46L-6XK","Male"
"G6BV-KS9","GDYV-138","Female"
"G6CX-TTD","GGMC-3WN","Male"
"G6CX-TTD","GVVH-FLB","Female"
"G6F4-HPK","GWBS-9XD","Male"
"G6F4-HPK","9HFM-F77","Female"
"G6QZ-6X9","G21D-7NT","Male"
"G6QZ-6X9","G21D-3DN","Female"
"G6RG-G5F","LZLQ-FFC","Male"
"G6RG-G5F","LH2Y-FNZ","Female"
"G6RN-SFB","LZY7-YSN","Male"
"G6RN-SFB","LCVN-1CX","Female"
"G6RP-X1G","G6T2-C9Y","Male"
"G6RP-X1G","G6HJ-1QT","Female"
"G6RY-7W1","GDVN-BG5","Male"
"G6S5-SZN","G4HZ-3P2","Male"
"G6S5-SZN","LCZM-PQM","Female"
"G72K-M7R","GSWR-SL1","Male"
"G72V-G19","M53M-74H","Male"
"G72V-G19","G72V-T75","Female"
"G752-TGB","G4T8-BQG","Male"
"G75C-PQ5","G6SV-MCP","Male"
"G75C-PQ5","GQF1-HLM","Female"
"G77C-VHT","G77C-JJ4","Male"
"G77C-VHT","L7GP-W6K","Female"
"G7TR-5TR","GJXK-5DK","Male"
"G7V3-CR4","LTKJ-355","Male"
"G7V3-CR4","G7CD-T8L","Female"
"G7WC-C15","GKKP-V6X","Male"
"G7WC-C15","G3JD-PTQ","Female"
"G82P-S5B","LYM8-9GF","Male"
"G82P-S5B","LYBT-4ST","Female"
"G869-VC7","G86M-NMH","Male"
"G869-VC7","G86M-D7L","Female"
"G86M-F67","G83D-LL5","Male"
"G86M-F67","GK55-G6X","Female"
"G86M-LBW","GK55-K9Q","Male"
"G86M-LBW","LH5J-JZT","Female"
"G86W-JNJ","GMD7-T98","Male"
"G86W-WKC","MYPW-YFR","Male"
"G86W-WKC","MYPW-YNS","Female"
"G87Z-Q7T","L83L-F7J","Male"
"G87Z-Q7T","9KX5-5GZ","Female"
"G8BX-WF4","L8Y8-DZV","Male"
"G8BX-WF4","9V3Y-K58","Female"
"G8CT-7J5","GNDP-2ZQ","Male"
"G8CT-7J5","GDYV-138","Female"
"G8D1-R1V","G4T2-TSJ","Male"
"G8DB-WS6","GJ1Z-G6G","Male"
"G8DB-WS6","LVRF-5R4","Female"
"G8DN-B2Z","G6XF-77V","Male"
"G8DN-B2Z","G6XX-GVP","Female"
"G8FW-HX9","MTRK-3PH","Male"
"G8FW-HX9","K2JR-RWY","Female"
"G8JJ-H7M","LTM2-36Y","Male"
"G8JJ-H7M","G9GC-QKY","Female"
"G8JV-GBX","G86M-G3K","Male"
"G8JV-GBX","LVD3-BC9","Female"
"G8K7-1W7","LTRF-HF8","Male"
"G8K7-1W7","9977-JFB","Female"
"G8LL-DQG","G8LL-DQ5","Male"
"G8LL-DQG","L6PH-8B7","Female"
"G8TY-VX2","LVT1-JC2","Male"
"G8TY-VX2","GNZ9-CRZ","Female"
"G8YS-CJ5","G78C-MZL","Male"
"G8YS-CJ5","9SB4-M35","Female"
"G92W-185","G7P5-B46","Male"
"G93V-K88","LVCF-72B","Male"
"G93V-K88","GJSG-2NN","Female"
"G94D-41J","GDNL-RTG","Male"
"G94D-41J","GDN1-H7V","Female"
"G962-5V9","GW58-RX7","Male"
"G962-5V9","GHP8-DZH","Female"
"G97P-S8J","MM1X-TD8","Male"
"G97P-S8J","LRDV-Y9F","Female"
"G992-571","G3C2-P99","Male"
"G992-571","449R-RX3","Female"
"G9DD-1RZ","LTDW-CYW","Male"
"G9DD-1RZ","LVD5-XNX","Female"
"G9DN-PVS","L6QR-R3D","Male"
"G9DN-PVS","L63K-ZD3","Female"
"G9J4-DP2","GD8F-6LP","Male"
"G9J4-DP2","G6QW-XHB","Female"
"G9JG-GH9","LCQN-LMQ","Male"
"G9JG-GH9","L4BR-9D4","Female"
"G9NJ-82R","GLHW-GVG","Male"
"G9P1-MYJ","GZ5K-HLK","Male"
"G9P1-MYJ","GZRN-D54","Female"
"G9PR-R1Q","LDS9-CZZ","Male"
"G9PR-R1Q","LCRN-LMW","Female"
"G9PT-Q9P","MNRV-774","Male"
"G9PT-Q9P","MVTV-ZDZ","Female"
"G9QH-X25","G4Z3-L25","Male"
"G9QH-X25","GZ2B-P6B","Female"
"G9R4-YNB","G9R4-B7J","Male"
"G9R4-YNB","G9RH-SNM","Female"
"GC41-P3T","GCDG-1ZP","Male"
"GC41-P3T","GCCL-NTQ","Female"
"GC9S-7XJ","LHPS-KMR","Male"
"GC9S-7XJ","L4TS-343","Female"
"GCF2-HDM","LV8D-FGM","Male"
"GCF2-HDM","LB3L-DYP","Female"
"GCLH-YJC","KFG7-VDN","Male"
"GCLH-YJC","G4M9-3QD","Female"
"GCNG-9T7","L2VT-4W6","Male"
"GCNG-9T7","G71C-M95","Female"
"GCQQ-T5W","L5PC-3SG","Male"
"GCQQ-T5W","9NLC-49B","Female"
"GCRM-GM9","G222-3KS","Male"
"GCRM-GM9","97HV-7M2","Female"
"GCXD-6GB","MKMD-VS4","Male"
"GCXD-6GB","MKMD-V2D","Female"
"GD3K-1DY","LRRB-YQN","Male"
"GD3K-1DY","GD3G-KVB","Female"
"GD41-YN2","LTXV-4CZ","Male"
"GD41-YN2","LTCD-1ND","Female"
"GD48-FCL","G2G1-GJR","Male"
"GD48-FCL","G2G1-B9J","Female"
"GD5F-HHY","GMVC-TH9","Male"
"GD5F-HHY","G48T-SR3","Female"
"GD5V-1MH","GLZN-M9H","Male"
"GD8C-JF3","GJ4W-B9B","Male"
"GD8C-JF3","GVMW-KWN","Female"
"GD92-YGV","LVHZ-9GF","Male"
"GD92-YGV","GHBQ-YTF","Female"
"GDKG-M8V","9QQ3-RPP","Male"
"GDKG-M8V","GZRD-YWM","Female"
"GDPP-4Q1","L88C-X4Z","Male"
"GDPP-4Q1","L1XL-BCY","Female"
"GDQJ-32S","L1JP-CX7","Male"
"GDQJ-32S","GJM1-YWD","Female"
"GDQZ-688","G9F7-LW7","Male"
"GDQZ-688","K863-XL8","Female"
"GDR2-YJ8","LB7K-PJP","Male"
"GDR2-YJ8","LH5T-KJH","Female"
"GDST-84M","K854-M4X","Male"
"GDST-84M","KZMM-63W","Female"
"GDSX-JFY","GDSF-MM2","Male"
"GDSX-JFY","L1G1-BSV","Female"
"GDWY-Z92","MLZL-W35","Male"
"GDWY-Z92","MLZL-W7D","Female"
"GDXC-FFZ","LY45-F4Q","Male"
"GDXC-FFZ","GV1X-WYQ","Female"
"GDXF-Q9Y","G3MN-Z3P","Male"
"GDXF-Q9Y","GM1D-RRH","Female"
"GF1S-D4N","G24Y-MC8","Male"
"GF1S-D4N","G24T-QZ7","Female"
"GF31-WT8","GX8G-7VZ","Male"
"GFB9-876","GSM4-KTH","Male"
"GFB9-876","GCYB-LPC","Female"
"GFDQ-SJM","GWSF-7Z9","Male"
"GFDQ-SJM","G8TJ-158","Female"
"GFK5-7BR","GV38-H55","Male"
"GFK5-7BR","GV38-LG5","Female"
"GFMK-D91","GS3Z-7RS","Male"
"GFMK-D91","GFMK-23G","Female"
"GFML-54D","G81F-7RS","Male"
"GFML-54D","G81F-M64","Female"
"GFQQ-T58","LV4D-J9G","Male"
"GFQQ-T58","GFQQ-SV6","Female"
"GFQV-5GH","MLLD-QYM","Male"
"GFQV-5GH","GFQV-LSW","Female"
"GFTY-1KW","LRNV-45J","Male"
"GFTY-1KW","MVJT-NXG","Female"
"GFTY-TCL","GFTB-452","Male"
"GFTY-TCL","KPHM-88R","Female"
"GFTY-WMC","9VBP-C5V","Male"
"GFTY-WMC","9VBP-CTC","Female"
"GFWM-FN6","GN9P-7SN","Male"
"GFWM-FN6","GN9P-QFT","Female"
"GFX7-B39","GFXW-3MR","Male"
"GFX7-B39","GFXW-D1Q","Female"
"GFY9-GB1","GFY9-4SL","Male"
"GFY9-RS9","GFYM-1ZD","Male"
"GG2T-9TG","MPRY-TNP","Male"
"GG2T-9TG","L58X-99K","Female"
"GG35-SXJ","LKM1-JRN","Male"
"GG35-SXJ","9V47-T93","Female"
"GG5F-44Y","G2FQ-LCC","Male"
"GG5F-44Y","GQSY-PJR","Female"
"GG7K-Y1T","MMHB-G1Z","Male"
"GG7K-Y1T","GJTR-8T1","Female"
"GG97-SWS","GG9W-65F","Male"
"GG97-SWS","GG96-HZB","Female"
"GGGK-FCR","GGGK-LCQ","Male"
"GGGK-FCR","GGGK-N1J","Female"
"GGGK-KLF","GGGK-FTR","Male"
"GGGQ-T84","GJ7N-CMV","Male"
"GGGQ-T84","GGGQ-DLJ","Female"
"GGHP-2Y4","LT51-4S5","Male"
"GGHP-J9C","LH7Y-25Q","Male"
"GGHP-J9C","GZHK-M89","Female"
"GGKB-PCX","GGK1-7WW","Male"
"GGKB-PCX","GGK1-7WD","Female"
"GGKJ-Q3W","GG5X-6LX","Male"
"GGKJ-Q3W","K67V-SCD","Female"
"GGKS-3ZV","LBP4-KSJ","Male"
"GGKS-3ZV","GL62-34N","Female"
"GGL5-ZQC","G2V6-924","Male"
"GGL5-ZQC","G2VD-YR8","Female"
"GGLB-K9S","GG58-S1L","Male"
"GGLB-K9S","M2V3-GFY","Female"
"GGLY-BCZ","GGXD-PQC","Male"
"GGLY-BCZ","GGXN-W6R","Female"
"GGM4-3MB","LQRV-TBQ","Male"
"GGM4-3MB","GGD6-6M1","Female"
"GGNN-SKL","GGNJ-V4K","Male"
"GGNN-SKL","GGNJ-BQG","Female"
"GGVF-FYT","LYGG-8N9","Male"
"GGVF-FYT","GJCF-YKX","Female"
"GGZX-YCC","GL96-TVN","Male"
"GGZX-YCC","GL9F-W2H","Female"
"GH3L-781","GH3L-QR1","Male"
"GH3L-781","GH3L-49P","Female"
"GH3L-86W","GH3L-QR1","Male"
"GH3L-86W","GH3L-QT3","Female"
"GH55-KK9","LZKY-Y49","Male"
"GH55-KK9","LKF2-H66","Female"
"GH55-V75","G8ZT-2YW","Male"
"GH55-V75","GFTD-Y6P","Female"
"GH56-C34","KCT8-CTH","Male"
"GH56-C34","LMWT-7GK","Female"
"GH69-D2Q","MMSG-CNV","Male"
"GH69-D2Q","GHJF-L19","Female"
"GH89-QN5","GKYL-BWH","Female"
"GH94-L3P","LV9H-GL7","Male"
"GH94-L3P","GVFH-6DR","Female"
"GHC8-1NV","GHC8-JKT","Male"
"GHC8-1NV","GHC8-FX9","Female"
"GHC8-G6M","LBVJ-75R","Male"
"GHD6-GTB","GXFZ-2SM","Male"
"GHD6-GTB","L6FV-WJN","Female"
"GHJF-L19","G642-HVY","Male"
"GHJF-L19","G6YS-MRM","Female"
"GHKX-WLK","L6PL-SPN","Male"
"GHKX-WLK","LHKD-K5M","Female"
"GHLG-6WY","GX8G-SRF","Male"
"GHS8-XP1","L621-RXQ","Male"
"GHS8-XP1","LC4J-ZYP","Female"
"GHTS-9NG","LW5B-5BR","Male"
"GHTS-9NG","LCCF-K1G","Female"
"GJ18-36T","GV1P-ZDS","Male"
"GJ1X-VNG","LC7V-FG5","Male"
"GJ1X-VNG","LH25-HN2","Female"
"GJ3W-HZB","GWS8-RY5","Male"
"GJ3W-HZB","GWSD-SFD","Female"
"GJCB-DMC","GVMM-69P","Male"
"GJCB-DMC","GL4J-YZ9","Female"
"GJH8-31R","GJHZ-PK9","Male"
"GJM8-NGB","GD8K-8JQ","Male"
"GJM8-NGB","GD82-498","Female"
"GJM8-NGY","GDYQ-4J1","Male"
"GJNG-TYZ","GJNP-CJR","Male"
"GJNG-TYZ","GJNP-HSV","Female"
"GJNL-WZ8","GNCX-8LD","Male"
"GJNL-WZ8","GLKX-JSP","Female"
"GJSG-2NN","LTB9-Z9J","Male"
"GJSG-2NN","G38Y-TP1","Female"
"GJWG-G2T","GJWG-GQ1","Male"
"GJWG-G2T","K1GW-JPZ","Female"
"GJWG-P5G","GM6W-B5K","Male"
"GJWG-P5G","GKX2-FNC","Female"
"GJZ1-Q1L","KLVC-KFG","Male"
"GJZ1-Q1L","GXVQ-3CV","Female"
"GJZ4-PPB","G6XT-8X4","Male"
"GJZ4-PPB","G6XT-L4C","Female"
"GJZN-G7G","LC73-DBC","Male"
"GJZN-G7G","LCCJ-662","Female"
"GK3M-582","GKKP-ZH1","Male"
"GK3M-582","GKKP-DXM","Female"
"GK3S-MTG","L1SM-3LK","Male"
"GK3S-MTG","GSCW-SNQ","Female"
"GK3S-Q6D","GKF9-C6M","Male"
"GK3S-Q6D","GLWY-5YK","Female"
"GK7C-85K","GK7C-XFJ","Male"
"GK7C-85K","GK7C-667","Female"
"GK7L-MG3","2DX5-6P9","Male"
"GK7L-MG3","GNZ7-GZM","Female"
"GK8M-X5R","GHLX-QWW","Male"
"GK8M-X5R","GHLX-WLN","Female"
"GKD2-LSG","9V3Y-K5K","Male"
"GKD2-LSG","G8BX-4G9","Female"
"GKDC-B4D","KC3Z-8C8","Male"
"GKDC-B4D","G797-1RZ","Female"
"GKDN-Y8Z","GMQL-LRL","Male"
"GKDN-Y8Z","GXLL-Q5X","Female"
"GKF1-99K","GL4T-4XQ","Male"
"GKGS-LC9","GKG3-X7J","Male"
"GKGS-LC9","L2MP-FHP","Female"
"GKGS-RQ7","LD5N-LFM","Male"
"GKGS-RQ7","LD5N-LJM","Female"
"GKHH-N64","GLVZ-HQD","Male"
"GKHN-HQR","KGQ8-JVN","Male"
"GKHN-HQR","G836-ZL1","Female"
"GKJ1-YPY","GJS6-NMJ","Male"
"GKJ1-YPY","GJCB-DJW","Female"
"GKNF-H2F","GMX1-J91","Male"
"GKNF-H2F","G6HW-87M","Female"
"GKPQ-J8W","K8YL-GQP","Male"
"GKPQ-J8W","GDPL-NDQ","Female"
"GKSW-XG8","GKSW-88R","Male"
"GKVS-Q61","GC9Z-3BB","Male"
"GKVS-Q61","GC9C-BMC","Female"
"GKW2-C5T","97JW-CSH","Male"
"GKW2-C5T","9SKR-Q99","Female"
"GKX9-TVM","GSG3-FPJ","Male"
"GKX9-TVM","GWN3-31N","Female"
"GKXC-FRD","G87S-C53","Male"
"GKXC-FRD","GKND-ZGT","Female"
"GKZH-DRC","GN63-T1P","Male"
"GKZH-DRC","KZM6-ZVH","Female"
"GL6K-YWM","GL6L-J4N","Male"
"GL6K-YWM","LYR3-JY6","Female"
"GL84-S86","GL6F-VFG","Male"
"GL84-S86","K2F1-S9T","Female"
"GL9X-WNJ","GN7J-6XM","Male"
"GL9X-WNJ","G2T9-XXT","Female"
"GL9X-ZCX","KJ5H-7W2","Male"
"GL9X-ZCX","GLSB-VWY","Female"
"GLB4-4TL","GLB4-3NL","Male"
"GLHQ-5LL","GZ8G-LB6","Male"
"GLHQ-5LL","LVT2-CRY","Female"
"GLJH-DJF","GLJC-S24","Male"
"GLJH-DJF","GLJC-HLJ","Female"
"GLJS-RBW","GLVQ-XSY","Female"
"GLJW-CDJ","GG4M-9F8","Male"
"GLKY-GTC","GKS7-NDQ","Male"
"GLKY-GTC","L1SP-J7P","Female"
"GLMW-CGN","GLMW-8BM","Male"
"GLQM-BRS","G8HK-D4S","Male"
"GLT8-DJD","GLT8-2HJ","Male"
"GLT8-DJD","GLTD-3DH","Female"
"GLV3-TCL","GG3G-XP3","Male"
"GLV6-46Y","GLK7-966","Male"
"GLV6-46Y","GLK7-SNG","Female"
"GLVZ-MN4","GLVZ-X73","Male"
"GLVZ-MN4","GLVF-NPM","Female"
"GLYR-N6Y","GLYT-S55","Male"
"GLYR-N6Y","GLYR-P9X","Female"
"GM1D-RRH","LR3N-HRF","Male"
"GM1D-RRH","GJJB-3XD","Female"
"GM1V-CR3","G219-BN9","Male"
"GM1V-CR3","GZ6X-TD3","Female"
"GM1V-ZW6","LR29-6FH","Male"
"GM1V-ZW6","9JWL-YHL","Female"
"GM7Q-CLH","L8MY-1CG","Male"
"GM7Q-CLH","K4DF-68G","Female"
"GM94-H8V","LVQ5-9H8","Male"
"GM94-H8V","L2QP-1HW","Female"
"GMDP-G6V","LZ4F-P3M","Male"
"GMDP-G6V","L1QX-7N8","Female"
"GMDT-S86","GXZM-SCR","Male"
"GMDT-S86","GLJY-815","Female"
"GMHC-117","GST9-2FR","Male"
"GMHC-117","GM4T-Q92","Female"
"GMHX-Z7L","G2D6-2ZW","Male"
"GMHX-Z7L","K2ZK-7Q2","Female"
"GMJ7-JV8","GGX8-P5F","Male"
"GMJ7-JV8","GGXD-7PZ","Female"
"GMLP-GB8","KCXG-G8S","Male"
"GMLP-GB8","9QXC-QSG","Female"
"GMXJ-NHJ","GDJM-FLW","Male"
"GMXJ-NHJ","LH58-BYF","Female"
"GN2B-FQ3","LWJT-Y9H","Male"
"GN2B-FQ3","L6SK-QZ2","Female"
"GN63-T1P","G2Z5-61G","Male"
"GN63-T1P","L2QP-CV6","Female"
"GNBW-N7M","GNBW-469","Male"
"GNBW-N7M","MN8T-PXZ","Female"
"GNJ9-FW6","GKSQ-ZKJ","Male"
