"fid","parent","gender"
"218J-3ZW","KNHF-5YB","Male"
"218J-3ZW","218J-SZZ","Female"
"21JJ-16B","LHQ7-HBN","Male"
"21JJ-16B","LH8Q-NNQ","Female"
"21JJ-XXJ","LZLZ-WXG","Male"
"21JJ-XXJ","LHW6-X8T","Female"
"23JZ-7BB","GG9T-WBD","Male"
"23JZ-7BB","GFDB-V6Y","Female"
"26G1-K7G","9HBX-4RF","Male"
"26G1-KQS","277F-SR2","Male"
"26G1-KQS","G3WH-GCD","Female"
"26LW-M45","26LW-MWD","Male"
"26LW-M45","GVZN-PQ5","Female"
"2776-MS3","LX7M-RR6","Male"
"2776-MS3","LZNN-2G9","Female"
"277F-SR2","26P9-T5C","Male"
"277F-SR2","G3WC-38B","Female"
"277X-L1F","LJTV-SRB","Male"
"277X-L1F","LTG9-2L6","Female"
"278Y-SFL","KFP1-TJ3","Male"
"278Y-SFL","KFG8-DYN","Female"
"27S4-JNC","G45T-GSC","Male"
"27S4-JNC","L2LX-L3B","Female"
"27SZ-5ZZ","LDVJ-8NN","Male"
"27SZ-5ZZ","LTDD-1GH","Female"
"28S6-R9W","G62F-QQL","Male"
"28S6-R9W","G62X-51Q","Female"
"297C-FKX","K8HM-JF8","Male"
"297C-FKX","GXSB-VVH","Female"
"297C-FRM","GMNW-4H9","Male"
"297C-FRM","G9CT-DCR","Female"
"2993-S8G","L812-LJ5","Male"
"2993-S8G","LJGQ-YF1","Female"
"29B8-CLN","LC5F-FVM","Male"
"29B8-CLN","LTD2-MC3","Female"
"29Q1-PWR","LCJT-GTZ","Male"
"29Q1-PWR","K4PP-H1V","Female"
"29W7-747","MKFN-FXZ","Male"
"29W7-747","GXMY-TPN","Female"
"29WW-N2F","LT7P-3FJ","Male"
"29WW-N2F","9CXC-TLT","Female"
"29WW-ZNC","GGYQ-YDV","Male"
"29WW-ZNC","GDBF-2R6","Female"
"29Y9-CR1","LVDF-WPL","Male"
"29Y9-CR1","LDPW-677","Female"
"29Y9-CZG","LVFP-TVQ","Male"
"29Y9-CZG","LCC7-W6P","Female"
"2B2Y-DKS","G837-GP5","Male"
"2B2Y-DKS","L8TM-VWK","Female"
"2C19-1FX","L445-F8F","Male"
"2C19-1FX","2C19-B8Z","Female"
"2CY7-6BR","G61S-Y53","Male"
"2CY7-6BR","KP3F-6LL","Female"
"2DXK-MQ5","GS7L-Z5C","Male"
"2DXK-MQ5","G237-5N3","Female"
"2FY5-RQY","LCDS-YWV","Male"
"2FY5-RQY","L87N-3Z6","Female"
"2JQS-HHP","KCC5-XMX","Male"
"2JQS-HHP","9Z8T-792","Female"
"2L39-R5D","L6Z6-9P8","Male"
"2L39-R5D","G7G4-N5J","Female"
"2M5M-W12","LBCB-WBJ","Male"
"2M5M-W12","LVMF-Q6G","Female"
"2MG2-B9F","LC58-K7S","Male"
"2MG2-B9F","LDHD-JQQ","Female"
"2MQ9-VLK","LBMV-VDY","Male"
"2MQ9-VLK","LB9K-K9P","Female"
"2MQP-R6L","GQ6K-ZX6","Male"
"2MQP-R6L","L1S5-L2G","Female"
"2MRP-KJT","G891-TZ3","Male"
"2MRP-KJT","L6K2-K1X","Female"
"2MRP-VGY","LC8T-YTQ","Male"
"2MRP-VGY","LH1W-PHS","Female"
"2MRR-HPG","9433-PJF","Male"
"2MRR-HPG","9H8F-54T","Female"
"2Q1V-W6G","LVJR-DFK","Male"
"2Q1V-W6G","GJCK-BYC","Female"
"2QBB-MPK","GC3R-MJS","Male"
"2QBB-MPK","GVKS-MVG","Female"
"2S42-QHC","LC8C-JF5","Male"
"2S42-QHC","LC8C-K8Y","Female"
"2S4K-92J","G67T-C55","Male"
"2S4K-92J","GKV6-HBM","Female"
"2V4Q-SYX","GLSF-5DB","Male"
"2V4Q-SYX","LVP9-CP8","Female"
"2W6Q-S7G","KPSK-Z7Y","Male"
"2W6Q-S7G","KPS2-T9C","Female"
"2W9K-RZC","GKRL-DFY","Male"
"2W9K-RZC","KC2W-NFB","Female"
"2WD8-B3F","LNZB-6C6","Male"
"2WD8-B3F","LC28-7RP","Female"
"2WF8-KCX","G8NP-G9X","Male"
"2WF8-KCX","GJR5-JFD","Female"
"2X97-1JP","M4GF-YSC","Male"
"2X97-1JP","GJRV-BJ1","Female"
"2XKJ-XDR","GJTS-PZG","Male"
"2XKJ-XDR","GJTS-V6R","Female"
"2Z31-T4C","LZRP-R24","Male"
"2Z31-T4C","LYNW-K9H","Female"
"2Z3Q-77W","GKLM-KMS","Male"
"2Z3Q-77W","GMK8-2F6","Female"
"2Z98-FBR","L5GH-VP7","Male"
"2Z98-FBR","LD9G-FFX","Female"
"2ZS3-9VQ","MPC9-GJ4","Male"
"2ZS3-9VQ","GHFQ-R5G","Female"
"2ZSS-C7V","2ZSS-854","Male"
"2ZSS-CCW","LRS4-CKR","Male"
"4VDG-R57","G6BJ-WTS","Male"
"4VDG-R57","L1JT-B4P","Female"
"9311-VHJ","GW96-5J7","Male"
"9311-VHJ","GW96-5SM","Female"
"931M-SRY","GKQ9-TCV","Male"
"931M-SRY","GNWQ-RJ9","Female"
"9335-YTF","9335-PRK","Male"
"9335-YTF","9335-YPC","Female"
"9336-WF9","G61C-PGF","Male"
"9336-WF9","GNLY-HXN","Female"
"933B-MRY","933B-MRW","Male"
"933B-P63","937X-5YJ","Male"
"933B-V3S","GXLS-6XW","Male"
"933B-V3S","GXLS-D69","Female"
"933P-KKS","93QS-WN9","Male"
"933P-KKS","G66R-BR8","Female"
"933R-84P","9HVK-MKP","Male"
"933R-84P","G4F6-7SS","Female"
"933R-YSR","933R-YSC","Male"
"933Y-KD8","G324-BL8","Male"
"933Y-KD8","G324-P4Y","Female"
"9341-XB9","GC45-W8X","Male"
"9341-XB9","GC45-XJR","Female"
"936G-FHT","KX9D-DN8","Male"
"936G-FHT","LDR1-X9V","Female"
"9372-T44","937J-X2M","Male"
"9372-T44","933B-MRY","Female"
"9374-G8P","93Q3-YDG","Male"
"9374-G8P","937W-YC4","Female"
"9376-HMF","LHZZ-58Y","Male"
"9376-HMF","G9BM-91D","Female"
"9379-3D4","93Q4-1PC","Male"
"9379-3D4","KJMW-GFX","Female"
"9379-XGJ","LZ9S-LZJ","Male"
"9379-XGJ","MZN2-BXF","Female"
"937D-KVY","LTXQ-2H1","Male"
"937D-KVY","LZLB-PDC","Female"
"937D-ZRJ","LYWJ-K9J","Male"
"937D-ZRJ","GXZB-JN7","Female"
"937F-L7N","GS52-QWN","Male"
"937F-L7N","937F-28Y","Female"
"937J-3QQ","LTHH-GG2","Male"
"937J-3QQ","L6LW-TTL","Female"
"937J-Q29","937X-G1D","Male"
"937J-Q29","GH7H-H1Q","Female"
"937J-Q2G","9374-Q9J","Male"
"937J-Q2G","9374-QTB","Female"
