"fid","parent","gender"
"24RL-5Q2","M438-Y8R","Male"
"24RL-5Q2","L1DQ-TYL","Female"
"273C-Q28","273C-7ZT","Male"
"273C-Q28","9VH3-XVX","Female"
"277Q-6XN","LHC7-LLX","Male"
"277Q-6XN","LHC7-LL5","Female"
"278K-2RN","L41N-6T1","Male"
"278K-2RN","LYD4-SHW","Female"
"27BK-MZJ","MQDN-WV7","Male"
"27BK-MZJ","KP91-722","Female"
"27VJ-LSP","L8WJ-RZB","Male"
"27VJ-LSP","L8WJ-RW6","Female"
"29MQ-QT6","29MW-S9R","Male"
"29MQ-QT6","29MW-SQQ","Female"
"29WW-NKW","GXZ5-HBJ","Male"
"29WW-NKW","GXZ5-8LH","Female"
"29WW-VVB","LZBP-XXH","Male"
"29WW-VVB","G75C-PQ5","Female"
"2CY3-877","LY8Q-H41","Male"
"2CY3-877","LKXB-QRB","Female"
"2JYX-6JY","L2JB-GJX","Male"
"2JYX-6JY","9ZPJ-DPC","Female"
"2KR4-9Z7","KJ5X-4TC","Male"
"2KR4-9Z7","L63J-L4C","Female"
"2MGP-YCH","LT7D-W44","Male"
"2MGP-YCH","LT78-BS7","Female"
"2MJW-7K7","L8RH-566","Male"
"2MJW-7K7","LZX1-XGK","Female"
"2MRV-CD1","LRC7-DWS","Male"
"2MRV-CD1","LX9L-J2H","Female"
"2RYL-RR4","LV96-MSR","Male"
"2RYL-RR4","KLJJ-6TJ","Female"
"2WV5-BTX","GN2B-FQ3","Male"
"2WV5-BTX","GGX6-SLS","Female"
"4CWS-Y51","GFPH-QVG","Male"
"4LLM-H6Z","G2LK-8Z1","Male"
"4NPG-T72","LZVQ-9XB","Male"
"4NPG-T72","LTJK-HCX","Female"
"4ZH3-KW1","9CVJ-YD6","Male"
"4ZH3-KW1","4XM6-ZRX","Female"
"4ZJZ-QJH","LV7Y-JZ6","Female"
"9312-9YS","LZ29-ZNZ","Female"
"93QN-6VW","93QY-H15","Male"
"93QN-6VW","93QJ-C5S","Female"
"93VV-JRR","G9PR-R1Q","Male"
"93VV-JRR","G9PT-Q9P","Female"
"943R-GHD","GGLC-K75","Male"
"9449-3PW","G67B-4VH","Male"
"9449-3PW","K2N2-3RZ","Female"
"94NP-8L8","GX2H-W9K","Male"
"94NP-8L8","GL2K-HF6","Female"
"94RB-17S","94RB-PL1","Male"
"94RB-17S","L4BD-9RJ","Female"
"94RB-PL1","LH29-ZP5","Male"
"94RB-PL1","M4WT-FT8","Female"
"94RF-7QG","LRZV-KL2","Male"
"94RF-7QG","G2FG-CSB","Female"
