"fid","parent","gender"
"247P-BCB","2WJW-3BT","Male"
"247P-BCB","GGQY-JBZ","Female"
"24RL-5Q2","M438-Y8R","Male"
"24RL-5Q2","L1DQ-TYL","Female"
"26LN-WN5","GF1Z-M3S","Male"
"26LN-WN5","GF1W-3CM","Female"
"27BK-MZJ","MQDN-WV7","Male"
"27BK-MZJ","KP91-722","Female"
"2HSD-7G9","GNBY-GYZ","Male"
"2HSD-7G9","GVFC-75N","Female"
"2Q1M-QDK","G7VQ-32J","Male"
"2Q1M-QDK","MNT1-C1X","Female"
"2ZS4-MJP","LTH8-G8H","Male"
"2ZS4-MJP","G8CT-4PJ","Female"
"412Y-12S","G6CJ-NMT","Male"
"4221-9Y1","G8R9-FN4","Female"
"4D7S-72R","GQH2-DHB","Male"
"4D7S-72R","G2HN-SV8","Female"
"4J1H-TQB","LTQ1-231","Male"
"4J1H-TQB","LTQ1-LGP","Female"
"4KZQ-J1Y","LZ5J-XTK","Male"
"4KZQ-J1Y","LZ5J-FH9","Female"
"4RF6-4KK","LZT3-1Y5","Male"
"4RF6-4KK","MZBJ-LQJ","Female"
"4YZ5-NW5","MKRB-V2D","Male"
"4YZ5-NW5","LJ18-FZT","Female"
"93SD-F8P","M7M9-7G6","Male"
"93SD-F8P","LZGX-WK7","Female"
"93VV-JRR","G9PR-R1Q","Male"
"93VV-JRR","G9PT-Q9P","Female"
"94QW-5B5","MS9K-MBP","Male"
"94QW-5B5","KN3K-HWP","Female"
"94RB-17S","94RB-PL1","Male"
"94RB-17S","L4BD-9RJ","Female"
"94YN-5LG","L5NJ-CQW","Male"
"94YN-5LG","GX89-MGX","Female"
"969F-PCX","GV4M-S51","Male"
"971N-SXM","LZV6-VDJ","Male"
"971N-SXM","9DTT-B4C","Female"
"9788-PXV","G2FM-78Q","Male"
"9788-PXV","GHTW-HTL","Female"
"99G4-9N9","LYSJ-CJZ","Male"
"99G4-9N9","KH68-B7H","Female"
"9C4G-MKY","LZGH-VRS","Male"
"9C4G-MKY","LT18-JRB","Female"
"9C6F-VV1","LBY6-CC3","Male"
"9C6F-VV1","G7KZ-1NY","Female"
"9CDG-YVS","L85L-5VD","Male"
"9CDG-YVS","L7B2-884","Female"
"9CJF-L66","LCY7-Y2Z","Male"
"9CJF-L66","KNQF-8V1","Female"
"9F94-ZLW","MTX1-RRL","Male"
"9F94-ZLW","MW5T-461","Female"
"9H7Q-96C","KFPL-7HH","Male"
"9H7Q-96C","LCWJ-V79","Female"
"9HFS-4X2","GDJM-HH3","Male"
"9HFS-4X2","GDJM-4LS","Female"
"9HJR-BSY","GNXQ-CC8","Male"
"9J7N-FK6","LXQ2-9SZ","Male"
"9J7N-FK6","M3JV-T89","Female"
"9J7N-FKD","994W-JSF","Male"
"9J7N-FKD","GG49-YZ4","Female"
"9KD4-7D7","G33H-S86","Male"
"9M6P-M83","L4BN-4VG","Male"
"9M6P-M83","LH3K-GN1","Female"
"9MG1-Y5Q","GFQR-MD4","Male"
"9MQ6-YH8","MJF3-R1M","Male"
"9MQ6-YH8","GLJ3-SJR","Female"
"9N83-41R","LYNQ-Z43","Male"
"9N83-41R","LLW2-ZYG","Female"
"9NNL-94G","MGWC-HK5","Male"
"9NNL-94G","LVBJ-CDH","Female"
"9Q7G-GJL","LT26-4L3","Male"
"9Q7G-GJL","GVT8-M3Z","Female"
"9QCV-71Q","LYJ3-4B6","Male"
"9QCV-71Q","4LLM-H6Z","Female"
"9QHJ-R72","G92V-7FF","Male"
"9QHJ-R72","GSRR-VD7","Female"
"9QND-1VJ","94YS-MVD","Male"
"9QND-1VJ","LD55-ZCX","Female"
"9S1F-SK9","LZ8H-9R1","Male"
"9S1F-SK9","LHLB-4Q6","Female"
"9SGS-LLY","MW4W-NTL","Male"
"9SGS-LLY","LH1T-K3Y","Female"
"9SN8-G9S","K88F-CYB","Male"
"9SN8-G9S","LZY6-ZGQ","Female"
"9SSX-7D1","9ZZ1-54D","Male"
"9SSX-7D1","LZ29-B88","Female"
"9V4K-YPY","GFYP-SR1","Male"
"9V4K-YPY","K235-NFJ","Female"
"9VCL-P29","9H4G-29V","Male"
"9VCL-P29","9MQV-1Q1","Female"
"9VSB-B74","KL89-JN8","Male"
"9VSB-B74","KL89-JJ3","Female"
"9VTN-V4T","LVGJ-H9Y","Male"
"9VTN-V4T","LD39-Y3G","Female"
"9VZ4-58K","LRMM-22W","Male"
"9VZ4-58K","LJY7-MHW","Female"
"9W1R-6Z3","LZF9-BJS","Male"
"9W1R-6Z3","LZF9-B2W","Female"
"9WFC-R9G","L9C6-MZJ","Male"
"9WFC-R9G","284H-2MM","Female"
"9WMK-G8T","9X9X-NRK","Male"
"9WMK-G8T","9X9X-NT3","Female"
"9WYB-C2B","LBRW-MVH","Male"
"9WYB-C2B","LBZ2-LP7","Female"
"9WYP-N35","G4RT-S4W","Male"
"9WYP-N35","M62S-VNW","Female"
"9X7X-T83","94RB-PL1","Male"
"9X7X-T83","L4BD-9RJ","Female"
"9XMJ-4GS","GZPV-FVV","Male"
"9XMJ-4GS","GZP2-B18","Female"
"9ZHY-H1V","LY2C-WJ7","Male"
"9ZHY-H1V","LZY1-37P","Female"
"9ZWS-PRD","GL8T-5C1","Male"
"9ZWS-PRD","LZZ4-6XM","Female"
"G21B-XWP","G4QM-9H4","Male"
"G21B-XWP","GKT4-7BM","Female"
"G2HZ-FNQ","K8Q2-CVP","Male"
"G2HZ-FNQ","KCDQ-K7H","Female"
"G2QQ-5P7","L2Y4-4Y9","Male"
"G2QQ-5P7","G27P-95J","Female"
"G2QQ-7B3","GCHG-Z4B","Male"
"G2QQ-7B3","MN3J-P5N","Female"
"G2R6-QL8","G3KD-1C9","Male"
"G2R6-QL8","G3KD-RXH","Female"
"G2WB-KN5","KHW1-HXK","Male"
"G2WB-KN5","KC29-BP2","Female"
"G2XZ-WCP","LB9D-CM3","Male"
"G2XZ-WCP","GKF6-2SJ","Female"
"G33M-6GH","L8HV-1YF","Male"
"G33M-6GH","966V-5WC","Female"
"G34Z-234","G7GT-L3H","Male"
"G34Z-234","G7GY-V6R","Female"
"G34Z-FY8","G7GT-X4L","Male"
"G34Z-FY8","LRS7-XP9","Female"
"G3P7-MV2","LH7S-G17","Male"
"G3P7-MV2","L5VL-PGG","Female"
"G3PH-393","9312-9YS","Male"
"G3PH-393","GQ7V-LRF","Female"
"G3PV-HZ3","LCZ1-TGP","Male"
"G3PV-HZ3","G2WB-KN5","Female"
"G3SN-R6H","L17Z-ZBC","Male"
"G3SN-R6H","LZ65-Y89","Female"
"G3WP-ZRN","GN8R-NL4","Male"
"G3WP-ZRN","GN8R-D6D","Female"
"G3YY-8G1","MPYC-V2Z","Male"
"G3YY-8G1","MPYC-V2R","Female"
"G4PP-GHZ","G8TB-SR2","Male"
"G4PP-GHZ","LTHS-QXC","Female"
"G4QZ-BFT","MSX3-M8Z","Male"
"G4QZ-BFT","MSX3-M8R","Female"
"G4SH-HHD","GSZR-S38","Male"
"G4SH-HHD","GSZR-X76","Female"
"G4WW-JPV","278K-2RN","Male"
"G4XN-2GC","LHP9-5BH","Male"
"G4XN-2GC","KGJK-XW4","Female"
"G4XN-HWP","KZKL-XPW","Male"
"G4XN-HWP","GK4L-KBC","Female"
"G6D3-W6M","LRT1-1V1","Male"
"G6D3-W6M","MMZ9-VLT","Female"
"G6QZ-D8F","9K4R-MCY","Male"
"G6QZ-D8F","9W3C-FL7","Female"
"G6V2-GXR","LVD6-W6G","Male"
"G6V2-GXR","LBHX-V9N","Female"
"G6V2-N9C","G61Z-W82","Male"
"G6V2-N9C","GFTY-K3J","Female"
"G6W8-6JS","MZZ4-FP7","Male"
"G6W8-6JS","4428-BP7","Female"
"G6XF-NL3","GVRF-KNX","Male"
"G6XF-NL3","MQZP-ZRQ","Female"
"G77Z-Z46","LDTQ-NVL","Male"
"G77Z-Z46","L4W1-2BX","Female"
"G7JD-G6K","GLM7-YV4","Male"
"G7JD-G6K","LV87-P5R","Female"
"G7VQ-MFF","LCQX-818","Male"
"G7VQ-MFF","LB1S-SKR","Female"
"G85N-MNM","G85N-D8F","Male"
"G8CT-4PJ","G3WF-S2G","Male"
"G8CT-4PJ","GG5F-44Y","Female"
"G8J7-26Y","LVG8-SR7","Male"
"G8J7-26Y","GKGW-JM5","Female"
"G8P9-CRM","L823-F32","Male"
"G8P9-CRM","L823-FMP","Female"
"G8SJ-HMD","G3L7-STC","Male"
"G8SJ-HMD","G3L7-9PF","Female"
"G8SM-SWL","GSDY-NBR","Male"
"G8SM-SWL","GDM7-R6G","Female"
"G8TV-T6B","GK15-8FX","Male"
"G91F-CKG","G2RT-SKP","Male"
"G96W-9GY","L8S2-53Z","Male"
"G96W-9GY","L8S2-5WW","Female"
"G99B-GTX","K2Y6-N7H","Male"
"G99B-GTX","LHF4-VVZ","Female"
"G9BX-6C8","LHPJ-697","Male"
"G9BX-6C8","LZR4-VYQ","Female"
"G9C7-Z7H","2JYX-6JY","Male"
"G9C7-Z7H","LVFL-TZY","Female"
"G9LN-5BP","G8KJ-446","Male"
"G9LN-5BP","M9M9-PRV","Female"
"G9SV-3KD","LVDW-ZCQ","Male"
"G9SV-3KD","G9SV-G8L","Female"
"G9VM-LPK","G6SQ-KDF","Male"
"G9VM-LPK","LYQ2-HXN","Female"
"G9XC-YH1","GK23-7X8","Male"
"G9XC-YH1","GLD5-7Z6","Female"
"G9XD-M2H","MTF6-WT4","Male"
"G9XD-M2H","MBF9-ZTK","Female"
"GC29-LF2","LH8N-LGM","Male"
"GC29-LF2","LRBT-PKL","Female"
"GCQJ-WGD","GZYQ-NQG","Male"
"GCQJ-WGD","G6VW-957","Female"
"GD31-995","M9WH-92V","Male"
"GD31-995","9X5V-C7W","Female"
"GD61-GTX","GZVM-7B8","Male"
"GD61-GTX","GL95-T8N","Female"
"GDDM-F1Q","LVX7-251","Male"
"GDDM-F1Q","LVX7-2XG","Female"
"GDGK-MH1","LH19-N7K","Male"
"GDGK-MH1","MML5-QSG","Female"
"GDLH-V89","LCVH-325","Male"
"GDLH-V89","LH1H-5GZ","Female"
"GDRX-9KF","G8CM-KCY","Male"
"GDRX-9KF","G8CM-2Y5","Female"
"GDWS-RJP","GKPQ-GHH","Male"
"GDWS-RJP","LH2H-QJF","Female"
"GF14-XMP","GF1C-J4M","Female"
"GF5V-1Q1","GS78-JKB","Male"
"GF5V-1Q1","GSNL-LVW","Female"
"GF8L-YQM","KZSW-VN3","Male"
"GF8L-YQM","K8LV-7DG","Female"
"GFDQ-ZGZ","LYJ1-6Q8","Male"
"GFDQ-ZGZ","LYJ1-F4T","Female"
"GFHC-FB3","LT84-TCC","Male"
"GFHC-FB3","LT84-16L","Female"
"GFWM-K36","GFKW-QKJ","Female"
"GG3P-ZWY","9JQV-WZ1","Male"
"GG3P-ZWY","LCRX-X92","Female"
"GGCJ-7H9","9VTN-V4T","Male"
"GGCJ-7H9","LZL1-1ZS","Female"
"GGCJ-VX7","L6DG-BL3","Male"
"GGCJ-VX7","24RL-5Q2","Female"
"GGCQ-471","GH7S-FFG","Male"
"GGJP-T9D","GG2T-11S","Male"
"GGJP-T9D","GG2Y-ZP2","Female"
"GGMH-MMR","GKZH-DRC","Male"
"GGMH-MMR","GGM4-3MB","Female"
"GGMK-162","M2LC-PQY","Male"
"GGMK-162","GKCW-KHD","Female"
"GGV7-6R2","LY95-9BX","Male"
"GGV7-6R2","9S1F-36C","Female"
"GH16-P4B","LHWJ-S82","Male"
"GH16-P4B","G4BQ-YRW","Female"
"GHJV-NBV","KC3P-Q3P","Male"
"GHJV-NBV","GNZ6-K5P","Female"
"GHJV-X6H","GCLQ-PZZ","Male"
"GHJV-X6H","GCLQ-KPH","Female"
"GJ9D-YWL","GVSV-TJ6","Male"
"GJ9D-YWL","LZXD-4DM","Female"
"GJBD-X3C","MWT1-QW4","Male"
"GJBD-X3C","9VLB-NF3","Female"
"GJBZ-926","LZLQ-BCS","Male"
"GJBZ-926","MTNX-2DB","Female"
"GJTC-6MR","KZP5-PWC","Male"
"GJTC-6MR","LWVP-9GP","Female"
"GJTC-D3K","MMQQ-SZ8","Male"
"GJTC-D3K","GC4X-KQJ","Female"
"GKGF-JN2","LTSN-XPD","Male"
"GKGF-JN2","G2PN-YTL","Female"
"GKGN-C93","L6CZ-DBW","Male"
"GKGN-C93","L6CZ-D57","Female"
"GKK1-YTJ","KH7R-QP3","Male"
"GKK1-YTJ","LKS4-RXM","Female"
"GKL6-Y7K","LHCZ-91G","Male"
"GKL6-Y7K","LRK1-S6S","Female"
"GKLX-4D2","GKLF-SPN","Male"
"GKLX-4D2","GKLT-GZS","Female"
"GKRM-WL5","LTDB-LWL","Male"
"GKRM-WL5","GKRM-MCJ","Female"
"GKYC-RSP","LHQ9-LPT","Male"
"GKYC-RSP","LT9H-93C","Female"
"GKYJ-KY9","GVM7-7NX","Male"
"GKYJ-KY9","LTWH-WLQ","Female"
"GKYJ-LNY","MP4H-8K6","Male"
"GKYJ-LNY","MP4H-8KT","Female"
"GKYS-LZV","G8DL-PT6","Male"
"GKYS-LZV","G8DG-H6D","Female"
"GL4K-6CP","LJKY-C6P","Male"
"GL4K-6CP","GJ9D-2FV","Female"
"GL84-FS1","GGJ5-ZK4","Male"
"GL84-FS1","GGJ5-H14","Female"
"GL9V-CWL","LC3H-1RQ","Male"
"GL9V-CWL","GWZM-Z85","Female"
"GLCF-G3J","MQDS-WKF","Male"
"GLCF-G3J","49XG-QD4","Female"
"GLJ3-16W","LC5G-MT1","Male"
"GLJ3-16W","LC5G-999","Female"
"GLJY-1NP","L1J4-NKR","Male"
"GLJY-1NP","L1JH-S4D","Female"
"GLSF-WNT","LZ82-ZKY","Male"
"GLSF-WNT","GLJ3-16W","Female"
"GLSN-DJJ","GD41-YN2","Male"
"GLSN-DJJ","LTR8-B82","Female"
"GLSN-Y8F","GLSJ-M2T","Male"
"GLSN-Y8F","4ZJZ-QJH","Female"
"GLSZ-31Y","GK89-92W","Male"
"GLSZ-31Y","GK89-3ZH","Female"
"GLTV-8G5","GQG3-WLW","Male"
"GLTV-8G5","LZP9-SCY","Female"
"GMFX-29D","GXXL-THL","Male"
"GMFX-29D","GKKD-KN7","Female"
"GMR1-9SS","GD2H-8P9","Male"
"GMR1-9SS","GD2H-F3H","Female"
"GMRR-RWP","MW21-BP8","Male"
"GMRR-RWP","GZLH-FXL","Female"
"GMTC-WVH","GZZB-GBS","Male"
"GMTC-WVH","K81D-7P7","Female"
"GMW7-2CT","LKQR-5GG","Male"
"GMW7-2CT","LKQR-5YV","Female"
"GMXT-9ST","GQLC-C6H","Male"
