"fid","type","year","place"
"GD1V-4KF","Birth","1317","Everingham, Yorkshire, England"
"L6GQ-KT5","Birth","1315","Egremont, Cumberland, England"
"LD1Q-D45","Birth","1310","Croston, Lancashire, England"
"G7J3-B3S","Birth","1312","Bretherton, Lancashire, England"
"L812-LVN","Birth","1270","Croft with Southworth, Lancashire, England, United Kingdom"
"KDSL-SW2","Birth","1266","of Samlesbury, Lncstr, Engl"
"LBSY-B9C","Birth","1278","of, Samlesbury, Lancashire, England, Unitd Kingdom"
"L6GS-QGW","Birth","1280","Samlesbury, Lancashire, England, United Kingdom"
"L1KZ-3Q3","Birth","1280","Lincolnshire, England"
"GSNJ-XZY","Birth","1276","Lower Booths, Lancashire, England, United Kingdom"
"M29X-QTM","Birth","1294","England"
"G7SH-MZC","Birth","1322","England"
"LD39-PVS","Birth","1263","Little Crosby, Lancashire, England"
"LT2T-69J","Birth","1267","Scarisbrick, Lancashire, England"
"LY98-C82","Birth","1261","Sefton, Lardbrook, Lancashire, England"
"KCP3-YMW","Birth","1268","Kilton, Yorkshire, England"
"LH6G-V2Y","Birth","1246","Up Holland, Lancashire, England"
"29YR-MR6","Birth","1256","Samlesbury, Lancashire, England"
"LZPG-WRJ","Birth","1267","North Molton, Devon, England"
"LY76-VYQ","Birth","1270","Seagrave, Leicestershire, England"
"LJKH-TJR","Birth","1242","Lancashire, England"
"L22D-VFR","Birth","1244","Lancashire, England"
"LH6D-H8D","Birth","1252","Lancashire, England"
"LDTF-5KF","Birth","1261","Badsworth, Yorkshire, England"
"L6LZ-TTM","Birth","1268","Hornby Castle, Lancashire, England"
"GGKX-2FJ","Birth","1305","Biddick,Durham,England"
"GGKX-RZT","Marriage","1326","Durham, England"
"LCPZ-CY1","Birth","1299","Greystoke, Northumberland, England"
"G939-WQV","Birth","1307","Yorkshire, England"
"9SR5-K28","Birth","1334","Burgos, Burgos, Castilla y León, España"
"L1WP-8FB","Birth","1334","Sevilla, Andalucía, Spain"
"GSD1-PT1","Birth","1276","Norton Disney, North Kesteven, Lincolnshire, England"
"LC8V-7VT","Birth","1290","Longford, Ashbourne, Derbyshire, England"
"GC4K-RGJ","Birth","1230","Thornton-Rust, Yorkshire, England, United Kingdom"
"LYQG-QN2","Birth","1281","Cumberland, England"
"MQ2H-NDB","Birth","1285","Cumberland, England"
"G3ZM-HYL","Birth","1300","Borthwick Castle, Lochorwart, Midlothian, Scotland"
"L6ZX-DFR","Birth","1311","Yorkshire, England"
"L6ZX-6M9","Birth","1310","Huntingfield, Bacton, Norfolk, England"
"GXGY-HKF","Birth","1310","Yorkshire, England"
"9MM6-HYS","Birth","1310","Yorkshire, England"
"GC3D-2T6","Birth","1292","Hazlewood by Tadcaster, Yorkshire, England"
"9HVH-9ZS","Birth","1308","Brinbridge, Yorkshire, England"
"L75S-7Z1","Birth","1280","Stapleton, Richmondshire, England"
"G9TF-GTT","Birth","1284","Burton, Fingall North Riding, Yorkshire, England"
"L51X-Y24","Birth","1325","Skipwith, Yorkshire, England"
"LY6Z-T6X","Birth","1327","Ingoldmells, Lincolnshire, England"
"L5TR-FM5","Birth","1305","Boston, Lincolnshire, England, United Kingdom"
"G9GK-1PQ","Birth","1300","Boston, Lincolnshire, England"
"L15J-7TP","Birth","1309","Harewood, Yorkshire, England"
"LB4D-PS4","Birth","1326","Alwoodley, Yorkshire, England"
"GFYT-LZ1","Birth","1335","Yorkshire, England"
"GFYT-BVJ","Birth","1315","Colton, Yorkshire, England"
"G9RQ-M75","Birth","1309","Aldwarke, Yorkshire, England"
"GHHL-JR3","Birth","1310","Scotland"
"GHQJ-1WJ","Birth","1305","Steeton, Yorkshire, England"
"LYJY-77P","Birth","1309","Killingholme, Lincolnshire, England"
"L1TJ-L8B","Birth","1314","Cubley, Derbyshire, England"
"G3M2-71B","Birth","1323","Worksop, Nottinghamshire, England"
"MLCH-SL8","Birth","1303",NA
"KZZT-JH8","Birth","1297","of Potter Newton, Yorks, Eng."
"GDQ6-1GH","Birth","1299","Chorlton cum Hardy, Lancashire, England"
"GDXR-H8X","Birth","1303","Lancashire, England"
"KFTT-TB1","Birth","1314","Barlow, Chorlton, Lancashire, England"
"KFTT-Y4V","Birth","1318","Barlow, Chorlton Manchester, Lancashire, England"
"G76X-8GM","Birth","1283","Yorkshire, England"
"G766-JVM","Birth","1305","Sockburn, York, England"
"G6MM-YQQ","Birth","1290","Holderness, Yorkshire, England"
"GWKH-DT9","Birth","1295","Wilton, Yorkshire, England"
"GC4K-M99","Birth","1304","Whorlton, Yorkshire"
"LBS6-TN2","Birth","1301","Helmsley, Yorkshire, England"
"G4MS-RQL","Birth","1316","Eaton Masey, Wiltshire, England"
"KP74-R3M","Birth","1328","Castle Cary, Somerset, England"
"LX7R-K6S","Birth","1332","Durston, Taunton, Somerset, England"
"G8Y2-Q4K","Birth","1340","Walwyn's Castle, Haverfordwest, Pembrokeshire, Wales"
"LH7N-2H7","Birth","1315","Brook Manor, Westbury, Wiltshire, England"
"LRSD-SFK","Birth","1317","Wanborough, Wiltshire, England"
"GZ87-P17","Birth","1320","Somerset, England"
"GZ8W-H8D","Birth","1324","Ilchester, Somerset, England"
"LD9G-XYT","Birth","1322","Hanham, Gloucestershire, England"
"GCQ2-9JJ","Birth","1323","Gloucester, Gloucestershire, England"
"GVJP-BGS","Birth","1341","Chrishall, Essex, England"
"GLXT-SNM","Birth","1342","Cobham, Kent, England"
"GLDD-NN4","Birth","1337","Gotelet, Lanreath, Cornwall, Englnad"
"LRD1-MQY","Birth","1339","South Petherton, Somerset, England"
"LH73-2V6","Birth","1347","Newton St Loe, Somerset, England"
"L2WM-MC1","Birth","1335","Laxton, Nottingham, England"
"GD8G-V71","Birth","1338","Laxton, Nottinghamshire, England"
"LVRX-L4J","Birth","1327","Dorset, England"
"G41Z-QFZ","Birth","1329","Huncote, Leicestershire, England"
"9HDQ-NQW","Birth","1345","Melcombe, Dorset, , England"
"L23L-MB9","Birth","1349","Mappowder, Dorset, England"
"L8P5-F15","Birth","1352","Flayer, Devonshire, England"
"MRF8-GP5","Birth","1300","Woodleigh,Devon,Eng"
"GJV8-DN1","Birth",NA,"Worlington, Suffolk, England"
"GJV8-FB3","Death",NA,NA
"LCTK-D9G","Birth","1403","Cothelstone Manor, Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom"
"2M3Y-YYW","Birth","1405","Penhallam Manor, Jacobstow, Cornwall district, Cornwall, England, United Kingdom"
"MZ17-KXQ","Birth","1394","Somerset, England"
"MZ17-K6L","Birth","1398","Somerset, England"
"GJ1X-6NY","Birth","1365","Ross, Scotland"
"G8PY-JNC","Birth","1382","Scotland"
"LCR1-53W","Birth","1345","Kincardine, Ross, Scotland, United Kingdom"
"GC4Z-8YN","Birth","1350","Norway"
"99VH-PDY","Birth","1310","Golspie, Sutherland, Scotland"
"L89H-F4V","Birth","1343","Dundonald Castle, Kyle, Ayrshire, Scotland"
"L14T-33R","Birth","1351","Glamis, Forfarshire, Scotland"
"GKW7-GL2","Birth","1360","Melville, Lasswade, Midlothian, Scotland"
"GQL8-J23","Birth","1365","Ayrshire, Scotland"
"G866-1RD","Birth","1360","Scotland"
"GZKP-WLT","Birth","1367","Warkworth, Northumberland, England"
"GL2L-73R","Birth","1388","Scotland"
"GLK5-2JN","Birth","1384","Renfrewshire, , Scotland, United Kingdom"
"GLKP-TF5","Death",NA,NA
"GQXW-Z1B","Birth","1325","Cromartyshire, Scotland"
"GLSV-RK5","Birth","1325","SCOTLAND"
"LHTN-SLJ","Birth","1368","Cromarty, Ross, Scotland"
"LHTN-SP8","Birth","1372","Dalhousie, Perthshire, Scotland"
"KNW2-LTW","Birth","1380","Aberdeenshire, Scotland"
"G3LH-CLD","Birth","1385","Deskford, Banffshire, Scotland"
"G7VQ-19W","Birth","1394","Douglas, Lanarkshire, Scotland"
"GSHV-QQV","Birth","1385","Upper Town of Saltoun, Haddingtonshire, Scotland"
"GNH3-WF6","Birth","1385","Borthwick, Midlothian, Scotland"
"GXVV-KJH","Birth","1393","Erskine, Renfrewshire, Scotland"
"LTK5-MGV","Birth","1340","Kintail, Argyll, Scotland"
"G3ZR-FGZ","Birth","1344","Kintail, Ross & Cromarty, Scotland"
"LD55-J12","Birth","1296","Castle Stornoway, Lewis Island, Western Isles, Scotland"
"G97V-Y96","Birth","1325","Harris, Inverness-shire, Scotland"
"GVQ8-Y41","Birth","1332","Scotland"
"GVQD-HTG","Birth of Child","1370","Dunollie, Argyll, Scotland"
"GK82-XVJ","Marriage","1386","Europe"
"GK82-89N","Marriage","1386","Europe"
"LJVZ-RR8","Birth","1341","Lovat Kinnell, Inverness-shire, Scotland"
"L8WB-NLD","Birth","1342","Leuchars, Fife, Scotland"
"GZQV-WDP","Birth","1364","Duart Castle, Argyll, Scotland"
"GXHK-FVQ","Birth","1370","Loch Awe, Argyll, Scotland"
"GFJL-PHX","Birth","1375","Dundonald, Fife, Scotland"
"242T-2NJ","Birth","1330","Skye, Inverness-shire, Scotland"
"GG9W-822","Birth","1340","Ireland"
"GZTN-D6P","Birth","1330","Glenelg, Inverness-shire, Scotland"
"GGD7-RJY","Birth","1280","Knapdale, Argyll, Scotland"
"GLSC-KMK","Birth","1300","Argyll, Scotland, United Kingdom"
"GNWH-5S4","Birth","1310","Ireland"
"GDVC-LNY","Birth","1290","Isle of Lewis, Ross-shire, Scotland"
"LK3D-LNL","Birth","1290","Scotland"
"GDWZ-4GN","Birth","1360","Johnstone, Dumfriesshire, Scotland"
"L6WT-QCJ","Birth","1315","Cochrane, Renfrew, Renfrewshire, Scotland"
"GMD6-QSB","Birth","1315","Paisley, Renfrewshire, Scotland, United Kingdom"
"KF74-ZBY","Birth","1323","Plymouth, Devon, England"
"GMZL-NJ9","Birth","1327","Kennedon Farm, Sherford, Devonshire, England"
"M4HJ-JQ1","Birth","1328","<Of Kenedon, Devon, Eng.>"
"GLPQ-NQS","Birth","1316","Dorset, England, United Kingdom"
"GWVW-RN4","Birth","1325","East Pulham, Dorset, England"
"LHWQ-XT4","Birth","1352","Suffolk, England"
"G7DB-8Q4","Birth","1335","Honiley, Warwickshire, England"
"GC8C-TY8","Birth","1364","Dorset, Dorset, England, United Kingdom"
"GC8C-YZ1","Birth","1350","Towcester, Northamptonshire, England, United Kingdom"
"LY18-4K1","Birth","1377",", , , England, United Kingdom"
"LY18-N4L","Birth","1380","England"
"GZNP-25R","Birth","1355","Eyton on the Weald Moors, Shropshire, England"
"GHFZ-ZQY","Birth","1347","Eyton near Wem, Shropshire, England"
"GKTQ-96C","Birth","1340","Brereton cum Smethwick, Cheshire, England"
"GKT3-BQZ","Birth","1342","England"
"KCVC-JSJ","Birth","1366","Raby Castle, Durham, England"
"L4JK-VWS","Birth","1369","Alton, Staffordshire, England"
"GLJ4-VJ1","Birth","1379",NA
"GHVH-XQK","Birth","1378","Hodnell, Warwickshire, England"
"GHV4-BTK","Birth","1380","Eaton Socon, Bedfordshire, England"
"L6R7-F3H","Birth","1352","England"
"LZDQ-JG7","Birth","1323","Chagford, Devon, England"
"LZ6B-XP2","Birth","1327","Churston Ferrers, Devon, England"
"2BLS-VSF","Birth","1320","Tengrace, Devon, England"
"K1T6-W9H","Birth","1320","Copplestone, Devon, England"
"LCZC-MYZ","Birth","1336","Chichester, Sussex, England"
"LKVV-8ZM","Birth","1336","Chichester, Sussex, England"
"MH65-Z7T","Birth","1339","Raleigh, Devon, England"
"GQN7-2T6","Birth","1343","Ardevora, Cornwall, England"
"GHGV-WDN","Birth","1302","Widworthy, Devon, England"
"9WPP-7NP","Birth","1305","Exeter, Devon, England"
"LHX2-6J1","Birth","1374","Axbridge, Somerset, England"
"LZPP-96L","Birth","1379","Clovelly, Devon, England"
"2WQD-879","Birth","1382","Blagdon, Pitminster, Somerset, England"
"LVXX-C6B","Birth","1384","Blagdon, Somerset, England"
"GKRL-MZD","Birth","1368","Okehampton, Devon, England"
"GKRL-3VW","Birth","1372","South Tawton, Devon, England"
"LX36-3JJ","Birth","1250","Tehidy, Cornwall, England"
"LD8L-XMG","Birth","1255","Curry Mallet, Somerset, England"
"GLFF-5LR","Birth","1217","Cornwall, England"
"G2BB-WBS","Birth","1221","Boscastle, Cornwall, England"
"G3LV-X6Y","Birth","1230","Ilfracombe, Devon, England"
"GZBB-8YD","Birth","1254","Ilfracombe, Devon, England"
"G6BN-W9S","Birth","1286","Slane Castle, Leinster, Meath, Ireland"
"G6BN-CCT","Birth","1274","Slane Meath Ireland"
"LYK6-DQQ","Birth","1260","Trim, County Meath, Ireland"
"L1F7-VR4","Birth","1260","Culmullin, County Meath, Ireland"
"2JQS-H59","Birth","1298","Godrevy, Saint Ives, Cornwall, England, United Kingdom"
"2JQS-H1C","Birth","1300","Godrevy, Saint Ives, Cornwall, England, United Kingdom"
"2JQS-C8L","Birth","1302","Godrevy, Saint Ives, Cornwall, England, United Kingdom"
"LCQV-CKK","Birth","1294","Kilkhampton, Cornwall, England"
"GWPH-P9M","Birth","1297","Kilkhampton, Cornwall, England"
"G61C-9BK","Birth","1313","Bolton Percy, Yorkshire, England"
"GHY4-2QZ","Birth","1328","Hache Beauchamp, Somerset, England"
"L5TP-STN","Birth","1275","Okehampton, Devon, England"
"LLS1-XRB","Birth","1275","Old Basing, Hampshire, England"
"GM3Y-N2T","Birth","1260","Puddington, Cheshire, England"
"GN4R-79G","Birth","1269","Glazebrook, Lancashire, England"
"GD6J-ZM1","Birth","1260","Rixton, Greater Manchester, England"
"GN4R-WPW","Birth","1290","Timperley, Cheshire, England"
"L26B-4FB","Birth","1296","Timperley, Cheshire, England"
"GCSJ-VQW","Birth","1300","Cheshire, England"
"GCSJ-6RX","Birth","1300","Cheshire, England"
"KFFM-LSK","Birth","1280","Bucklow,Cheshire,England."
"KFFM-LS2","Birth of Child","1300","England"
"KFFM-LSR","Birth","1305",NA
"L6V7-MJZ","Birth of Child","1330","England"
"LC5S-487","Birth","1296","Appleby Magna, Leicestershire, England"
"GKLM-F3Y","Birth","1300","Over Appleby, Leicestershire, England"
"GMBW-J3S","Birth","1270","Hadlow, Kent, England"
"9CNK-KX4","Birth","1290","Shrewsbury, Shropshire, England"
"G2NT-HGG","Birth","1350","Bawtry, Yorkshire, England"
"LR8R-SQX","Birth","1350","Browndon, Yorkshire, England"
"K2FN-JBK","Birth","1301","Mercaston, Derbyshire, England"
"L8BC-SCP","Birth",NA,"Derbyshire, England"
"LJYW-16M","Birth","1320","Flixton Parish,  Lothingland Ward, Suffolk, England"
"GH2C-2MD","Birth","1320","Ficton, Suffolk, England"
"GC3R-S8C","Birth","1294","Bollin Fee, Bucklow, Cheshire, England"
"LBDB-5KJ","Birth","1305","Booths Hall, Norbury, Cheshire, England"
"LZJC-KYH","Birth","1286","Thornton le Moors, Cheshire, England"
"LDLX-DMW","Birth","1295","Hellesby, Chesire, England"
"LHVH-QDR","Birth","1299","Puddington, Cheshire, England"
"LX3F-S8Y","Birth","1301","Timperley, Cheshire, England"
"GF2F-HXJ","Birth","1292","Wrenbury, Cheshire, England"
"M2FL-P6L","Birth","1290","Wrenbury, Cheshire, England"
"M8G7-ZT3","Birth","1302","Standish, Lancashire, England"
"LZJW-L82","Birth","1281","Standish, Lancashire, England"
"L2BP-HXP","Birth","1301","Lathom St James, Lancashire, England"
"9CZK-6PT","Birth","1305","Staffordshire, England"
"GGKP-49L","Birth","1329","Of , Lancashire, England"
"GSS5-VPK","Birth","1260","Hoveringham, Nottinghamshire, England"
"GSS5-B89","Birth","1265","Hoveringham, Nottinghamshire, England"
"LD91-Q66","Birth","1281","Grosmont Castle, Monmouthshire, Wales"
"LD91-Q6J","Birth","1282","Kidwelly, Carmarthenshire, Wales"
"LD9R-WJ3","Birth","1275","Badlesmere, Kent, England"
"LD91-Q2Q","Birth","1287","Bunratty Castle, County Clare, Ireland"
"G45T-H6D","Birth","1299","Weaver, Cheshire, England, United Kingdom"
"G45T-6ZY","Birth","1304","Aldford, Cheshire, England, United Kingdom"
"KVJG-HK4","Birth","1306","Alderley, Cheshire, England"
"GMN5-F8C","Birth","1315","Cheshire, England"
"GXFG-DFN","Birth","1332","Coughton, Warwickshire, England"
"G3P7-6NK","Birth","1338","Coleshill, Warwickshire, England"
"GLSH-6ML","Birth","1334","Hampton-In-Arden, Warwickshire, England"
"LR1T-G83","Birth","1288","Carmarthenshire, Wales"
"G98B-NMX","Birth","1305","Wichnor, Staffordshire, England"
"GLX3-KFH","Birth","1300","Golcar, Yorkshire, England"
"L5ZP-VSB","Birth","1312","Thornhill, Yorkshire, England"
"GL57-LNV","Birth","1305","Elland, Yorkshire, England, United Kingdom"
"GL57-TCQ","Birth","1313","High Melton, Yorkshire, England"
"L81Y-6RF","Birth","1300","Clayton, Yorkshire, England"
"G7L3-J4Y","Birth","1311","Clayton, Lancashire, England, (Present UK)"
"GV2L-13D","Birth","1300","Nottinghamshire, England"
"G3M2-L5T","Birth","1320","Wormleighton, Warwickshire, England"
"LJ15-BXY","Birth","1310","Bostock, Cheshire, England"
"GDZC-2NF","Birth","1312","Bostock, Cheshire, England"
"GMNV-TYL","Birth","1295","Acton, Cheshire, England"
"G3WR-KXB","Birth","1305","Aldford, Cheshire, England"
"L8Y1-2YP","Birth","1300","Bradshaw, Bolton, Lancashire, England"
"L8Y1-LMT","Birth","1305","Haworth Castle, Bradford, West Yorkshire, England"
"9SDL-BVN","Birth","1300","Bradshaw, Bolton, Lancashire, England"
"GJN8-RSG","Birth","1305","Bradshaw, Bolton, Lancashire, England"
"GFXB-D74","Birth","1286","Hertfordshire, England"
"GFX1-HZT","Birth","1291","Hertfordshire, England"
"GGRJ-WMG","Birth","1240","Ciltalgarth, Wales"
"GGRJ-D9Y","Birth","1254","England"
"GGRJ-HPZ","Birth of Child","1279","Wernddu, Monmouthshire, England"
"K12C-5VN","Birth","1250","Wales"
"G6FM-763","Birth","1215","Gwlad Morgan, Wales"
"GFMP-XXZ","Birth","1219","Gwlad Morgan, Wales"
"K12D-569","Birth","1140","Senghennydd, Glamorganshire, Wales"
"LRZJ-77K","Birth","1140","Llantrisant, Glamorgan, Wales"
"G2DH-WYT","Birth","1229","Roydon, Norfolk, England"
"L5TK-TNL","Birth","1235","Castle Rising, Norfolk, England"
"GXR8-Q3C","Birth","1243","Axholme, Lincolnshire, England"
"LYGM-ZV4","Birth","1277","Wales"
"G47T-MYX","Birth","1282","Bredwardine, Herefordshire, England"
"93QF-7RM","Birth","1230","Breigan, Llansanwyr, Glamorgan, Wales, United Kingdom"
"L7X1-4VP","Birth","1232","Bramber, Sussex, England"
"L71F-PKW","Birth","1242","Wales"
"GXN2-H3T","Birth","1235","Cilleculum, Margam, Glamorgan, Wales"
"GJ15-6HZ","Birth","1220","Ci Tredegyr, Monmouthshire, Wales l-sant, Llanwinio, Carmarthenshire, Wales"
"GJ15-RPK","Birth","1224","Senghenydd, Caerphilly, Wales, United Kingdom"
"GXSK-Z14","Birth","1204","Carmarthenshire, Wales, United Kingdom"
"9S8T-W28","Birth","1180","Machen, Monmouthshire, Wales"
"GD3L-62B","Birth","1240","Maelienydd, Radnorshire, Wales"
"L8R8-H7J","Birth","1210","Senghenydd, Glamorgan, Wales, United Kingdom"
"KDMK-Z6Z","Birth","1200","Glamorgan, Wales"
"GJJN-BDQ","Birth","1203","Carmarthenshire, Wales, United Kingdom"
"GCJ6-K4J","Birth","1225","England"
"GCJ6-NSC","Birth of Child","1255",NA
"GDQN-DXX","Birth","1235","Llandilo, Cymru, Monmouthshire, Wales, United Kingdom"
"GKBW-VWY","Birth","1231","Monmouthshire, Wales, United Kingdom"
"KCJB-R5Q","Birth","1295","Scurlage Castle, Glamorgan, Wales"
"KC2Z-J3L","Birth","1295","Well, Yorkshire, England"
"GH1K-YRQ","Birth","1290","Nunney, Somerset, England"
"GH1K-YH2","Birth","1290",NA
"GSXS-4GD","Birth","1283","Tythegston, Glamorgan, Wales"
"G3VX-6LS","Birth","1290","Tythegston, Glamorgan, Wales"
"G9QJ-1JP","Birth","1300","Pen-Llin, Gwlad Morgan, Cymru"
"G6XV-FKN","Birth","1304","Gwlad Morgan, Wales"
"K126-XCX","Birth","1290","Brygan, Glamorganshire, Wales"
