"fid","type","year","place"
"G7XG-R3V","Birth","1300","Sonlli, Marchwiail, Denbighshire, Wales"
"L6GS-94P","Birth","1310","of Colion,Dyffryn Clwyd,Denbighshire,Wales"
"GG72-2J7","Birth","1270","Breconshire, Wales"
"L6H4-ZCX","Birth","1120","Eardisley, Herefordshire, England"
"L6H4-Z7N","Birth","1120","Stafford, Staffordshire, England"
"GC31-W9R","Birth","1170","Nannau Hall, Merionethshire, Wales"
"L7PV-ZL4","Birth","1148","Nannau Hall, Merionethshire, Wales"
"K12X-4HS","Birth","1185","Wales"
"KCY6-B88","Birth","1060","Annesley, Nottingham, England"
"GL8K-J48","Birth","1060","Nottinghamshire, England"
"LQRF-QQZ","Birth","1187","Brewood, Staffordshire, England"
"MJBK-14F","Death",NA,NA
"GSSC-ZHN","Birth","1148","Kent, England"
"G8LP-CFP","Death",NA,NA
"G8NL-LVR","Death",NA,NA
"G8PW-FWK","Death",NA,NA
"LK6K-Y6V","Birth","1485","Shropshire, England"
"G8TR-ZJB","Birth","1470","England"
"G8TR-CJN","Birth","1490","England"
"9CWY-Z5X","Birth","1186",NA
"G26V-TW7","Birth","1191",NA
"9HXX-ZHB","Death",NA,NA
"GDSR-BM8","Birth","1075","Bracewell Craven, Yorkshire, England"
"LDWP-J86","Birth","1065","Bradeleia, England"
"GVDF-MGZ","Birth","0981","London, Middlesex, England"
"GVDX-FF4","Birth","0981","London, Middlesex, England"
"GH5Y-9HC","Birth","0990","Caen, Calvados, Basse-Normandie, France"
"G6TX-KJJ","Birth","0990","Surrey, England"
"949K-5Q2","Birth","0887","France"
"G2Z2-CKV","Birth","0994","Domfront, Orne, Normandy, France"
"LB9Q-2R2","Birth","0996","Lucé, Orne, Basse-Normandie, France"
"G83Y-DRR","Birth","0975","europe"
"G83Y-MFL","Birth","0988","europe"
"L2Y4-PVS","Birth","1024","Boulogne-sur-Mer, Pas-de-Calais, Nord-Pas-de-Calais, France"
"LRHH-6SF","Birth","1035","Neufchâtel-en-Bray, Seine-Maritime, Haute-Normandie, France"
"LV57-XVZ","Birth","1018","Bergues, Nord, Nord-Pas-de-Calais, France"
"GX8W-RVQ","Birth","1033","Thérouanne, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G6PH-CW6","Birth","1040","Bournonville, Pas-de-Calais, Hauts-de-France, France"
"G8W1-NFV","Birth","1015","Pas-de-Calais, Nord-Pas-de-Calais, France"
"LKC4-6WB","Birth","1035","Hersin-Coupigny, Pas-de-Calais, Hauts-de-France, France"
"LKCH-N9Q","Birth","1048","Canlers, Pas-de-Calais, Hauts-de-France, France"
"G29L-PD3","Birth","1070","Chavot-Courcourt, Marne, Champagne-Ardenne, France"
"G29L-2H7","Birth","1070","Percy, Manche, Basse-Normandie, France"
"GCP4-HYH","Birth","1017","Pierrepont, Seine-Maritime, Normandy, France"
"9M14-K31","Birth","1030","Hay-on-wye y Gelli Gandryll, Breconshire, Wales"
"GL8J-6L6","Birth","1050","Europa"
"GDM9-J8G","Birth","1045","France"
"L1F2-1ZW","Birth","1047",NA
"GHHJ-6TQ","Birth","1089","Hertfordshire, England"
"GCCD-XRN","Birth of Child","1100","east, hatfield, Essex, England"
"GM1Z-N5R","Birth","1000","Knighton, Herefordshire, England"
"GZT6-6K1","Birth","1005","Mayenne, Mayenne, Pays de la Loire, France"
"LRC7-MRJ","Birth","1025",NA
"G6VN-C6F","Marriage","1045","England"
"LL31-NXN","Birth","1018","Eguisheim, Haut-Rhin, Alsace, France"
"GLWQ-CLK","Birth","1025","France"
"GJ47-BD1","Birth","1015","Duché de Normandie, France"
"GJ47-1SK","Birth","1025","Wessex, England"
"LHN4-XBD","Birth","1012","Lot-et-Garonne, Aquitaine, France"
"GDHR-6YM","Birth","1014","Aquitane, France"
"G6Q4-6JD","Birth","1042","St George, Doncaster, Yorkshire, England"
"G9PS-YHY","Birth","1045","Rotherham, Yorkshire, England"
"G41T-XL9","Birth","1020","Montfiquet, Calvados, Normandy, France"
"MTGX-4GZ","Birth","1036","Of Essex,England"
"GK5Q-8KV","Birth","1045","Lydiard Tregoz, Wiltshire, England"
"GK5Q-G29","Birth of Child","1068","Mount Bures, Essex, England"
"GH17-1YR","Birth","1080","Inglaterra"
"GK89-7SK","Birth","1085","England"
"9CF6-VST","Birth","1022","Bacqueville-en-Caux, Dieppe, Seine- Maritime, Haute-Normandie, France"
"GCY6-ZTT","Marriage","1051","Europe"
"GS9J-SDB","Birth","1014","Orcop, Herefordshire, England"
"LHPK-6LJ","Birth","0976","Wales"
"GLBT-BM7","Birth","1139","Yorkshire, England"
"GLBT-6QT","Birth","1062","Kirby Knowle, Yorkshire, England, United Kingdom"
"GLWB-TY9","Death",NA,NA
"GKY6-Z1J","Birth","1040","Denchworth, Berkshire, England"
"LHFK-P9D","Birth","1010","Castle of Ambrieres, Mayenne, Maine/Pays-de-la-Loire, France"
"L1J5-T6N","Birth","1024","Cleuville, Seine-Maritime, Haute-Normandie, France"
"LYCY-PN6","Birth","0952","Leuven, Brabant, Belgium"
"LDSS-KKV","Birth","0975","Reims, Champagne-Ardenne, France"
"LDW2-41W","Birth","0967","Verdun-sur-Meuse, Lorraine, France"
"G4NJ-GVF","Birth","0965","Via Lombard, Magnago, Province of Milan,"
"G7X8-1W8","Birth","1035","Montgomery, calvados, basse-normandie, france"
"GGGK-VQT","Death",NA,NA
"GGGK-P6B","Death",NA,NA
"GGGK-5NS","Birth","1386",NA
"LZ8V-1XD","Birth","1495","Stamford, Lincolnshire, England"
"LYHN-F1Y","Birth","1501","Bourne, Lincolnshire, England"
"LCJD-9D8","Birth","1497","Cooling, Kent, England"
"L69K-7JC","Birth","1501","Eaton Bray, Bedfordshire, England"
"LY3L-YH3","Birth","1517","Hunsdon, East Hertfordshire District, Hertfordshire, England"
"LT8C-HM9","Birth","1517","Castle Hedingham, Essex, England"
"L1Y3-S31","Birth","1488","Earls Colne, Essex, England"
"G8ZD-D2X","Birth","1515","Groby, Leicestershire, England"
"LTVP-RVN","Birth","1510","Charlton, Wiltshire, England"
"K6WD-9YP","Birth","1514","Risbridge, Suffolk, England"
"LR4N-GDP","Birth","1510","Malmesbury, Wiltshire, England"
"LBSD-7ZR","Birth","1505","Bromham, Wiltshire, England"
"G236-JHS","Birth","1292","Burghersh,  Sussex, England"
"GF93-S7Q","Birth","1298","Northamptonshire, England"
"G8D9-NL8","Birth","1296",NA
"97DY-CRL","Birth","1313","Peeblesshire, Scotland"
"GJLV-DS6","Birth","1325","Of, Strathbogie, Aberdeenshire, Scotland"
"GK9B-JRW","Birth","1335","Of, Strathbogie, Aberdeenshire, Scotland"
"LYN4-KWH","Birth",NA,"Caen, Normandy, France"
"GGC3-4MR","Marriage","1135","Europe"
"LCPH-FWW","Birth","1100","Soulle, Manche, Normandy, France"
"GK95-WDC","Birth","1106","Roxburghshire, Scotland"
"GHFK-242","Birth","1091","France"
"GHYW-S7V","Birth","1105","France"
"G2CL-JG7","Birth","1075","SCOTLAND"
