"fid","type","year","place"
"G8K9-W3C","Birth","1197","London, Middlesex, England"
"GF1C-ZZM","Birth","1254","Cambridge, Cambridgeshire, England, United Kingdom"
"GF1C-M67","Birth","1260","Pulborough, Sussex, England"
"GJR1-HW1","Birth","1230","Holton St Mary, Suffolk, England"
"GJR1-CG8","Birth","1235","Avesnes, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G939-F1H","Birth","1231","Chichester, Sussex, England"
"GW7L-917","Birth","1241","Sussex, England"
"LHDZ-11H","Birth","1229","Checkenden, Oxfordshire, England"
"LRXC-5TY","Birth","1230","England"
"LRXC-G22","Birth","1234","Oxfordshire, England, United Kingdom"
"LRXC-G2B","Birth","1242","Nottingham, Nottinghamshire, England"
"G2CN-W23","Birth","1250","England"
"G2CF-3T9","Birth","1255","England"
"GX7Q-91H","Birth","1248","Wales"
"GX84-D6B","Birth","1252","Wales"
"GGD8-6H5","Birth","1242","Charlton, Hertfordshire, England, United Kingdom"
"GGD8-6C4","Birth","1235","Ashchurch, Gloucestershire, England, United Kingdom"
"LYGW-2X9","Birth","1290","England"
"LYGZ-GTL","Birth","1290","Kettlethorpe, Lincolnshire, England"
"M4LS-B36","Birth","1300","Tilney All Saints, Norfolk, England"
"M4LS-B35","Birth","1300","Tilney All Saints, Norfolk, England"
"LZDM-ZGX","Birth","1241","Willenhall, Staffordshire, England"
"G48L-1QZ","Birth","1243","Willenhall, Staffordshire, England"
"GH65-R3T","Birth","1250","Wolverhampton, Staffordshire, England"
"GH65-VLL","Birth of Child","1272","Wolverhampton, Staffordshire, England"
"G2BW-QDP","Birth","1225","Hillmorton, Warwickshire, England"
"GNTN-FKM","Birth","1220","Elmesthorpe, Leicestershire, England, United Kingdom"
"LYS7-DP6","Birth","1220","Leicestershire, England"
"GD91-W11","Birth","1234","Lodie, Norfolk, England"
"G46P-ZBM","Birth","1230","Lodie, Norfolk, England"
"G853-WCC","Birth","1250","Bedingfield, Suffolk, England"
"LJVH-SJC","Birth","1237","Haveringland, Norfolk, England"
"GS11-VHT","Birth","1239","of Norfolk, England, United Kingdom"
"KLVN-FZK","Birth","1254","Acton, Suffolk, England, United Kingdom"
"9915-WC9","Birth","1259","Acton, Suffolk, England, United Kingdom"
"K2JF-HMY","Birth","1232","Chollerton, Northumberland, England, United Kingdom"
"NF92-HND","Birth","1240","Great Musgrave, Westmoreland, England, United Kingdom"
"G2HY-WXC","Birth","1229","Bakewell, Derbyshire, England"
"KL1Z-PMH","Birth","1235","Bakewell, Derbyshire, England"
"LX9Y-WJ4","Birth","1214","Baconsthorpe, Norfolk, England"
"GQVR-W89","Birth","1218","Thorpe, Norfolk, England"
"GZRD-6RX","Birth","1175","Bradfield, Suffolk, England"
"GZM4-TKX","Birth","1239","Suffolk, England"
"GNW4-1YZ","Death",NA,NA
"GG3N-GXT","Birth","1166","Luton Hoo, County Bedfordshire, England"
"GG3V-YGY","Birth","1215","Haddington, East Lothian, Scotland"
"G6SD-4WZ","Birth","1205","Stratford on Avon, Warwickshire, England"
"L13R-3X2","Birth","1205","England"
"L4CD-RG4","Birth","1178","Holderness, Yorkshire, England"
"LY1F-XCM","Birth","1180","England"
"K69T-34M","Birth","1195","England, United Kingdom"
"LZW7-K46","Birth","1185","Burton Agnes, Yorkshire, England"
"M1VG-NPG","Birth","1195","Belvoir Castle, Leicestershire, Inglaterra, Reino Unido"
"GGJQ-XZW","Birth","1196","Belvoir Castle, Leicestershire, Inglaterra, Reino Unido"
"9QQ9-C6J","Birth","1204","Hengrave, Suffolk, England"
"GKM7-HJK","Death",NA,NA
"LH7Q-9BR","Birth","1194","Norfolk, England"
"GKQY-TLC","Birth","1194","England"
"L8YQ-53Y","Birth","1141","Cheswardine, Shropshire, England"
"GDBL-CQT","Birth","1160","England"
"LHDN-7N4","Birth","1204","ROKELE MANOR, NORFOLK, ENGLAND, Great Britain"
"9QQG-X2L","Birth","1207","NORFOLK, ENGLAND"
"LVVF-DLG","Birth","1165","Addington, Kent, England"
"G4MJ-QW5","Birth","1170","Ashwellthorpe, Norfolk, England"
"LBYT-DVW","Birth","1205","Withyham, Suffolk, England"
"LHGX-XFG","Birth","1195","Preston, Kent, England"
"G6DJ-G5J","Birth","1200","Preston, Kent, England"
"GMN6-LFL","Birth","1196","Eynsford, Stockbury, & Westenhanger, Kent, England"
"G6DJ-QZH","Birth","1200","England"
"G68S-B3F","Birth of Child","1225","Southwell, , Nottingham, England"
"G68S-BXK","Birth of Child","1225","Southwell, , Nottingham, England"
"G68S-YN5","Birth","1210",NA
"G68S-5BM","Birth of Child","1232","Hecherton near Southwell, Nottinghamshire, England"
"G68S-Y9X","Birth","1240",NA
"G68S-BFT","Birth of Child","1258","Denham, Suffolk, England"
"LY9N-L7C","Birth","1178","Stafford Castle, Staffordshire, England"
"LY4Y-4SK","Birth","1175","Derbyshire, England"
"G4MG-STL","Birth","1189","Drayton Bassett, Staffordshire, England"
"G3YS-GCC","Birth","1188","Drayton Basset, Staffordshire, England"
"L4YH-888","Birth",NA,"Colemore, Hampshire, England"
"2WDT-D52","Birth","1218","Colemore, Hamp, Eng."
"GV3M-SW6","Birth","1190","Heswall cum Oldfiel, Trafford, Cheshire, England, United Kingdom"
"GKD6-H7Y","Birth","1195","Heswall cum Oldfiel, Trafford, Cheshire, England, United Kingdom"
"KGWP-T1G","Birth","1185","Thurstaston, Cheshire, England"
"GKD6-SQH","Birth","1190","Thurstaston, Cheshire, England"
"G8X5-26X","Death",NA,NA
"GH94-HTD","Birth","1245","Goodnestone, Kent, England"
"GSNN-FT9","Birth","1262","Norfolk, England, United Kingdom"
"GSNN-N9R","Birth","1266","Norfolk, England, United Kingdom"
"GQK8-KBD","Birth","1239","Lewes, Sussex, England"
"GMGY-HVD","Birth","1255","Lewes, Sussex, England"
"GVS8-YKB","Birth","1240","Bromham, Bedford, England"
"GH3B-58W","Birth","1240","Elton, Cheshire, England"
"G21N-T2Y","Birth","1295",NA
"LVWK-XHX","Birth","1295","Dorset, England"
"GNY5-CG7","Birth","1240","Sawbridgeworth, Hertfordshire, England, United Kingdom"
"G3F4-HTB","Birth","1250","England"
"GVXT-9MZ","Birth","1255","England"
"G8HY-85F","Birth","1242","Warkwork, Northamptonshire, England"
"M9TL-W81","Birth","1244","Duns Tew, Oxfordshire, England"
"GGCD-GB9","Birth","1271",NA
"MNVW-4J8","Birth","1273","Broomfield, Northampton, Northamptonshire, England"
"G71W-N54","Birth","1270","Wythenshaw, Cheshire, England"
"L7RN-TL4","Birth","1247","Warwickshire, England"
"GGPV-YVF","Birth",NA,"Boughton, Northamptonshire, England"
"GCLM-WFC","Birth","1238","Braunston, Northamptonshire, England, United Kingdom"
"GDJJ-16Y","Birth","1242","Northamptonshire, England"
"LHVF-CR1","Birth","1250","Annandale District, Dumfriesshire, Scotland"
"MVBR-551","Marriage","1264",NA
"LXMY-FRV","Birth","1262","Scarisbrick, West Lancashire, Lancashire, England,"
"L6QK-35R","Birth","1267","Eggergrath Manor, Lydiate, Merseyside, Lancashire, England, United Kingdom"
"L6QK-QXV","Birth","1275","Kirkby, Ireleth, Lancashire, England, United Kingdom"
"GFPB-72L","Birth","1272","Lancashire, England"
"GLTX-6HK","Birth","1341","Croston, Lancashire, England, United Kingdom"
"LT6G-JRQ","Birth","1265","England"
"LT6G-XW2","Birth","1270","England"
"GK2X-W1S","Birth","1287","England, United Kingdom"
"GM46-75F","Birth","1300","Newenden, Kent, England"
"G7L9-TQT","Birth","1362","Meynell Langley, Kirk Langley, Derbyshire, England"
"L4TK-MB9","Birth","1354","Meynell Langley, Derbyshire, England (United Kingdom)"
"LDFL-5KV","Birth","1318","Derbyshire, England"
"GJ2B-F1B","Birth","1323","England"
"G61S-J99","Birth","1322","England"
"LCXZ-L52","Birth","1315","Of, Malley, Shropshire, England"
"GDXR-W4R","Birth","1318","Barlow by Manchester, Lancashire, England"
"GDXR-W59","Birth","1330","Barlow, Manchester, Lancashire, England"
"G2PX-8GZ","Birth","1350","Padley Hathersedge, Derbyshire, England"
"LVXD-KXJ","Birth","1300","Emley, Yorkshire, England"
"G228-G1T","Birth","1304","Mablethorpe, Lincolnshire, England Place"
"GZ8W-4TT","Birth","1310","Stayne, Yorkshire, England"
"LHG5-NXW","Birth","1310","Lincoln, Lincolnshire, England"
"GX9Y-JMN","Birth","1310","Newenden, Kent, England"
"GSSC-SBN","Birth","1290","Berham, Kent, England"
"GQJ7-SFH","Birth","1323","Hertfordshire, England"
"LZS3-6GQ","Birth","1320","England"
"GWJJ-ZSM","Birth",NA,"England"
"GG86-DLM","Birth","1076",NA
"GV91-1YH","Birth","1221","Devon, England, United Kingdom"
"9NJK-2HZ","Birth","1240","Maidstone, Kent, England"
"9NJK-2S2","Birth","1249","Cheswardine, Shropshire, England"
"9NJK-23L","Birth","1250","Mulbarton, Norfolk, England"
"LVWQ-2DR","Birth","1280","Cambridge, Gloucestershire, England"
"LK9K-TYJ","Birth","1284","Cambridge, , Gloucestershire, England"
"L5GB-TF8","Birth","1260","Willoughby on the Wolds, Nottinghamshire, England"
"GSWP-ZQG","Birth","1270","Nottinghamshire, England"
"MQTC-QMG","Birth","1187","Warwick Castle, Warwick, Warwickshire, England, United Kingdom"
"GQGW-S5K","Birth","1190","Grainsby, Lincolnshire, England"
"LYLM-TS3","Birth","1205","Ellington, Northumberland, England"
"L6QP-2LL","Birth","1205","Ellington, Northamptonshire, England"
"GFJ7-DCM","Birth","1140","Cheshire, England, United Kingdom"
"GFJ7-ZPT","Birth","1142","England, United Kingdom"
"LR9B-8PL","Birth","1148","Hulgreave, Cheshire, England"
"G2S4-HBW","Birth","1151","Cheshire, England, United Kingdom"
"LB4S-QZX","Birth","1220","Barrington Hall, Hatfield Regis, Essex, England"
"G2V8-CRP","Birth","1220","Thriplow, Cambridgeshire, England"
"GMKG-Y3J","Birth","1229","England"
"9C66-MYB","Birth","1183","Ongar, Essex, England, United Kingdom"
"9C66-MBM","Birth","1194","Colchester, Essex, England, United Kingdom"
"LTSN-6NK","Birth","1197","Bassingbourn, Cambridgeshire, England, United Kingdom"
"GNFM-333","Birth","1200","England"
"GW99-J5P","Birth","1200","England"
"LVRV-696","Birth","1245","Ingestre, Staffordshire, England"
"LVRV-DDR","Birth","1250","Shipbrook, Davenham, Cheshire, England"
"LVRV-D2D","Birth","1260","Stafford, Staffordshire, England"
"G3BG-K8L","Birth","1275","Dover, Kent, England"
"LCY9-J3C","Birth","1280","Dover, Kent, England"
"LZNG-ZT4","Birth","1278","England"
"G811-X9R","Birth","1280","Worcestershire, England"
"G811-D16","Birth","1275","Stanford, Kent, England"
"L6GQ-XWX","Birth","1195","Knighton, Hereford, Herefordshire, England"
"GD6R-78Z","Marriage","1220","England"
"GWV2-JTF","Birth","1230","Beynac, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France"
"GGNZ-DH5","Birth","1230",NA
"L2K6-RRX","Birth","1253","High Melton, Yorkshire, England"
"LV7G-K6M","Birth","1260","England"
"G68J-CYV","Birth","1281","Yorkshire, England"
"LVFJ-WKP","Birth","1240","Scaleby, Cumberland, England"
"LR3R-N6K","Birth","1232","Yorkshire, England"
"GSZN-F7F","Birth","1228","Greystoke, Cumberland, England"
"LZKK-ZWC","Birth","1233","Chester, Cheshire, England, United Kingdom"
"LLMJ-F5T","Birth","1217","Kendal, Westmorland, England"
"27SL-H8V","Birth","1177","Samlesbury, Lancastershire, England"
"GX67-SWR","Birth","1177","Samlesbury, Lancashire, England"
"KDS8-7DR","Birth","1156","Ewyas Harold, Herefordshire, England"
"9SRT-SSS","Birth","1160","Lydiard Tregoze, Wiltshire, England, United Kingdom"
"G475-R8M","Birth","1220","Malpas, Cheshire, England"
"GNZR-CZS","Birth","1220","England, United Kingdom"
"G2PQ-9K1","Birth","1148","Elland,Yorkshire,England."
"GZWS-YPH","Birth","1150","Whitworth, Lancashire, England"
"G8ZM-D7H","Birth","1195","Lancashire, England"
"LTK8-7MQ","Birth","1200","Preston, Lancashire, England"
"GLG1-PBC","Birth","1185","Wardley, Lancashire, England"
"G6TR-4TL","Birth","1190","Barton upon Irwell, Lancashire, England"
"LBHX-1TH","Birth","1185","Sefton, Lancashire, England"
"LD39-PY2","Birth","1189","Brindley, Cheshire, England"
"L6RH-KPN","Birth","1186","Thornton le Moors, Cheshire, England"
"GXPK-CFD","Birth","1190","Lancaster, Lancashire, England, United Kingdom"
"L1JJ-B21","Birth","1185","Kingsley, Cheshire, England"
"LJTJ-DR7","Birth","1184","Runcorn, Cheshire, England"
"LY9N-NKG","Birth","1170","Scarisbrick, West Lancashire, Lancashire, England"
"GG5J-GQH","Birth","1171",NA
"GHJC-ZZZ","Birth","1176","Kilton Castle, Cleveland, Yorkshire, England"
"GQ8W-YTS","Birth","1180","Middleham Castle, Yorkshire, England"
"LT6W-XGX","Birth","1142","Salmesbury, Lancashire, England"
"G2W3-1LV","Birth","1145","Salmesbury, Lancashire, England"
"GZ48-BCW","Birth","1160","Lancaster, Lancashire, England"
"9SGW-Z11","Birth","1180","Carriebenan, Kildare, Ireland"
"KPDV-VV7","Birth","1190","County Kildare, Ireland"
"KZM5-ZBF","Birth","1179","Seagrave, Leicestershire, England"
"LQ84-ZNN","Birth","1182","Leicestershire, England"
"MLMB-VL2","Birth","1175","Chacombe, Northamptonshire, England"
"KVP1-9TN","Birth","1170","Northamptonshire, England"
"GD82-BG4","Birth","1177","Newington, Kent, England"
"GFG3-JW6","Birth","1181","Dallington, Northamptonshire, England"
"LH3J-J3H","Birth","1182","Urswick, Lancashire, England"
"L812-GNR","Birth","1205","Of, Grimesthorpe, Lincolnshire, England"
"M7NM-FYH","Birth","1215","Greystoke, Cumberland, England"
"GZBX-CV8","Birth","1195","Blanchland, Northumberland, England"
"MJK7-6LL","Birth","1206","Durham, England, United Kingdom"
"GGTB-4C3","Birth","1311","Salamanca, Castilla y León, Spain"
"GGTY-BKY","Birth","1310",NA
"LD7M-FKJ","Birth","1261","Lisbon, Portugal"
"LZKG-6VS","Birth","1271","Aljafería Palace, Zaragoza, Kingdom of Aragon"
"LD7M-FNW","Birth","1258","Valladolid, Castilla y León, España"
"LBNR-1LP","Birth","1264","Valladolid, Castilla y León, España"
"K6X3-TG4","Birth","1230","Seville, Andalucía, Spain"
"K6X3-TGH","Birth","1234",NA
"GWQY-NWT","Birth","1252",NA
"GKLM-PWD","Birth","1225","Zúñiga, Zuñiga, Nafarroa, Spain"
"GGCG-WW7","Birth","1232","Valderrábano, Palencia, Castilla y León, Spain"
"G6MQ-QX4","Birth",NA,"Spain"
"G75H-WWV","Birth","1224","Norton Disney, Lincolnshire, England"
"G75H-WW2","Birth","1229","England"
"LYYK-FDK","Birth","1228","Ormesby, Yorkshire, England"
"LRC8-FSN","Birth","1218","Kingerby, Lincolnshire, England"
"GQ3S-KG4","Birth","1200","England"
"GC84-D48","Birth","1145","Baynbridge Yorkshire England"
"GKHR-MS9","Birth","1140",NA
"GGNZ-TMC","Marriage","1203","Europe"
"GW3D-9F8","Birth","1212","Hazelwood Castle, Hazlewood-near-Skipton, Yorkshire, England"
"9S8V-1R8","Birth","1226","Hazelwood, Yorkshire, England"
"LZ5Y-NQX","Birth","1226","Burgwallis Yorkshire, England"
"GZRK-3SL","Birth","1220","Newton, Yorkshire, England"
"GGRL-YQT","Birth","1208","England"
"GGRG-HN2","Birth","1176","Lincolnshire, England"
"G7RB-WMN","Birth","1225","Beakby, Lincolnshire, England"
"GZBX-QHQ","Birth","1228","Wrawby, Lincolnshire, England"
"LZJF-WMR","Birth","1245","Ormesby, Lincolnshire, England"
"9CCH-6NX","Birth","1245","Ormesby, Lincolnshire, England"
"LZTX-QB5","Birth","1250","England"
"GCSW-B6M","Birth","1252","England"
"G6NL-VKQ","Birth","1260","Ingoldmells, Lincolnshire, England"
"LYGZ-3J4","Birth","1260","Willoughby, Lincolnshire, England"
"G7XL-YSZ","Birth","1268","Lincolnshire, England"
"GZ58-GZ1","Birth of Child","1251","Willoughby, Lincolnshire, England"
"G7LZ-2SP","Birth","1250","Lincolnshire, England"
"G4DL-HGJ","Birth","1251","Willoughby, Lincolnshire, England"
"GWQY-9LS","Birth","1180","Boston, Lincolnshire, England"
"GWMP-MBY","Birth","1185","Boston, Lincolnshire, England, United Kingdom"
"GJST-XJ4","Birth","1225","Boston, Lincolnshire, England, United Kingdom"
"GJSR-1PY","Birth","1230","Lincolnshire, England, United Kingdom"
"GFYL-21K","Birth","1275","Easby, Stokesley, Yorkshire, England"
"K2XN-L6T","Birth","1260","Yorkshire, England"
"K2XN-L6W","Birth","1344","Burghwallis, York, England"
"G61V-45P","Birth","1220","Sneaton, Yorkshire, England"
"LC26-VMN","Birth","1237","Steeton, Yorkshire, England"
"9CXC-QWZ","Birth","1241","Steeton, Yorkshire, England, United Kingdom"
"K2Y9-TTT","Birth",NA,"Richmond Castle Aberdeenshire, Scotland"
"GH2X-99K","Death",NA,NA
"GHK7-STB","Birth","1208","Cubley, Uttoxeter, Derbyshire, England"
"GHKQ-GBW","Birth","1216","Warsop, Nottinghamshire, England"
"K2X7-4KX","Birth","1230","Woodsetts, Yorkshire, England"
"M63Y-LT3","Birth","1230","Northampton, Northamptonshire, England"
"L6YS-FQ4","Birth","1230",NA
"273X-69Z","Birth","1206","Barlow, Chorlton, Lancashire, England"
"273F-T8V","Birth","1210","Barlow, Chorlton, Lancashire, England"
"9QLL-X4F","Birth","1215","Barlow, Chorlton, Lancashire, England"
"LDFL-LF9","Birth","1217","Manchester, Lancashire, England"
"LDJF-KM6","Birth","1205","Durham, England"
"GSLP-6B9","Birth","1223","Catford, Kent, England"
"GL1M-QXF","Birth","1200","of Thimbleby, Yorkshire, England"
"GL1L-P48","Birth","1210","England"
"G4JF-1X9","Birth","1220","Galfred, Yorkshire, England"
"G2JX-GC2","Birth","1225","Galfred, Yorkshire, England"
"LBV8-G6J","Birth","1189","Withernwick, Yorkshire, England"
"G9QJ-5C3","Birth","1178","Stanstead Montfichet, Essex, England"
"G8YW-7C6","Birth","1132","Bulmer, Cleveland, North Yorkshire, England"
"LY12-NDQ","Birth","1165","Grimthorpe, Pocklington, East Riding, Yorkshire, England"
"GLXP-C5N","Birth","1180","York,Yorkshire,England."
"LV7H-R7Y","Birth","1205","Cleveland, Yorkshire, England"
"GGH6-K5P","Birth","1210","Aske,Richmond,Yorkshire,England."
"LJRR-R91","Birth","1222","Rode, Frome, Somerset, England"
"LVYM-Y2B","Birth","1225","England"
"GKYX-K51","Birth","1228","Bassingbourne, Cambridgeshire, , England"
"KJWJ-MTL","Birth","1202","Abington, Northamptonshire, England, United Kingdom"
"MR6X-RVV","Birth","1230","Westbury, Wiltshire, England"
"9CXH-RS3","Birth of Child","1260","of Wiltshire, England"
"9ZC1-DK5","Birth","1220","Ilchester, Somerset, England, United Kingdom"
"LCZ7-4Z5","Birth","1225","Le Brook, Ilchester, Somerset, England"
"GGGK-LMT","Birth","1240","Somerset or Dorset England"
"GGGK-RXC","Birth","1240","Yorkshire, England, United Kingdom"
"GGXF-JPJ","Birth","1242","Bradston,Devon,England."
"LRKC-1G9","Birth","1250","Plympton, St. Mary, Devon, England"
"GN7S-6V4","Marriage","1274","of Botreaux Castle, Cornwall, England"
"G2TQ-BSF","Birth","1270",NA
"LYKM-KK9","Birth","1262","Charfield, Thornbury, Gloucestershire, England"
"LVYR-RHQ","Birth","1265","Charfield, Gloucestershire, England"
"GF99-RGV","Birth","1289","Hampshire, England"
"27XJ-XM9","Birth","1270","Of, , England"
"LYDB-B5Y","Birth","1275",",Dorset,England."
"L1BS-2XS","Birth","1225","Ogmore Castle, Glamorgan, Wales"
"L1BS-2X3","Birth","1229",NA
"LJKQ-KK7","Birth","1218","Aller in South Moulton, Devon, England, UnIted Kingdom"
"LB23-DYC","Birth","1222","Aller in Kentisbeare, Devon, England, United Kingdom"
"KPDP-1KH","Birth","1309","Moreton, Dorset, England, United Kingdom"
"KPDP-12Y","Birth","1313","Moreton, Dorset, England, United Kingdom"
"GM1H-CB4","Birth","1290","Wiltshire, England"
"GM1H-NJV","Birth","1279",", , Wiltshire, England, United Kingdom"
"MTL7-482","Birth","1235","Strathnaver, Sutherland, Scotland"
"MX92-NRX","Birth","1237","Inverness-shire, Scotland, United Kingdom"
"GZYV-4JC","Birth","1245","Gigha and Cara, Argyll, Scotland"
"ML9S-ZD8","Birth","1275","of Bradwell, Essex, England"
"ML9S-ZD1","Birth","1279","of Bradwell, Essex, England"
"L2B4-TVW","Birth","1244","Cromarty, Cromartyshire, Scotland"
"29WW-KZH","Birth","1248","Fife, Fifeshire, Scotland"
"27SB-RLV","Birth","1315","Dalhousie, Midlothian, Scotland"
"27SB-RLP","Birth","1317","Scotland"
"GSZH-QHQ","Birth","1286","Forbes, Aberdeenshire, Scotland"
"L87V-KPN","Birth","1290","Forbes, Aberdeenshire,, Scotland"
"L2CY-G55","Birth","1295","Kincardine, Perthshire, Scotland"
"GQ5N-HGT","Birth","1322","Kincardine Castle, Blackford, Perthshire, Scotland."
"K1T8-888","Birth","1335","Aberdalgie, Perthshire, Scotland"
"MYC4-MTV","Birth","1336","Erskine, Renfrewshire, Scotland"
"GJZ4-7SW","Birth","1240","Kintail, Ross-shire, Scotland"
"LTK5-MTF","Birth","1244","Cromartyshire, Scotland"
"GGNQ-MPR","Birth","1242","Scotland"
"GMNF-DZY","Birth","1173",NA
"G6MJ-SCK","Birth","1160","Kintyre, Strathclyde, Scotland, United Kingdom"
"L1J3-DD5","Birth","1248","Scotland"
"L1J3-N5P","Birth","1250","Scotland"
"GZTW-N2L","Birth","1244","Dunolie Castle, Oban, Argllshire, Scotland"
"GXVN-3NM","Marriage","1265","Scotland."
"GLYD-WSF","Birth",NA,"Orkney, Scotland"
"L15G-JDL","Birth","1270","Glasgow, Lanarkshire, Scotland"
"9W93-FGP","Birth","1200","Ireland"
"L6P1-4C3","Birth","1196","Argyll, Scotland"
"L6P1-HM6","Birth","1200","Scotland"
"GN2D-X8S","Birth","1200","Scotland, United Kingdom"
"G6MC-1J9","Birth","1240","Paisley, Renfrewshire, Scotland"
"G6MC-L8L","Birth","1245","Scotland, United Kingdom"
"KFQK-P4X","Birth","1239","Halsham,York, England"
"G29Y-KH7","Birth","1232","Braybrooke, Northamptonshire, England"
"LHNH-TKD","Birth","1190","Dewlish, Dorset, England"
"LHNH-P19","Birth","1209","Lincoln, Lincolnshire, England"
"LJ5P-QY1","Death",NA,NA
"GHK7-344","Birth","1247","Eyton upon the Weald Moors, Shropshire, England"
"LBC8-FZK","Birth","1247","Hulme, Cheshire, England"
"GLJ4-XGF","Birth","1304",NA
"LV39-X9R","Birth","1240","Devon, England"
"GFNJ-QSS","Marriage","1265","England"
"9H8X-K4V","Birth","1243","England"
"GNK8-P8C","Marriage","1273","Europe"
"LDLR-KB1","Birth","1240","Sussex, England"
"LDLR-K1G","Birth","1241","Sussex, England"
"G96V-2BH","Birth","1250","Raleigh, Devon, England"
"934R-3XK","Birth","1254","Sampford-Peverell, Devon, England"
"GQ6F-KJY","Birth","1254","Barnstable, Devon, England"
"GHZM-VDK","Death",NA,NA
"GK99-MY5","Birth","1235","Saltash, Cornwall, England, United Kingdom"
"GZS9-2LR","Birth","1259","Saltash, Cornwall, England"
"GMM1-KN7","Birth","1192","Whatton, Nottinghamshire, England, United Kingdom"
"GMM1-JS5","Birth","1283","Steeple Bumpstead, Essex, England, United Kingdom"
"GXV7-66H","Birth","1185","Oxfordshire, England"
"L8YS-GHF","Birth","1180","Wycombe, Buckinghamshire, England"
"LDHR-VYV","Birth","1199","Devon, England, United Kingdom"
"GFN7-65F","Birth","1203","Devon, England, United Kingdom"
"LCDC-35L","Birth","1185","Devonport, Devonshire, England"
"LHTB-WM9","Birth","1230","Devon, England"
"L2HC-2L5","Birth","1282","Ashcombe, Devon, England"
"L6JW-BX4","Birth","1294","Adeson, Devon, England"
"M2K9-85R","Birth","1312","Orcharton, Devon, England"
"L8BY-KYX","Birth","1278","Wyke, Devon, England"
"2W7J-CH4","Birth","1281","Okehampton, Devon, England, United Kingdom"
"L6QL-MT5","Birth",NA,"England"
"L6QL-MY5","Birth",NA,"England"
"GZ5N-LDH","Birth","1170",NA
"GZ5N-FDJ","Birth","1175","Tehidy, Cornwall, England"
"LDWP-FWG","Birth","1108","England"
"LDWP-FH6","Birth","1100","France"
"LB8K-CDH","Birth","1119","Cornwall, England"
"LYM5-CSZ","Birth","1100","Alcester, Warwickshire, England"
"G8HN-PQ7","Birth","1086","Whitmore, Staffordshire, England"
"L5ZN-K93","Birth","1145","Ilfracombe, Barnstaple, Devon, England"
"LRSP-6YG","Birth","1148","Winkley  Clyst, Champernon, Devonshire, England"
"GW66-N87","Birth","1145","Powys Castle, Montgomeryshire, Wales"
"GW66-LQ1","Birth","1153","Cardiganshire, Wales"
"MHKZ-R57","Birth","1150","Stockleigh, Devonshire, England, UK"
"MHKZ-R5K","Birth","1160","England, United Kingdom"
"G93Q-485","Birth","1200","Caernaevon Castle, Cumberland, England"
"G476-KXX","Birth","1202",NA
"G49L-XQQ","Birth","1150","Joinville, Haute-Marne, Co. of Vermandois, France"
"GHRY-QC9","Birth","1145","Dampierre, Aube, Grand Est, France"
"LKRP-LS1","Birth","1167","Auxerre, Burgundy, France"
"GNLK-WZV","Birth","1170","Chalon-sur-Saône, Saône-et-Loire, Burgundy, France"
"G2HK-Z93","Birth","1210","Godrevy, Saint Ives, Cornwall, England, United Kingdom"
"LYL9-WDW","Birth","1165","Kilkhampton, Cornwall, England"
"LYLM-1DQ","Birth","1169","Middleton, Norfolk, England"
"LVKG-BKD","Birth","1180","Trigg Manor, Truro, Cornwall, England"
"LHT6-8CN","Birth","1187","Kilkhampton Manor, Stowe, Cornwall, England"
"GHVQ-9Z9","Birth","1175","Cornwall, England, United Kingdom"
"LZ6B-SYW","Birth","1178","Cornwall, England"
"K2W9-LT6","Birth",NA,"Of  Ireland"
"GKYV-SYN","Birth","1182","Windsor, Berkshire, England, United Kingdom"
"G6RR-3CR","Birth","1171","Le Mans, Sarthe, France"
"G3Y2-883","Birth","1185","Beaumont-sur-Sarthe, Sarthe, Pays de la Loire, France"
"LBKY-D8P","Birth","1163","Dunham Massey, Cheshire, England"
"LYLM-W7S","Birth","1163","Dunham Massey, Cheshire, England"
"GJR6-5M9","Birth","1200","England, United Kingdom"
"GD55-MY4","Birth","1215","Cheshire, England, United Kingdom"
"LYLM-2LN","Birth","1190","Timperley, Cheshire, England"
"9HYM-76B","Birth","1225","Appleby Magna, Leicestershire, England"
"GQ2N-YB2","Birth","1210","Acton Burnell, Shropshire, England"
"KTSM-TTR","Birth","1214","Shropshire, England"
"GMYX-QGN","Birth","1179","Stretton en le Field, Derbyshire, England"
"9S8D-FZ3","Birth","1225","Kniveton, Derbyshire, England"
"G3ZD-K4B","Birth","1183","of Wyken, Warwickshire, England"
"GZ58-YMT","Birth","1185","Stretton, Staffordshire, England"
"L6MC-WDY","Birth","1253","Flixton, Suffolk, England"
"L6MC-WF8","Birth","1250","Flixton, Suffolk, England"
"GZ9F-VZW","Birth","1185","Malpas, Cheshire, England"
"GWXR-ZSD","Birth","1187","Cheshire, England"
"G6ZG-2NJ","Birth","1240","Ireland"
"L5RV-CVG","Birth","1240","England"
"MH8Z-PDB","Birth","1200","Hatton, Runcorn, Cheshire, England"
"GHK6-5VB","Birth","1209","Great Budworth, Cheshire, England"
"GMNC-KRP","Birth","1200","England, United Kingdom"
"9S8D-227","Birth","1200","Cheshire, England"
"GV9M-325","Birth","1202","Cheshire, England, United Kingdom"
"93Q7-FS8","Birth","1193","of,Penllyn,Merionethshire,Wales"
"G66D-Y2V","Birth","1197","Merionethshire, Wales"
"GQCW-8PV","Birth","1185","England"
