"fid","type","year","place"
"L5N7-J8L","Birth","1824","South Carolina, United States"
"KCZ5-DBZ","Birth","1826","Sumter, Georgia, United States"
"KHDS-NZZ","Birth","1835","Georgia"
"L6LQ-3HW","Birth","1839","Ireland"
"L6LQ-3CG","Birth","1839","Geauga, Ohio, United States"
"KF3N-R3R","Birth","1838","Youngstown, Westmoreland, Pennsylvania, United States"
"GMNS-73X","Birth","1837","Westmoreland, Pennsylvania, United States"
"K8R2-H3H","Birth","1828","New York, United States"
"K86G-1WX","Birth","1834","Albany, Albany, New York, United States"
"LVS7-7KG","Birth","1844","Wooster Ohio"
"KH11-RNX","Birth","1852","Outagamie, Wisconsin, United States"
"GMGN-855","Birth","1814","New Brunswick, British Colonial America"
"L22M-VJB","Birth","1820","Canada"
"KN4F-TVZ","Birth","1831","Sherman Mill, Aroostook, Maine"
"KN4F-TVQ","Birth","1830","New Limerick, Aroostook, Maine, United States"
"LZKW-93N","Birth","1818","New Baltimore, Greene, New York, United States"
"275W-5DV","Birth","1822","Greene, New York, United States"
"LV7Y-7QL","Birth","1815","New York, United States"
"LV7Y-7ZR","Birth","1821","New York, United States"
"LZ99-FTJ","Birth","1800","South Carolina, United States"
"KNFL-YY8","Birth","1800","South Carolina, United States"
"LJYC-2GH","Birth","1814","South Carolina, United States"
"94L2-7QN","Birth","1815","Spartanburg, Spartanburg, South Carolina, United States"
"9NT9-KKL","Birth","1820","Clark, Indiana"
"9NT9-KKG","Birth","1827","Clark, Indiana, United States"
"2WN4-BY9","Birth","1816",NA
"LHWX-NKH","Birth","1818","Harrison, Indiana, United States"
"LH36-XL7","Birth","1805","Rhea, Tennessee, United States"
"LH36-X2L","Birth","1805","Tennessee, United States"
"MKG3-58R","Birth","1813","Walker, Alabama, United States"
"2Z3B-HWV","Birth","1816","South Carolina, United States"
"LJK1-SS6","Birth","1790","Randolph, North Carolina, United States"
"LDQ1-3D9","Birth","1799","Tennessee, United States"
"L5X6-32R","Birth","1794","North Carolina, United States"
"LCZ5-PJ7","Birth","1808","Tennessee, United States"
"LC4M-GRX","Birth","1776","Johnston, North Carolina, United States"
"LC4M-LVK","Birth","1790","Anderson, Anderson, South Carolina, United States"
"9V3Z-S38","Birth","1788","North Carolina"
"GMR3-Z31","Birth","1802","North Carolina, United States"
"LVK9-C36","Birth","1820","Georgia, United States"
"LVK9-BJ1","Birth","1810","North Carolina"
"L8BM-R6T","Birth","1814","Logan, Ohio, United States"
"L6R8-SNV","Birth","1812","Ohio, United States"
"L9PW-DY7","Birth","1817","Bridgewater, Dorchester,  Massachusetts"
"L9PW-8GL","Birth","1819","New York, United States"
"935N-8ZS","Birth","1791","Gangloff, Palatinate, Bavaria, Germany"
"935N-8ZG","Birth","1806","Lebanon, Pennsylvania, United States"
"2HMS-7W4","Birth","1792","Ireland"
"G7Y4-5QC","Birth","1812","Westmoreland, Pennsylvania, United States"
"KZBV-4WN","Birth","1802","Hoosick, Rensselaer, New York, United States"
"KC78-K8K","Birth","1806","Hillsdale, Columbia, New York, United States"
"G9XV-F55","Birth","1799","Cavendish, Windsor, Vermont, United States"
"KHWY-K2K","Birth","1802","Berne, Albany, New York, United States"
"9WT6-2JF","Birth","1816","Brush Valley, Center, Pennsylvania"
"LH8V-RD8","Birth","1824","Columbiana, Ohio, United States"
"KFLD-LDY","Birth","1821","Longford, County Galway, Ireland"
"2WCM-3JJ","Birth","1835","Ohio, United States"
"KPSM-9XH","Birth","1774","New Brunswick, British Colonial America"
"KPSM-9FX","Birth","1784","Douglas, York, New Brunswick, Canada"
"KH3D-4X3","Birth","1800","Buxton, York, Maine, United States"
"KNXW-KQB","Birth","1804","Limerick,York,Maine"
"KN4X-49B","Birth","1799","Limington, York, Maine, United States"
"KP3C-7Y9","Birth","1796","South Berwick, York, Maine, United States"
"LQ5V-L4F","Birth","1798","New Baltimore, Greene, New York, United States"
"G86V-Q6F","Birth","1799","New York, United States"
"MXSD-538","Birth","1785","Swanzey Twp,Cheshire,New Hampshire"
"LH3X-GLB","Birth","1793","Otsego, New York, United States"
"94D4-LHW","Birth","1774","St George the Martyr, Southwark, Surrey, England"
"GZNF-C3R","Birth","1772","Frederick, Virginia, United States"
"LKMD-9J7","Birth","1759","Savannah, St. Phillip Christ Church Parish, Chatham County, Georgia"
"L7KM-LKT","Birth","1760","Georgia, United States"
"LVG7-5VC","Birth","1786","South Carolina, United States"
"GF3F-HSP","Birth","1773","South Carolina"
"G9VX-9JF","Birth","1759","Virginia, United States"
"L6CV-QTZ","Birth","1761","Greensville County, South Carolina, USA"
"M7VJ-FJB","Birth","1799","Guilford, North Carolina, United States"
"LWHV-QBT","Birth","1798","North Carolina"
"G97G-1G9","Birth","1795","Kentucky, United States"
"G97P-9BL","Birth","1795","Kentucky, United States"
"KLLB-DFV","Birth","1779","Dauphin, Pennsylvania, United States"
"LRHV-YWK","Birth","1787","Virginia, United States"
"L5F2-NHQ","Birth","1788","Jefferson, Kentucky, United States"
"MC3F-D8B","Birth","1775",",, North Carolina"
"L4QP-K67","Birth","1775","North Carolina"
"LSSS-PQ8","Birth","1750","Ireland"
"LCVG-84Z","Birth","1774","Cumberland, Pennsylvania, United States"
"LK5G-Q35","Birth","1790","Halifax, Virginia, British Colonial America"
"GFG4-JBF","Birth","1792","Georgia, United States"
"LX3L-72S","Birth","1796","South Carolina"
"GGH7-626","Birth of Child","1813","South Carolina, United States"
"L68Z-527","Birth","1764","Rowan, North Carolina, British Colonial America"
"L2W7-Z69","Birth","1769","North Carolina, British Colonial America"
"LVJK-Y44","Birth","1770","Boar Creek, Cumberland, North Carolina, United States"
"LC38-G4K","Birth","1775","Orange, North Carolina, United States"
"M9SL-9K3","Birth","1764","Upper, Moore, North Carolina, USA"
"L83G-6GC","Birth","1766","Randolph, North Carolina, British Colonial America"
"LCZ5-PNJ","Birth","1783","Tennessee, United States"
"KC83-QHM","Birth","1786","Tennessee, United States"
"L2SP-PKG","Birth","1755","Johnston, Wake, North Carolina, United States"
"LBGW-TKC","Birth","1756","Wake, North Carolina, United States"
"LCJ2-9NP","Birth","1755","North Carolina, British Colonial America"
"L15W-ZPG","Birth","1755","Bertie, Carolina, British Colonial America"
"LCX4-VXL","Birth","1782","New Jersey"
"L8DZ-3Q8","Birth","1781","Salem, New Jersey, United States"
"KJ8F-X6P","Birth","1784","Dudley, Worcester, Massachusetts, United States"
"MNN8-YG3","Birth","1792","Monson,Hampden,Massachusetts"
"L25V-72W","Birth","1798",NA
"MB11-MC7","Birth","1767","Evangelisch-Reformierte Kirche, Gangloff, Bayern, Germany"
"MB15-SBW","Birth","1770","Evangelisch-Reformierte Kirche, Gangloff, Bayern, Germany"
"G8N8-NCK","Birth of Child","1806","Lebanon, Pennsylvania, United States"
"G8N8-DVH","Birth of Child","1806","Lebanon, Pennsylvania, United States"
"LCT2-DP6","Birth","1740","Londonderry, County Londonderry, Ireland"
"L2MH-916","Birth","1764","Ireland"
"KN49-QXH","Birth","1764","Milford, Otsego, New York, United States"
"LH3F-1RB","Birth","1768","Waterbury, New Haven, Connecticut, United States"
"2XM9-V33","Birth","1782","Litchfield, Connecticut, United States"
"LHT2-Q2L","Birth","1785","Hartford, Connecticut, United States"
"KJJF-2MQ","Birth","1774","Shrewsbury, Worcester, Massachusetts, United States"
"KJJF-K61","Birth","1777","Lebanon, New London, Connecticut, United States"
"LDJT-L6F","Birth","1792","Plymouth Township, Luzerne, Pennsylvania, United States"
"LDMN-RD8","Birth","1792","Pennsylvania, United States"
"KPWD-SBW","Birth","1796","Germany Township, Adams, Pennsylvania, United States"
"M73H-88T","Birth","1794","Highhouse, Fayette, Pennsylvania, United States"
"93R2-HZ8","Birth","1794","Ardagh, County Longford, Ireland"
"93R2-H8S","Birth","1794","Co. Armagh,Ireland ?"
"2W49-SNY","Birth","1806","Pennsylvania"
"2W49-S24","Birth","1808","Berwick Township, Adams, Pennsylvania, United States"
"KJZH-Y1L","Birth","1737","Hempstead, Nassau, New York, United States"
"KJZH-YBY","Birth","1740","Hempstead, Nassau, New York, United States"
"9CSY-9C2","Birth","1763","New York, United States"
"LZPT-WQM","Birth","1766","New York, United States"
"LC7P-GNN","Birth","1768","Scarborough, Cumberland, Maine, United States"
"9V8P-8PJ","Birth","1774","Scarborough, Cumberland, Maine, United States"
"KCMJ-FMF","Birth","1761","Wells, York, Maine, United States"
"LVGW-PJR","Birth","1761","Wells, York, Maine, United States"
"KN45-QTP","Birth","1769","Limington, York, Maine, United States"
"KN4F-TTS","Birth","1772","Limerick, York, Maine, United States"
"LHQ7-ZWF","Birth","1758","Berwick, York, Maine, United States"
"LHQ7-Z9G","Birth","1772","Rye, Rockingham, New Hampshire, United States"
"LCP2-JHD","Birth","1772","Dutchess, New York, British Colonial America"
"LCJN-NNL","Birth","1776","Carmel, Putnam, New York, United States"
"KZVR-5R6","Birth","1760",NA
"K8GB-96Q","Birth of Child","1783","Swanzey Twp,Cheshire,New Hampshire"
"K2JM-WDM","Birth","1742","Durham, Hartford, Connecticut, British Colonial America"
"LH3X-P3L","Birth","1746","Philadelphia, Philadelphia, Pennsylvania, United States"
"LT2P-892","Birth of Child","1774","St George the Martyr, Southwark, Surrey, England"
"GN2S-FWH","Birth of Child","1774","St George the Martyr, Southwark, Surrey, England"
"LF7P-WWJ","Birth","1740","Frederick, Virginia, British Colonial America"
"KNWT-TPD","Birth","1753","Frederick, Virginia, United States"
"GW6J-918","Birth","1736","Georgia, United States"
"LH57-NXR","Birth","1730","Lee St Red Lyon Square, London, County Middlesex, ENGLAND"
"L6C1-MB7","Birth","1737","Sussex, Southampton County, Colony of Virginia, British Colonial America"
"L6C1-QMY","Birth","1744","Virginia, British Colonial America"
"LX3V-GQV","Birth","1770","Amherst, Virginia, British Colonial America"
"LHG8-43J","Birth","1764","Carolina or Dorchester Co, MD"
"GNH1-STG","Birth","1760","North Carolina, United States"
"KN78-1BK","Birth","1765","North Carolina, British Colonial America"
"G97P-9D2","Death",NA,"Kentucky, United States"
"9J88-2PP","Birth","1750","Palatinate, Bavaria, Germany"
"MBCS-6T1","Birth","1753","Weinheim, Rhein-Neckar-Kreis, Baden-Württemberg, Germany"
"LRQQ-RXN","Birth","1760","New Kent, Virginia, British Colonial America"
"9CKZ-WZV","Birth","1765","Montgomery, Virginia, British Colonial America"
"2759-854","Birth","1749","Fredrick City, Shenandoah, Virginia, British Colonies"
"2759-XPY","Birth","1750","of Bledsoe Co., Tenn"
"9CJQ-HB2","Birth","1760","Gloucester, Gloucester, Virginia, United States"
"L1DD-7FW","Birth",NA,"Virginia, United States"
"L8MB-C2W","Birth","1720","Ulster, Ireland"
"L8MB-C2K","Birth","1720","Lancaster, Lancaster, Pennsylvania, British Colonial America"
"KJ8F-83C","Birth","1750","Pennsylvania, United States"
"L7XB-2CB","Birth","1760","Pennsylvania"
"L29Z-B1X","Birth","1760","South Carolina, United States"
"L29Z-1SM","Birth","1760","North Carolina, British Colonial America"
"L24Y-BMB","Birth","1765","South Carolina, United States"
"LBYV-BRF","Birth","1732","Wicomico, Northumberland, Virginia, British Colonial America"
"LJGB-5PH","Birth","1726","Nottingham Township, Chester, Pennsylvania, British Colonial America"
"LDKP-XSK","Birth","1746","Orange, North Carolina, British Colonial America"
"L4TY-77X","Birth","1746","Randolph, North Carolina, United States"
"MYJQ-NKS","Birth","1729","Zweibrücken, Rhineland-Palatinate, Germany"
"GHVC-X3D","Birth","1737","Melsbach Neuwied, Rhineland, Prussia"
"LXMW-YN3","Birth","1727","Henrico, Virginia, United States"
"LZ8S-37Y","Birth","1734","Brunswick, Virginia, United States"
"LZLC-1N1","Birth","1716","Prince George, Virginia, British Colonial America"
"LBG4-QCJ","Birth","1725","Wake, North Carolina, British Colonial America"
"L2GX-YL4","Birth","1740",NA
"LVGT-VR4","Birth","1742",NA
"LH5Y-DPG","Birth","1700","England"
"GM7D-VJR","Birth","1734","England"
"KZCQ-TNT","Birth","1730","Wake, North Carolina, United States"
"MY7K-ZJW","Birth","1730",NA
"LZPL-844","Birth","1750","Berwick, York, Maine, United States"
"L65X-NZV","Birth","1758","Charleston, South Carolina, United States"
"LYTC-KG6","Birth of Child","1781","Salem, New Jersey, United States"
"LKRN-CPF","Birth","1750","Worcester, Worcester, Massachusetts, United States"
"KFB8-FTV","Birth","1758","Dudley, Worcester, Massachusetts Bay, British Colonial America"
"LC65-WB3","Birth","1759","Woodstock, Windham, Connecticut, British Colonial America"
"KGCB-6W3","Birth","1742","West Springfield, Hampden, Massachusetts, United States"
"9HCD-B98","Birth","1751",NA
"LZTK-CY2","Birth","1738","Peach Bottom Township, York, Pennsylvania, British Colonial America"
"M1QX-XHD","Birth","1739",NA
"9KQV-4VG","Birth","1728",NA
"9KQV-ZQW","Birth","1730",NA
"9F4S-LRC","Birth","1750","<, Antrim, Ireland>"
"L62D-87C","Birth","1740",", , Ireland"
"LK34-3DJ","Birth","1742","Groton, New London, Connecticut, United States"
"2WMN-81N","Birth","1738","Hebron, Hartford, Connecticut Colony, British Colonial America"
"LH3F-15C","Birth","1738","Litchfield, Colony of Connecticut, British Colonial America"
"LH3F-1GB","Birth","1741","Guilford, New Haven, Connecticut, British Colonial America"
"KD1R-2KC","Birth","1752","Wethersfield, Hartford, Connecticut, British Colonial America"
"KZYZ-WSY","Birth","1752","Connecticut, United States"
"L7BY-S6Y","Birth","1727","Shrewsbury, Worcester, Massachusetts Bay Colony, British Colonial America"
"LZ6L-T97","Birth","1734","Natick, Middlesex, Massachusetts, United States"
"MF7Y-X2S","Birth","1753","Lebanon, New London, Connecticut, United States"
"KLXL-ZTM","Birth","1753","Lebanon, New London, Connecticut, United States"
"GHYT-BYQ","Birth","1768","Berks, Pennsylvania, United States"
"MR43-7MB","Birth","1766","Littlestown,York,Penna"
"M73H-C5N","Birth","1763","Frederick, Frederick, Maryland, British Colonial America"
"L4MT-9SK","Birth","1765","German Township, Fayette, Pennsylvania, United States"
"93R2-H8R","Birth","1774","Bracklyn,Ireland"
"93R2-HDV","Birth","1774","Ireland"
"29WT-FSD","Birth","1755","Eschwege, Hessen Kassel, Germany"
"29WT-X1G","Birth","1758","Frederick, Maryland, United States"
"KCGJ-3RV","Birth","1750","New Oxford,Adams Co. PA"
"K63J-KZ5","Birth","1755","Adams Co. PA"
"MCD7-4W7","Birth","1699","Long Island, New York, British Colonial America"
"LZDX-C2B","Birth","1686","Southold, Suffolk, New York, British America"
"LK3B-L1B","Birth","1707","Jamaica, Queens, New York City, New York, United States"
"LK3B-G4Y","Birth","1711","New York, United States"
"LHTV-TZV","Birth","1728","Dartmouth, Bristol, Massachusetts, United States"
"LHTV-TC7","Birth","1741","Dartmouth, Bristol, Massachusetts, United States"
"L7NL-98X","Birth","1730","Coventry, Tolland, Connecticut, British Colonial America"
"LKR2-GT7","Birth","1741","Somers, Tolland, Connecticut, United States"
"L4BK-YP3","Birth","1723","Scarborough, Cumberland, Maine, United States"
"LC7P-L18","Birth","1723","Dover, Strafford, NH"
"LZLK-QR5","Birth","1748","Scarborough, Cumberland, Maine, United States"
"LHNS-XK3","Birth","1758","Scarborough, Cumberland, Maine, United States"
"LCTG-JQ2","Birth","1732","York, Maine, United States"
"LCMF-R4D","Birth","1739","York, Maine, United States"
"9HZB-X72","Birth","1738","Portsmouth, Rockingham, Colony of New Hampshire, British Colonial America"
"L6ZX-D4Y","Birth","1737","Wells, York, Maine, United States"
"LCZM-2BH","Birth","1738","Dover, Strafford, New Hampshire, United States"
"MR1L-1CV","Birth","1738","Barnstead, Belknap, New Hampshire, United States"
"L623-3HW","Birth of Child","1772","Limerick, York, Maine, United States"
"H97F-YDS","Birth of Child","1772","Limerick, York, Maine, United States"
"LHW2-XDM","Birth","1728","Dover, Strafford, New Hampshire, British Colonial America"
"LYG8-BMH","Birth","1716","Newington, Rockingham, New Hampshire, British Colonial America"
"LHY9-6FP","Birth","1715","Westerly, Washington, Rhode Island, United States"
"L6M4-Z1K","Birth","1721","Westerly, Washington, Rhode Island, United States"
"LVVH-QKS","Birth","1754","Carmel, Putnam, New York, United States"
"LZYR-HQ1","Birth","1758","Carmel, New York, British Colonial America"
"L6RT-7RF","Birth","1703","Durham, Middlesex, Connecticut, United States"
"LVL6-1Y5","Birth","1711","Wethersfield, Hartford, Connecticut, British Colonial America"
"LZLK-S2W","Birth","1702","Bridlington, Yorkshire, England"
"LZLK-338","Birth","1710","Bridlington, Yorkshire, England"
"LKMD-4XZ","Birth","1698","County Antrim, Ireland"
"KVBG-CVS","Birth","1695","Ireland, Orkney, Scotland, United Kingdom"
"MVMR-8PM","Birth","1680","Alton, Hampshire, England"
"L4BT-1XB","Birth","1695","London, England"
"K2QL-87C","Birth","1702","Albermarle, Sussex, Virginia, USA"
"LV67-FMJ","Birth","1716","Virginia, United States"
"LTR4-NNY","Death",NA,NA
"LZV6-5K2","Birth","1750","Amherst, Virginia, British Colonial America"
"GL61-WLZ","Marriage","1770","St. Mary's, Maryland, United States"
"GX9D-MPX","Birth","1714","Germany"
"9J8C-TPW","Birth",NA,"Germany"
"GDW4-NCQ","Birth","1728",NA
"LYYR-MVK","Birth","1735","Baden, Germany"
"LZKF-2YT","Birth","1732","Palmyra, Fluvanna, Virginia, United States"
"LLSC-98W","Birth","1732","Goochland, Virginia, British Colonial America"
"LC1B-1GV","Birth","1750","Dunmore, Virginia, British Colonial America"
"9CKZ-WZ2","Birth","1750","Augusta, Virginia, British Colonial America"
"KHXT-DWP","Birth","1697",", Donegal, Inver County, Ireland"
"LRDF-9WJ","Birth","1735","Virginia, British Colonial America"
"M9VB-ZZP","Birth","1721","Shenandoah, Virginia, United States"
"G3JS-LB5","Birth","1730","Berks, Pennsylvania Colony"
"LZ23-6ZM","Birth","1698","Donegal, Ireland"
"M2Z7-CJ3","Birth","1700","Pennsylvania, United States"
"LDF6-ZR9","Birth","1696","Dumfriesshire, Scotland"
"L1R4-RH6","Birth","1697","Monquhitter, Aberdeenshire, Scotland"
"L5RT-PMJ","Birth","1721",NA
"G4X2-PMC","Birth","1720",NA
"L62C-Z8Z","Birth","1734","Bristol Parish, Charles City County, Virginia, British Colonial America"
"9Q1F-B91","Birth","1734","Virginia, British Colonial America"
"GD4Q-44Q","Death",NA,NA
"GQCG-C8G","Marriage","0023","Maryland, United States"
"GQCP-Q3R","Birth",NA,"of St. Philips, Charleston, S.C."
"LJYJ-2GM","Birth","1710","Dorset, England"
"LCXS-2CJ","Birth","1693","Olney, Buckinghamshire, England"
"L6JV-CNK","Birth","1683","Olney, Buckinghamshire, England"
"GNW6-SRD","Birth","1701","Anne Arundel, Maryland, British Colonial America"
"GCZN-D6H","Birth","1706","Chester, Pennsylvania, British Colonial America"
"9ZSS-XGH","Birth","1706","Chester, Pennsylvania, United States"
"GMW2-92X","Birth","1705","Gloucester, Gloucester, Virginia, British Colonial America"
"LC8H-F4S","Birth","1702","Virginia, British Colonial America"
"GN29-QLP","Birth","1705","Bierbach, Blieskastel, Saar-Pfalz-Kreis, Saarland, Germany"
"LZXR-ZQN","Birth","1707","Herbitzheim, Gersheim, Saar-Pfalz-Kreis, Saarland, Deutschland"
"L5BQ-TGL","Birth","1708","Rengsdorf, Neuwied, Rhineland-Palatinate, Germany"
"2MJ7-996","Birth","1709","Melsbach, Neuwied, Rhineland-Palatinate, Germany"
"LV2Y-844","Birth","1687","Norwich, Norfolk, England"
"GKYJ-4LD","Birth","1695","Rhode Island, USA"
"LB7J-9BY","Birth","1696","Saint Peter and Paul Parish, New Kent County, Virginia Colony"
"G8B4-44T","Birth","1698","Hanover, Virginia, British Colonial America"
"LRM2-PL9","Birth","1696","Brunswick, Virginia, British Colonial America"
"M9B1-JKC","Birth","1693","Prince George, Virginia, British Colonial America"
"LCPL-WPW","Birth","1701","Prince George, Virginia, United States"
"LDMW-9JN","Birth","1700","Prince George, Virginia, United States"
"9JDW-SG6","Birth","1720",NA
"GGX8-C8D","Death",NA,NA
"MLHB-YRP","Birth","1692","Munster, Ireland"
"GS4K-LHH","Birth","1714","Cork, Cork, Ireland"
"LHGD-KNS","Birth","1718","Watertown, Middlesex, Massachusetts, United States"
"LZBP-SWM","Birth","1719","Watertown, Middlesex, Massachusetts, United States"
"LZC5-LTD","Birth","1714","Stoneham, Middlesex, Massachusetts Bay, British Colonial America"
"K2T4-MQC","Birth","1715","Stoneham, Middlesex, Massachusetts, United States"
"K8QW-GD2","Birth","1725","Woodstock, Windham, Connecticut, United States"
"LZKN-N5H","Birth","1729","Woodstock, Windham, Connecticut"
"LHF8-Y64","Birth","1698","Springfield, Hampshire, Massachusetts Bay Colony, British Colonial America"
"LLCC-G2L","Birth","1698","Springfield, Hampden, Massachusetts, United States"
"LHJW-1GF","Birth","1702","Alzey, Alzey-Worms, Rhineland-Palatinate, Germany"
"L27H-ZMR","Birth","1699","Zweibruecken, Rheinland-Pfalz, Germany"
"MB79-GY6","Birth of Child","1728",NA
"MB79-GYR","Birth of Child","1728",NA
"G2VN-J59","Death",NA,NA
"27P4-G81","Birth","1715","Groton, New London, Connecticut Colony, British Colonial America"
"LDH1-W8D","Birth","1697","Lebanon, New London, Connecticut Colony, British Colonial America"
"M2YV-FXY","Birth","1690","Northampton, Hampshire, Massachusetts, United States"
"LV7M-1JL","Birth","1700","New London, Connecticut Colony, British Colonial America"
"LH8B-9PS","Birth","1699","New Haven, Connecticut Colony, British Colonial America"
"LZLK-8QR","Birth","1697","Barnstable, Barnstable, Massachusetts Bay Colony, British Colonial America"
"2WM7-P6G","Birth","1701","Barnstable, Barnstable, Massachusetts Bay, British Colonial America"
"KLJJ-YVB","Birth","1715","Wethersfield, Hartford, Connecticut, British Colonial America"
"KGB3-3SZ","Birth","1720","Wethersfield, Hartford, Connecticut, United States"
"L691-VC5","Birth","1693","Marlborough, Middlesex, Massachusetts Bay Colony, British Colonial America"
"LRVV-YSJ","Birth","1694","Watertown, Middlesex, Massachusetts Bay Colony, British Colonial America"
"LZ4N-XH1","Birth","1711","Framingham, Middlesex, Massachusetts Bay, British Colonial America"
"2D65-99H","Birth","1713","Framingham, Middlesex, Massachusetts, United States"
"M1ST-3Z8","Birth","1730","Lebanon, New London, Connecticut, United States"
"LCPX-XTG","Birth","1730","Coventry, Windham, Connecticut Colony, British Colonial America"
"KLB8-1QB","Birth","1728","Lebanon, New London, Connecticut, British Colonial America"
"MGKW-ZP3","Birth","1729",NA
"9X1R-QJL","Birth","1737","Beerfelden, Odenwaldkreis, Hessen, Germany"
"MT29-M8X","Birth","1742","West Hamburg, Bern Township, Berks, Pennsylvania, British Colonial America"
"L4T6-WXC","Birth","1738","Lancaster, Pennsylvania, British Colonial America"
"L78Z-VT8","Birth","1739","Bethel Twp,Lancaster,Pa"
"LV92-71L","Birth","1745","Strasbourg, Alsace France"
"LWJV-TFQ","Birth","1743","Highhouse, German Township, Fayette, Pennsylvania, United States"
"LTT3-L3X","Birth","1730","Bavaria, Germany"
"LK3T-3RK","Birth","1739","Framersheim, Alzey-Worms, Rhineland-Palatinate, Germany"
"93R2-H66","Birth","1754","Ireland"
"K4XB-ZGN","Birth","1711","Eschwege, Hessen Kassel, Germany"
"K4RB-CV5","Birth","1710","Eschwege, Hessen Kassel, Germany"
"LZFW-4Y5","Birth","1729","Cleebourg, Bas-Rhin, Alsace, Elsaß-Lothringen, Germany"
"MTGN-Z6Y","Birth","1721","Bayern, Germany"
"LT3F-935","Birth","1728","Rothau, Bas-Rhin, Alsace, France"
"LT3X-BSC","Birth","1729","Alsace, France"
"M2WP-LQ5","Birth","1655","Southampton, Long Island, New York, British America"
"KZCP-V4Q","Birth","1627",NA
"LZXB-GRQ","Birth","1646","Salem, Essex, Massachusetts Bay, British Colonial America"
"LDST-SFN","Birth","1650","Southold, Suffolk, New York Colony, British Colonial America"
"LK3T-ND9","Birth","1680","Flatbush, Kings, New York, British Colonial America"
"LK3T-NC5","Birth","1684","Bushwick, Kings, New York, British Colonial America"
"LTNR-6ZK","Birth","1687","Dartmouth, Bristol, Massachusetts Bay, British America"
"LZZW-8BK","Birth","1702","Little Compton, Newport, Rhode Island, United States"
"LBF9-CYZ","Birth","1704","Dartmouth, Bristol, Massachusetts, United States"
"LZF3-9LY","Birth","1703","Dartmouth, Bristol, Massachusetts Bay Colony, British Colonial America"
"LHF2-FSZ","Birth","1699","Beverly, Essex, Massachusetts Bay Colony, British Colonial America"
"LCXR-97D","Birth","1705","Northampton, Hampshire, Massachusetts, United States"
"LZG9-8P2","Birth","1698","Woodstock, Windham, Connecticut, United States"
"LCY5-PZ1","Birth","1703","Enfield, Hartford, Connecticut, United States"
"9JWH-DSM","Birth","1700",",, Ulster, Ireland"
"9JWH-DSS","Birth","1702","Of Scarborough, Cumberland, Maine"
"LHX9-H8K","Birth","1697","of Dover, Strafford, NH"
"LZLK-Q24","Birth","1719","Portsmouth, Rockingham, New Hampshire, British Colonial America"
"LC52-JSL","Birth","1725","Newington, Rockingham, New Hampshire, British Colonial America"
"LHW8-LSS","Birth","1731","Hampton, Rockingham, New Hampshire, United States"
"LH6B-TLS","Birth","1729","Scarborough, Cumberland, Maine, British Colonial America"
"L8WL-YH1","Birth","1691","Newbury, Essex, Massachusetts, United States"
"MDFX-RBD","Birth","1697","Wells, York, Massachusetts Bay Colony, British Colonial America"
"L6B5-4MJ","Birth","1704","Wells, York, Maine, United States"
"LK6K-D15","Birth","1707","Kittery, York, Maine, United States"
"LX7M-129","Birth","1710","Wells, York, Massachusetts Bay Colony, British Colonial America"
"KVLP-XVS","Birth","1710","New Hampshire, British Colonial America"
