"fid","type","year","place"
"KVG4-QJ4","Birth","1295","Ordeston, Ashbury, Berkshire England, United Kingdom"
"KVG4-QNZ","Birth","1325","England, United Kingdom"
"KVG4-QVG","Birth","1337","England, United Kingdom"
"9ZCB-YTK","Birth","1340","England, United Kingdom"
"L56L-QSC","Birth","1290","Stourton, Wiltshire, England"
"9ZH8-8LH","Birth","1298","Wiltshire, England"
"G3QM-BVV","Birth","1320","Middlesex, England"
"KLVK-LZM","Birth","1324","South Mymms, Middlesex, England"
"GHGR-W65","Birth","1325","England"
"G8WB-PHG","Birth","1330",", , England"
"GF1H-5DY","Birth","1365","Landwade, Cambridgeshire, England"
"G22T-V57","Birth","1365","Norfolk, England, United Kingdom"
"G3YC-C6D","Birth","1340","Chakendon, Oxfordshire, England"
"GWQJ-P4S","Birth","1343","Checkenden, Oxfordshire, England"
"G7G3-3LQ","Birth","1340","Ormesby St Michael, Norfolk, England"
"G7G3-W1F","Birth","1362","Upton, Norfolk, England"
"LWYK-4DR","Birth","1345","Ormesby,Norfolk,England"
"L2CH-WXM","Birth","1352","Wigmore, Herefordshire, England"
"GLJJ-D4Z","Birth","1344",",Cambridgeshire,England."
"LVFP-TVQ","Birth","1381","Flamborough, Yorkshire, England"
"LCC7-W6P","Birth","1365","Somerby, Lincolnshire, England"
"GZBR-CJ3","Birth","1335","Gawthorpe, Yorkshire, England"
"GCFT-MDQ","Birth","1352","Wolverton, Buckinghamshire, England"
"G61Z-46T","Birth","1356","Church Stretton, Shropshire, England"
"L245-KY8","Birth","1374","of Wolverton, Shropshire, England"
"GKBW-S37","Birth","1376","Wolverton, Buckinghamshire, England"
"G8YS-X5K","Birth","1360","Sale, Manchester, Lancashire, England"
"GDHP-9KX","Birth","1360","Moore, Cheshire, England"
"2ZV5-ZNM","Birth","1365","Wolverton, Buckinghamshire, England"
"GLHS-L1V","Birth","1375","Buckinghamshire, England"
"GLHS-4P7","Birth","1375","Buckinghamshire, England"
"GDQG-FTN","Birth","1362","Pembrokeshire, Wales"
"GXC2-YNZ","Birth","1365","Wales"
"M44Z-H8F","Birth","1371","Pembrokeshire, Wales"
"GJT1-MHF","Birth","1375","Pembrokeshire, Wales"
"G8YK-4FW","Birth","1390","Canterbury, Kent, England"
"G8YK-CSH","Birth","1405","Kent, England"
"GDN7-3DD","Birth","1400","Aspall, Suffolk, England"
"LC5T-PL5","Birth","1406","Shelfanger, Norfolk, England"
"L1XY-MVH","Birth","1377","Suffolk, England"
"L1XT-Y9W","Birth","1381","Suffolk, England"
"LZBX-PBK","Birth","1375","England"
"G918-KKB","Birth","1370","Gunthorpe, Northamptonshire, England, United Kingdom"
"LBV4-XJV","Birth","1368","Hartland, Devon, England, United Kingdom"
"G7T1-RGS","Birth","1383","Harrowden, Northamptonshire, England"
"LJK3-Q4K","Birth","1383",NA
"LV39-W5C","Birth","1339","Willenhall, Staffordshire, England"
"LZDM-C2D","Birth","1348","Shropshire, England"
"GXT3-RDG","Birth","1339","Wolverhampton,,Staffordshire,England"
"LCXK-7X1","Birth","1341","Wolverhampton, Staffordshire, England"
"9KZH-K57","Birth","1395","Willesborough, Ashford district, Kent, England, United Kingdom"
"LVN2-VNG","Birth","1395","Frittenden, Kent, England"
"G3CJ-BR4","Birth","1352","Hillmorton, Warwickshire, England"
"GHX7-GWR","Birth","1355","England"
"LT7P-3FJ","Birth","1361","Hillmorton, Warwickshire, England"
"9CXC-TLT","Birth of Child","1387","Hillmorton, Warwickshire, England"
"GGYQ-YDV","Birth","1360","Stepney,Middlesex,England."
"GDBF-2R6","Birth","1335","England, United Kingdom"
"GVCF-RYQ","Birth","1376","Eye, Mid Suffolk District, Suffolk, England"
"GVCF-PWZ","Birth","1378","Wilby, Suffolk"
"LCZD-S1G","Birth","1351","Baconsthorpe, Norfolk, England"
"29WW-KG4","Birth","1354","Norfolk, England"
"93TQ-M73","Birth","1348","Bedingfield, Suffolk, England"
"G853-D4Z","Birth","1352","Hartismere, Suffolk, England"
"LHP8-BVF","Birth","1350","England"
"G3W4-5J5","Birth","1350","Knodishall with Buxlow, Suffolk, England"
"L4WG-GN9","Birth","1376","Knodishall, Suffolk, England"
"GS4G-DCK","Birth","1348","Friston, Suffolk, England"
"GVRD-7ZV","Birth of Child","1375","Friston, Suffolk, England"
"G98D-WJV","Birth","1360","Suffolk, England"
"L6NM-3WL","Birth","1360","Kingsley, Cheshire, England"
"GM8D-Y8B","Birth","1371","Stanningfield, Suffolk, England, United Kingdom"
"GSN9-YQM","Birth","1380","Suffolk, England, United Kingdom"
"LCJS-WVD","Birth","1320","Hessett, Suffolk, England"
"LHK7-1L9","Birth","1324","Hessett, Suffolk, England"
"MF1S-S5Y","Birth","1344","Rougham, Suffolk, England"
"LHNL-M93","Birth","1339",NA
"KPSL-LPY","Birth","1289","Ashwellthorpe, Norfolk, England"
"GGDM-DSN","Birth","1288","Wymondham, Norfolk, England"
"GCQC-SZ2","Birth","1289","Wanstead, Essex, England"
"GQX4-2VD","Birth","1300","Colkirk, Norfolk, England"
"G7PD-GBF","Birth","1307","Shalford, Essex, England"
"LD83-VT7","Birth","1308","Birling, Kent, England"
"GKPG-FD9","Birth","1312","Faversham, Kent, England"
"GG4Z-88N","Birth","1311","Faversham, Kent, England"
"LKXS-9C3","Birth","1330","Rougham, Suffolk, England, United Kingdom"
"LVT8-F9S","Birth","1335","Aspall, Suffolk, England, United Kingdom"
"9CSJ-PC9","Birth","1340","Gainsborough, Lincolnshire, England"
"MZMZ-KDC","Birth","1311","Southwell, Nottinghamshire, England, United Kingdom"
"MZMZ-KX6","Birth","1313","Mildenhall, Suffolk, England"
"LV5J-HBD","Birth","1311","Mildenhall Manor, Mildenhall, Suffolk, England"
"LV5J-HTF","Birth","1313","Mildenhall Manor, Mildenhall, Suffolk, England"
"GXSW-ZDP","Birth","1292","Chillington, Staffordshire, England"
"GWX8-18D","Birth","1299","Marston, Staffordshire, England"
"ML5D-995","Birth",NA,"Thurstaston, Chester, England"
"ML5D-9SQ","Birth","1330","Claveley, Shropshire, England"
"GNZ3-SXS","Birth","1394","Woode, Devon, England"
"GSF9-KZB","Birth","1405","Norfolk, England"
"939K-8FN","Birth","1358","Norfolk, England, United Kingdom"
"LX7P-39H","Birth","1380","Woodrising, Norfolk, England"
"GHQM-NMB","Birth","1370","Lincolnshire, England"
"LRFJ-HZV","Birth","1380","Lincolnshire, England, United Kingdom"
"G222-TG9","Birth","1375","Brockdish, Norfolk, England"
"LJ1R-J5Y","Birth","1388","Essex, England"
"GMRK-N3Q","Birth","1390","Essex, England, United Kingdom"
"GMRK-Y4S","Birth","1391","Essex, England, United Kingdom"
"LZJG-8KH","Birth","1380","Holton St Mary, Suffolk, England, United Kingdom"
"GQSK-X9V","Birth","1385","Holton St Mary, Suffolk, England, United Kingdom"
"9CHT-M39","Birth","1355","Penhurst, Sussex, England"
"G9JB-ZYW","Birth","1355","Penhurst, Sussex, England"
"G9WW-M22","Birth","1360","Penhurst, Sussex, England"
"L1N4-CVD","Birth","1365","Penhurst, Sussex, England"
"K2YQ-G6P","Birth","1370","Wythenshawe, Cheshire, England, United Kingdom"
"GM4F-L5L","Birth","1364","Wythenshawe, Cheshire, England"
"M72Q-T6C","Birth",NA,"Bury St Edmunds, Suffolk, England"
"GZJ5-MDP","Birth","1395","<Of, St Edmundsbury, Dublin, Ireland>"
"LYXF-2LH","Birth","1383","Burnham, Buckinghamshire, England, United Kingdom"
"LKBT-VPT","Birth","1390","Burnham, Buckinghamshire, England, United Kingdom"
"GZWX-HSK","Birth","1393","Thorndon, Suffolk, England"
"GSKW-3MG","Birth","1397","Ickworth, Suffolk, England"
"LKB7-NB6","Birth","1380","Atholl, Perthshire, Scotland"
"GQSS-Q1Y","Birth","1375","Wormegay, Norfolk, England"
"9CCN-XS8","Birth","1348","Sterborough Castle, Lingfield, Surrey, England"
"L6RM-32Z","Birth","1355","England"
"GX4Q-ZVN","Birth","1358","Exton, Rutland, England"
"GSQF-DTK","Birth","1375","Methley Yorkshire England, United Kingdom"
"G2F9-JNG","Birth","1377","Burgh By Sands, Cumberland, England"
"L1FK-GNS","Birth","1360","Methley, Yorkshire, England, United Kingdom"
"LYVW-T4L","Birth","1390","Scarisbrick, Lancashire, England"
"LYVS-WW1","Birth","1404","England"
"GL86-1F4","Birth","1389","England"
"GL86-N75","Birth","1397","England"
"LJVS-H9V","Birth","1370","Shropshire, England, United Kingdom"
"G9SC-FVS","Birth","1380","Bridgenorth,  Shropshire,  ,  England"
"GQKN-Q85","Birth",NA,"Longley, Yorkshire, England, United Kingdom"
"G7WJ-Y7X","Birth","1380","Essex, England, United Kingdom"
"G7WV-ZK8","Birth","1380",NA
"G3BP-KJL","Birth","1394","Suffolk, England"
"GKD8-TXY","Birth","1401","England"
"LTFS-11N","Birth","1390","Bristol, Somerset, England, United Kingdom"
"G7SH-X9C","Birth","1396",NA
"G6GT-B3L","Birth of Child","1420","Berkshire, England"
"G6GY-9DY","Residence","1420","Berkshire, England"
"G431-CB1","Birth","1400","Lincolnshire, England, United Kingdom"
"LTMG-84D","Birth","1396","Butterwick, Lincolnshire, England, United Kingdom"
"LBGJ-3R2","Birth","1410","Wymersley, Lancashire, England"
"L29K-BY4","Birth","1405","Burnsall, Yorkshire, England"
"MBWF-1PQ","Birth","1410","Kent Co., Eng."
"MRKW-BNF","Birth","1414","Kent Co., England"
"MGZQ-3ZH","Birth","1425","Hardwick, Bedfordshire, England"
"MGZQ-384","Birth of Child","1450","Devon, England"
"L67S-J3R","Birth","1430","Bletchingley, Surrey, England"
"L67S-VNP","Birth","1437","Bletchingley, Surrey, England"
"LJ46-PRD","Birth","1415","Ottringtown, Cambridge, England"
"LJ46-5MF","Birth","1420","Newenden, Kent, England"
"GK5P-18H","Death",NA,NA
"GK55-DDZ","Death of Child","1488","Otterden, Kent, England"
"LLQY-TWS","Birth","1425","Enfield, Middlesex, England"
"GQJ2-JMZ","Birth","1435","Horsted Keynes, Sussex, England"
"LJ26-96Z","Birth","1440","Middlesex, England"
"GL14-DBY","Birth","1445","Middlesex, England"
"LTGB-WD5","Birth","1430","Waltham, Kent, England"
"MMPG-KBV","Birth","1434","Waltham, Kent, England"
"G2XV-MWC","Birth","1410","England"
"G2XV-W7X","Birth","1438","Standish, Lancashire, England"
"LWFD-DH6","Birth","1414","Devonshire, England"
"LCTY-RW2","Birth","1416","Aspall, Suffolk, England"
"LB9H-JBM","Birth","1385","Tideswell, Derbyshire, England, United Kingdom"
"LB9H-JB4","Birth","1400","Cubley, derby, england"
"G8BS-RHL","Birth","1422","Nether Padley, Derbyshire, England"
"9C6J-5P5","Birth","1426","Mablethorpe, Lincolnshire, England"
"L5Y7-KXX","Birth","1431","Ashton Under Lyne, Lancashire, England"
"G79K-6NB","Birth","1425","Brenzett, Kent, England"
"G6SQ-36H","Birth","1425","Brenzett, Kent, England"
"GG59-W2R","Birth","1457",NA
"G838-WM1","Birth","1410","England"
"G838-CG9","Birth","1410",NA
"L8BC-9GV","Birth","1420","Derbyshire, England"
"L6WB-7YK","Birth","1425","Hertfordshire, England"
"GMWF-2JS","Birth","1410","England"
"GK66-NCL","Birth","1408","West Peckham, Kent, England"
"M1PN-3GJ","Birth","1416","Tunstall, Swale district, Kent, England, United Kingdom"
"L7ZG-KB8","Birth","1425","Sussex, England"
"G2FD-R4J","Birth","1400","London, City of London, Greater London, England, United Kingdom"
"LJYX-FG6","Birth","1411","London, City of London, Greater London, England, United Kingdom"
"LD1H-P4G","Birth","1347","England"
"GVK2-SMB","Birth","1347","South Milton, Devon, England, United Kingdom"
"G22Y-9TZ","Birth","1340","Maidstone, Kent, England"
"G2YX-WTH","Birth","1341","Maidstone, Kent, England, United Kingdom"
"GVSW-PHN","Birth","1413","Exeter, Devon, England, United Kingdom"
"GVS4-M8G","Birth","1416","Exeter, Devon, England, United Kingdom"
"GVS4-NQT","Birth","1422","Offord Cluny, Huntingdonshire, England, United Kingdom"
"G2YL-CWB","Birth","1425","Offord Cluny, Huntingdonshire, England, United Kingdom"
"KHHX-XK2","Birth","1354","of Zug, Zug, Switz."
"K8MM-WYF","Birth","1358","of Zug, Zug, Switz."
"GQDD-CBY","Birth","1375","Mashbury, Essex, England"
"LK9K-7YV","Birth","1379","Mashbury, Essex, England"
"L1T6-FB1","Birth","1380","Writtle, Essex, England"
"LZZN-HRP","Birth","1360","Great Waltham, Essex, England"
"LCX5-LTM","Birth","1365","Great Waltham, Essex, England"
"LRXG-T5V","Birth","1377","Great Waltham, Essex, England, United Kingdom"
"LTWT-187","Birth","1400","Essex, England"
"MR48-1C5","Birth","1420","Borthwick Castle, Gorebridge, Midlothian, Scotland"
"GH34-THD","Birth of Child","1405",NA
"LWFF-8FQ","Birth","1352","Acton and Old Felton, Northumberland, England"
"MDRT-3R7","Birth","1355","Acton Turville, Gloucestershire, England"
"K6QT-3DT","Birth","1350","England"
"GMNM-NLS","Birth","1350","England"
"LT2C-DVS","Birth","1334","Bonthorpe, Lincolnshire, England"
"LY9T-HKB","Birth","1333",NA
"GGKL-TFQ","Birth","1273",NA
"GNC5-Z1K","Birth","1295","Rode, Cheshire, England"
"LZBW-JJW","Birth","1269","Cheshire, England"
"LZBW-2D9","Birth","1272","High Legh, Cheshire, England, United Kingdom"
"G21F-Y7J","Birth","1345",NA
"L5ZN-MRD","Birth","1360","Hatfield Broad Oak, Essex, England"
"G31X-422","Birth","1338","England"
"GZ5D-K6J","Birth","1340","England"
"9814-7QT","Birth","1304","Essex, England"
"99QH-ZJ6","Birth","1320","Essex, England"
"LDR1-XSL","Birth","1306","High Laver, Essex, England"
"G2JD-V4W","Birth","1315","Essex, England"
"9MSJ-VCF","Birth","1300","Deighton, Yorkshire, England"
"LKMF-ZHV","Birth","1302","Yorkshire, England"
"GGXF-7ZP","Birth","1299",NA
"GGXX-1YR","Birth","1300",NA
"LKVJ-16M","Birth","1375","England"
"GK1V-8J6","Birth","1375","England, United Kingdom"
"GQBP-WBC","Birth","1371","Bridgnorth, Shropshire, England"
"GQ14-HDW","Birth","1376","Bridgnorth, Shropshire, England"
"9433-PJF","Birth","1355","Fullwood, Birmingham, Warwickshire, England"
"9H8F-54T","Birth","1364","Tamworth, Staffordshire, England"
"GGXX-DRX","Birth","1374","Of Wotton, Warwickshire, England"
"GGXX-CMF","Birth","1376","Of Wotton, Warwickshire, England"
"LKFT-5R6","Birth","1349","England"
"GG2Y-XD4","Birth","1340","Weston, Staffordshire, England, United Kingdom"
"GZHJ-6VY","Birth","1397","Great Stoughton, Huntingdonshire, England"
"G8KY-S55","Birth","1401","Huntingdonshire, England"
"GJZP-YLV","Birth","1399","Great Stoughton, Huntingdon, Staffordshire, England"
"MNB1-5LF","Birth","1405","Great Staughton, Huntingdonshire, England"
"GHX7-R4R","Birth","1369","Chartres-de-Bretagne, Ille-et-Vilaine, Bretagne, France"
"G3B8-3FJ","Birth","1350","Yorkshire, England, United Kingdom"
"GD6Y-KFG","Birth","1338","Laxton, Northumberland, England, United Kingdom"
"LZJB-6P6","Birth","1310","Cheshire, England"
"G3HR-RJ5","Birth","1310","England"
"MRPQ-LT7","Birth","1334","Chorley, Lancashire, England"
"G821-52Y","Birth","1344","Lea Hall, Lancashire, England, United Kingdom"
"LCR2-9GK","Birth","1311","Kinderton, Cheshire, England"
"GH1H-13B","Birth","1300","Southworth,  ,  ,  England"
"LV9J-DC1","Birth","1304","Samlesbury, Lancashire, England, United Kingdom"
"LBNQ-MV5","Birth","1320","Preston, Lancashire, England"
"LB23-6QC","Birth","1334","Barton, Lancashire, England"
"L1WH-PLY","Birth","1285","Little Crosby, Lancashire, England"
"2733-2HD","Birth","1287","Kent, England"
"LCPD-9C4","Birth","1285","Wyresdale, Lancashire, England"
"MTBD-5F4","Birth","1292","Sefton, Lancashire, England"
"L4BB-391","Birth","1278","Up Holland, Lancashire, England"
"LYKJ-383","Birth","1288","Ashby de la Zouch, Leicestershire, England"
"LZFS-C62","Birth","1288","Bushel, Lancashire, England"
"LCT1-4XB","Birth","1262","Urswick, Lancashire, England"
"LH6D-44P","Birth","1323","Lancashire, England"
"LDTF-5GB","Birth","1300","Badsworth, Yorkshire, England"
"GKPW-1KL","Birth","1303","Badsworth, Yorkshire, England, United Kingdom"
"L6SQ-X36","Birth","1330","Streatlam and Stainton, Durham, England"
"G8CZ-GVM","Birth","1335","Dalton le Dale, Durham, England"
"GN7G-KH1","Birth","1376","Durham, England"
"GN7G-KHR","Birth","1350","Durham, England"
"GHJS-DHB","Birth","1321","Grimesthorpe, Yorkshire, England"
"M1SY-TP5","Birth","1338","Ravensworth, Yorkshire, England"
"GQ6S-S4M","Birth","1330","Levens, Westmorland, England"
"LBLV-3JN","Birth","1341","King's Langley, Hertfordshire, England"
"K8DW-TFC","Birth","1355","Tordesillas, Valladolid, Castilla y León, España"
"LB5W-MSC","Birth","1374","Usk, Monmouthshire, Wales"
"G31H-SX1","Birth","1313","Norton Disney, Lincolnshire, England"
"GFFY-CSP","Birth","1340","Ruthin, Denbigh, Wales"
"GC7S-76F","Birth","1270","Baynbridge Yorkshire England"
"GNP7-VS6","Birth","1295","Yorkshire, England, United Kingdom"
"G9HS-DPX","Birth","1300","Ireby Hall, Ireby, Lancashire, England"
"G7J5-TLX","Birth","1300","Tullybody Clackmannanshire Sc"
"GJTS-PZG","Birth","1317","Cumberland, England"
"GJTS-V6R","Birth","1319","Borthwick, Midlothian, Scotland"
"GJTS-ZHR","Birth","1340","Norbury, Cheshire, England"
"GJTS-9VP","Birth","1355","Wheltrough, Cheshire, England"
"L6ZX-8CH","Birth","1330","Sewerby with Marton, Yorkshire, England"
"GQYS-9MS","Birth","1330","Gristhorpe, Yorkshire, England"
"LR52-FPM","Birth","1334","Hazlewood by Tadcaster, Yorkshire, England"
"GZKT-1RC","Birth","1336","Edenhall, Cumberland, England"
"L5G2-FZV","Birth","1351","Beakby, Lincolnshire, England"
"LHGQ-LTP","Birth","1360","Boston, Lincolnshire, England"
"LY4K-SST","Birth","1350","Yorkshire, England"
"LH1P-M1K","Birth","1340","Kirklington, Yorkshire, England"
"GHL1-3NG","Birth","1344","York, Yorkshire, England"
"LDS1-918","Birth","1346","Yorkshire, England"
"GL68-RFZ","Birth","1340","Penistone, Yorkshire, England"
"GL68-YL8","Birth","1348","Sherburn, Yorkshire, England"
"GWC4-4VN","Birth","1356","Cubley, Uttoxeter, Derbyshire, England"
"GCMS-M4C","Birth","1365","Hassop, Derbyshire, England"
"LH6W-WSG","Birth","1345","Chartley, Staffordshire, England, United Kingdom"
"G72J-NWC","Birth","1330","Wodersham, England"
"G9ZC-W28","Birth","1330","Wodersham, England"
"273X-P4D","Birth","1330","Barlow by Manchester, Lancashire, England"
"273X-PZ1","Birth","1350","Barlow by Manchester, Lancashire, England"
"G72J-WZ1","Birth","1314","Yorkshire, England"
"LH7S-RWQ","Birth","1323","Arncliffe, Yorkshire, England"
"9HYJ-1K7","Birth","1322","Knayth, Lincolnshire, England"
"LYTH-RZP","Birth","1331","Whorlton, Yorkshire, England"
"GD3N-78B","Birth","1355",NA
"LZD1-1SW","Birth","1356","Westbury, Wiltshire, England"
"M7NN-WV4","Birth","1373","Beckington with Standerwick, Somerset, England, United Kingdom"
"GZW4-89Y","Birth","1360","Herefordshire, England, United Kingdom"
"GW43-53Y","Birth","1356","Ilchester, Somerset, England, United Kingdom"
"GSCR-WZH","Birth","1358","Gloucestershire, England"
"GQKB-2NB","Birth","1350","Cobham, Kent, England, United Kingdom"
"LTZD-3HJ","Birth","1355","Chrishall, Essex, England"
"GLYT-LWY","Birth","1368","of Bocastle, Minster, Cornwall, England"
"G6ZF-R7W","Birth","1364","Newton St Loe, Somerset, England"
"LKHY-MCV","Birth","1361","Folkingham, Lincs"
"2H2N-TJW","Birth","1367","Laxton, Nottinghamshire, England"
"GXBQ-H9V","Birth","1367","Mappowder, Dorset, England, United Kingdom"
"G22K-TDT","Birth","1370","Mappowder, Dorset, , England"
"L8P5-FTY","Birth","1378","Cawoodley, Devonshire, England"
"L8P5-FBF","Birth","1378","Flayer, Devonshire, England"
"GJV8-RDN","Birth of Child","1408","Wolley, Devon, Eng."
"GJV8-SM1","Birth of Child","1408","Wolley, Devon, Eng."
"LBMV-VDY","Birth","1422","Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom"
"LB9K-K9P","Birth","1422","Kingsbridge, Devon, England"
"GJ1F-QJH","Birth","1360","Scotland"
"9K65-LK1","Birth","1368","Scotland, United Kingdom"
"GJJ1-XKD","Birth","1347","Sutherland, Scotland"
"LBL5-7GN","Birth","1373","Badenoch, Inverness-shire, Scotland"
"G31V-QJ6","Birth","1385","Auchinleck, Ayrshire, Scotland, United Kingdom"
"G4R7-CDH","Birth","1404","Scotland"
"GZ4V-6HM","Birth","1382","Raith House, Fifeshire, Scotland"
"GJ1Q-W2Q","Birth","1405","Scotland"
"G86X-M8F","Birth","1391","Hawkhead, Renfrewshire, Scotland"
"LB6Q-YLF","Birth","1405","Huntly Castle, Strathbogie, Aberdeen, Scotland"
"GL29-ZV1","Birth","1410","Caldwell, Renfrewshire, Scotland"
"GLK5-JHW","Birth","1391","Scotland"
"L78N-5RC","Birth","1363","Dunottar, Kincardineshire, Scotland"
"GFYT-K21","Birth","1360","Banffshire, Scotland"
"GX4T-92D","Death",NA,NA
"LRKP-ZZN","Birth","1390","Cromarty, Cromartyshire, Scotland"
"GWYM-B9G","Birth","1426","Cromartyshire, Scotland"
"KCSP-R6G","Birth","1405","Lintrathen, Angus, Scotland"
"KD3T-CLB","Birth","1410","Forfar, Forfarshire, Scotland"
"LVP6-MFJ","Birth","1403","Saltoun, East Lothian, Scotland"
"MV3M-N3L","Birth","1410","Upper Town of Saltoun, Haddingtonshire, Scotland, United Kingdom"
"L26R-C45","Birth","1414","Scotland"
"L8QN-PWS","Birth","1424","Forbes, Aberdeenshire, Scotland"
"G78C-SV2","Birth","1363","Kintail, Ross-shire, Scotland"
"G2GR-7BW","Birth","1374","Ross-shire, Scotland"
"GHH4-88Q","Birth","1370","Dunollie, Argyll, Scotland"
"GHH4-R7V","Birth","1390","Glenorchy, Argyll, Scotland"
"GKPY-JVG","Birth","1386","Scotland"
"GK82-5FX","Marriage","1400","Europe"
"9W4H-F3H","Birth","1394","Duart, Isle of Mull, Argyll, Scotland"
"GL3D-F8K","Birth","1402","Dundonald Castle, Dundonald, Ayrshire, Scotland"
"G8S6-7H4","Birth","1355","Dunvegan Castle, Isle of Skye, County Inverness-shire, Scotland"
"L5TD-MMJ","Birth","1360","Duart Castle, Mull Island, County Argyll, Scotland"
"GZWH-H7V","Birth","1330","Lochbuie, Argyll, Scotland"
"LTN2-M1Q","Birth","1330","Ulster, Northern Ireland, United Kingdom"
"GZR5-XV1","Birth","1332",NA
"GC4B-X5L","Birth","1320","Scotland, United Kingdom"
"GSG3-7Q8","Birth","1380","Carnan, Inverness-shire, Scotland"
"GSG3-FJW","Birth","1380","Scotland"
"KZ22-59F","Birth","1413","Johnstoun Wood, Dumfriesshire, Scotland"
"KHK1-6YZ","Birth","1417","of Esbie, Dumf., Scot."
"LVTC-Z4N","Birth","1365","Cochrane, Renfrew, Renfrewshire, Scotland"
"G978-NXL","Birth","1365",NA
"GK42-8LL","Birth","1360","United Kingdom"
"GNJ3-JPW","Birth","1360","Wales, United Kingdom"
"K16M-M9P","Birth","1351","Lelant, Cornwall, England"
"KFQK-PCD","Birth","1354","Kenedon Manor, Sherford, Devon, England"
