"fid","type","year","place"
"KGFG-DSC","Birth","1275","Shimpling, Norfolk, England"
"KGFG-D39","Birth","1280","Norfolk, England"
"GX9P-M9Q","Death",NA,NA
"LYKH-B7D","Birth","1312","Norton by Yarmouth, Hampshire, England"
"L7PW-RBT","Birth","1312","Somerset, England"
"G46G-5SZ","Birth","1260","Devon, England"
"LRRW-T4W","Birth","1300","North Hampton, Clark, Ohio, Estados Unidos da América"
"G691-T1X","Birth","1300","Northamptonshire, Inglaterra, United Kingdom"
"K2QS-FM7","Birth","1300","Stanford on Avon, Northamptonshire, England"
"K2QS-FMX","Birth","1294","Stanford on Avon, Northamptonshire, England"
"GGKY-CDP","Birth","1305","England"
"GGKY-XPC","Birth","1305","England"
"GGKY-63F","Birth","1313","England"
"GGKY-X4M","Birth","1313","England"
"9ZHM-1Y6","Birth","1275","Maidwell, Northamptonshire, England"
"GZ5Q-26T","Birth","1277","Amesbury, Wiltshire, England"
"9CWS-SF7","Birth","1230","England"
"M72Z-MS6","Birth","1234","Of, Brixworth, Northamptonshire, England"
"GQ63-KH5","Birth","1232","Great Weldon, Northamptonshire, England"
"GVRN-1VW","Birth","1245","Bletchingdon, Oxfordshire, England"
"LVRQ-RWD","Birth","1261","Huntingfield, Athelington and Mendham, Suffolk, England"
"LTYY-5SF","Birth","1258","Laxton Northamptonshire England"
"GJMN-R74","Birth","1262","Misterton, Leicestershire, England, United Kingdom"
"GJMV-Z5Q","Birth","1266","Napton, Warwick, England"
"L84W-LSM","Birth","1266","Thrumpton Hall, Nottingham, Nottingham, England"
"LVN3-HTD","Birth","1271","Thrumpton Hall, Nottingham, Nottingham, England"
"K23H-VBH","Birth","1260","Charlecote, Warwickshire, England"
"LZGL-FW8","Birth","1264","of Charlecote,Warwickshire,England"
"GQ3G-27Q","Birth","1269","Middleton, Yorkshire, England"
"GJTP-KKD","Birth","1272","Plumpton in Spofforth, Yorkshire, England"
"9QQW-VNS","Birth","1254","Harrold, Bedfordshire, England"
"LDSL-8B5","Birth","1251","Corby Glen, Lincolnshire, England, United Kingdom"
"LYK6-CHP","Birth","1252","Warwickshire, England"
"GFQ5-MN4","Birth","1250","Warwickshire, England"
"9CHT-XCM","Birth","1298","Woodlands, Dorset, England"
"9CHT-XC3","Birth","1300","Woodlands, Dorset, England"
"GSJJ-YCF","Birth","1301","Buckinghamshire, England"
"GSJJ-BBX","Birth",NA,"Buckinghamshire, England, United Kingdom"
"9CHT-XCJ","Birth","1280","Inglaterra, United Kingdom"
"GD8T-Q9M","Birth","1287","Saltford, Somerset, England"
"LRV2-54M","Birth","1220","Englefield, Berkshire, England"
"LZZN-64S","Birth","1225","Englefield, Berkshire, England"
"GNG8-BDV","Birth","1275","Hougham, Lincolnshire, England"
"GDFB-95L","Birth","1280",NA
"GDFY-TDV","Birth","1280",NA
"M7L4-NNN","Birth","1304","Of, Brampton, Lincolnshire, England"
"M7L4-NJS","Birth","1292","Lincolnshire, England"
"GMS1-Y34","Birth","1280","Carthorpe, Yorkshire, England"
"GDBF-Y67","Birth","1294",", , Lincolnshire, England"
"GNWK-CVM","Birth","1235","Hilton, Durham, England"
"G3WZ-ZQN","Birth","1245","Essex, England"
"GDH9-7Y9","Birth","1236","Scorborough, Beverley, East Ride Yorkshire, England"
"GQKT-3QR","Birth","1240","Stafford, Staffordshire, England"
"G6FW-2BG","Birth","1245","Lockington, Beverley, Yorkshire, England"
"LZPT-WK1","Birth","1250",NA
"K2Q6-D1D","Birth","1255","Ingham, Lincolnshire, England, United Kingdom"
"LBHD-3H4","Birth","1256","Irnham, Lincolnshire, England"
"L179-LQK","Birth","1290","Stoke Bishop, Gloucestershire, England"
"KV2D-DTL","Birth","1294","Whittington, Shropshire, England"
"LTYM-F3B","Birth","1286","Cobham, Kent, England"
"G6RX-K63","Birth","1299","Hatch, Somerset, England"
"GXMM-Q11","Birth","1261","Loughborough, Leicestershire, England"
"LC86-537","Birth","1241","Eresby, Lincolnshire, England"
"LKPM-NT8","Birth","1270","Blyth, Northumberland, England"
"LKSG-NDD","Birth","1276","Cockermouth, Cumberland, England"
"GH2G-Q5M","Birth","1240","England"
"GK16-FDM","Birth","1245","England"
"LKTR-PGJ","Birth","1196","Leicestershire, England"
"LKTR-PJM","Birth","1220","Stittenham, Yorkshire, England"
"9ZHZ-MLX","Birth","1310",NA
"9ZHZ-MLN","Birth","1314","Gipton, Yorkshire, England"
"GDX8-RCJ","Birth","1243","Goodstone, Kent, England"
"L84K-1JQ","Birth","1255","England"
"L1JQ-XBF","Birth","1269","Holbrook, Suffolk, England"
"GC4Z-17F","Birth","1273","Holbrook, Suffolk, England"
"9CWM-7YK","Birth","1218","West Chevington, Morpeth, Northumberland, England"
"LD9V-LTJ","Birth","1248","Warkworth, Northumberland, England"
"LZL1-9Z3","Birth","1255","Cleveland, Yorkshire, England"
"GLKK-KBN","Birth","1254","Brotton, , Yorkshire, England"
"GVNW-XT7","Birth","1270","England"
"GV1Z-FL4","Death","1333",NA
"GM26-N1N","Birth","1275",NA
"GVVT-Y2C","Birth","1270","Market Harborough, Leicestershire, England"
"9CCS-6FR","Birth","1274","Whatton in the Vale, Nottinghamshire, England"
"LTZY-66W","Birth of Child","1299","Whatton, Nottinghamshire, England"
"GMLQ-98G","Birth","1260","Ashby Folville, Leicestershire, England"
"LY3G-Q69","Birth","1266","Leicestershire, England"
"LTZT-8C9","Birth","1265","Maxey, Northamptonshire,England"
"LT8F-4L1","Birth","1267","Ketton, Rutland, England, United Kingdom"
"GGWT-453","Birth","1274","Oversley, Warwick, England"
"94ZB-3WF","Birth","1270","Ashbourne, Derbyshire, England"
"M2GS-7TS","Birth","1275","Mercaston, Ashbourne, Derbyshire, England"
"LHZ1-LGZ","Birth","1270","Derbyshire, England"
"LVYV-ZRQ","Birth","1270","Ashbourne, Derbyshire, England"
"LVLY-QYR","Birth","1310","Somerby, Lincolnshire, England, United Kingdom"
"K8VG-Q1Z","Birth","1315",NA
"G69J-9BT","Birth","1310","England"
"G69N-Y2Q","Birth","1312","England"
"G39Q-SNN","Birth","1272","Nottinghamshire, England"
"G39Q-39S","Birth","1320","Leicestershire, England"
"LHNR-ZXN","Birth","1310","England"
"LHNR-ZJJ","Birth","1315","Mobberley, Cheshire, England"
"M3X6-JC2","Birth","1273","Cheshire Co., England"
"G6MW-PWL","Birth","1278","Cheshire, England, United Kingdom"
"G7YK-9K5","Birth","1322","England"
"L41W-FP7","Birth","1322","Leicestershire, England"
"G4C6-WRM","Birth","1393","Whitney, Herefordshire, England"
"LT9H-CQ8","Birth","1392","Birtsmorton, Worcestershire, England"
"GDFB-M27","Birth","1300","England"
"GDFY-PSV","Birth","1300","England"
"LYK5-3HM","Birth","1294",",Hertfordshire,England."
"KNR3-Y9S","Birth","1300",",Hertfordshire,England."
"LBB3-7YB","Birth of Child","1322","Hertfordshire, England"
"GW2T-WVX","Birth","1310","England"
"G6W4-9W6","Birth","1310","England"
"KP46-QPJ","Marriage","1320","Drayton Beauchamp,Buckingham,England"
"KP46-QGK","Marriage","1320","Drayton Beauchamp,Buckingham,England"
"GDJW-JM8","Death of Parent","1308",NA
"G6H3-XMQ","Marriage","1338","England"
"LYBD-CHG","Birth","1322","Kirkby Ireleth Par, Lancashire, England, United Kingdom"
"LVDQ-1ZK","Birth","1347","Kent Co, England, United Kingdom"
"GH2P-FK2","Birth","1240","Ulcombe, Kent, England"
"GXF8-M5V","Marriage","1263","Ulcombe, Kent, England"
"G8TG-GYQ","Birth","1249","Stainsbury, Derbyshire, England"
"LRVC-VQ4","Birth","1250","Stainesby, Derbyshire, England"
"LC5Q-H7F","Birth","1240","Luxembourg, Belgium"
"GVPT-F7G","Birth","1256",NA
"LYQX-YSD","Birth","1252","Leuven, Louvain, Hertogdom Brabant, België (Heiliges Römisches Reich)"
"G7GF-P2B","Birth","1250",", Namur, , Belgium"
"LDZJ-BG6","Birth","1257",NA
"LDZJ-BRT","Birth","1257",NA
"9HMM-VB6","Birth","1245","Poissy, Yvelines, Île-de-France, France"
"2Z3H-71Z","Birth","1254","Leuven, Brabant, Belgium"
"G6CD-WPQ","Birth","1269","Artois, Pas-de-Calais, France"
"GLT6-JRZ","Birth","1270","Rennes, Ille-et-Vilaine, Bretagne, France"
"L1JQ-V4Y","Birth","1270","Château de Moulbaix, Moulbaix, Ath, Hainaut, België"
"L1JQ-5G2","Birth","1272","Harchies, Bernissart, Hainaut, Belgium"
"L6VJ-2CG","Birth","1218","Newtimber, Sussex, England"
"G72L-VWF","Birth","1218","Newtimber, Sussex, England"
"27MV-FJB","Birth","1200",NA
"LJPX-TZR","Birth","1234","Shurland House, EastChurch, Kent, England"
"LZDQ-4ZD","Birth","1222","Stanhope, Durham, England"
"GNZ3-C99","Birth","1228","Lancashire, England"
"LHLH-YG7","Birth","1250","Farnley, Yorkshire, England"
"LHLH-YPZ","Birth","1252","Markham Clinton, Nottinghamshire, England"
"K45L-N12","Birth","1220","Rampton,, Nottinghamshire, England"
"93BJ-JV3","Birth","1230","Rampton, Nottinghamshire, England, United Kingdom"
"LRL1-LVP","Birth","1325","Somerleyton, Suffolk, England"
"LRL1-BQD","Birth","1332","Kelvedon, Essex, England"
"GHZS-GCT","Birth","1291","of Clifton, Nottinghamshire, England"
"GHZS-566","Birth","1293","Peckleton, Leicestershire, England"
"GMMR-CQ1","Birth","1263","of Holme Pierrepont, Nottinghamshire, England"
"LVFN-3RN","Birth","1290","South Wingfield, Derbyshire, England, United Kingdom"
"G39N-8M5","Birth","1256","Derbyshire, England"
"G39N-899","Birth","1270","London, Middlesex, England"
"G6R2-RH6","Birth","1245","Halstead, Essex, England"
"G6R2-LF8","Birth","1247","Essex, England"
"L64W-151","Birth","1255","Raleigh, Essex, England"
"GKQW-8T9","Birth","1230","England"
"GKQW-ZW3","Birth","1240","England"
"GZKL-B1Q","Birth","1302","Lincolnshire, England"
"LTH7-51X","Birth","1294","De La Hull, Nash Burford, Shropshire, England"
"GKY8-JGB","Birth","1299","Hodnet, Shropshire, England"
"2T1R-FF3","Birth","1270","Easterville, Devon, England"
"L9CX-9HQ","Birth","1273","of Chagford, Devon, England"
"LWYG-HPV","Birth","1230","Great Torrington, Devon, England"
"LWYG-HBW","Birth","1235","Great Torrington, Devon, England"
"GZBY-KCD","Birth","1290","Letheringham, Suffolk, England"
"GNKR-5JM","Birth","1294","Middleton, Norfolk, England"
"L4BK-1QV","Birth","1283","Pershore, Worcestershire, England"
"GDH4-H5Z","Birth","1286","Worcestershire, England"
"GLD9-SDC","Birth","1310","England"
"GLD9-HF5","Birth","1310","England"
"GD58-QWD","Birth","1254","Wales"
"LDY8-RH5","Birth","1269","Cransley, Northamptonshire, England"
"GGWV-2HY","Birth of Child","1295","Northamptonshire, England"
"M1JW-ZPY","Birth","1295","Axminster, , Devonshire, England"
"LXSH-G6Q","Birth","1294",NA
"LVF8-6GF","Birth","1268","Youlston Manor, Shirwell, Devon, England"
"LVF8-6TG","Birth","1273","Devon, England, United Kingdom"
"GLJK-CJ5","Birth","1255","Fonthill Gifford, Wiltshire, England"
"G3SK-YKQ","Birth","1258","Somerford Maudit, Wiltshire, England"
"GS1T-VNC","Birth","1264","Leonard, Yorkshire, England"
"GS1T-8V9","Birth","1266","Leonard, Yorkshire, England"
"LR6Q-WH1","Birth","1242","Aldingham, Lancashire, England"
"LR6Q-QK1","Birth","1255","Aldingham, Lancashire, England"
"KFGT-46F","Birth","1291","Burgh by Sands, Cumberland, England"
"GC38-Q4L","Birth","1300","Sussex, England"
"GNJK-M85","Birth","1300",NA
"G6V4-BTC","Birth","1305",NA
"G2S6-GL2","Birth","1300",NA
"G2SX-DQV","Birth","1300",NA
"GDH2-YWP","Birth","1236","East Quantoxhead, Somerset, England"
"GDH2-5NM","Birth","1235","Emley, Yorkshire, England"
"K1TD-XWP","Birth","1250","Dunster, Somerset, England"
"LYMT-91R","Birth","1254","Dunster, Somerset, England"
"9MNC-GBP","Birth","1250",NA
"GC87-SV9","Birth","1244","England"
"GMWC-BPH","Birth","1255",", Norfolkshire, England"
"LY1H-TVR","Birth","1270","Redisham,Norfolk,England."
"GHV9-PBV","Birth",NA,"of Killigrew, St Erme Parish, Cornwall, England"
"GHV9-T3K","Birth of Child","1264","Cornwall, England"
"L8LJ-TVY","Birth","1235","Cornwall, England"
"GC48-2X3","Birth","1240","Cornwall, England, United Kingdom"
"LCRX-YGH","Birth","1250","Withiel, Cornwall, England"
"GW9G-Y7C","Birth","1250",NA
"GC48-P77","Birth","1244","Tregothnan, Cornwall, England"
"L8R6-KG4","Birth","1246","Cornwall, England"
"99XS-HP7","Birth","1250","Cornwall, England, United Kingdom"
"99XS-H56","Birth","1255",NA
"LVHJ-SHW","Birth","1263","Cornwall, England"
"G94Q-PV8","Christening","1264","Luton, Bedfordshire, England"
"LR23-9FY","Birth","1272","Treloy, Cornwall, England"
"LL4V-QSW","Birth","1272",NA
"L8DZ-7C7","Birth","1260","Loddiswell, Devon, England"
"L8DZ-7HC","Birth","1264","Devonshire, England"
"G7MS-NG1","Birth","1260","Shobrooke, Crediton, Devon, England"
"GMQ2-QCG","Birth","1264",", , , England"
"GSSF-VGS","Birth","1273","Lanherne, Cornwall, England"
"LV7X-FFG","Birth","1278","Cornwall, England"
"LYST-HRL","Birth","1250","Tolverne, Cornwell, England"
"LYST-VBD","Birth","1255","Tolverne, Cornwall, England"
"L8PF-8L6","Birth","1296","Trewinnard"
"LXSC-BDN","Birth","1220","Glyn, Cornwall, England"
"LY1J-SRT","Birth","1220",NA
"L1DL-MZB","Birth","1204","Kelley, Devon, England"
"GHJ1-B3M","Birth","1204","Devon, England"
"GJRL-LF7","Birth","1253","Devon, England"
"GKYK-K44","Birth","1250","Devon, England, United Kingdom"
"L8PF-FZ8","Birth","1281","Cornwall, England"
"LRS4-RRD","Birth","1287","Cornwall, England"
"G61C-P48","Birth","1284","Cornwall, England"
"GJRV-KZN","Birth","1310","Of England"
"GJRV-26S","Birth","1310","Of England"
"L1MC-5HN","Birth","1290","Wolvedon, England, United Kingdom"
"LV4M-JZH","Birth","1338",NA
"L21D-VNJ","Birth","1345",NA
"GDWF-FC5","Birth","1230","Yorkshire, England"
"G77R-NWC","Birth","1244","Yorkshire, England"
"GJZB-PPD","Birth","1230","Edleston, Cheshire, England"
"G2HM-K7M","Birth","1231","Crewe by Farndon, Cheshire, England, United Kingdom"
"LRF2-Y3Q","Birth","1236","Nether Tabley, Cheshire, England"
"L2ZY-8HY","Birth","1257","Out Rawcliffe, Lancashire, England"
"LY3R-VNX","Birth","1257",NA
"9CZ5-4CM","Birth","1225","England"
"LYKN-YQR","Birth","1230","England"
"KCV5-JZ7","Birth","1220","England"
"GLN9-MRJ","Birth","1080","Aquino, Terra di Lavoro, Italy"
"G8JK-GMX","Birth","1098","Napoli, Napoli, Campania, Italia"
"M1XP-SJL","Birth","1097","Roccasecca, Frosinone, Lazio, Italia"
"9QF7-BHL","Birth","1216","England"
"LRVW-J8W","Birth","1223","Pushull,Oxfordshire,England"
"9ZHY-NQX","Birth","1248","Knightley, Staffordshire, England"
"GXTQ-915","Birth","1257","Knightley, Staffordshire, England"
"GSJM-SP6","Birth",NA,"Charlwood, Surrey, England"
"GCKG-1BB","Death",NA,NA
"L175-Q14","Birth","1265","Moulsford, Berkshire, England"
"GJ8M-WDK","Birth","1261","Combe Martin, Barnstaple, Devon, England"
"L6PZ-CGW","Birth","1251","Dunsby, Lincolnshire, England"
"9HT1-K2Z","Birth","1266","Wollaton, Nottinghamshire, England"
"GGXD-Q14","Death",NA,"Worcestershire, England, United Kingdom"
"GGXD-T3F","Death",NA,"Worcestershire, England, United Kingdom"
"G2WJ-J3K","Birth","1194","Castle Carlton, Lincolnshire, England"
"LKRH-WVY","Birth","1194","England, United Kingdom"
"GVLZ-YMQ","Birth","1255","Waye, Devon, England, United Kingdom"
"GKDD-373","Birth","1260","England"
"L6DY-YZF","Birth","1250","Pakenham Place, Kirby Mallory, Leicestershire, England, United Kingdom"
"LRSQ-Y27","Birth","1255","Grande-Bretagne"
"GZBD-H5S","Birth","1250","England"
"G2TG-BNP","Birth","1250","England"
"9CD4-RZN","Birth","1228","Manchester, Lancashire, England"
"G2YK-3Q1","Death",NA,NA
"2SWB-DVF","Birth","1255","Markham, Nottinghamshire, England"
"K8XZ-K6R","Birth","1255","Markham Clinton, Nottinghamshire, England"
"GCS9-8CV","Birth","1216","Ketleby, Melton Mowbray, Leicestershire, England"
"KL6Z-LS9","Birth","1220","Angerville, Seine-Maritime, Haute-Normandie, France"
"LZV9-B37","Birth","1220","Melton Mowbray, Leicestershire, England"
"LZV9-B34","Birth","1224","Melton Mowbray, Leicestershire, England"
"9HBX-H62","Birth","1205","Sysonby, Leicestershire, England"
"9HBX-H6B","Birth","1210","Sysonby, Leicestershire, England"
"L89K-FD4","Birth","1164","Sutton Bingham, Somerset, England"
"LYTW-183","Birth","1195","Bingham's Melcombe, Dorset, England"
"9MP4-SF9","Birth","1208","Melcombe Horsey, Dorset, England"
"GFG3-ZG5","Birth","1210","Binghams, Melcombe, Dorset, England"
"GZTF-RNB","Birth","1255","Burgh, Lincolnshire, England"
"G46L-MR5","Birth","1255","Saleby with Thoresthorpe, Lincolnshire, England"
"27S8-53T","Birth","1254","Wakefield, Yorkshire, England"
"LL3T-NPM","Birth","1230","Laxton, Northamptonshire, England"
"L24Z-PMH","Birth","1236","Hallaton, Leicestershire, England"
"LHN9-SSN","Birth","1231","Amington, Staffordshire, England"
"LD9M-PPB","Birth","1234","Pirton, Herefordshire, England"
"29TN-NV1","Birth","1196","Orchard Portman, Taunton, Somerset, England"
"G2LJ-94H","Birth","1201","Exeter, Devon, England, United Kingdom"
"LXSL-8JV","Birth","1200","Arden, Yorkshire, England, United Kingdom"
"GDLY-76B","Birth","1208","Perthshire, Scotland"
"GLZN-XBX","Birth","1230",NA
"G2Z7-8RS","Birth","1231","Devon, England"
"GJTV-65Y","Birth","1236",NA
"GJF8-H6T","Birth","1238","Modbury, Kingsbridge, Devonshire, England"
"9CNV-S3Y","Birth","1209","Winchester Castle, Winchester, Hampshire, England"
"9MGQ-TMZ","Birth","1225","Winchester, Hampshire, England"
"G653-983","Birth","1210","North Tawton, Devon, England"
"LVDC-9M3","Birth","1212",", , , England"
"G6YJ-W3R","Birth","1209","Nether Stowey, Somerset, England"
"G4R9-F6Y","Birth","1226","Okehampton, Devonshire, England"
"GQJ2-92T","Birth","1225","Combe Raleigh, Devon, England"
"LYBY-7X4","Birth","1223","Corypole, Somerset, England"
"GZG5-WJ3","Birth","1230","England"
"GXRX-HTF","Birth","1210","Lincolnshire, England"
"9Q31-47F","Birth","1240","Devon, England"
"GKN8-H8S","Birth","1246","Modbury, Devon, England, United Kingdom"
"GMCJ-MF4","Birth","1285","Lancing, Sussex, England"
"G7B4-13F","Birth","1279","Rushmere, Suffolk, England"
"L6DY-YQK","Birth","1315","Grande-Bretagne"
"L6DY-Y4X","Birth","1320","Grande-Bretagne"
"GGCW-NYS","Birth","1303","of Gatcombe, Isle of Wight, Hampshire, England"
"GGCW-YCN","Marriage","1323","of Gatcombe, Isle of Wight, Hampshire, England"
"LW54-QQ5","Birth","1303","Goring, Sussex, England"
"29WH-CXP","Birth","1238","Sullington, Sussex, England"
"KZMX-R54","Birth","1225","Sullington, Sussex, England"
"KH94-VHP","Birth","1230","Sullington, Kent, England"
"MQ8L-8YW","Birth","1233",NA
"GCN8-6DW","Birth","1250","La Haye-Pesnel, Avranches, Manche, Basse-Normandie, France"
"GXVG-MMJ","Birth","1245","Normandy, France"
"GN4T-KVX","Birth","1259","Saint-Péver, Côtes-du-Nord, Brittany"
"GNLL-42W","Birth","1261","Beaumont-sur-Sarthe, Mamers, Sarthe, Pays de la Loire, France"
"GNG9-9GB","Birth","1245","Chanteloup, Manche, Normandy, France"
"G7GP-QHT","Birth","1250","Neufbourg, Seine-Maritime, Normandy, France"
"G82Y-H6Q","Birth","1242","Brucourt, Calvados, Basse-Normandie, France"
"G82Y-QTZ","Birth","1245","Courcy, Calvados, Normandie, France"
"GM2B-YF7","Birth","1240","Haverskerque, Nord, Nord-Pas-de-Calais, France"
"GM21-QVS","Birth","1242","Aire-sur-la-Lys, Pas-de-Calais, Nord-Pas-de-Calais, France"
"GN54-TKN","Birth","1260","Roeulx, Nord, Nord-Pas-de-Calais, France"
"GN5H-HYC","Birth","1265","France"
"KLYX-TBP","Birth","1260","Pennycross, Devon, England"
"M9NT-1RG","Birth","1252","Davenport, Cheshire, England"
"G34W-29D","Birth","1253","North Rode, Cheshire, England"
"GWC8-14D","Birth","1184","South Leverton, Nottinghamshire, England"
"G7B1-MNK","Birth","1196","Greasley, Nottinghamshire, England"
"LZWQ-1BN","Birth","1195","Caerlaverock, Dumfriesshire, Scotland"
"GHTD-NCD","Birth","1220","Mearns, Renfrewshire, Scotland"
"GH2S-3GJ","Birth","1242","Scotland"
"K48W-5JX","Birth","1230","Renfrewshire, Scotland"
"9H48-X7K","Birth","1243","Scotland"
"GLQ2-26P","Birth","1224","Carlisle, Cumberland, England"
"G6VX-368","Birth","1217","Aberdeenshire, Scotland"
"GGV2-FFZ","Birth","1217","Scotland"
"GNYP-DRK","Birth","1223","Erskine, Renfrewshire, Scotland"
"GVG7-Z7S","Birth","1209",NA
"GF1V-L6K","Birth","1237","Kilmarnock, Ayrshire, Scotland"
"LDTY-PRV","Birth","1212","Perthshire, Scotland"
"GGX1-J52","Birth","1185","Forfarshire, Scotland, United Kingdom"
"GGX1-66Z","Birth","1190","Fife, Scotland"
"GN4F-SYW","Birth","1204","Cargill, Perthshire, Scotland"
"9H8J-7XK","Birth","1178","Hermiston, Midlothian, Scotland"
"L4QF-9PZ","Birth","1187","Crawford, Lanarkshire, Scotland"
"GVVG-NP8","Birth","1188","Fawdon, Northumberland, England"
"G6ZZ-DXK","Birth","1192","Fawdon, Northumberland, England"
"M147-KP7","Birth","1199","Little Easton, Essex, England"
"LWFD-LS1","Birth",NA,"Wycombe, Buckinghamshire, England"
"LTTG-M4H","Birth",NA,"Renfrewshire, Scotland"
"GFDN-867","Birth","1144","Paisley, Renfrewshire, Scotland"
"GJ45-NXP","Birth","1195","Bothwell, Lanarkshire, Scotland"
"GJHW-H2B","Birth","1195","Bothwell, Lanarkshire, Scotland"
"G67C-7RS","Birth","1237","Eglington, Ayrshire, Scotland, United Kingdom"
"GVLX-NKH","Birth","1242","Scotland"
"GV7V-JD2","Birth","1263","Ardrossan, Ayrshire, Scotland, United Kingdom"
"GVL6-2D4","Birth","1268","Scotland"
"MVMZ-N3Y","Birth","1148","Morven, Argyll, Scotland"
"9QW1-QFF","Birth","1145","Morayshire, Scotland"
"LTBC-QTH","Birth","1199","Lochawe, Argyll, Scotland"
"LR3X-PY9","Birth","1200","St. Clair, Argyll, Scotland"
"L6NY-6N8","Birth","1214","Roslin, Midlothian, Scotland"
"GXQP-5R1","Birth","1220","Mar, Aberdeenshire, Scotland"
"M8KR-8X9","Birth","1175","Ulster, Ireland"
"M8K1-VT5","Birth","1175","Ireland"
"L7JX-FR3","Birth","1224","Kilmarnock, Ayrshire, Scotland"
"GL47-2L6","Birth","1228","Kilmarnock, Ayrshire, Scotland, United Kingdom"
"GHK4-13F","Birth","1220","Morham, Haddingtonshire, Scotland"
"GNQK-WH6","Birth","1223","Scotland, United Kingdom"
"GNSX-YB1","Birth","1200",NA
"GWC9-LGP","Marriage","1220","Scotland"
"GKWZ-7HY","Birth","1225","Cullen, Banffshire, Scotland"
"GKW6-8VG","Birth","1230","Berkeley, Gloucestershire, England, United Kingdom"
"GV2N-55Q","Birth","1180","Huntingdon, Huntingdonshire, England"
"GVWD-MV8","Birth","1190","Cornhill On Tweed, Northumberland, England"
"GHXG-D7R","Birth","1200","Boncle, Berwickshire, Scotland"
"G61H-BLD","Birth","1205","Dundonald, Ayrshire, Scotland"
"GXSN-2T6","Birth","1200","Berwickshire, Scotland"
"GJBZ-2T4","Birth","1226","Scotland, United Kingdom"
"GD98-WWP","Birth","1160","Elgin, Morayshire, Scotland"
"LTF3-DXX","Birth","1175","Scotland, United Kingdom"
"LRR6-MZV","Birth","1165","Aberdeen, Aberdeenshire, Scotland"
"G2YN-XP5","Birth","1185",NA
"9ZH7-FWJ","Birth","1130","Aberffraw Castle, Anglesey, Wales"
"9CM9-HB5","Birth","1134",NA
"G3B9-D6W","Birth","1180","Inverugie Mill, Aberdeenshire, Scotland"
"G2CL-9ZG","Birth","1180","Scotland"
