"fid","type","year","place"
"K82T-X3D","Birth","1210","of Ongar, Essex, England"
"K4BQ-9FV","Birth","1210","of Ongar, Essex, England"
"GS35-7CL","Birth","1034","Midlothian, Scotland."
"GS35-QHP","Birth","1038","Midlothian, Scotland."
"G7GR-13W","Birth","0967","France"
"GW6M-VVM","Birth","0990","France"
"GKGT-DYH","Birth","1005","France"
"GG14-6W3","Birth","1011",NA
"GGL8-GWD","Birth","0881","Stranda, Møre og Romsdal, Norway"
"GGL8-1CK","Birth","0885","Nordfjord, Troms, Norway"
"G6Z4-XFP","Birth","0885","Norway"
"G6Z4-L31","Birth","0890","Norway"
"LHWD-QQJ","Birth","0870","of Raumsdal, Telemark, Norway"
"M213-4TK","Birth","0872","of Norway"
"GFHF-G17","Birth","0870","Hordaland, Norway"
"GFHN-QFS","Birth","0870","Hordaland, Norway"
"GZCS-VS2","Birth","0850","Søla, Nordland, Norja"
"GZCS-GZ6","Birth","0870","Søla, Nordland, Norway"
"G6N1-FDC","Death",NA,NA
"G6N1-FDX","Death",NA,NA
"KP7K-PV7","Birth","0850","Maer, Nord Trondelag, Norway"
"94NF-62M","Birth","0850","Ringerike, Buskerud, Norway"
"G6Z4-Q9V","Birth","0855","Scandinavia, Europe"
"KLLG-QCM","Birth","0865","Stavanger, Norway"
"MSGK-KKK","Birth","0872","Norge"
"GLP1-SJ7","Birth","0933","France"
"GXV9-9MZ","Birth","0938","Saint-Côme-du-Mont, Manche, France"
"9HM8-L3N","Birth","0883","Grabfeldgau, Thuringia, Germany"
"L6KK-PSH","Birth","0885","Tullfeld, Schwabia, Germany, Germany"
"KHCJ-66M","Birth","1355","Montgomery, Montgomeryshire, Wales"
"933R-GCD","Birth","1340","of Bron-y-llwyd,Bryncroes,Caernarvonshire,Wales"
"937V-4CR","Birth","1185","of,Talybolion cmt,Anglesey,Wales"
"LJGC-3C1","Birth","1205","Dolgellau, Gwynedd, Wales"
"L43M-9ZZ","Birth","1210","Merionydd, Merionethshire,, Wales"
"9KBC-MR7","Birth","1165","Of Glyn Llifon, Llandwrog, Caernarvonshire, Wales"
"GPMB-ZF4","Birth","1200","Ilandyfeisant, Carmarthenshire, Wales"
"93QS-662","Birth","1200","Peniarth,Llanegryn,Merionethshire,Wales"
"93QQ-QJM","Birth","1045","Wales"
"G6F2-GKG","Birth","1049","Wales"
"LHZQ-P2P","Birth","1275","Pengwern, Llangollen, Denbighshire, Wales"
"GZ87-YZL","Birth","1271","Machynllth, Montgomery, Wales"
"LHXJ-NZQ","Birth","1274","Bodrychan,Cardiganshire,Wales"
"LHXJ-N8N","Birth","1282","of,Caeo cmt,Carmarthenshire,Wales"
"LVDP-NWS","Birth","1071","Northumbria, England"
"LVDP-N4D","Birth","1076","Normandy, France"
"LRCW-CPN","Birth","1070","Rochdale, Lancashire, England, United Kingdom"
"GNW2-RB6","Birth","1071","Kent, England"
"LL3T-TBC","Birth","1065","England"
"LL3T-YNT","Birth","1066","England"
"936L-MHW","Birth","1049","Lumley, Durham, England"
"GJFS-DC8","Birth","1050","England"
"GKW5-X5J","Birth","0998","France"
"GLMY-MF5","Birth","0999",NA
"G6RQ-7FP","Birth","0810","Powys, Wales"
"GSTW-LLV","Birth","0835","Wales"
"G66X-KVH","Birth","0845","Wales"
"G66X-DQJ","Birth of Child","0865","Dyrener, Castle, Wales"
"MJBT-TCC","Birth","0870","Gwlad, Wales"
"GP9N-GT3","Birth","1000","Bagdad,Iraq."
"GP9N-2PQ","Birth","1000",",Spain."
"GGM3-72W","Birth","0990","Castilla la Mancha,Spain."
"G87B-JDM","Birth","1000","Spain"
"G4TX-1VR","Birth","1035","Girona, Girona, Catalonia, Spain"
"L5BN-7XQ","Birth","1035","Spain"
"MY78-WSG","Birth","1000","Upland, Denmark"
"GG8L-2V6","Birth","1023","Northumbria, England"
"LTFN-V6S","Death",NA,NA
"LBVW-MH1","Birth","1066",NA
"L9HS-XXY","Birth","1070","La Brosse-Montceaux, Seine-et-Marne, Île-de-France, France"
"LYK6-FCG","Birth","1080","France"
"LHGW-MVX","Birth",NA,"France"
"GKK8-QKG","Birth","1022","Virneburg, Landkreis Mayen-Koblenz, Rheinland-Pfalz, Deutschland"
"GLFD-ZP6","Birth","1000","Hesse, H. Roman Empire, Germany"
"GCCX-K9C","Birth","0980","Putten, South Holland, Netherlands"
"GCCX-HRP","Birth","0985","Voorne, South Holland, Netherlands"
"LY9Y-D4L","Birth","0896","Moster, Hordaland, Norway"
"GV35-JZ4","Birth","0935","Norway"
"GGWW-9RZ","Birth","0835","Norway"
"G2YH-SDS","Birth","0920","Tanska"
"G2BX-HGY","Birth","0925","Denmark"
"GVMQ-9QT","Birth","0980","Norway"
"G4LS-WVV","Birth","0920","Norway"
"LH74-8RJ","Birth","0962","Norway"
"LZNJ-XH2","Birth","0966","Norway"
"LTLM-9N8","Birth","1000","Norway"
"GQD2-13W","Birth","1003","Trondheim, Sor Trondelag, Norway"
"9492-MKF","Birth","1020",NA
"GGV4-DKM","Birth","0980","Europe or Asia"
"GGV4-X81","Birth","0910",NA
"GFSC-Z5Y","Birth","0912","Jelling Sogn, Tørrild Herred, Vejle Amt, Danmark"
"GGPY-69P","Birth","0915",NA
"GKDC-2JF","Birth","0900","Saxony, German Empire"
"GVZC-MQJ","Birth","1060",NA
"GVZC-3DD","Birth of Child","1080","Randerath, Kreis Heinsberg, Nordrhein-Westfalen, Duitsland"
"GX26-68C","Birth","1088","Heinsberg, Kreis Heinsberg, Nordrhein-Westfalen, Duitsland"
"LK2Q-73M","Birth","1070","Stade, Landkreis Stade, Niedersachsen, Duitsland"
"L17D-NWP","Birth","1040",NA
"LBRG-78B","Birth","1124","holy roman empire"
"GDVG-C3F","Birth","1142",", , Belgium"
"G69R-VL4","Birth","1130","Borsselen, Veer, Seeland, Netherlands"
"G69T-HYW","Birth","1130","Borssele, Zeeland, Netherlands"
"G8P6-D2C","Birth","1125",NA
"G2HB-4VG","Birth","1130",NA
"LY6W-FXV","Death",NA,NA
"GMQ9-NQV","Birth","1160","Diksmuide, West Flanders, Belgium"
"GXSZ-729","Birth","1172","Diksmuide, West-Vlaanderen, België"
"GKRV-5S1","Death","1195","Netherlands"
"LHQW-87C","Birth","0890","Bjarnarhöfn, Snæfellsnessýsla, Vesturland, Iceland"
"2RYF-BMB","Birth","0872","Sjar arhofn, Iceland"
"GGW7-DVX","Death",NA,NA
"G28R-ZBR","Birth","1188","Greifswald, Greifswald, Mecklenburg-Vorpommern, Deutschland"
"G28R-J8Z","Birth","1190","Greifswald, Greifswald, Mecklenburg-Vorpommern, Deutschland"
"KGS2-39X","Birth","1160","Bocholt, Kreis Borken, Nordrhein-Westfalen, Deutschland"
"KH83-VKZ","Birth","1165","Bocholt, Kreis Borken, Nordrhein-Westfalen, Deutschland"
"K425-4LS","Birth","1170","Lübeck, Schleswig-Holstein, Deutschland"
"LHXW-383","Birth","1176","Lübeck, Schleswig-Holstein, Deutschland"
"GH2H-2KS","Birth","1175",NA
"G2DZ-2M2","Marriage","1200","Lübeck, Schleswig-Holstein, Deutschland"
"GH2H-LQV","Birth","1175",NA
"G2DZ-MY9","Birth","1180",NA
"G6Z2-MMC","Birth","0800","Hlade, Trondheim, Sor Trondelag, Norway"
"GLS4-HTS","Birth","0805","Hladir, Naumadal, Norway"
"KHKF-JPT","Birth","0830","More og Romsdal, Norway"
"LDMB-Q59","Birth","0837","Mære, Steinkjer, Nord-Trøndelag, Norway"
"M7WR-8GF","Birth of Child","0877","Rogaland, Norway"
"G88P-GK4","Birth","0880","Norway"
"G6JZ-G2D","Birth","0880","Norway"
"GWWB-19S","Birth","0884","France"
"GWWB-RZX","Birth","0889","France"
"K863-NHG","Birth","0879","Orléans, Loiret, Centre-Val de Loire, France"
"G8FB-NFD","Birth","0950","Rieux, Morbihan, Bretagne, France"
"G8FB-JXN","Birth","0952","FRANCE"
"GZ8S-NCB","Birth","1005","France"
"GF9V-9YR","Birth","0940","Normandie, France"
"GF3P-NMQ","Birth","0920",NA
"KVLB-XML","Birth","0945","Lanarkshire, Scotland, United Kingdom"
"KVLB-XCN","Birth","0945","Scotland, United Kingdom"
"GHTL-FF7","Birth","0965","Ireland"
"GX26-8N9","Birth","0976","Egmond, North Holland, Netherlands"
"GX26-9KR","Birth","0980",NA
"L2R4-FTL","Birth","1005",NA
"L2TY-SQQ","Birth","1010",NA
"GGGR-X7T","Death",NA,NA
"GQ74-9XM","Birth","0940","Longueville, Calvados, Lower Normandy, France"
"LKST-72T","Birth","0940","Oos-Friesland, Germany"
"G25Z-QHS","Birth","1005","Apremont-la-Forêt, Meuse, Lothringen, Frankreich"
"G79D-XQL","Birth","1012","Arlon, Luxemburg, Belgien"
"GCZG-V73","Birth","0980",NA
"GCZG-L8M","Birth of Child","1035",NA
"GJYG-WLC","Birth","1000","Paliseul, Luxembourg, België"
"G362-6ZR","Birth","1005",NA
"GKHG-B6B","Birth","0995","Beusichem, Buren, Gelderland, Netherlands"
"GKHG-TZZ","Birth","1000","Beusichem, Gelderland, Netherlands"
"G9GV-YB9","Birth","1016",NA
"G9J3-T6W","Birth","1027",NA
"GQQ8-HMF","Birth","0980","Netherlands"
"GZ9Y-JRN","Birth","0985","Netherlands"
"GVZP-6Y2","Death",NA,NA
"GVZP-S9H","Death",NA,NA
"GL2L-XZ8","Death",NA,NA
"93RK-1B2","Birth",NA,"Ebersteinburg, Amt Baden, Baden, Germany"
"G3MC-8XP","Birth","0920","Tonnerre, Yonne, Bourgogne, France"
"G4MG-RFM","Birth","0928","Brienne-le-Château, Bar-sur-Aube, Aube, Champagne-Ardenne, France"
"GQ19-BXH","Birth","0899","Ferme du Mont, Côte-d'Or, Burgundy, France"
"9CXH-CQ8","Birth","0922","Noyen, France"
"9CXH-CQF","Birth","0922","France"
"GH2N-PNR","Birth","0940","Roman Empire"
"GLY4-QNZ","Birth","0950",", , België"
"GG9X-684","Birth of Child","0973","Kleve, Kreis Kleve, Nordrhein-Westfalen, Allemagne"
"G23W-BJH","Birth","0941","Batenburg, Gueldre, Pays-Bas"
"G23W-12F","Birth","0953","Bavel, Brabant-septentrional, Pays-Bas"
"GKZ8-W38","Birth","0940",NA
"GKZZ-1FM","Birth","0940",NA
"GMDK-TGC","Birth","0940","Netherlands"
"GMDK-KJ1","Birth","0923","Netherlands"
"G61C-YGV","Death",NA,NA
"GDBJ-7N1","Birth","0920","Netherlands"
"G6RG-78L","Birth","0925","neth"
"GNQJ-BMV","Birth","0990","europe"
"9HD5-2W8","Birth","0935","Scotland"
"G9V7-VK8","Birth","1020","Fife, Scotland"
"GSFR-QMP","Birth",NA,"Scotland"
"GLDW-4BY","Marriage","1044","Orkney, Orkney Islands, Scotland"
"LXWX-5MS","Birth","0935","France"
"LV5F-VR7","Birth","0940",NA
"99PT-C18","Birth","0935","Kingdom of Essex"
"L5JV-NBP","Birth","0933","Shaftesbury, Dorset, Anglo-Saxon Britain"
"GGDS-L6K","Birth","0948","Sens, Yonne, Bourgogne, France"
"GGDS-J9Q","Birth","0953","Sens, Yonne, Bourgogne, France"
"LHN5-GBT","Birth","1000","Briole, Mayenne, Pas de la Loire, France"
"LHN5-G12","Birth","1005","Pas De La, Loire, Rhone-Alpes, France"
"KJWG-4QZ","Birth","0997","Jarzé, Maine-et-Loire, Pays de la Loire, France"
"LHF5-WB1","Birth","1000","Crépon, Calvados, Normandie, France"
"G8WB-24Q","Birth","1030","Angers, Maine-et-Loire, Pays de la Loire, France"
"G8WB-JPC","Birth","1030","France"
"9CXH-KVY","Birth","0985","Athenaise, Mayenne, Maine/Pas-de-la-Loire, France"
"9CXH-KVB","Birth of Child","1010","Mayenne, France"
"GJ38-RVP","Birth","0830","Baccarat, Meurthe-et-Moselle, Lorraine, France"
"GFPT-FJ7","Birth","0870","France"
"GFPR-KJ6","Birth","0885","Picardie, Frankreich"
"GFPR-6XT","Birth","0885","Europe"
"G6ZP-PHC","Birth","0890","Saint-Riquier, Somme, Hauts-de-France, France"
"GJP9-181","Birth","0912",NA
"L18Q-S5P","Birth",NA,"Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France"
"G27J-PL7","Birth",NA,"Gent, East Flanders, Belgium"
"G4K9-M28","Birth","1053","England"
"G67Z-Q8Q","Marriage","1080","England"
"GDGN-MHH","Birth","1035","Frankreich"
"G6SM-QLC","Birth","1037","Frankreich"
"2WN5-LGD","Birth","0970","Sussex, England"
"2WN5-L5T","Birth","0972","Sussex, England"
"GGY5-2ML","Birth","0905","Guisnes, Picardy, France"
"94L5-4JY","Birth","0922","Boulogne,Artois,France"
"GGY5-8HF","Birth","0927","Boulogne, Artois, France"
"9365-KL4","Birth","1010","Léon, Landes, Gascogne, France"
"M1XG-2K1","Birth","1014","France"
"LCXH-Z94","Birth","1020","Calais-Nord, Pas-de-Calais, Nord Pas-de-Calais, France"
"M9ZF-TQT","Birth","1022","St. Peters, Swadlincote, Derbyshire, England"
"G8Q4-HM9","Birth",NA,"Lincolnshire, England"
"KZN3-5GP","Birth","0990","Vierzon, Cher, Centre-Val de Loire, France"
"94BJ-FBD","Birth","0985",NA
"G7G9-ZLB","Death",NA,NA
"949K-Z4N","Birth","1079","Falaise, Calvados, Normandy, France"
"LB3C-NWX","Birth","1082","Crepy-en-Valois, Deparlment de l'Oise"
"LT9W-BSV","Birth","0970","Vestfold, Norway"
"LT9W-YJP","Marriage","1020","Europe"
"L8MB-ZFB","Birth","0706","Europe"
"L2TM-K5G","Birth","0710","Wessex"
"GL2C-MLS","Birth","0672","Kent, England"
"GL2H-PG1","Birth","0670","Kent, England"
"LTF1-5GV","Birth","0880","Moray, Scotland"
"GKV2-2Z6","Marriage","0920","Europe"
"M1X6-5YV","Birth","0910","Scotland"
"GGL1-2YB","Birth","0910","Scotland"
"LZBR-34C","Birth","0870","Lochell, Inverness-shire, Scotland"
"G2QG-CJ3","Birth of Child","0900","North Uist, Inverness-shire, Scotland"
"LZNF-SCW","Birth","0877","Scotland"
"GM46-33H","Birth","0885","Norway"
"LDW4-Z46","Birth",NA,"Denmark"
"L2SJ-Z1B","Birth","0950","Scotland"
"GVB1-4DF","Birth","0955","Scotland"
"LBZ2-25J","Birth","0875","France"
"GLBC-FYX","Marriage","0900","Europe"
"GGG9-3W6","Birth","1006","Ireland"
"GGW2-BY7","Birth","0810",NA
"GG4S-KWP","Marriage","0845","Europe"
"GMNQ-S53","Birth","0620","Lochow, Argyllshire, Scotland"
"G446-CXT","Birth","0635","Argyll, Scotland"
"KJH3-QW1","Birth","0597","Scotland"
"9CX7-BKX","Birth","0597",NA
"GQQL-CMR","Birth","0590","Ireland"
"LVY4-BD2","Birth","0595","Ireland"
"GDQ3-QW3","Birth","0600","Tara, Meath, Ireland"
"GQM8-HZJ","Birth","0590","Ireland"
"GH76-6N5","Birth","0605","Ireland"
"G212-DM4","Birth","0620","Ireland"
"GLSR-TNY","Birth","0650","Leinster, Ireland"
"G3ST-F4C","Birth","0652","Leinster, Ireland"
"GG87-B3G","Birth","0940","Lochawe, Argyll and Bute, Scotland"
"GG8W-8LL","Birth","0970",NA
"GH7K-T37","Birth","0990","Leinster, Ireland"
"GLJB-JVH","Birth","0829","Ulster, Ireland"
"LVG3-W16","Birth","0850","Tyrone Ulster, Donegal, Ireland"
"GHY3-6W5","Birth","0870","Arles, Pyrenees-Orientales, Languedoc-Roussillon, France"
"GGZ9-45C","Birth","0864",NA
"LCPY-NG4","Birth","0860","England"
"GP9Z-KVF","Birth","0963",NA
"GKQX-ZWW","Birth","0923","Northumbria, England"
"GKQX-HSZ","Birth","0925","England"
"GQKV-84J","Birth",NA,"France"
"L1FK-7PV","Birth","0930","Maroilles, Nord, Hauts-de-France, France"
"GPSX-RG2","Birth of Child","0930",NA
"GPSF-8QT","Birth of Child","0930",NA
"GPSF-S9W","Death",NA,NA
"G6KF-2P6","Birth","0870","Vermandois, Frankreich"
"G6KF-R2F","Birth","0875","Vermandois, Frankreich"
"GGZ7-CSQ","Birth","0890","França"
"GGZ7-8LZ","Birth","0895","França"
"L71H-767","Birth","0910","Armagh, Dublin, Ireland"
"9HV2-QLG","Birth","0920","Connaught, Ireland"
"G7Y3-MTZ","Birth","0998","Essex, England"
"GC2W-1PF","Birth","1000","Essex, England"
"9CMV-8DF","Birth","0822","Aquino, Campania, Italy"
"9QQG-T88","Birth","0831","AQUINO,, IT"
"L1D6-9BJ","Birth","0810","Gaeta, Latina, Lazio, Italia"
"L1D6-4RF","Birth","0820","Napoli, Napoli, Campania, Italia"
"G3W9-JKZ","Birth","0820","Gaeta, Latina, Lazio, Italia"
"GDLX-5BK","Birth","0750",NA
"L1D8-H75","Death of Parent","0842",NA
"G38X-1BB","Death",NA,NA
"G3W7-41N","TitleOfNobility","0815",NA
"G3WJ-W5F","Birth of Child","0822","Napoli, Napoli, Campania, Italia"
"9CMV-86D","Death","0818",NA
"LHW6-5MM","Birth","0843","Napoli, Napoli, Campania, Italia"
"GQYV-369","Birth","0830","Napoli, Napoli, Campania, Italia"
"L81P-QT8","Birth","0830","Italia"
"G38J-3LB","Death of Parent","0915",NA
"L1DX-MK8","Birth","0820",NA
"L1D6-1KJ","Birth of Child","0850",NA
"G497-9Z9","Death",NA,NA
"G49Q-RDR","Death",NA,NA
"GPMY-S4Q","Death",NA,NA
"GQHD-LYD","Birth","1115","Manchester, Lancashire, England"
"L6DB-Q3S","Birth","1139",NA
"LCRN-96V","Birth","0990",NA
"GLZQ-2WN","Birth","1001","Capua, Campania, Italia"
"GVQP-K8B","Birth","1020",NA
"GVQ5-6Z1","Birth","1020",NA
"GVQ5-35M","Birth","1027","France"
"GVQ5-H33","Birth","1030","Châtelperron, Allier, Auvergne-Rhône-Alpes, France"
"GGS1-4MY","Birth","0987","Donzy,58102,Nièvre,Bourgogne-Franche-Comté,FRANCE,"
"GGJD-J7S","Birth","0985","Reulle-Vergy,21523,Côte-d'Or,Bourgogne-Franche-Comté,FRANCE,"
"GVWG-2D5","Birth","0965","La Ferté-Milon, Aisne, Picardie, France"
"GVWP-W2G","Birth","1000","Montmerle-sur-Saône, Ain, Rhône-Alpes, France"
"GVWP-MKV","Birth","0985","Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France"
"GSYG-QH7","Birth","1012","Lavardin, Sarthe, Maine/Pays de la Loire, France"
"GW32-F8L","Birth","1015","France"
"G2P4-2GP","Birth","1000","France"
"LYRZ-Z3F","Birth","1040","France"
"G6Z3-J2G","Birth","0995","Verdun, Meuse, Lorraine, France"
"GJTL-P5Q","Birth","1000","Fresnes-sur-Escaut, Nord, Hauts-de-France, France"
"GJTL-RDN","Birth","1010",NA
"GVZ5-QGQ","Birth","1033","Thérouanne, Pas-de-Calais, Nord-Pas-de-Calais, France"
"L2YT-SMS","Birth","1038","Desvres, Pas-Calés, Heuts-d'Franche, Française"
"L2YT-S91","Birth","1046","Thérouanne, Pas-Calés, Heuts-d'Franche, Française"
"LRNT-D8B","Birth","1033","Humières, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G99K-CQC","Birth","1044","Bours, Pas-de-Calais, Nord-Pas-de-Calais, France"
"LRHN-5VG","Birth","1051","Fresnoy, Pas-de-Calais, Nord-Pas-de-Calais, France"
"L2TT-ZW1","Birth","1049","Grigny, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G2F3-VBV","Birth","0872","Dublin, Ireland"
"L71K-WNF","Birth","0831","Cúige Laighean, Ireland"
"GVZ3-JK4","Birth","0830","OF LEINSTER, IRELAND"
"G36W-N8P","Birth","0895",NA
"L2TG-G9L","Birth","0928","NORITHAL,, GE"
"9QQJ-672","Birth","0928","NORITHAL, GERMANY"
"G2CH-MSB","Birth","0925",NA
"GNXV-7QG","Birth","0912","Traungau, Upper Austria, Austria"
"GNXV-WLR","Birth","0925",NA
"GZF7-Z24","Birth","0950","Looz, Limbourg, Belgique"
"GZF7-6DS","Birth","0970","Vliermaal, Limburg, Vlaanderen, België"
"GZ2Z-SMM","Birth","1055","Wentworth Woodhouse, Yorkshire, England"
"L2RH-9N6","Birth","1010","Carentan, Manche, Normandy, France"
"GK8B-WS6","Birth","1026","La Ferté-Macé, Alençon, Orne, Lower Normandy, France"
"GGPG-SQZ","Birth","0849","Suffolk, England, United Kingdom"
"GL5F-YQ8","Birth","0998",NA
"GL5N-92T","Birth","1000",NA
"933R-P8G","Birth","1400","of Penarth, Llanarmon, Caernarvonshire, Wales"
"G6X7-B4S","Birth","0960","Wales"
"L6QG-L79","Birth","0840","Powys, Wales"
"LXQB-VTP","Birth",NA,"Powys, Wales"
"GG36-WCV","Birth","0850","Boves, Amiens, Somme, Picardie, France"
"GG4D-12Z","Birth","0860","Boves, Amiens, Somme, Picardie, France"
"GHY4-B1T","Birth","0870","Nonant, Calvados, Normandie, France"
"GHYH-3DR","Birth","0860","France"
"GCD7-1BL","Birth","0832","Vermandois, Aisne, Picardie, France"
