"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GFGQ-3WG","51.83747","-0.18951","Hertfordshire, England","51.85739","-1.29353","Oxfordshire, England"
"GCSH-FLR","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"GJGV-P2H",NA,NA,"Kendal, Westmorland, England",NA,NA,"Dacre, Cumberland, England"
"LT9L-9DL","52.78333","0.06667","Fleet, Lincolnshire, England",NA,NA,NA
"GQ87-DXK","53.3136","-2.3184","Mobberley, Cheshire, England, United Kingdom","53.3136","-2.3184","Mobberley, Cheshire, England, United Kingdom"
"GDWL-38B","53.35","-2.45","High Legh, Cheshire, England","53.19228","-2.36734","Northwich, Cheshire, England"
"GL5J-HPS",NA,NA,NA,NA,NA,NA
"GWL3-3TW","53.258","-2.1215","Macclesfield, Cheshire, England","53.56678","-2.30561","Salford, Lancashire, England"
"GH8Y-12B","53.95878","-1.08248","Great Harwood, Yorkshire, England","53.56678","-2.30561","Salford, Lancashire, England"
"G64P-J5N","53.38333","-2.4","Dunham Massey, Cheshire, England","53.38333","-2.4","Dunham Massey, Cheshire, England"
"GFX6-DSM","53.5497","-0.4995","Glanford Bridge, Lincolnshire, England","53.38333","-2.4","Dunham Massey, Cheshire, England"
"GGRD-HD4",NA,NA,NA,NA,NA,NA
"GZ88-2DB","54.4059","-1.7337","Richmond, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"GD6L-CRG","54.3983","-1.7053","Easby, Yorkshire, England","54.3983","-1.7053","Easby, Yorkshire, England"
"LCXL-JLF","53.8723","-2.3928","Clitheroe, Lancashire, England","53.87374","-2.38728","Clitheroe, Lancashire, England"
"LCXL-JG4","53.8723","-2.3928","Clitheroe, Lancashire, England",NA,NA,NA
"GLRY-TWX","53.8723","-2.3928","Thornley with Wheatley, Clitheroe, Lancashire, England",NA,NA,NA
"LY2R-ZTW","53.797","-2.8892","Kirkham, Lancashire, England","53.811","-2.7249","Broughton, Lancashire, England"
"GDN4-V9Z","53.811","-2.7249","Broughton, Lancashire, England",NA,NA,NA
"G7RB-S1X","52.4379","-1.6496","England",NA,NA,NA
"L218-HG3","52.4379","-1.6496","England",NA,NA,NA
"GFJV-R8Z","52.4379","-1.6496","England",NA,NA,NA
"G7L9-PHM","53.56667","-0.98333","Hatfield, Yorkshire, England","52.4379","-1.6496","England"
"GMFR-BZN","52.57838","1.69713","Bradwell, Suffolk, England","53.15812","-0.23925","Lincolnshire, England"
"G8NT-D1D","53.3485","-1.743","Hope, Derbyshire, England","53.3485","-1.743","Hope, Derbyshire, England"
"GZH6-QWJ","52.30147","0.83561","Ixworth, Suffolk, England",NA,NA,NA
"G6G1-V9Z","52.1367","-1.2725","Chipping Warden, Northamptonshire, England, United Kingdom","52.1367","-1.2725","Chipping Warden, Northamptonshire, England"
"GC98-WHL","52.1367","-1.2725","Chipping Warden, Northamptonshire, England","52.1367","-1.2725","Chipping Warden, Northamptonshire, England"
"G849-CNZ","53.81849","-2.62573","Lancashire, England, United Kingdom","53.3586","-2.8136","Hutt Manor, Halewood, Prescott, Lancashire, England"
"M1XC-PS3","53.7499","-2.8936","Warton, Lancashire, England",NA,NA,NA
"LBWR-HLC","53.7499","-2.8936","Warton, Lancashire, England, United Kingdom","53.81849","-2.62573","Lancashire, England, United Kingdom"
"LVDP-HNC","53.7499","-2.8936","Warton, Lancashire, England",NA,NA,NA
"GNXV-XDY","53.11546","-1.02722","Newbold, Nottinghamshire, England, United Kingdom","53.11546","-1.02722","Newbold, Nottinghamshire, England, United Kingdom"
"GNXV-L21",NA,NA,"Newbold, Nottingham, England",NA,NA,NA
"LKQP-JBD","53","-1","Lowdham, Nottinghamshire, England",NA,NA,NA
"GJT6-K6R","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"G2JT-687","53.442","-1.4677","Ecclesfield, Yorkshire, England",NA,NA,NA
"GWYG-3GH","52.98838","-1.98093","Cheadle, Staffordshire, England","52.98838","-1.98093","Cheadle, Staffordshire, England"
"G8W1-V86","52.98838","-1.98093","Cheadle, Staffordshire, England",NA,NA,NA
"LHD4-F6B","53.02409","-0.98807","Gonalston, Nottinghamshire, England","53.0979","-1.4399","Wingfield, Derbyshire, England"
"L6HZ-LGB","53.02776","-1.47484","Belper, Derbyshire, England","53.02","-0.988","Gonalston, Nottinghamshire, England"
"LY77-T37","52.8542","-2.576","Hodnet,Shropshire,England","52.64306","-2.71362","Hope Bowlder,Shropshire,England"
"G8MY-1J3","52.4379","-1.6496","England",NA,NA,NA
"LY71-RFH","51.6745","-0.5301","Isenhampstead Chenies,Buckinghamshire,England","52.42917","-2.7965","Norton Cheney, Shropshire, England"
"LY71-YS8","52.4379","-1.6496","England",NA,NA,NA
"LYWM-SRF","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GSRN-P7F","52.4379","-1.6496","England",NA,NA,NA
"LY38-5W8","52.66405","-1.79567","Freeford,Staffordshire,England","52.66405","-1.79567","Freeford,Staffordshire,England"
"LY37-YG8","52.7709","-1.8442","Hamstall Ridware, Staffordshire, England","52.7709","-1.8442","Hamstall Ridware, Staffordshire, England"
"G9SV-QW3","52.77951","-1.91711","Staffordshire, England",NA,NA,NA
"KNHW-S7D","52.1143","0.8655","Kettlebaston, Suffolk, England","51.4551","-1.2154","Frilsham, Berkshire, England"
"KFN1-5SD","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"KN7J-XS2","52.9798","-1.8105","Norbury Hall, Derbyshire, England","52.9798","-1.8105","Norbury Hall, Derbyshire, England"
"9S1N-9NW","51.85739","-1.29353","Oxfordshire, England","51.9299","0.7","Earls Colne, Essex, England"
"GGG7-ZFW","51.58749","0.60937","Rayleigh, Essex, England","51.85229","0.61466","Essex, England"
"9STQ-HGV","51.81681","-0.81308","Aylesbury, Buckinghamshire, England","52.4379","-1.6496","England"
"GC81-6YM",NA,NA,"Stanstead, Essex, England","51.8816","-0.838","Whitchurch, Buckinghamshire, England"
"LZKC-CQC","52.65858","-2.20296","Chillington Hall, Wolverhampton, Staffordshire, England, United Kingdom","52.2707","-1.8931","Studley, Stratford-on-Avon, Warwickshire, England, United Kingdom"
"LCMH-CB4","51.0687","-1.794","Fonthill Gifford, Salisbury, Wiltshire, England, United Kingdom","52.2921","-1.7769","Beaudesert Castle, Beaudesert, Stratford-on-Avon, Warwickshire, England, United Kingdom"
"G3Y5-1P9","52.86086","-2.73124","Wem, Shropshire, England","52.856","-2.725","Wem, Shropshire, England, United Kingdom"
"MDC2-B2Z",NA,NA,NA,NA,NA,NA
"LCTX-HJN","52.8598","-3.0538","Oswestry, Shropshire, England","52.8598","-3.0538","Oswestry, Shropshire, England"
"LHQN-GT7","52.64306","-2.71362","Shropshire, England","52.84114","-3.02583","Oswestry, Shropshire, England"
"L7GF-QH6","52.9778","-1.8918","Alton Cheadle, Staffordshire, England","-23.4","29.8","Joppa, Israel"
"9Z8P-ZZR","52.2061","-1.6582","Alveston Castle, Warwickshire, England","52.98838","-1.98093","Cheadle, Staffordshire, England"
"LYM9-VNK",NA,NA,"Steeple, Lavington, Wiltshire, England",NA,NA,"Gwynedd, Caernorvonahire, Wales"
"GCQW-XV9","50.88333","-0.31666","Bramber Castle, Sussex, England",NA,NA,"Tutbury Castle, Derbyshire, England "
"GG2Z-74P","52.4379","-1.6496","England",NA,NA,NA
"G92T-3J1","53.88714","-1.86139","Morton, Yorkshire, England","52.4379","-1.6496","England"
"G92T-SN2","53.88714","-1.86139","Morton, Yorkshire, England",NA,NA,NA
"9Z8B-2Z4","52.79345","-0.05778","Moulton, Lincolnshire, England, United Kingdom",NA,NA,NA
"9HZL-G93","52.79345","-0.05778","Moulton, Lincolnshire, England, United Kingdom",NA,NA,NA
"LBPK-RZ8","51.3305","0.0563","Downe, Kent, England",NA,NA,NA
"G9WY-44D","51.22608","0.75054","Kent, England","52.4379","-1.6496","England"
"G4D7-N3T","52.0543","1.1559","Ipswich, Suffolk, England","52.0543","1.1559","Ipswich, Suffolk, England"
"G4D7-ZQK","52.0543","1.1559","Ipswich, Suffolk, England","52.0543","1.1559","Ipswich, Suffolk, England"
"G4DQ-5BY","52.73333","-2.33333","Lynn, Shropshire, England","52.4379","-1.6496","England"
"G4D7-3KC",NA,NA,NA,"52.4379","-1.6496","England"
"LC5X-BB1","52.2751","1.0653","Suffolk, England",NA,NA,NA
"KG26-VKT","52.4379","-1.6496","England",NA,NA,NA
"9XX1-Q5M","52.4379","-1.6496","England","52.4379","-1.6496","England"
"9XX1-Q5S","52.4379","-1.6496","England","52.4379","-1.6496","England, United Kingdom"
"97RB-WX2","52.9","-1.18333","Clifton, Nottinghamshire, England",NA,NA,NA
"LB4L-7L6","52.9","-1.18333","of Clifton, Nottinghamshire, England","52.9","-1.18333","Clifton, Nottingham district, Nottinghamshire, England, United Kingdom"
"MRTR-5JF","51.3018","1.2277","Preston, Kent, England, United Kingdom","52.4379","-1.6496","England"
"LZN6-VNN","53.03","-1.0291","Epperstone, Nottinghamshire, England, United Kingdom",NA,NA,NA
"LVDX-RLM","52.599","1.477","Buckenham, Norfolk, England, United Kingdom","52.57378","0.67734","Hilborough, Norfolk, England, United Kingdom"
"GDBY-B5R",NA,NA,NA,"52.57378","0.67734","Hilborough, Norfolk, England, United Kingdom"
"G4Y5-672","50.6593","-1.1498","Tothill Manor, Sandown, Isle of Wight, England, United Kingdom","50.6593","-1.1498","Tothill Manor, Sandown, Isle of Wight, England, United Kingdom"
"G3RK-NKF","51.35514","-2.24008","Bradford-on-Avon, Wiltshire, England","51.35514","-2.24008","Bradford-on-Avon, Wiltshire, England"
"GLR7-TVF","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"GLRW-84W","52.4379","-1.6496","England, United Kingdom","52.4379","-1.6496","England, United Kingdom"
"GQ7S-SRS","53.11546","-1.02722","Nottinghamshire, England","53.11546","-1.02722","Nottinghamshire, England"
"LTKG-B7Q","53.24104","-0.94054","Markham Clinton, Nottinghamshire, England","53.24104","-0.94054","Markham Clinton, Nottinghamshire, England"
"94C5-D5F","53.22762","-0.89808","Tuxford, Nottinghamshire, England","52.4379","-1.6496","England"
"GGK7-XZ6","52.96798","-0.99887","Shelford, Nottinghamshire, England","53.2","-1.15","Warsop, Nottinghamshire, England"
"G4JG-9R6","53.36172","-1.08091","Hodsock, Blyth, Nottingham, England",NA,NA,NA
"9HT1-T15","53.16175","0.20315","Bratoft, Spilsby, Lincolnshire, England",NA,NA,NA
"CDNG-TKJ","52.85193","-0.19798","Risegate, Lincolnshire, England",NA,NA,NA
"L69K-RP5","53.95878","-1.08248","Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"L69K-RTZ","53.40914","-2.1595","Stockport, Cheshire, England","52.018","-0.9042","Thornton, Buckinghamshire, England"
"GM91-25Q","52.82626","-1.94636","Newton, Staffordshire, England",NA,NA,NA
"G3L3-QYY",NA,NA,NA,NA,NA,NA
"GXHV-QS1","52.4379","-1.6496","England",NA,NA,NA
"GVH2-YWQ","52.4379","-1.6496","England",NA,NA,NA
"GXHV-Z9P","52.4379","-1.6496","England",NA,NA,NA
"GVHL-4XP","52.4379","-1.6496","England",NA,NA,NA
"K8GJ-BL9","53.95878","-1.08248","Lonsdale, Yorkshire, England",NA,NA,NA
"GHB1-7Z2",NA,NA,NA,NA,NA,NA
"GSK3-V39","52.4379","-1.6496","England",NA,NA,NA
"G4N4-9J7","52.4379","-1.6496","England","52.4379","-1.6496","England"
"LV9P-F6H","54.76426","-1.57104","Durham, England","54.5478","-1.9247","Barnard Castle, Durham, England"
"G6SK-55S","53.51667","-1.48333","Rockley, Worsborough, , England","53.51667","-1.48333","Worsborough, South Yorkshire, England, United Kingdom"
"GKTD-ZF5","53.51667","-1.48333","Rockley, Worsborough, , England","53.53333","-1.48333","Worsborough Common, Yorkshire, England, United Kingdom"
"GJT3-2SB","53.95878","-1.08248","Yorkshire","53.95878","-1.08248","Yorkshire"
"GJT3-P6F",NA,NA,NA,NA,NA,NA
"9ZHM-SBS","51.27304","-1.96167","Market Lavington, Wiltshire, England","51.5229","0.2948","South Ockendon, Essex, England"
"KZMK-ZBX","52.4379","-1.6496","England",NA,NA,NA
"G8W1-8FF","51.11974","-2.9","Somerset, England","52.02423","-0.41254","Bedfordshire, England"
"GVRS-TQJ",NA,NA,NA,NA,NA,NA
"GDDS-9KS","51.11974","-2.9","Somerset, England",NA,NA,NA
"GH2Q-1F3","52.4379","-1.6496","England",NA,NA,NA
"GHS6-DMR","52.064","-2.5617","Tarrington, Herefordshire, England","51.914","-2.587","Ross, Herefordshire, , England"
"L5ZN-FXF","52.13436","-2.74917","Ludlow, Herefordshire, , England","52.4379","-1.6496",", , , England"
"L6JH-GDS","50.766","-2.14508","Dorset, England",NA,NA,NA
"LKB9-V2B","50.8882","-2.9223","Chaffcombe, Chard, Somerset, England, United Kingdom","46.2301","0.6822","L'Isle-Jourdain, Vienne, Poitou-Charentes, France"
"GKWQ-MTS","43.604","1.443","Toulouse, Haute-Garonne, Occitanie, France","46.2301","0.6822","L'Isle-Jourdain, Vienne, Poitou-Charentes, France"
"GKTL-VCS","50.8882","-2.9223","Chaffcombe, Somerset, England",NA,NA,NA
"GVNP-N48","50.8882","-2.9223","Chaffcombe, Somerset, England","50.8882","-2.9223","Chaffcombe, Somerset, England"
"L51V-X39","52.0958","-2.7633","Burghill, Herefordshire, England",NA,NA,NA
"KF21-59D","52.0958","-2.7633","Burghill, Herefordshire, England",NA,NA,NA
"G8WN-FNJ",NA,NA,NA,NA,NA,NA
"G8WN-YR9","52.1941","-2.9706","Lyonshall, Hereford, England","52.13436","-2.74917","Herefordshire, England"
"GVYN-91W",NA,NA,NA,NA,NA,NA
"GDXR-Z6J","52.318","1.2721","Stradbroke, Suffolk, England",NA,NA,NA
"LCB7-DY8","52.3184","1.2726","Stradbroke, Suffolk, England",NA,NA,NA
"LZPL-P2T","52.4379","-1.6496","England","31.67","35.25","Palestine"
"MD2W-FVR","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GX5L-N9X","53.42","-0.031","Ludborough, Lincolnshire, England","52.4379","-1.6496","England"
"GJRB-LHM","51.51","-0.12","London, England, United Kingdom",NA,NA,NA
"GW6C-YZL","56.67","-2.917","Forfarshire, Scotland, United Kingdom","56.81674","-4.18396","Scotland, United Kingdom"
"G6WN-HNQ",NA,NA,NA,"56.81674","-4.18396","Scotland"
"LVQ8-757","52.58915","-0.43889","Thornhaugh, Northamptonshire, England",NA,NA,NA
"G3WH-GH9","51.11974","-2.9","Somerset, England","51.11974","-2.9","Somerset, England"
"G3WC-8QK",NA,NA,NA,NA,NA,NA
"KZF4-7ZP",NA,NA,NA,NA,NA,NA
"LKDB-CHB","53.7","-2.63333","Clayton Le Woods, Lancashire, England","53.7","-2.63333","Clayton Le Woods, Lancashire, England"
"LKDB-CPV","53.81849","-2.62573","Lancashire, England","53.6533","-2.6288","Clayton le Woods, Near Chorley, Lancashire, England"
"LV7W-G2J","52.4379","-1.6496","England",NA,NA,NA
"LV7W-GLV","52.4379","-1.6496","England",NA,NA,NA
"G4WP-V2Y","53.23333","-2.91666","Mollington Banastre, Backford, Cheshire, England, United Kingdom","53.95","-2.46667","Newton, Lancashire, England"
"G9HN-ZC3","53.4","-2.61666","Bewsey Hall, Lancashire, England","53.56223","-2.32869","Radcliffe, Lancashire, England"
"LRGR-PTN","49.06","-0.11","Normandy, France",NA,NA,NA
"G463-ZW2",NA,NA,NA,NA,NA,NA
"LZPD-1NM","52.4379","-1.6496","England","52.4379","-1.6496","England"
"G681-TWZ","52.4389","-1.648","Meriden, Warwickshire, England","52.4379","-1.6496","England"
"GLVW-CNG","52.4379","-1.6496","England",NA,NA,NA
"M1BL-SPJ",NA,NA,NA,"55.0042","-7.5286","Dunalamelin Castle, Ardee, Ireland"
"M1XW-Q8R","52.13436","-2.74917","Of Hereford, England",NA,NA,NA
"GWQZ-99H","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GVCF-FBD","52.29892","1.08635","Horham, Hartismere, Suffolk","52.1901","1.0976","Stonham, Bosmere, Suffolk"
"LVMW-L6L","52.15","1.06666","Bosmere, Suffolk, England","52.15","1.06666","Bosmere, Suffolk, England"
"G4V7-NJ3","52.92517","-2.5876","Calverhall, Shropshire, England","52.92517","-2.5876","Calverhall, Whitchurch, Shropshire, England, United Kingdom"
"GK8W-BPS","52.4379","-1.6496","England",NA,NA,NA
"L5NY-RC3","52.4379","-1.6496","England",NA,NA,NA
"GLDJ-RLM","52.4379","-1.6496","England",NA,NA,NA
"GHFH-BST","52.8544","-1.6893","Tutbury, Staffordshire, England","52.8544","-1.6893","Tutbury, Staffordshire, England"
"GH6Z-33R","52.63268","-1.15406","Leicester, Leicestershire, England","52.63268","-1.15406","Leicester, Leicestershire, England"
"GH7F-N9K","53.95878","-1.08248","Yorkshire, England",NA,NA,NA
"GH7N-QF6","52.4379","-1.6496","England",NA,NA,NA
"LK45-NG7","45.1667","-0.5","Blaye, Gironde, Aquitaine, France","55.33405","-1.98349","Tilmouth, Northumberland, England"
"LBT9-XPS","44.5831","-0.0876","Gironde, Gironde, Aquitaine, France","55.33405","-1.98349","Northumberland, England"
"GSGK-453","52.4379","-1.6496","England",NA,NA,NA
"GVJF-CKR","52.4379","-1.6496","England",NA,NA,NA
"MBDR-25N","54.56666","-0.96666","Skelton Castle, Yorkshire, England","54","-1.1337","Skelton, Yorkshire, England"
"9H2D-1SW","53.91667","-1.33333","Thorp Arch, Yorkshire, England","54.56666","-0.96666","Skelton Castle, Yorkshire, England"
"G6FV-D1R","54.3345","-2.6928","Kendal Castle, Westmoreland, England","54.3345","-2.6928","Kendal Castle, Westmoreland, England"
"G6FK-3N7","52.35","-0.85","Chippin Warden, Northamptonshire, England","52.4379","-1.6496","England"
"29YY-1JB","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"9MWM-SDQ","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"LBHJ-BHL","54.28333","-1.58333","Bedale, Yorkshire, , England","54.28333","-1.58333","Bedale, Yorkshire, England"
"G3VK-N44","53.91411","-1.24894","Healaugh, Yorkshire, England","53.91862","-1.28357","Wighill, Yorkshire, England"
"GXRN-9BY","54.24398","-1.36867","Thirsk, Yorkshire, England","54.38709","-1.97477","Healaugh, Yorkshire, England"
"GWL6-5DH","53.35591","0.14388","Great Carlton, Lincoln, England","54.1363","-1.5233","Jervaulx Abbey, Ripon, Yorkshire, England"
"LZB6-VDC","54.05","-1.45","Staveley, Yorkshire, England","54.0604","-1.4412","Staveley, Yorkshire, England, United Kingdom"
"G7VP-XNY","54.05","-1.45","Staveley, Yorkshire, England",NA,NA,NA
"G8Q4-WS9","54.46667","-1.06667","Kildale, Yorkshire, England","54.5363","-1.0519","Guisborough, Yorkshire, England"
"LRCY-FT9","53.24082","0.27839","Mumby, Lincolnshire, England",NA,NA,NA
"G6TJ-8X8","5.2827","-3.5613","France, Grand-Bassam, Sud-Comoé, Côte d'Ivoire","54.76426","-1.57104","Durham, England"
"GSY8-MSF","49.5","2.8333","Piiquigny, Picardie, France","54.4059","-1.7337","Richmond, Yorkshire"
"93T9-M9Z","51.53639","-2.3919","Chipping Sodbury, Gloucestershire, England","51.75908","-1.20768","Headington, Oxfordshire, England"
"GSX8-53N","50.0753","2.1261","Domart-en-Ponthieu, Picardie, France","52.4379","-1.6496","England"
"L8WB-J9Q","55.2","-4.66667","Carrick, Ayrshire, Scotland",NA,NA,NA
"9ZHQ-TZW","56.00225","-2.51692","Dunbar, East Lothian, Scotland","55.97974","-2.52444","Dunbar, East Lothian, Scotland"
"LVDV-55F","54.9235","-3.051","Burgh by Sands, Cumberland, England","55.5806","-2.6491","Dryburgh, Berwickshire, Scotland"
"M89J-PJH","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"G4ZZ-RG1","52.67827","0.97259","Norfolk, , England","52.33022","-3.76641","England and Wales, United Kingdom"
"LHNL-TDF","52.4379","-1.6496",",, England",NA,NA,NA
"9CFB-21J","47.78208","-3.43422","La Trinité, Morbihan, Bretagne, France","48.0427","-2.4041","Guilliers, Morbihan, Bretagne, France"
"LD83-P5R","48.6816","-3.9828","Saint-Pol-de-Léon, Finistère, Bretagne, France","47.9539","-2.5466","Josselin, Morbihan, Bretagne, France"
"L2QK-S7H","48.1969","-4.0881","Châteaulin, Finistère, Brittany, France","47.8333","-1.8333","Redon, Ille-et-Vilaine, Brittany, France"
"K8LG-7VF","45.3497","4.8809","Anjou, Isere, Rhone-Alpes, France","31.7819","35.2353","Jerusalem, Kingdom of Jerusalem "
"LCRD-7SM","52.5685","-0.6514","Harringworth, Northamptonshire, England","52.66667","-2.3","Tong, Shropshire, England"
"LYC8-SMJ","49.06","-0.11","Normandie, France","54.53065","-3.07617","Cumberland, England"
"L44Q-Z9R","53.963","-2.0163","Skipton, Yorkshire, England","44.8373","-0.576","Gernon Castle, Normandie, Bordeaux, Aquitaine, France"
"GD3P-9M1","53.80918","-0.18092","Holderness, Yorkshire, England","52.94656","-0.94946","Bingham, Nottinghamshire, England"
"G8DY-N4M","52.98766","-0.95467","East Bridgford, Nottinghamshire, England","52.98766","-0.95467","East Bridgford, Nottinghamshire, England"
"GJJP-LYM","52.4379","-1.6496","England","46","2","France"
"GJJP-ND7","49.06","-0.11","Normandy, France","46","2","France"
"LYD5-77Z",NA,NA,NA,"52.09096","-4.6946","Ambushed at Consyllt, near Basingwerk Abbey, Flintshire, Wales"
"99Y7-68F","53.98333","-2.25","Halton, Yorkshire, England","55.4","-1.7","Alnwick Castle, Northumberland, England"
"LYPN-17G","53.2316","-0.5394","Lincoln, Lincolnshire, England","53.2316","-0.5394","Lincoln, Lincolnshire, England"
"LYPJ-9YN","53.95878","-1.08248","Pontrefact, Yorkshire, England","53.51303","-1.19231","Spotbrough, Yorkshire, England"
"9CS2-QX2","51.43333","-1.85","Winterbourne Monkton, Wiltshire, England","51.44432","-1.76292","Rockley, Wiltshire, England"
"L785-BPL","51.0687","-1.794","Salisbury, Wiltshire, England","51.66666","-4.91666","Pembroke Castle, Pembrokeshire, Wales"
"M667-BQB","51.16935","0.3167","Tonbridge, Kent, England","53.08333","-7","Leinster, Ireland"
"9H6D-FWP","53.08333","-7","Leinster, Ireland","52.26666","-7.1","Waterford, County Waterford, Ireland"
"LYL9-9R4","51.2012","-4.0624","Berrynarbor, Devon, England",NA,NA,NA
"G249-6L3",NA,NA,NA,NA,NA,NA
"GV2J-2NK",NA,NA,NA,NA,NA,NA
"GSY2-33D","53.0199","-2.7676","Malpas, Cheshire, England","53.0192","-2.7672","Malpas, Cheshire, England"
"GX3R-VH8","53.0192","-2.7672","Malpas, Cheshire, England","53.0192","-2.7672","Malpas, Cheshire, England"
