"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"G46G-5SZ","50.73646","-3.71887","Devon, England","51.51","-0.12","London, England"
"LRRW-T4W","39.99","-83.94","North Hampton, Clark, Ohio, Estados Unidos da América",NA,NA,NA
"G691-T1X","52.35","-0.85","Northamptonshire, Inglaterra, United Kingdom",NA,NA,NA
"K2QS-FM7","52.4045","-1.1338","Stanford on Avon, Northamptonshire, England","52.4379","-1.6496","England"
"K2QS-FMX","52.4045","-1.1338","Stanford on Avon, Northamptonshire, England",NA,NA,NA
"GGKY-CDP","52.4379","-1.6496","England",NA,NA,NA
"GGKY-XPC","52.4379","-1.6496","England",NA,NA,NA
"GGKY-63F","52.4379","-1.6496","England",NA,NA,NA
"GGKY-X4M","52.4379","-1.6496","England",NA,NA,NA
"9ZHM-1Y6","52.3855","-0.9085","Maidwell, Northamptonshire, England","52.5743","-0.672","Seaton, Rutland,England"
"GZ5Q-26T","51.19848","-1.74298","Amesbury, Wiltshire, England",NA,NA,NA
"9CWS-SF7","52.4379","-1.6496","England",NA,NA,NA
"M72Z-MS6","52.329","-0.904","Of, Brixworth, Northamptonshire, England",NA,NA,NA
"GQ63-KH5","52.49671","-0.63422","Great Weldon, Northamptonshire, England","52.515","-0.8584","Weston by Welland, Northamptonshire, England"
"GVRN-1VW","51.855","-1.272","Bletchingdon, Oxfordshire, England","52.49817","-0.63271","Little Weldon, Northamptonshire, England"
"LVRQ-RWD","52.3171","1.4258","Huntingfield, Athelington and Mendham, Suffolk, England","52.91667","-0.01667","Frampton, Lincolnshire, England"
"LTYY-5SF","52.5565","-0.601","Laxton Northamptonshire England","52.4379","-1.6496","England"
"GJMN-R74","52.4526","-1.1801","Misterton, Leicestershire, England, United Kingdom",NA,NA,NA
"GJMV-Z5Q",NA,NA,"Napton, Warwick, England",NA,NA,NA
"L84W-LSM","52.87688","-1.23745","Thrumpton Hall, Nottingham, Nottingham, England",NA,NA,NA
"LVN3-HTD",NA,NA,"Thrumpton Hall, Nottingham, Nottingham, England",NA,NA,NA
"K23H-VBH","52.209","-1.6145","Charlecote, Warwickshire, England",NA,NA,NA
"LZGL-FW8","52.209","-1.6145","of Charlecote,Warwickshire,England",NA,NA,NA
"GQ3G-27Q","53.94799","-1.82109","Middleton, Yorkshire, England","53.94799","-1.82109","Middleton, Yorkshire, England"
"GJTP-KKD","53.98333","-1.46666","Plumpton in Spofforth, Yorkshire, England","53.98333","-1.46666","Plumpton in Spofforth, Yorkshire, England"
"9QQW-VNS","52.2015","-0.6104","Harrold, Bedfordshire, England","46","2","France"
"GGRH-CJP","52.8125","-0.5187","Corby Glen, Lincolnshire, England, United Kingdom","52.02423","-0.41254","Friars Minors, Bedfordshire, England"
"LYK6-CHP","52.33781","-1.56089","Warwickshire, England","52.4379","-1.6496","England"
"GFQ5-MN4","52.33781","-1.56089","Warwickshire, England","52.33781","-1.56089","Warwickshire, England"
"9CHT-XCM","50.8808","-1.9158","Woodlands, Dorset, England",NA,NA,NA
"9CHT-XC3","50.8808","-1.9158","Woodlands, Dorset, England",NA,NA,NA
"GSJJ-YCF","51.76274","-0.65918","Buckinghamshire, England",NA,NA,NA
"GSJJ-BBX","51.76274","-0.65918","Buckinghamshire, England, United Kingdom",NA,NA,NA
"9CHT-XCJ","52.4379","-1.6496","Inglaterra, United Kingdom","51.76274","-0.65918","Buckinghamshire, Inglaterra, United Kingdom"
"GD8T-Q9M","51.4071","-2.4559","Saltford, Somerset, England","52.4379","-1.6496","Inglaterra, United Kingdom"
"LRV2-54M","51.4464","-1.0948","Englefield, Berkshire, England","51.4464","-1.0948","Englefield, Berkshire, England"
"LZZN-64S","51.4464","-1.0948","Englefield, Berkshire, England",NA,NA,NA
"GNG8-BDV","52.98333","-0.66666","Hougham, Lincolnshire, England",NA,NA,NA
"GDFB-95L",NA,NA,NA,NA,NA,NA
"GDFY-TDV",NA,NA,NA,NA,NA,NA
"M7L4-NNN","53.30485","-0.73209","Of, Brampton, Lincolnshire, England",NA,NA,NA
"M7L4-NJS","53.15812","-0.23925","Lincolnshire, England",NA,NA,NA
"GMS1-Y34","54.23333","-1.51667","Carthorpe, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"GDBF-Y67","53.15812","-0.23925",", , Lincolnshire, England","54.23333","-1.51667","Carthorpe, North Yorkshire, England, United Kingdom"
"GNWK-CVM","54.58333","-1.75","Hilton, Durham, England","54.58333","-1.75","Hilton, Durham, England"
"G3WZ-ZQN","51.85229","0.61466","Essex, England",NA,NA,NA
"GDH9-7Y9","53.88333","-0.45","Scorborough, Beverley, East Ride Yorkshire, England","53.89549","-0.45773","Scorborough, Beverley, Yorkshire, England"
"GQKT-3QR",NA,NA,"Stafford, Staffordshire, England","53.7961","-0.66404","Hotham, Yorkshire, England"
"G6FW-2BG","53.90237","-0.47039","Lockington, Beverley, Yorkshire, England",NA,NA,NA
"LZPT-WK1",NA,NA,NA,NA,NA,NA
"K2Q6-D1D","53.34204","-0.57487","Ingham, Lincolnshire, England, United Kingdom","53.34204","-0.57487","Ingham, Lincolnshire, England, United Kingdom"
"LBHD-3H4","52.82497","-0.46474","Irnham, Lincolnshire, England",NA,NA,NA
"L179-LQK","51.4736","-2.6267","Stoke Bishop, Gloucestershire, England","53.66667","-0.33333","Goxhill, Lincolnshire, England"
"KV2D-DTL","52.8739","-3.0042","Whittington, Shropshire, England","52.4379","-1.6496","England"
"LTYM-F3B","51.3907","0.4001","Cobham, Kent, England","51.3907","0.4001","Cobham, Kent, England"
"G6RX-K63","50.98048","-2.99597","Hatch, Somerset, England","51.3903","0.4005","Cobham, Kent, England"
"GXMM-Q11","52.7727","-1.2068","Loughborough, Leicestershire, England","53.15812","-0.23925","Lincolnshire, England"
"LC86-537","53.17284","0.08961","Eresby, Lincolnshire, England","53.17284","0.08961","Eresby, Lincolnshire, England"
"LKPM-NT8","55.1283","-1.5108","Blyth, Northumberland, England","56.0917","-3.9108","Bannockburn, Stirlingshire, Scotland"
"LKSG-NDD","54.6638","-3.3684","Cockermouth, Cumberland, England","55.1119","-1.5717","Horton, Northumberland, England"
"GH2G-Q5M","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GK16-FDM","52.4379","-1.6496","England",NA,NA,NA
"LKTR-PGJ","52.71389","-1.10152","Leicestershire, England","53.40626","-0.58639","Hemswell, Lincolnshire, England"
"LKTR-PJM","54.09204","-0.96509","Stittenham, Yorkshire, England",NA,NA,NA
"9ZHZ-MLX",NA,NA,NA,NA,NA,NA
"9ZHZ-MLN","53.92","-1.92","Gipton, Yorkshire, England","53.92","-1.92","Leeds, Yorkshire, England, United Kingdom"
"GDX8-RCJ","51.22608","0.75054","Goodstone, Kent, England","52.4379","-1.6496","England"
"L84K-1JQ","52.4379","-1.6496","England",NA,NA,NA
"L1JQ-XBF","51.9836","1.1576","Holbrook, Suffolk, England",NA,NA,NA
"GC4Z-17F","51.9836","1.1576","Holbrook, Suffolk, England","51.0628","-0.3264","Horsham, Sussex, England"
"9CWM-7YK",NA,NA,"West Chevington, Morpeth, Northumberland, England",NA,NA,"Morpeth, Northumberland, England"
"LD9V-LTJ","55.3173","-1.62001","Warkworth, Northumberland, England","54.9714","-1.614","Newcastle Upon Tyne, Northumberland, England"
"LZL1-9Z3","54.5871","-1.1385","Cleveland, Yorkshire, England","53.31244","-1.10426","Kilton Castle, Yorkshire, England"
"GLKK-KBN","54.5688","-0.9367","Brotton, , Yorkshire, England",NA,NA,NA
"GVNW-XT7","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GV1Z-FL4",NA,NA,NA,NA,NA,NA
"GM26-N1N",NA,NA,NA,"52.8103","-0.7334","Sproxton, Leicestershire, England"
"GVVT-Y2C","52.4767","-0.9215","Market Harborough, Leicestershire, England","52.8103","-0.7334","Sproxton, Leicestershire, England"
"9CCS-6FR","53.11546","-1.02722","Whatton in the Vale, Nottinghamshire, England","52.95","-0.89","Whatton in the Vale, Nottinghamshire,England"
"LTZY-66W",NA,NA,NA,"52.95","-0.89","Whatton in the Vale, Nottinghamshire,England"
"GMLQ-98G","52.7012","-0.9559","Ashby Folville, Leicestershire, England","52.702","-0.9542","Ashby Folville, Leicestershire, England"
"LY3G-Q69","52.71389","-1.10152","Leicestershire, England","52.702","-0.9542","Ashby Folville, Leicestershire, England"
"LTZT-8C9","52.657","-0.3412","Maxey, Northamptonshire,England","52.6574","-0.3406","Maxey, Northamptonshire, England"
"LT8F-4L1","52.628","-0.5527","Ketton, Rutland, England, United Kingdom","52.628","-0.5527","Ketton, Rutland, England, United Kingdom"
"GGWT-453","52.2103","-1.862","Oversley, Warwick, England","52.86086","-2.73124","Wem, Shropshire, England"
"94ZB-3WF","53.02693","-1.72161","Ashbourne, Derbyshire, England",NA,NA,NA
"M2GS-7TS","52.9831","-1.6023","Mercaston, Ashbourne, Derbyshire, England","52.4379","-1.6496","England"
"LHZ1-LGZ","53.11051","-1.62048","Derbyshire, England","53.11051","-1.62048","Derbyshire, England"
"LVYV-ZRQ","53.0167","-1.7333","Ashbourne, Derbyshire, England","53.81849","-2.62573","Lancashire, England"
"LVLY-QYR","53.54575","-0.40017","Somerby, Lincolnshire, England, United Kingdom",NA,NA,NA
"K8VG-Q1Z",NA,NA,NA,NA,NA,NA
"G69J-9BT","52.4379","-1.6496","England",NA,NA,NA
"G69N-Y2Q","52.4379","-1.6496","England","52.4379","-1.6496","England"
"G39Q-SNN","53.11546","-1.02722","Nottinghamshire, England",NA,NA,NA
"G39Q-39S","52.71389","-1.10152","Leicestershire, England",NA,NA,NA
"LHNR-ZXN","52.4379","-1.6496","England","53.28333","-2.5","Great Budworth, Cheshire, England"
"LHNR-ZJJ","53.31366","-2.31767","Mobberley, Cheshire, England","53.1852","-2.22739","Hulme Walfield, Cheshire, England"
"M3X6-JC2","53.18268","-2.53046","Cheshire Co., England",NA,NA,NA
"G6MW-PWL","53.18268","-2.53046","Cheshire, England, United Kingdom","53.18268","-2.53046","Cheshire, England, United Kingdom"
"G7YK-9K5","52.4379","-1.6496","England","52.95526","-4.05945","Gwynedd, Wales"
"L41W-FP7","52.71389","-1.10152","Leicestershire, England","52.4379","-1.6496","England"
"G4C6-WRM","52.1201","-3.0691","Whitney, Herefordshire, England","52.1201","-3.0691","Whitney, Herefordshire, England"
"LT9H-CQ8","52.02231","-2.30213","Birtsmorton, Worcestershire, England","52.12","-3.0712","Whitney on Wye, Hereford, Herefordshire, England"
"GDFB-M27","52.4379","-1.6496","England",NA,NA,NA
"GDFY-PSV","52.4379","-1.6496","England",NA,NA,NA
"LYK5-3HM","51.83747","-0.18951",",Hertfordshire,England.",NA,NA,NA
"KNR3-Y9S","51.83747","-0.18951",",Hertfordshire,England.",NA,NA,NA
"LBB3-7YB",NA,NA,NA,NA,NA,NA
"GW2T-WVX","52.4379","-1.6496","England",NA,NA,NA
"G6W4-9W6","52.4379","-1.6496","England",NA,NA,NA
"KP46-QPJ",NA,NA,NA,"51.8042","-0.6963","Drayton Beauchamp, Buckinghamshire, England"
"KP46-QGK",NA,NA,NA,NA,NA,NA
"GDJW-JM8",NA,NA,NA,"52.0074","0.9029","Polstead, Suffolk, England"
"G6H3-XMQ",NA,NA,NA,NA,NA,NA
"LYBD-CHG","53.4833","-2.9","Kirkby Ireleth Par, Lancashire, England, United Kingdom","53.4833","-2.9","Kirkby Ireleth Par, Lancashire, England, United Kingdom"
"LVDQ-1ZK","51.22608","0.75054","Kent Co, England, United Kingdom","51.39045","0.25716","Horton Kirby, Kent Co, England, United Kingdom"
"GH2P-FK2","51.213","0.6437","Ulcombe, Kent, England","51.213","0.6437","Ulcombe, Kent, England"
"GXF8-M5V",NA,NA,NA,NA,NA,NA
"G8TG-GYQ","53.11051","-1.62048","Stainsbury, Derbyshire, England","53.11051","-1.62048","Derbyshire, England"
"LRVC-VQ4","53.11051","-1.62048","Stainesby, Derbyshire, England",NA,NA,NA
"LC5Q-H7F","49.95","5.5","Luxembourg, Belgium","50.9333","6.95","Kreis Köln, Rhineland, Prussia, Germany"
"GVPT-F7G",NA,NA,NA,"50.3576","3.5235","Valenciennes, 59300, Nord, Nord-Pas-de-Calais, FRANCE"
"LYQX-YSD","50.89","4.84","Leuven, Louvain, Hertogdom Brabant, België (Heiliges Römisches Reich)","48.75","5.16666","Bar-le-Duc, Meuse, Lorraine, France"
"G7GF-P2B","50.49","4.86",", Namur, , Belgium",NA,NA,NA
"LDZJ-BG6",NA,NA,NA,"48.8667","2.3333","Paris,75056,Paris,Île-de-France,France,"
"LDZJ-BRT",NA,NA,NA,"45.1243","2.8582","Murat,15138,Cantal,Auvergne-Rhône-Alpes,FRANCE,"
"9HMM-VB6","48.9286","2.0418","Poissy, Yvelines, Île-de-France, France","42.75","2.75","Perpignan, Pyrénées-Orientales, Languedoc-Roussillon, France"
"2Z3H-71Z","50.87927","4.70214","Leuven, Brabant, Belgium","48.9926","1.9072","Les Mureaux, Seine-et-Oise, France"
"G6CD-WPQ","50.5","2.5","Artois, Pas-de-Calais, France","51.05558","2.6706","Veurne, West Flanders, Belgium"
"GLT6-JRZ","48.108","-1.6767","Rennes, Ille-et-Vilaine, Bretagne, France","48.78333","2.45","château de Vincennes, Val-de-Marne, Île-de-France, France"
"L1JQ-V4Y","50.602","3.7152","Château de Moulbaix, Moulbaix, Ath, Hainaut, België",NA,NA,NA
"L1JQ-5G2","50.4788","3.6928","Harchies, Bernissart, Hainaut, Belgium","50.602","3.7152","Moulbaix, Ath, Hainaut, België"
"L6VJ-2CG","50.89466","-0.19161","Newtimber, Sussex, England","52.4379","-1.6496","England"
"G72L-VWF","50.89466","-0.19161","Newtimber, Sussex, England","51.0628","-0.3264","Horsham, Sussex, England"
"27MV-FJB",NA,NA,NA,"51.4","0.86667","Shurland House, EastChurch, Kent, England"
"LJPX-TZR","51.4","0.86667","Shurland House, EastChurch, Kent, England",NA,NA,NA
"LZDQ-4ZD","54.7505","-2.0115","Stanhope, Durham, England",NA,NA,NA
"GNZ3-C99","53.81849","-2.62573","Lancashire, England","54.1135","-2.6359","Hornby, Lancashire, England"
"LHLH-YG7","53.77847","-1.62123","Farnley, Yorkshire, England","53.24313","-0.98715","Haughton Hall, Nottinghamshire, England"
"LHLH-YPZ","53.24104","-0.94054","Markham Clinton, Nottinghamshire, England","53.24313","-0.98715","Haughton Hall, Nottinghamshire, England"
"K45L-N12","53.29746","-0.80414","Rampton,, Nottinghamshire, England",NA,NA,NA
"93BJ-JV3","53.29746","-0.80414","Rampton, Nottinghamshire, England, United Kingdom",NA,NA,NA
"LRL1-LVP","52.5142","1.6597","Somerleyton, Suffolk, England","52.5142","1.6597","Somerleyton, Suffolk, England"
"LRL1-BQD","51.8334","0.7011","Kelvedon, Essex, England","52.2751","1.0653","Suffolk, England"
"GHZS-GCT","52.9","-1.18333","of Clifton, Nottinghamshire, England",NA,NA,NA
"GHZS-566","52.6075","-1.2988","Peckleton, Leicestershire, England",NA,NA,NA
"GMMR-CQ1","52.95","-1.08333","of Holme Pierrepont, Nottinghamshire, England","52.95","-1.08333","Holme Pierrepont, Nottinghamshire, England"
"LVFN-3RN","53.0979","-1.4399","South Wingfield, Derbyshire, England, United Kingdom","52.95","-1.08333","Holme Pierrepont, Nottinghamshire, England"
"G39N-8M5","53.11051","-1.62048","Derbyshire, England","53.11051","-1.62048","Derbyshire, England"
"G39N-899","51.51","-0.12","London, Middlesex, England","53.11051","-1.62048","Derbyshire, England"
"G6R2-RH6","51.9457","0.6387","Halstead, Essex, England","51.85229","0.61466","Essex, England"
"G6R2-LF8","51.85229","0.61466","Essex, England",NA,NA,NA
"L64W-151","51.58749","0.60937","Raleigh, Essex, England",NA,NA,NA
"GKQW-8T9","52.4379","-1.6496","England",NA,NA,NA
"GKQW-ZW3","52.4379","-1.6496","England",NA,NA,NA
"GZKL-B1Q","53.15812","-0.23925","Lincolnshire, England",NA,NA,NA
"LTH7-51X","52.3394","-2.5806","De La Hull, Nash Burford, Shropshire, England","52.64306","-2.71362","Bridgnorth Castle, Bridgnorth, Shropshire, England"
"GKY8-JGB","52.8542","-2.576","Hodnet, Shropshire, England","52.64306","-2.71362","Hull, Shropshire, England"
"2T1R-FF3","50.73646","-3.71887","Easterville, Devon, England",NA,NA,NA
"L9CX-9HQ","50.6738","-3.8398","of Chagford, Devon, England",NA,NA,NA
"LWYG-HPV","50.9556","-4.1356","Great Torrington, Devon, England",NA,NA,NA
"LWYG-HBW","50.95","-4.15","Great Torrington, Devon, England","50.73646","-3.71887","Devon, England"
"GZBY-KCD","52.1732","1.3233","Letheringham, Suffolk, England","52.1732","1.3233","Letheringham, Suffolk, England"
"GNKR-5JM","52.7168","0.4571","Middleton, Norfolk, England","52.4379","-1.6496","England"
"L4BK-1QV","52.114","-2.08","Pershore, Worcestershire, England","52.12229","-2.10688","Pershore St Andrew with Pershore Holy Cross, Worcestershire, England"
"GDH4-H5Z","52.23342","-2.21245","Worcestershire, England","52.11667","-2.06667","Pershore, Worcestershire, England"
"GLD9-SDC","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GLD9-HF5","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GD58-QWD","52.33022","-3.76641","Wales",NA,NA,NA
"LDY8-RH5","52.3839","-0.7841","Cransley, Northamptonshire, England","52.3839","-0.7841","Cransley, Northamptonshire, England"
"GGWV-2HY",NA,NA,NA,NA,NA,NA
"M1JW-ZPY","50.78333","-2.98333","Axminster, , Devonshire, England",NA,NA,NA
"LXSH-G6Q",NA,NA,NA,NA,NA,NA
"LVF8-6GF","51.1178","-4.004","Youlston Manor, Shirwell, Devon, England",NA,NA,NA
"LVF8-6TG","50.73646","-3.71887","Devon, England, United Kingdom","50.73646","-3.71887","Devon, England, United Kingdom"
"GLJK-CJ5","51.08205","-2.11765","Fonthill Gifford, Wiltshire, England","51.5437","-2.0534","Great Somerford, Wiltshire, England, United Kingdom"
"G3SK-YKQ",NA,NA,"Somerford Maudit, Wiltshire, England","52.4379","-1.6496","England"
"GS1T-VNC","53.95878","-1.08248","Leonard, Yorkshire, England","54.06667","-1.5","Burton Leonard, Yorkshire, England"
"GS1T-8V9",NA,NA,"Leonard, Yorkshire, England",NA,NA,NA
"LR6Q-WH1","54.1334","-3.1017","Aldingham, Lancashire, England","54.1334","-3.1017","Aldingham, Lancashire, England"
"LR6Q-QK1","54.1334","-3.1017","Aldingham, Lancashire, England","54.1334","-3.1017","Aldingham, Lancashire, England"
"KFGT-46F","54.9235","-3.051","Burgh by Sands, Cumberland, England","54.8867","-2.9754","Carlisle, Cumberland, England"
"GC38-Q4L","50.981","-0.3385","Sussex, England",NA,NA,NA
"GNJK-M85",NA,NA,NA,"51.16124","-1.3852","Barton Stacey, Hampshire, England, United Kingdom"
"G6V4-BTC",NA,NA,NA,"51.16124","-1.3852","Barton Stacey, Hampshire, England, United Kingdom"
"G2S6-GL2",NA,NA,NA,NA,NA,NA
"G2SX-DQV",NA,NA,NA,NA,NA,NA
"GDH2-YWP","51.16975","-3.24132","East Quantoxhead, Somerset, England","32.9281","35.0765","Acre, Hazafon, Palestine, Israel"
"GDH2-5NM","53.6145","-1.6302","Emley, Yorkshire, England","52.4379","-1.6496","England"
"K1TD-XWP","51.1828","-3.4453","Dunster, Somerset, England",NA,NA,NA
"LYMT-91R","51.1828","-3.4453","Dunster, Somerset, England","52.4379","-1.6496","England"
"9MNC-GBP",NA,NA,NA,NA,NA,NA
"GC87-SV9","52.4379","-1.6496","England",NA,NA,NA
"GMWC-BPH","52.67827","0.97259",", Norfolkshire, England",NA,NA,NA
"LY1H-TVR","52.67827","0.97259","Redisham,Norfolk,England.",NA,NA,NA
"GHV9-PBV","50.25116","-5.06676","of Killigrew, St Erme Parish, Cornwall, England",NA,NA,NA
"GHV9-T3K",NA,NA,NA,NA,NA,NA
"L8LJ-TVY","50.25116","-5.06676","Cornwall, England",NA,NA,NA
"GC48-2X3","50.25116","-5.06676","Cornwall, England, United Kingdom","52.4379","-1.6496","England, United Kingdom"
"LCRX-YGH","50.4529","-4.8244","Withiel, Cornwall, England",NA,NA,NA
"GW9G-Y7C",NA,NA,NA,NA,NA,NA
"GC48-P77","50.23333","-5","Tregothnan, Cornwall, England",NA,NA,NA
"L8R6-KG4","50.25116","-5.06676","Cornwall, England",NA,NA,NA
"99XS-HP7","50.25116","-5.06676","Cornwall, England, United Kingdom",NA,NA,NA
"99XS-H56",NA,NA,NA,NA,NA,NA
"LVHJ-SHW","50.25116","-5.06676","Cornwall, England","50.25116","-5.06676","Cornwall, England"
"G94Q-PV8",NA,NA,NA,"50.1694","-5.1076","Penryn, Cornwall, England"
"LR23-9FY","50.25116","-5.06676","Treloy, Cornwall, England","50.4953","-4.9762","St Ervan, Cornwall, England"
"LL4V-QSW",NA,NA,NA,"50.45","-4.98333","Lanherne, Cornwall, England"
"L8DZ-7C7","50.31667","-3.78333","Loddiswell, Devon, England",NA,NA,NA
"L8DZ-7HC","50.73646","-3.71887","Devonshire, England",NA,NA,NA
"G7MS-NG1","50.8004","-3.61","Shobrooke, Crediton, Devon, England",NA,NA,NA
"GMQ2-QCG","52.4379","-1.6496",", , , England",NA,NA,NA
"GSSF-VGS",NA,NA,"Lanherne, Cornwall, England",NA,NA,NA
"LV7X-FFG","50.25116","-5.06676","Cornwall, England","50.45","-4.98333","Lanherne, Cornwall, England"
"LYST-HRL","51.9419","-1.6086","Tolverne, Cornwell, England",NA,NA,NA
"LYST-VBD","50.25116","-5.06676","Tolverne, Cornwall, England","50.25116","-5.06676","Cornwall, England"
"L8PF-8L6",NA,NA,"Trewinnard",NA,NA,NA
"LXSC-BDN","50.25116","-5.06676","Glyn, Cornwall, England",NA,NA,NA
"LY1J-SRT",NA,NA,NA,NA,NA,NA
"L1DL-MZB","50.73646","-3.71887","Kelley, Devon, England","50.73646","-3.71887","Kelley, Devon, England"
"GHJ1-B3M","50.73646","-3.71887","Devon, England",NA,NA,NA
"GJRL-LF7","50.73646","-3.71887","Devon, England",NA,NA,NA
"GKYK-K44","50.73646","-3.71887","Devon, England, United Kingdom","50.73646","-3.71887","Devon, England, United Kingdom"
