"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GCK3-5HQ","52.75201","-1.49541","Ashby de la Zouch, Leicestershire, England, United Kingdom","48.9552","4.3636","Châlons-en-Champagne, Marne, Grand Est, France"
"GSD6-KYT","51.39193","-3.27013","Barry, Vale of Glamorgan, Glamorgan, Wales, United Kingdom","51.4472","0.1242","London, City of London, Greater London, England, United Kingdom"
"G7KR-3WN","51.4472","0.1242","London, City of London, Greater London, England, United Kingdom","51.4472","0.1242","London, City of London, Greater London, England, United Kingdom"
"LKWW-3NK","50.351","-3.579","Dartmouth, Devon, England","52.4379","-1.6496","England"
"LKWW-322","50.73646","-3.71887","Devon, England","52.4379","-1.6496","England"
"L9P7-FX9","51.2732","0.5232","Maidstone, Kent, England","51.2732","0.5232","Maidstone, Kent, England"
"LKRC-ZDP","51.27851","0.53011","Maidstone, Kent, England","51.27851","0.53011","Maidstone, Kent, England"
"GVSW-YKY","50.73453","-3.53161","Exeter, Devon, England, United Kingdom","50.73453","-3.53161","Exeter, Devon, England, United Kingdom"
"GVS4-7WZ","50.73453","-3.53161","Exeter, Devon, England, United Kingdom","50.73453","-3.53161","Exeter, Devon, England, United Kingdom"
"LVWQ-2S9","51.7835","0.3866","Mashbury, Essex, England","51.7835","0.3866","Mashbury, Essex, England"
"L6DP-PPD","52.6075","-1.2988","Peckleton, Leicestershire, England","51.7835","0.3866","Mashbury, Essex, England"
"GJTW-TGW","51.3276","0.0567","Downe Court, Downe, Bromley, Kent, England","51.3276","0.0567","Downe Court, Downe, Bromley, Kent, England"
"L2KQ-GJL","51.81007","0.44575","Great Waltham, Essex, England","51.81007","0.44575","Great Waltham, Essex, England, United Kingdom"
"LTLH-GZR","51.81007","0.44575","Great Waltham, Essex, England","51.85229","0.61466","Essex, England"
"GX13-MYN","52.1249","0.4514","Great Thurlow, Suffolk, England","51.85229","0.61466","Essex, England"
"GXF6-BV2","52.1249","0.4514","Great Thurlow, Suffolk, England","52.77951","-1.91711","Staffordshire, England"
"GL5C-QYS","55.9167","-2.75","Herdmanston House, East Lothian, Scotland","56.81674","-4.18396","Scotland"
"LWFF-858","54.9714","-1.614","Newcastle upon Tyne, Northumberland, England","54.9718","-2.1048","Hexham, Northumberland, England"
"LRGY-1W3","50.4635","-3.559","Cockington, Devon, England","53.2792","0.1613","Greenfield, Lincolnshire, England"
"LJY4-51C","52.75","0.38333","Watton at Stone, Hertfordshire, England","53.15812","-0.23925","Greenfield, Lincolnshire, England"
"GGKG-D5L","52.4379","-1.6496","England","52.4379","-1.6496","England"
"LJ28-5C1","53.25","-2.11666","Maxfield, Cheshire, England","53.18268","-2.53046","Aston-juxta-Sutton, Chester, England"
"GJGY-LVY","53.11926","-2.25967","Odd Rode, Cheshire, England",NA,NA,NA
"GL24-T2C",NA,NA,"Rode, Cheshire, England (United Kingdom)","53.11926","-2.25967","Odd Rode, Cheshire, England, United Kingdom"
"GNXW-Y3C","53.1857","-3.0304","Hawarden, Flintshire, Wales, United Kingdom","53.18268","-2.53046","Cheshire, England, United Kingdom"
"M233-RYC","53.35","-2.45","High Legh, Cheshire, England","53.1684","-2.3614","Bradwall, Cheshire, England"
"GMNV-13K","51.82999","0.24039","Hatfield Broad Oak, Essex, England","51.5872","0.6042","Rayleigh, Essex, England"
"KG8T-RZ4","51.85229","0.61466","Essex, England",NA,NA,NA
"L5ZF-TJN","51.85229","0.61466","Essex, England","51.85229","0.61466","Essex, England"
"LCT8-BXM","51.85229","0.61466","Essex, England","51.85229","0.61466","Essex, England"
"GNHH-BKW","51.85229","0.61466","Ongar Park, Essex, England",NA,NA,NA
"LVFK-XCF","52.4379","-1.6496","England","51.85229","0.61466","Essex, England"
"LB49-2QR","51.85229","0.61466","Little Laver, Essex, England","51.7574","0.211","Oates manor, High Laver, Essex, England"
"LB49-8NY","51.85229","0.61466","Essex, England",NA,NA,NA
"GG46-HQ6","51.7574","0.211","High Laver, Essex, England",NA,NA,NA
"94N6-ZD2","51.85229","0.61466","Essex, England",NA,NA,NA
"94N6-Z68","51.85229","0.61466","Essex, England",NA,NA,NA
"GZDQ-KLH","54.41289","-1.42183","Deighton, Yorkshire, England, United Kingdom",NA,NA,NA
"GHCB-QTK","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"GQRT-YYL","52.5346","-2.4254","Bridgnorth, Shropshire, England","52.5346","-2.4254","Bridgnorth, Shropshire, England"
"LHZ3-4K8","52.2797","-1.5849","Warwick Castle, Warwickshire, England","51.51","-0.12","London, , Middlesex, England"
"9F37-ZV7","52.6325","-1.69","Tamworth Castle, , Staffordshire, England","51.51","-0.12","London, , Middlesex, England"
"9H8F-5HM","51.51","-0.12","London, , Middlesex, England",NA,NA,NA
"LVRV-BQ5","51.51","-0.12","London, Middlesex, England",NA,NA,NA
"L6DT-CQC","52.2679","-1.7839","Wootton Wawen, Warwickshire, England","52.2679","-1.7839","Wootton Wawen, Warwickshire, England"
"LDRR-GZS","52.2679","-1.7839","Wootton Wawen, Warwickshire, England","52.2679","-1.7839","Wootton Wawen, Warwickshire, England"
"GC4C-1VZ","52.93781","-2.23836","Swynnerton Staffordshire England","52.64306","-2.71362","Kaynton Shropshire England"
"GC46-M4C","52.4379","-1.6496","England",NA,NA,NA
"LHN2-ZPH","52.2705","-0.356","Great Staughton, Huntingdonshire, England","52.137","-0.4665","Bedford, Bedfordshire, England"
"LH1J-TVQ","51.81326","-2.71414","Monmouthshire, Wales","52.137","-0.4665","Bedford, Bedfordshire, England"
"G61H-TDB","52.38733","-0.18402","Huntingdonshire, England",NA,NA,NA
"LDM5-8GH","48.0422","-1.7067","Chartres-de-Bretagne, Ille-et-Vilaine, Bretagne, France",NA,NA,NA
"GGNZ-7QQ",NA,NA,NA,NA,NA,NA
"GD1V-4KF","53.86667","-0.78333","Everingham, Yorkshire, England","52.4379","-1.6496","England, United Kingdom"
"L6GQ-KT5","54.4813","-3.5289","Egremont, Cumberland, England","53.9619","-1.0742",", York, England"
"LD1Q-D45","53.6625","-2.7771","Croston, Lancashire, England","53.663","-2.7777","Croston, Lancashire, England"
"G7J3-B3S","53.6796","-2.7974","Bretherton, Lancashire, England","54.0935","-2.6676","Claughton Manor, Lancashire, England"
"L812-LVN","53.43682","-2.55943","Croft with Southworth, Lancashire, England, United Kingdom","53.45","-2.56666","Southworth Hall, Croft with Southworth, Lancashire, England, United Kingdom"
"KDSL-SW2","53.7639","-2.6075","of Samlesbury, Lncstr, Engl","51.28114","-0.40057","St Leonards, Surrey, England, United Kingdom"
"LBSY-B9C","53.7639","-2.6075","of, Samlesbury, Lancashire, England, Unitd Kingdom","53.81849","-2.62573","Salmesbury, Lancashire, England, Unitd Kingdom"
"L6GS-QGW","53.7639","-2.6075","Samlesbury, Lancashire, England, United Kingdom","53.7639","-2.6075","Samlesbury, Lancashire, England, United Kingdom"
"L1KZ-3Q3","53.15812","-0.23925","Lincolnshire, England","53.15812","-0.23925","Lincolnshire, England"
"GSNJ-XZY","53.75","-2.28333","Lower Booths, Lancashire, England, United Kingdom","53.75","-2.28333","Lower Booths, Lancashire, England, United Kingdom"
"M29X-QTM","52.4379","-1.6496","England","52.4379","-1.6496","England"
"G7SH-MZC","52.4379","-1.6496","England",NA,NA,NA
"LD39-PVS","53.5058","-3.02391","Little Crosby, Lancashire, England","53.5015","-3.0057","Sefton, Lancashire, England"
"LT2T-69J","53.6126","-2.9354","Scarisbrick, Lancashire, England","53.6126","-2.9354","Scarisbrick, Lancashire, England"
"LY98-C82","53.5015","-3.0057","Sefton, Lardbrook, Lancashire, England","53.81849","-2.62573","Lancashire, England"
"KCP3-YMW","53.31244","-1.10426","Kilton, Yorkshire, England","53.5015","-3.0057","Sefton, Lancashire, England"
"LH6G-V2Y","53.5428","-2.7323","Up Holland, Lancashire, England","53.76343","-2.70304","Preston, Lancashire, England"
"29YR-MR6","53.7643","-2.6074","Samlesbury, Lancashire, England",NA,NA,NA
"LZPG-WRJ","51.07161","-3.80596","North Molton, Devon, England","52.05143","-1.16755","Brackley, Northamptonshire, England, United Kingdom"
"LY76-VYQ","52.75577","-1.08603","Seagrave, Leicestershire, England","52.7497","-1.469","Rockingham Castle, Ashby, Leicestershire, England"
"LJKH-TJR","53.81849","-2.62573","Lancashire, England","53.81849","-2.62573","Lancashire, England"
"L22D-VFR","53.81849","-2.62573","Lancashire, England","53.81849","-2.62573","Lancashire, England"
"LH6D-H8D","53.81849","-2.62573","Lancashire, England","53.81849","-2.62573","Lancashire, England"
"LDTF-5KF","53.63039","-1.28752","Badsworth, Yorkshire, England","53.63039","-1.28752","Badsworth, Yorkshire, England"
"L6LZ-TTM","54.1","-2.63333","Hornby Castle, Lancashire, England",NA,NA,NA
"GGKX-2FJ","54.76426","-1.57104","Biddick,Durham,England","54.7753","-1.5848","Durham, England"
"GGKX-RZT",NA,NA,NA,NA,NA,NA
"LCPZ-CY1","55.33405","-1.98349","Greystoke, Northumberland, England","54.9523","-1.5992","Gateshead, Durham, England"
"G939-WQV","53.95878","-1.08248","Yorkshire, England","54.328","-2.747","Kendal, Westmorland, England"
"9SR5-K28","42.3429","-3.6978","Burgos, Burgos, Castilla y León, España","38.6972","-2.8664","Montiel, Spain"
"L1WP-8FB","37.44701","-5.69608","Sevilla, Andalucía, Spain","36.4616","-5.929","Medina-Sidonia, Cádiz, Andalucía, Spain"
"GSD1-PT1","53.12724","-0.6883","Norton Disney, North Kesteven, Lincolnshire, England","53.12724","-0.6883","Norton Disney, North Kesteven, Lincolnshire, England"
"LC8V-7VT","52.9372","-1.6763","Longford, Ashbourne, Derbyshire, England","53.12724","-0.6883","Norton Disney, Lincolnshire, England"
"GC4K-RGJ","54.29446","-2.04634","Thornton-Rust, Yorkshire, England, United Kingdom","53.95878","-1.08248","Baynbridge Yorkshire England"
"LYQG-QN2","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"MQ2H-NDB","54.53065","-3.07617","Cumberland, England",NA,NA,NA
"G3ZM-HYL","55.81667","-3","Borthwick Castle, Lochorwart, Midlothian, Scotland","56.0736","-2.7199","Yester Castle, Midlotian, Scotland"
"L6ZX-DFR","53.95878","-1.08248","Yorkshire, England","54.10922","-0.16866","Sewerby with Marton, Yorkshire, England"
"L6ZX-6M9","52.85","1.46667","Huntingfield, Bacton, Norfolk, England","54.10922","-0.16866","Sewerby with Marton, Yorkshire, England"
"GXGY-HKF","53.95878","-1.08248","Yorkshire, England","52.4379","-1.6496","England"
"9MM6-HYS","53.95878","-1.08248","Yorkshire, England",NA,NA,NA
"GC3D-2T6","53.85","-1.31666","Hazlewood by Tadcaster, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"9HVH-9ZS","53.95878","-1.08248","Brinbridge, Yorkshire, England","53.85","-1.31666","Hazlewood by Tadcaster, Yorkshire, England"
"L75S-7Z1",NA,NA,"Stapleton, Richmondshire, England","53.73","-0.9767","Drax, Yorkshire, England"
"G9TF-GTT",NA,NA,"Burton, Fingall North Riding, Yorkshire, England","53.72986","-0.97635","Drax Priory, Yorkshire, England"
"L51X-Y24","53.83955","-1.00473","Skipwith, Yorkshire, England","54.5514","-1.1779","Ormesby, Yorkshire, England"
"LY6Z-T6X","53.19065","0.34468","Ingoldmells, Lincolnshire, England","53.17284","0.08961","Eresby, Spilsby, Lincolnshire, England"
"L5TR-FM5","52.979","-0.0235","Boston, Lincolnshire, England, United Kingdom","52.979","-0.0235","Boston, Lincolnshire, England, United Kingdom"
"G9GK-1PQ","52.979","-0.0235","Boston, Lincolnshire, England","52.979","-0.0235","Boston, Lincolnshire, England"
"L15J-7TP","53.9","-1.5","Harewood, Yorkshire, England","53.6453","-1.7162","Gawthorpe, Yorkshire, England"
"LB4D-PS4","53.85971","-1.53904","Alwoodley, Yorkshire, England",NA,NA,NA
"GFYT-LZ1","53.95878","-1.08248","Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"GFYT-BVJ","53.89618","-1.17828","Colton, Yorkshire, England","54.4759","-1.6455","Barton, Yorkshire, England"
"G9RQ-M75","53.43333","-1.31667","Aldwarke, Yorkshire, England","53.95878","-1.08248","Alderwarke Castle, Yorkshire, Yorkshire, England"
"GHHL-JR3","56.81674","-4.18396","Scotland","54.06667","-1.28333","Aldwark, Yorkshire, England"
"GHQJ-1WJ","53.89641","-1.20751","Steeton, Yorkshire, England","54.1808","-0.5318","Sherburn, Yorkshire, England"
"LYJY-77P","53.63868","-0.25569","Killingholme, Lincolnshire, England",NA,NA,NA
"L1TJ-L8B","52.9378","-1.7627","Cubley, Derbyshire, England","52.2648","-0.7858","Ecton, Northamptonshire, England"
"G3M2-71B","53.3074","-1.1223","Worksop, Nottinghamshire, England","53.11051","-1.62048","Derbyshire, England"
"MLCH-SL8",NA,NA,NA,NA,NA,NA
"KZZT-JH8","53.8","-1.58333","of Potter Newton, Yorks, Eng.",NA,NA,NA
"GDQ6-1GH","53.4352","-2.2762","Chorlton cum Hardy, Lancashire, England","53.81849","-2.62573","Lancashire, England"
"GDXR-H8X","53.81849","-2.62573","Lancashire, England","53.81849","-2.62573","Lancashire, England"
"KFTT-TB1","53.44945","-2.22075","Barlow, Chorlton, Lancashire, England",NA,NA,NA
"KFTT-Y4V","53.6","-2.3","Barlow, Chorlton Manchester, Lancashire, England","53.4771","-2.2433","Manchester, Lancashire, England"
"G76X-8GM","53.95878","-1.08248","Yorkshire, England",NA,NA,NA
"G766-JVM","53.95887","-1.06697","Sockburn, York, England",NA,NA,NA
"G6MM-YQQ","53.80918","-0.18092","Holderness, Yorkshire, England",NA,NA,NA
"GWKH-DT9","54.57086","-1.10391","Wilton, Yorkshire, England","52.4379","-1.6496","England"
"GC4K-M99","54.40301","-1.25027","Whorlton, Yorkshire","54.5871","-1.1385","Cleveland, Yorkshire, England"
"LBS6-TN2","54.24674","-1.05576","Helmsley, Yorkshire, England",NA,NA,"Stokesley, Yorkshire, England"
"G4MS-RQL","51.39235","-2.04346","Eaton Masey, Wiltshire, England","51.0889","-2.5131","Castle Cary, Somerset, England"
"KP74-R3M","51.0889","-2.5131","Castle Cary, Somerset, England",NA,NA,NA
"LX7R-K6S","51.0478","-3.0135","Durston, Taunton, Somerset, England","51.2657","-2.2876","Beckington, Frome, Somerset, England"
"G8Y2-Q4K","51.76074","-5.07101","Walwyn's Castle, Haverfordwest, Pembrokeshire, Wales","51.21452","-2.31321","Becklington Frome, Somerset, England"
"LH7N-2H7","51.26","-2.191","Brook Manor, Westbury, Wiltshire, England","51.26","-2.191","Brook Manor, Westbury, Wiltshire, England"
"LRSD-SFK","51.545","-1.7004","Wanborough, Wiltshire, England","51.25745","-2.1973","Brooke Manor, Westbury, Wiltshire, England"
"GZ87-P17","51.11974","-2.9","Somerset, England","51.0073","-2.6859","Ilchester, Somerset, England"
"GZ8W-H8D","51","-2.69347","Ilchester, Somerset, England","51","-2.69347","Ilchester, Somerset, England"
"LD9G-XYT","51.4492","-2.5166","Hanham, Gloucestershire, England","51.88419","-2.14462","Gloucestershire, England"
"GCQ2-9JJ","51.8644","-2.239","Gloucester, Gloucestershire, England","52.4379","-1.6496","England"
"GVJP-BGS","52.0351","0.1062","Chrishall, Essex, England",NA,NA,NA
"GLXT-SNM","51.3907","0.4001","Cobham, Kent, England","52.0351","0.1062","Chrishall, Essex, England"
"GLDD-NN4","50.3866","-4.5615","Gotelet, Lanreath, Cornwall, Englnad","50.25116","-5.06676","Cornwall, England"
"LRD1-MQY","50.95","-2.808","South Petherton, Somerset, England","50.8287","-2.1121","Tarrant Crawford, Dorset, England"
"LH73-2V6","51.3826","-2.4294","Newton St Loe, Somerset, England","51.3786","-2.3599","Bath, Somerset, England"
"L2WM-MC1","53.18894","-0.91377","Laxton, Nottingham, England","52.55683","-0.59205","Laxton, Northamptonshire, England, United Kingdom"
"GD8G-V71","53.18894","-0.91377","Laxton, Nottinghamshire, England","52.4379","-1.6496","England"
"LVRX-L4J","50.766","-2.14508","Dorset, England","51.76274","-0.65918","Buckinghamshire, England, United Kingdom"
"G41Z-QFZ","52.5738","-1.2377","Huncote, Leicestershire, England","52.282","-1.585","Warwick, Warwickshire, England"
"9HDQ-NQW","50.766","-2.14508","Melcombe, Dorset, , England","50.766","-2.14508","Melcombe, Dorset, , England"
"L23L-MB9","50.85","-2.4","Mappowder, Dorset, England","52.4379","-1.6496","England, United Kingdom"
"L8P5-F15","50.73646","-3.71887","Flayer, Devonshire, England",NA,NA,NA
"MRF8-GP5","50.3291","-3.7778","Woodleigh,Devon,Eng",NA,NA,NA
"GJV8-DN1","52.3355","0.487","Worlington, Suffolk, England",NA,NA,NA
"GJV8-FB3",NA,NA,NA,NA,NA,NA
"LCTK-D9G",NA,NA,"Cothelstone Manor, Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom",NA,NA,"Cothelstone Manor, Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom"
"2M3Y-YYW",NA,NA,"Penhallam Manor, Jacobstow, Cornwall district, Cornwall, England, United Kingdom",NA,NA,"Cothelstone Manor, Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom"
"MZ17-KXQ","51.11974","-2.9","Somerset, England",NA,NA,NA
"MZ17-K6L","51.11974","-2.9","Somerset, England",NA,NA,NA
"GJ1X-6NY","57.63654","-4.92472","Ross, Scotland",NA,NA,NA
"G8PY-JNC","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"LCR1-53W","57.8667","-4.35","Kincardine, Ross, Scotland, United Kingdom","57.7","-5.6667","Gairloch, Ross, Scotland, United Kingdom"
"GC4Z-8YN","62","10","Norway",NA,NA,NA
"99VH-PDY","57.973","-3.9771","Golspie, Sutherland, Scotland","58.28351","-4.60327","Sutherland, Scotland"
"L89H-F4V","55.48333","-4.4","Dundonald Castle, Kyle, Ayrshire, Scotland","56.95","-4.31667","Badenoch, Inverness-shire, Scotland"
"L14T-33R","56.6072","-3.0048","Glamis, Forfarshire, Scotland","55.98333","-5.16667","Auchenbreck, Argyll, Scotland"
"GKW7-GL2","55.88333","-3.11667","Melville, Lasswade, Midlothian, Scotland","56.1","-3.18333","Raith House, Fife, Scotland"
"GQL8-J23","55.5","-4.5","Ayrshire, Scotland","56.81674","-4.18396","Scotland"
"G866-1RD","56.81674","-4.18396","Scotland",NA,NA,NA
"GZKP-WLT","55.3173","-1.62001","Warkworth, Northumberland, England","53.95887","-1.06697","York, Yorkshire, England"
"GL2L-73R","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"GLK5-2JN","55.8299","-4.5428","Renfrewshire, , Scotland, United Kingdom",NA,NA,NA
"GLKP-TF5",NA,NA,NA,NA,NA,NA
"GQXW-Z1B","57.68088","-4.03921","Cromartyshire, Scotland","56.81674","-4.18396","Scotland"
"GLSV-RK5","56.81674","-4.18396","SCOTLAND","56.81674","-4.18396","SCOTLAND"
"LHTN-SLJ","57.68088","-4.03921","Cromarty, Ross, Scotland",NA,NA,NA
"LHTN-SP8","56.5","-4","Dalhousie, Perthshire, Scotland","53.81849","-2.62573","Lancashire, England"
"KNW2-LTW","57.15081","-2.09477","Aberdeenshire, Scotland","57.245","-2.7262","Forbes, Aberdeenshire, Scotland"
"G3LH-CLD","57.64028","-2.84266","Deskford, Banffshire, Scotland","57.3","-2.41667","Harlaw, Aberdeenshire, Scotland"
"G7VQ-19W","55.5573","-3.8475","Douglas, Lanarkshire, Scotland","55.9167","-2.75","Gilford, East Lothian, Scotland"
"GSHV-QQV","55.8989","-2.8513","Upper Town of Saltoun, Haddingtonshire, Scotland","57.2889","-2.3772","Harlaw Battlefield, Inverurie, Aberdeen, Scotland"
"GNH3-WF6","55.81667","-3","Borthwick, Midlothian, Scotland","55.8989","-2.8513","Upper Town of Saltoun, Haddingtonshire, Scotland"
"GXVV-KJH","55.9094","-4.4629","Erskine, Renfrewshire, Scotland","56.25","-3.41667","Kinross-shire, Scotland"
"LTK5-MGV","56.25","-5.25","Kintail, Argyll, Scotland","57.21667","-5.45","Kintail, Highland, Scotland"
"G3ZR-FGZ","57.21667","-5.45","Kintail, Ross & Cromarty, Scotland","56.81674","-4.18396","Scotland"
"LD55-J12","58.2093","-6.3825","Castle Stornoway, Lewis Island, Western Isles, Scotland","58.21667","-6.36667","Stornoway Castle, Lewis, Scotland"
"G97V-Y96","57.91667","-6.83333","Harris, Inverness-shire, Scotland","56.81674","-4.18396","Scotland"
"GVQ8-Y41","56.81674","-4.18396","Scotland",NA,NA,NA
