"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GZYP-HGW","55.8083","-2.0517","Lamberton, Mordington, Berwickshire, Scotland","56.5751","-3.43883","Craigie, Scotland"
"GJ3H-MDF","56.333","-3.3116","Abernethy, Perthshire, Scotland","56.5","-4","Perthshire, Scotland"
"GF5F-DJV","56.4","-3.4333","Perth, Perthshire, Scotland","52.7193","-0.7799","Whissendine, Rutland, England"
"G8N4-4ST","56.25","-5.25","Gylen Castle, Island of Kerrera, Lorn, Argyll, Scotland","56.41667","-5.46667","Dunollie Castle, Oban, Argyllshire, Scotland"
"G2FR-CXD","56.41667","-5.48333","Dunollie Castle, Oban, Argyll, Scotland","56.41667","-5.48333","Dunollie Castle, Oban, Argyll, Scotland"
"M471-D7G","55.48333","-4.4","Dundonald Castle, Kyle, Ayrshire, Scotland","56.25","-4.25","Inchmoh Island, Loch Rusky, Stirlingshire, Scotland"
"G6WK-YN3","56.5","-4","Menteith, Perthshire, Scotland","55.56667","-4.58333","Dundonald, Ayrshire, Scotland"
"GH9M-VQF","56.4","-3.53333","Ruthven, Perthshire, Scotland","56.4","-3.53333","Ruthven, Perth, Scotland"
"G8JF-2PY","59","-3","Orkney Islands, Orkney, Scotland","55.8591","-3.1675","Roslin, Midlothian, Scotland"
"GJBD-YJQ","56.1","-3.93333","Touch-Fraser, Stirlingshire, Scotland","56.1","-3.93333","Touch, Stirlingshire, Scotland"
"LY3D-K9R","55.5939","-3.3726","Drumelzier, Peeblesshire, Scotland","57.47017","-1.78891","Stirling, Aberdeenshire, Scotland"
"LZ6R-LLG","54.98333","-3.26666","Annandale District, Dumfriesshire, Scotland","55.11667","-3.45","Lochmaben, Dumfries-shire, Scotland"
"GL79-GFH","54.6333","-128.4333","Usk, Monmouth, England",NA,NA,NA
"LTDY-PP4","55.2","-4.66667","Carrick, Ayrshire, Scotland","56.1","-4.9","Carrick, Argyll, Scotland"
"LZLG-N3J","55.4667","-3.65","Crawford, Lanarkshire, Scotland","54.84049","-4.04658","Carrack, Galloway, Scotland"
"G7RV-DB4","57.17","-4.6","Inverness-shire",NA,NA,NA
"GVLD-RJZ","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"G2WL-BZ7","56.81674","-4.18396","Scotland",NA,NA,NA
"GS5M-64D","56.16667","-3.01667","Methil, Fifeshire, Scotland","56.81674","-4.18396","Petpolloch, Scotland (Murdered)"
"949X-HJK","52.06458","-2.02507","Elmley Castle, Worcestershire, England","56.08333","-3.46667","Dunfermline, Fife, Scotland"
"9Z4T-JQC","52.13436","-2.74917","Herefordshire, England","51.0687","-1.794","Salisbury, Wiltshire, England"
"LD51-6YB","55.63333","-4.53333","Kilmaurs, Ayrshire, Scotland","55.75","-4.66667","Glengarnock, Ayrshire, Scotland"
"LY2P-PM2","55.5","-4.5","Ayrshire, Scotland","55.5","-4.5","Ayrshire, Scotland"
"LT1T-Y5N","56.81674","-4.18396","Scotland",NA,NA,NA
"GNCH-955",NA,NA,NA,NA,NA,NA
"LZPL-6MB","56.81667","-4","Atholl, Perthshire, Scotland","51.51","-0.12","London, Middlesex, England"
"K42C-YQ4","55.22902","-1.69641","Hebburn, Northumberland, England",NA,NA,NA
"GMRQ-N15","56.81674","-4.18396","Scotland",NA,NA,NA
"GHNW-X1Q","54.76426","-1.57104","Durham, England, United Kingdom","51.51","-0.12","London, Middlesex, England"
"GV56-QLS","52.4379","-1.6496","England",NA,NA,NA
"GV56-SGY","56.81674","-4.18396","Scotland",NA,NA,NA
"GV56-8W3","56.81674","-4.18396","Scotland",NA,NA,NA
"GC3F-2RD","56.04752","-2.77804","Dirleton, East Lothian, Scotland","56.04752","-2.77804","Dirleton, East Lothian, Scotland"
"GDH1-9TT","56.25","-5.25","Dal Riata","54.63247","-2.3516","Northumbria"
"LDYP-Z86","52.67827","0.97259","Norfolk, England","52.4379","-1.6496","England"
"K459-BM7","52.3324","-0.1848","Huntingdon, Huntingdonshire, England","53.18268","-2.53046","Cheshire, England"
"GGJY-3SX","56.81674","-4.18396","Locherworth Castle, Scotland","56.81674","-4.18396","Locherworth Castle, Scotland"
"G6WK-16H","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"G25H-BRS","56.13387","-3.83659","Tullybody, Clackmannanshire, Scotland",NA,NA,NA
"G2NV-4PR","56.3625","-3.6154","Gask, Perthshire, Scotland","56.81674","-4.18396","Scotland"
"G2NJ-18J","56.5","-4","Menteith, Perthshire, Scotland",NA,NA,NA
"KCML-YVD","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"GDNG-SZM","56.81674","-4.18396","Scotland","55.33405","-1.98349","Halidon Hill, Northumberland, England"
"GKS6-R6T","55.33405","-1.98349","Northumberland, England",NA,NA,NA
"L16B-PQV","55.86666","-5.23333","Lamont, Argyll, Scotland","55.96667","-5.33333","Kilfinan, Argyll, Scotland"
"GJVQ-245","56.25","-5.25","Lorne, Argyll, Scotland","56.25","-5.25","Argyll, Scotland"
"GWWY-V5J",NA,NA,NA,"55.6294","-2.1706","Branxton, Northumberland, England"
"GXH2-CW1","56.81674","-4.18396","Scotland","56.91667","-2.5","Kincardineshire, Scotland"
"GLN2-SNM","55.9623","-2.9393","Seton, Haddingtonshire, Scotland",NA,NA,NA
"GFZK-8Y1","55.9623","-2.9393","Seton, Haddingtonshire, Scotland","55.9623","-2.9393","Seton, East Lothian, Scotland"
"LB29-ZGT","57.2458","-2.8811","Kildrummy Castle, Kildrummy, Aberdeenshire, Scotland","57.2458","-2.8811","Kildrummy, Aberdeenshire, Scotland"
"MWPJ-7PL","55.2","-4.66667","Carrick, Ayrshire, Scotland","56.08333","-3.46667","Dunfermline, Fife, Scotland"
"GVF1-MVF","56.25","-5.25","Rathoran, Lorn, Argyll, Scotland, United Kingdom","56.5","-4","Seige of Perth - Perthshire, Scotland, United Kingdom"
"GVBC-PDF","54.5459","-1.9233","Barnard Castle, Durham, , England","57.63654","-4.92472","Ross, Ross & Cromarty, Scotland"
"GGLM-577",NA,NA,NA,NA,NA,NA
"M85B-XNM",NA,NA,NA,NA,NA,NA
"GZKR-MLX","52.3425","-0.8237","Walgrave, Northamptonshire, England",NA,NA,NA
"GSWM-7R5","52.3425","-0.8237","Walgrave, Northamptonshire, England","52.34543","-0.8155","Walgrave, Northamptonshire, England"
"L1K3-T4T","52.83333","1.5","Walcott, Norfolk, England","52.83333","1.5","Walcott, Norfolk, England"
"GG5Y-V1Q","52.4379","-1.6496","England",NA,NA,NA
"9CMK-FXJ",NA,NA,NA,"52.85536","1.31399","Gunton, Norfolk, England"
"KN87-184","52.4379","-1.6496","England",NA,NA,NA
"GX2K-2DR","53.4796","-1.4202","Wentworth, Yorkshire, England",NA,NA,NA
"MWR7-G82","53.95878","-1.08248","Woodhowe, Yorkshire, England",NA,NA,NA
"GD3P-SVS","53.95878","-1.08248","Yorkshire, England",NA,NA,NA
"GD3G-HGV","53.61667","-1.56667","West Bretton, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"LVRQ-RHZ",NA,NA,"Silkstone West Riding, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"GQLX-R4S","53.6602","-1.633","of Thornhill, Yorkshire, England","47","19.5","Austria, Hungary"
"GQLX-ZD6","53.6602","-1.633","Thornhill, Yorkshire, England","53.6599","-1.6327","Thornhill, Yorkshire, England"
"LKSG-KP8","54.2669","-2.73114","Stainton, Westmorland, England","54.5871","-1.1385","West Riding, Yorkshire, England"
"GD3G-C5B","54.5871","-1.1385","North Riding, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"L1ZC-HH8","53.43333","-1.31667","Aldwarke, Yorkshire, England","53.43333","-1.31667","Aldwarke, Yorkshire, England"
"G3WB-987","53.4334","-1.1094","Tickhill, Yorkshire, England",NA,NA,NA
"GGKW-M3S",NA,NA,NA,NA,NA,NA
"GQ63-KC4","53.11667","-0.4","Blankney, Lincolnshire, England",NA,NA,NA
"G8TG-PLP","53.15812","-0.23925","Lincolnshire, England",NA,NA,NA
"LJBS-CFF","52.67827","0.97259","Norfolk, England","52.2751","1.0653","Suffolk, England"
"MXXT-JYR","53.42324","-0.75635","Thonock, Lincolnshire, England","52.71684","0.51014","East Winch, Norfolk, England"
"LTRW-TNQ","52.40733","1.04204","Fersfield, Norfolk, England","52.40733","1.04204","Fersfield, Norfolk, England"
"GNJB-YHD","53.11667","-0.16667","Coningsby, Lincolnshire, England",NA,NA,NA
"LRY4-XV9","52.2751","1.0653","Suffolk, England",NA,NA,NA
"MSQB-B5D","51.9879","0.9","Stoke by Nayland, Suffolk, England","51.9879","0.9","Stoke by Nayland, Suffolk, England"
"G4T9-2RX","52.77522","1.08227","Kerdiston, Norfolk, England","52.77522","1.08227","Kerdiston, Norfolk, England"
"G4T9-RPS","52.6293","1.2917","Norwich, Norfolk, England","52.6293","1.2917","Norwich, Norfolk, England"
"GNWX-DW9","51.6714","-4.908","Pembroke, Pembrokeshire, Wales","41.005","39.72694","Trabzon, Ortahisar, Trabzon, Turkey"
"LCYW-DXV","51.81907","-4.96476","of, Prendergast, Pembrokeshire, Wales",NA,NA,NA
"LVSR-XBF","51.79448","-5.08017","Haroldston West, Pembrokeshire, Wales",NA,NA,NA
"L28M-TVJ","51.67611","-4.91583","Pembroke, Pembrokeshire, Wales",NA,NA,NA
"GNWX-FW7","51.86109","-4.92292","Pembrokeshire, Wales",NA,NA,NA
"GNWX-6TH","51.86109","-4.92292","Pembrokeshire, Wales",NA,NA,NA
"GXH2-4SQ","52.33022","-3.76641","Wales, United Kingdom",NA,NA,NA
"GXDT-G4P","52.33022","-3.76641","Wales",NA,NA,NA
"GXH2-SL3","52.33022","-3.76641","Wales, United Kingdom",NA,NA,NA
"GXH2-D6S","52.33022","-3.76641","Wales, United Kingdom","52.33022","-3.76641","Wales, United Kingdom"
"LYD2-LDH","52.4379","-1.6496","England",NA,NA,NA
"GN5X-RCY","52.4379","-1.6496","England",NA,NA,NA
"L1T9-9QP","52.33022","-3.76641","Wales","53","-8","Ireland"
"G625-TLS","52.33022","-3.76641","Wales",NA,NA,NA
"G6TK-22H","53","-8","Ireland",NA,NA,NA
"GL2K-98J","53","-8","Ireland",NA,NA,NA
"L7BK-5KX","52.1515","-3.11116","Michaelchurch, Radnorshire, Wales","52.33022","-3.76641","Wales, United Kingdom"
"G6NF-7SP","49","13","Europe",NA,NA,NA
"LH73-7PP",NA,NA,"Wyke, Cornwall, England","51.91107","-2.51064","Eccleswall, Herefordshire, England"
"MW8N-9JV","52.86086","-2.73124","Wem, Shropshire, England","51.91107","-2.51064","Eccleswall, Herefordshire, England"
"2Z39-BCL","51.703","-2.2893","Nympsfield,Gloucestershire,England","51.703","-2.2893","Nympsfield,Gloucestershire,England"
"2Z39-BZY","51.703","-2.2893","Nympsfield, Gloucestershire, England, United Kingdom",NA,NA,NA
"G2CH-CFC",NA,NA,NA,NA,NA,NA
"G2CH-9MY",NA,NA,NA,NA,NA,NA
"GCB6-Z14","51.7895","-2.2429","Harescombe, Gloucestershire, England","51.7895","-2.2429","Harescombe, Gloucestershire, England"
"GZD9-L2F","51.7895","-2.2429","Harescombe, Gloucestershire, England",NA,NA,NA
"G849-KQH","52.4379","-1.6496","England",NA,NA,NA
"GK1X-31R","53.41952","-2.4262","Carrington, Cheshire, England","53.34661","-2.40394","Bucklow Hill, Cheshire, England"
"GH2H-MZR","53.18268","-2.53046","Cheshire, England","52.4379","-1.6496","England"
"GDLX-KVR","50.3727","-3.9136","Ermington, Devon, England","50.73646","-3.71887","Devon, England"
"KN6Z-1FV","40.852","14.268","Napoli, Napoli, Campania, Itália","40.852","14.268","Napoli, Provincia di Napoli, Campania, Italy"
"GLZQ-XP3",NA,NA,NA,NA,NA,NA
"991R-RPQ",NA,NA,NA,NA,NA,NA
"GNZ2-BTY","53.30774","-2.63674","Dutton, Cheshire, England","52.91667","-2.28333","Standon, Staffordshire, England"
"GMN7-TKC","51.39235","-2.04346","Wiltshire, England","52.4379","-1.6496","England"
"LRGF-65W","51.10949","-2.32161","Stourton, Wiltshire, England","51.105","-2.31555","Stourton, Wiltshire, England"
"GQ6Q-CBB","53.1833","-1.65","Haddon Hall, Derbyshire, England, United Kingdom","53.1833","-1.65","Haddon Hall, Derbyshire, England, United Kingdom"
"GZKP-Q7X","54.57895","-2.49225","Appleby, Westmorland, England","53.1833","-1.65","Haddon Hall, Derbyshire, England"
"L1QG-F3S","55.40778","-1.72863","Alnwick, Northumberland, England","43.977","-0.176","Gascogne, France"
"L8PJ-FXZ","52.8544","-1.6893","Tutbury, Staffordshire, England","54.283","-0.3987","Scarborough, Yorkshire, England"
"GMP2-HK1","51.6983","-0.23077","South Mymms, Middlesex, England","51.6983","-0.23077","South Mymms, Middlesex, England"
"GMP2-56T","52.4379","-1.6496","England","51.51","-0.12","London, Middlesex, England"
"LH2F-CS7","51.6983","-0.23077","South Mymms, Middlesex, England",NA,NA,NA
"GM5F-BQM","51.55573","-0.23209","Dyrham, Middlesex, England","51.51","-0.12","London, Middlesex, England"
"K2X5-7YJ","51.51","-0.12","London, England",NA,NA,NA
"GCZ5-BZH","52.20464","0.11964","Cotton Hall, Cambridge, England","52.2834","0.3852","Cotton Hall, Landwade, Cambridge, England"
"GCZ5-BZS","52.2834","0.3852","Landwade, Cambridgeshire, England, United Kingdom","52.21369","0.12631","Cambridgeshire, England"
"L7BV-VDG","51.8254","-3.0201","Abergavenny, Monmouthshire, Wales","51.92189","-3.05848","Abergavenny, Monmouthshire, Wales"
"L1BR-PXG","51.28409","0.35462","Leybourne, Kent, England","51.2808","1.079","Canterbury, Kent, England"
"LJRL-9H8","52.4379","-1.6496","England",NA,NA,NA
"LJRL-946","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GQ6P-VH4","50.981","-0.3385","Sussex, England, United Kingdom","51.85917","-4.31166","Carmarthen, Carmarthenshire, Wales"
"GKM7-21V","52.4379","-1.6496","England",NA,NA,NA
"G298-XQ3","52.4379","-1.6496","England",NA,NA,NA
"GXWJ-RRZ","51.85739","-1.29353","Checkenden, Oxfordshire, England",NA,NA,NA
"G2HZ-D6K","52.4379","-1.6496","England",NA,NA,NA
"LRXC-5TP","51.5421","-1.0414","Checkenden, Oxfordshire, England","51.5421","-1.0414","Checkenden, Oxfordshire, England"
"LW6R-WQZ","51.85739","-1.29353","Checkenden, Oxfordshire, England","51.85739","-1.29353","Oxfordshire, England, United Kingdom"
"GCPY-51S","52.61667","1.45","Blofield, Norfolk, England","52.66169","1.54248","Upton, Norfolk, England"
"LC7Z-VG2","52.67827","0.97259","Norfolk, England","52.4379","-1.6496","England"
"G81X-5TR","52.4379","-1.6496","England",NA,NA,NA
"GGP7-M3L",NA,NA,NA,NA,NA,NA
"GGVS-99W","54.1188","-0.11532","Flamborough, Yorkshire, England",NA,NA,NA
"9MRN-4PN","54.1188","-0.11532","Of Flamborough, Yorks, England",NA,NA,NA
"GZY1-HVZ","53.89518","-1.50544","Harewood, Yorkshire, England",NA,NA,NA
"GZY1-7BV","53.95878","-1.08248","Yorkshire, England",NA,NA,NA
"LV79-VM6","52.0627","-0.8157","Wolverton, Buckinghamshire, England",NA,NA,NA
"LD4G-X5N","52.5352","-2.769","Church Stretton, Shropshire, England","52.5352","-2.769","Church Stretton, Shropshire, England"
"LJ1P-KNC","52.5352","-2.769","Church Stretton, Shropshire, England","52.5352","-2.769","Church Stretton, Shropshire, England"
"LJYQ-JGQ","52.5281","-2.7733","Hope Bowdler, Shropshire, England","52.64306","-2.71362","Shropshire, England"
"LJYQ-JRF","52.5241","-2.6456","Shipton, Shropshire, England","52.5241","-2.6456","Shipton, Shropshire, England"
"GDHP-VB6","51.05","0.58333","Benenden, Kent, England","52.4379","-1.6496","England"
"G6PF-FKY",NA,NA,NA,NA,NA,NA
"G7W9-5VT",NA,NA,NA,NA,NA,NA
"GG8C-FNW",NA,NA,NA,NA,NA,NA
"G6BZ-1LR","52.1889","1.1322","Stonham Aspal, Suffolk, England",NA,NA,NA
"G28K-4H8","52.1895","1.1307","Stonham Aspal, Suffolk, England, United Kingdom","52.1895","1.1307","Stonham Aspal, Suffolk, England, United Kingdom"
"G6B8-3VH","52.4379","-1.6496","England",NA,NA,NA
"LRYF-S32","46","2","France","46","2","France"
"KHRN-NZB","52.67827","0.97259","Norfolk, England, United Kingdom",NA,NA,NA
"LVM4-63N","51.96667","1.25","Shotley, Suffolk, England",NA,NA,NA
"M7V1-SBN","52.585","-2.0584","Willenhall, Staffordshire, England","52.585","-2.0584","Willenhall, Staffordshire, England"
"LZD9-FKS","52.5873","-2.1279","Wolverhampton, Staffordshire, England","52.4379","-1.6496","England"
"GXTQ-ZVN","52.5873","-2.1279","Wolverhampton, Staffordshire, England","52.77951","-1.91711","Staffordshire, England"
"99QP-BRP",NA,NA,NA,NA,NA,NA
"LYS7-WR2","52.84132","1.0292","Melton Constable,Norfolk,England","52.3623","-1.22","Hill Morton.Warwickshire,England"
"LTZL-CYJ","52.5641","-1.3223","Elmesthorpe, Leicestershire, England, United Kingdom",NA,NA,NA
"GC92-SYH","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GHX8-LRW","52.4379","-1.6496","England",NA,NA,NA
"9Z4Y-4QB","52.88958","1.15833","Baconsthorpe, Norfolk, England",NA,NA,NA
"MZJR-K3F","52.88958","1.15833","Baconsthorpe, Norfolk, England","52.88958","1.15833","Baconsthorpe, Norfolk, England"
"G8X7-S34","52.88958","1.15833","Baconsthorpe, Norfolk, England","49.9167","2.5","Somme, Picardie, France"
"GVCN-JCW","52.3191","1.1476","Eye, Suffolk, England","52.32","1.1463","Eye, Suffolk"
"GVCF-Y9F","52.3191","1.1476","Eye, Suffolk, England",NA,NA,NA
"29WW-KP6","52.88333","1.16667","Baconsthorpe, Norfolk, England","52.88333","1.16667","Baconsthorpe, Norfolk, England"
"GDNV-JMC","52.88958","1.15833","Baconsthorpe, Norfolk, England",NA,NA,NA
"KCWC-7WS","52.8109","1.3379","Felmingham, Norfolk, England",NA,NA,NA
"9C7Z-HSV","52.88333","1.16667","Baconsthorpe, Norfolk, England",NA,NA,NA
"G6B2-M2Q","52.2665","1.1995","Bedingfield, Suffolk, England","52.2665","1.1995","Bedingfield, Suffolk, England"
"LCX4-NR4","52.2665","1.1995","Bedingfield, Suffolk, England","52.2665","1.1995","Bedingfield, Suffolk, England"
"L838-9Y7","52.88958","1.15833","Baconsthorpe, Norfolk, England","52.2056","0.7995","Bradfield St George, Suffolk, England"
"GZ55-5D4","52.2734","1.1934","Bedingfield, Suffolk, England",NA,NA,NA
"9CQZ-RSQ","51.39235","-2.04346","of,Lackham,Wiltshire,England",NA,NA,NA
"LZK9-V6R","52.2019","1.5464","Knodishall with Buxlow, Suffolk, England","52.2019","1.5464","Knodishall with Buxlow, Suffolk, England"
"LQ5N-7DX","52.4379","-1.6496",",,, England",NA,NA,NA
"L4QZ-243","52.48333","1.23333","Long Stratton, Norfolk, England","52.48333","1.23333","Long Stratton, Norfolk, England"
"GMVH-T64","52.2751","1.0653","Suffolk, England","52.2751","1.0653","Suffolk, England"
"G787-C7C",NA,NA,"Brynhill of Brindle, Chorley, Lancashire, England",NA,NA,NA
"GFG3-ZG4","52.1778","0.7526","Stanningfield, Suffolk, England, United Kingdom",NA,NA,NA
"KLVN-F32","52.1778","0.7526","Stanningfield, Suffolk, England, United Kingdom",NA,NA,NA
"GD5G-89L","55.1","-1.95","Capheaton, Northumberland, England","51.9543","0.8534","Little Horkesley, Essex, England"
"MYBH-172","55.3763","-1.8309","Edlingham, Northumberland, Eng.",NA,NA,NA
"G2NV-4Y8","52.2207","0.8669","Drinkstone, Suffolk, England","52.2201","0.8336","Hessett, Suffolk, England"
"GDS5-D3Z","52.2201","0.8336","Hessett, Suffolk, England","52.2067","0.7985","Bradfield St George, Suffolk, England"
"LB6G-5QT","52.73151","0.7803","Litcham, Mitford, Norfolk, England","51.85","-0.4","Luton Hoo, Bedfordshire, England"
"L1QK-1R2","52.8739","-3.0042","Whittington, Shropshire, England","52.8281","-0.3593","Dunsby, Bourne, Lincolnshire, England"
"GQ16-KKG","52.221","0.8046","Rougham, Suffolk, England",NA,NA,NA
"LY1F-XPQ","53.752","-0.2692","Marfleet, Holderness, Yorkshire",NA,NA,NA
"L4CD-H9R","53.752","-0.2691","Marfleet, Yorkshire, England, United Kingdom",NA,NA,NA
"GGM9-FM9","52.675","1.225","Drayton, Hellesden, Norfolk, England","46.8729","0.6285","Oyré, Châtellerault, Vienne, Aquitaine"
"27S7-2H5","52.2833","0.6833","Hengrave, Suffolk, England",NA,NA,NA
"27S7-2Z4","52.5198","1.7013","Mutford, Suffolk, England",NA,NA,NA
"GFQ3-QPF","52.51136","1.50796","Hales, Norfolk, England","52.51136","1.50796","Hales, Norfolk, England"
"GZXT-GJ3","52.93435","0.76414","Burnham Thorpe, Norfolk, England","52.67827","0.97259","Selkirk Hall, Sale, Norfolk, England"
"GXVN-S2V","52.4379","-1.6496","England",NA,NA,NA
"G71Y-MVK","52.79678","0.85833","Of Colkirk,Norfolk,England",NA,NA,NA
"LH5V-F7Y","52.79678","0.85833","Of Colkirk,Norfolk,England",NA,NA,NA
"27S7-LXB","52.79678","0.85833","COLKIRK, NORFOLK, ENGLAND",NA,NA,NA
"27S7-LF5","52.67827","0.97259","Norfolk, England",NA,NA,NA
"LVVF-D34","51.22608","0.75054","Kent, England","51.22608","0.75054","Kent, England"
"GQ1W-NNL",NA,NA,"Chilham Castle-Chilham-Kent-England","51.22608","0.75054","Kent, England"
"9HKX-ZPF","51.3159","0.0749","West Greenwich, Birling, Bourne in Bishopsbourn, Burham, & Cudham, Kent, England","52.21369","0.12631","Great Linton, Cambridgeshire, England."
"GVP2-HJ9","51.816","0.1475","Sawbridgeworth, Hertfordshire, England","51.83747","-0.18951","Hertfordshire, England, United Kingdom"
"G4CS-NQB","51.299","0.4222","Leybourne, Kent, England","51.28256","0.40476","West Malling, Kent, England"
"G87T-QTP","51.3018","1.2277","Preston, Kent, England","51.28409","0.35462","Leybourne, New Hythe, Kent"
"KL7D-XVM","52.221","0.8046","Naunton Hall, Chavent, Rougham, Suffolk, England, United Kingdom","52.221","0.8046","Rougham, Suffolk, England, United Kingdom"
"LHJJ-H6M","52.221","0.8046","Naunton Hall, Chavent, Rougham, Suffolk, England, United Kingdom","52.221","0.8046","Naunton Hall, Chavent, Rougham, Suffolk, England, United Kingdom"
"GM5B-92J","51.99734","0.60177","Castle Hedingham, Essex, England","51.85739","-1.29353","Oxfordshire, England"
"L6LG-24K","52.3161","-2.861","Wigmore, Herefordshire, England","52.0543","1.1559","Ipswich, Suffolk, England"
"LVHW-DCP","53.15812","-0.23925","Lincolnshire, England","53.47701","-0.58554","Kettelthorpe Manor, Lindsey, Lincolnshire, England"
"GM4Y-Z15","53.21667","0.2","Kettelthorpe Manor, Lincolnshire, England, United Kingdom","53.21667","0.2","Kettelthorpe Manor, Lincolnshire, England, United Kingdom"
"MZMZ-KCL","53.07","-0.95","Southwell, , Nottingham, England","53.07","-0.95","Southwell, , Nottingham, England"
"MZMZ-KZT","53.07","-0.95","Southwell, , Nottingham, England","53.07","-0.95","Southwell, , Nottingham, England"
"MZMZ-K8L","53.07","-0.95","Southwell, , Nottingham, England","53.07","-0.95","Southwell, , Nottingham, England"
"MZMZ-K8B","53.07","-0.95","Southwell, , Nottingham, England",NA,NA,NA
"GNNR-5FQ","50.89175","-2.86452","Chillington, Staffordshire, England, United Kingdom","50.89175","-2.86452","Chillington, Staffordshire, England, United Kingdom"
"GNNR-LTX","50.89175","-2.86452","Chillington, Staffordshire, England, United Kingdom","50.89175","-2.86452","Chillington, Staffordshire, England, United Kingdom"
"9CJC-ZPT","52.77951","-1.91711","Staffordshire, England","51.86361","-4.10083","Dryslwyn, Carmarthenshire, Wales"
"LCJC-654","52.6364","-1.6652","Amington, Staffordshire, England","52.8061","-2.1182","Stafford, Staffordshire, England"
"LHFH-TKH","52.5982","-1.7162","Drayton Bassett, Staffordshire, England","52.5993","-1.7156","Drayton Basset, Safford, England"
"LZJF-LJJ","52.5993","-1.7156","Drayton Bassett, Staffordshire, England, United Kingdom","52.5993","-1.7156","Drayton Bassett, Staffordshire, England, United Kingdom"
"KG7G-ND3","52.5371","-2.3076","Claverly, Shropshire, England",NA,NA,NA
"KG7G-N8Z",NA,NA,NA,NA,NA,NA
