"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GHVL-B4K","34.75","-92.5","Arkansas,","43.91667","-121.25028","Deschutes, Oregon"
"GHK6-8WT",NA,NA,NA,"43.91667","-121.25028","Deschutes, Oregon, United States"
"L6L2-JJB","46.9658","-94.8393","Nevis, Hubbard, Minnesota, United States","45.63889","-122.66028","Vancouver, Clark, Washington, United States"
"LNKH-8TG","45.72556","-121.81806","Carson, Skamania, Washington, United States","45.63889","-122.66028","Vancouver, Clark, Washington, United States"
"L4MN-TBX","31.25","-99.25","Texas, United States","35.2828","-120.6596","San Luis Obispo, San Luis Obispo, California, United States"
"KN3F-FT7","33.3964","-96.9603","Pilot Point, Denton, Texas","44.2728","-121.1728","Redmond, Deschutes, Oregon"
"K2VH-PS9","34.3161","-93.1706","Bismarck,Hot Springs,Arkansas","35.37333","-119.01778","Bakersfield, Kern, California"
"KCPD-XRB","34.3278","-93.0567","De Roche, Hot Springs, Arkansas, United States",NA,NA,NA
"L6LW-6TT","40.60833","-93.95944","Brainard Township, Fayette, Iowa","45.63889","-122.66028","Vancouver, Clark, Washington, United States"
"L6LW-FCQ","46.2503","-94.2503","Minnesota, United States",NA,NA,NA
"GMGH-5D6","45.8456","-91.5403","Stone Lake, Sawyer, Wisconsin, United States","45.72556","-121.81806","Carson, Skamania, Washington, United States"
"GMGH-26Q","42.7428","-74.9775","Otsego, Otsego, New York, United States","45.72778","-121.48528","White Salmon, Klickitat, Washington, United States"
"G94M-6WK","36.3164","-91.2225","Ravenden Springs, Randolph, Arkansas, United States","34.3814","-94.3656","Vandervoort, Polk, Arkansas, United States"
"L7F5-765","34.75","-92.5","Arkansas, United States","33.9014","-96.2211","Utica, Bryan, Oklahoma, United States"
"K2VH-2FN","34.49861","-93.05417","Hot Spring, Arkansas","34.3278","-93.0567","Deroche, Hot Spring, Arkansas"
"LCPJ-CQ6","34.75","-92.5","Arkansas","34.3161","-93.1706","Bismark, Hot Spring, Arkansas"
"L2C8-Q7T","34.3528","-82.9322","Hartwell, Hart, Georgia, United States","34.5036","-93.055","Hot Springs, Garland, Arkansas, United States"
"LVNN-V32","32.7503","-83.5003","Georgia, United States","34.5036","-93.055","Hot Springs, Garland, Arkansas, United States"
"MWKV-8ST","39.8017","-89.6436","Springfield, Sangamon, Illinois, United States","47.36583","-94.60778","Pike Bay Township, Cass, Minnesota, United States"
"KN1H-HLB","43.0728","-91.1078","Prairie du Chien, Crawford, Wisconsin, United States","46.9658","-94.8393","Nevis Hubbard, Minnesota, United States"
"KC4P-BDG","43.4442","-93.2208","Northwood, Worth, Iowa","47.1","-94.9","Hubbard, Minnesota, United States"
"KH6L-9FC","42","-93.5","Iowa","47.0046","-94.727","Akeley, Hubbard, Minnesota, United States"
"L8Q2-8WR","45.9106","-66.6586","Fredericton, New Brunswick, Canada","46.7811","-92.1181","Duluth, St. Louis, Minnesota, United States"
"L8QF-2Z8","46.1485","-67.9562","Ludlow, Aroostook, Maine, United States","45.5236","-122.675","Portland, Multnomah, Oregon, United States"
"9687-7K6","42.6444","-74.7251","Decatur, Otsego, New York, United States","45.72778","-121.48528","White Salmon, Klickitat, Washington, United States"
"K8FB-QKZ","42.5939","-74.7172","Worcester, Otsego, New York, United States","45.72778","-121.48528","White Salmon, Klickitat, Washington, United States"
"LCVF-TC7","32.7503","-83.5003","Georgia, United States","36.35","-91.01667","Randolph, Arkansas, United States"
"KLX1-TT9","32.75","-86.75","Alabama, United States","36.35","-91.01667","Randolph, Arkansas, United States"
"KHD1-RBZ","38.48333","-85.76139","Clark, Indiana, United States",NA,NA,NA
"2WN4-1MS","38.2944","-85.9756","Georgetown, Floyd, Indiana, United States",NA,NA,NA
"LHSQ-X2Y","35.2","-85.15","Hamilton, Tennessee, United States","34.35","-92.9","Hot Spring, Arkansas, United States"
"LHQM-9CQ","33.8","-87.3","Walker, Alabama, United States","34.35","-92.9","Hot Spring, Arkansas, United States"
"LHZQ-PTC","35.75","-86.25","Tennessee, United States","34.75","-92.5","Arkansas, United States"
"LHZQ-59P","37.5","-85.25","Kentucky, United States","34.3053","-93.2614","Beaton, Hot Spring, Arkansas, United States"
"9N9J-FLS","34.53333","-82.65","Anderson, South Carolina, United States","32.7503","-83.5003","Georgia, USA"
"L5N7-J8L","34","-81","South Carolina, United States",NA,NA,NA
"KCZ5-DBZ","32.05","-84.18333","Sumter, Georgia, United States","32.15","-83.78333","Dooly, Georgia, United States"
"KHDS-NZZ","32.7503","-83.5003","Georgia",NA,NA,NA
"L6LQ-3HW","53","-8","Ireland","42.8622","-91.887","Randalia, Fayette, Iowa, United States"
"L6LQ-3CG","41.50056","-81.16667","Geauga, Ohio, United States","42.9308","-91.705","Brainard, Fayette, Iowa, United States"
"KF3N-R3R","40.2833","-79.3678","Youngstown, Westmoreland, Pennsylvania, United States","42.9575","-91.6306","Elgin, Fayette, Iowa, United States"
"GMNS-73X","40.308","-79.47","Westmoreland, Pennsylvania, United States","41.5861","-93.6232","Des Moines, Polk, Iowa, United States"
"K8R2-H3H","43","-75.5","New York, United States","47.1","-94.9","Hubbard, Minnesota, United States"
"K86G-1WX","42.649","-73.7534","Albany, Albany, New York, United States","42","-93.5","Iowa, United States"
"LVS7-7KG","40.8108","-81.9356","Wooster Ohio","46.49","-94.07","Crow Wing Twp. Hubbard Co. MN."
