"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"GV5W-LTL","55.83","-3.083","Locherworth Castle Midlothian Scotland","55.83","-3.083","Locherwart Castle, Gorbridge, Midlothian, Scotland"
"GGJT-CPZ","55.86667","-3.06667","Dalkeith, Midlothian, Scotland","55.9535","-3.1892","Edinburgh, Midlothian, Scotland"
"GK2B-HY4","55.669","-3.7837","Strathblane, Lanarkshire, Scotland","51.5557","-0.2321","Hanged, Drawn & Quartered in London, Middlesex, England"
"GNKB-XBV","56.5","-4","Menteith, Perth, Scotland","56.5","-4","Menteith, Perth, Scotland"
"GZND-Z96","56.81674","-4.18396","Scotland","56.81674","-4.18396","Scotland"
"GHS2-JK5","56.01667","-4.58333","Balloch Castle, Loch Lomond, Dunbartonshire, Scotland","56.01667","-4.58333","Balloch Castle, Loch Lomond, Dunbartonshire, Scotland"
"LY3P-P2L","54.83333","-4.73333","Gillespie, Wigtownshire, Scotland","54.83333","-4.73333","Gillespie, Wigtownshire, Scotland"
"LB15-BCC","55.86666","-5.23333","Lamont, Lochow, Argyllshire, Scotland","56.25","-5.25","Lochow, Argyll, Scotland"
"GG6S-9K9","55.9094","-4.4629","Erskine, Renfrewshire, Scotland",NA,NA,NA
"L8T4-8RW","56.95","-2.23333","Dunottar, Kincardineshire, Scotland","54.78333","-1.56666","Neville's Cross, Durham, England"
"G4RL-VZV","57.1483","-2.0937","Mar, Aberdeen, Scotland","55.48333","-2.83333","Synton, Selkirkshire, Scotland"
"GLK5-FVG","55.4667","-3.65","Crawford, Lanarkshire, Scotland","-20.927","-48.0065","Candia, Crete"
"LTY2-JCJ","56.67","-2.917","Glenesk, Angusshire, Scotland","56.67","-2.917","Glenesk, Angusshire, Scotland"
"K6S2-5L7","55.6154","-4.4995","Kilmarnock, Ayrshire, Scotland","55.56667","-4.58333","Dundonald, Ayrshire, Scotland"
"G2TK-FWG","56.81674","-4.18396","Scotland",NA,NA,NA
"GG3C-HG3","56.81674","-4.18396","Scotland",NA,NA,NA
"L8T1-47N","52.192","-2.2255","Worcester, Worcestershire, England",NA,NA,NA
"MQXT-RTL","52.23342","-2.21245","Caldwell, Worcestershire, England",NA,NA,NA
"LHZ5-WWV","52.4379","-1.6496",",, Eng",NA,NA,NA
"GXXN-9YP","53.587","-2.6666","Standish, Lancashire, England","53.5868","-2.6665","Standish, Lancashire, England, United Kingdom"
"GV4L-KSP","52.11349","0.79095","Lavenham, Suffolk, England",NA,NA,NA
"G6XP-7M6","52.35","-0.85","Waldegrave, Northamptonshire, England","52.2751","1.0653","Suffolk, England"
"G6XP-S6G","52.35","-0.85","Bures, Northamptonshire, England","52.2751","1.0653","Suffolk, England"
"GLPF-VKP","52.1833","0.3667","Westley Waterless, Cambridgeshire, England","52.4379","-1.6496","England"
"G935-S9G","52.2751","1.0653","Suffolk, England","52.2751","1.0653","Edmondston, Suffolk, England"
"G2BY-17R","52.4379","-1.6496","England",NA,NA,NA
"L6VV-TT5","51.8823","0.8179","Stanway, Essex, England","51.9038","0.5592","Bocking, Essex, England"
"LYC4-FBR","52.85","1.33333","Gunton, Norfolk, England",NA,NA,NA
"K8RF-P3Q","52.19693","0.71279","Hawstead, Suffolk, England","52.2143","-0.5036","Bletsoe, Bedfordshire, England"
"KHFS-1CN","52.77951","-1.91711","Staffordshire, England",NA,NA,NA
"GQ1D-K6T","52.77951","-1.91711","Staffordshire, England",NA,NA,NA
"9SQM-R7X","53.46666","-1.41666","Wentworth Woodhouse, Yorkshire, England","53.46666","-1.41666","Wentworth Woodhouse, Yorkshire, England"
"GHH3-HLS","53.62246","-1.35945","Hemsworth, Yorkshire, England, United Kingdom",NA,NA,NA
"LB75-2XL","53.61667","-1.56667","West Bretton, Yorkshire, England","53.95878","-1.08248","Yorkshire, England, United Kingdom"
"GD3G-2TH","53.5522","-1.5629","Silkstone, Yorkshire, England","53.95878","-1.08248","Yorkshire, England"
"G228-27Q","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"G228-9ND","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"9ZH7-DY4","52.1033","1.0498","Nettlestead, Suffolk, England","52.276","1.6271","Dunwich, Suffolk, England"
"K8BS-SNG","51.51","-0.12","London, Middlesex, England","52.4379","-1.6496","England"
"LBCB-WBJ","52.2751","1.0653","Wiggingham, Suffolk, England","52.2751","1.0653","Suffolk, England"
"LVMF-Q6G","51.83747","-0.18951","Hertfordshire, England","52.73333","0.5","East Winch, Norfolk, England"
"9W6T-3MJ","51.9719","0.8674","Nayland, Suffolk, England","51.9879","0.9","Stoke by Nayland, Suffolk, England"
"LCF2-CP9",NA,NA,NA,NA,NA,NA
"K29X-K25","51.5904","-1.1959","South Moreton, Berkshire, England","51.11974","-2.9","Holbroke, Somerset, England"
"2QBT-27B","51.86109","-4.92292","Pembrokeshire, Wales","52.33022","-3.76641","Wales"
"L6PK-S16","51.9","-4.91666","Woodstock, Pembrokeshire, Wales",NA,NA,NA
"GDQG-2LL","51.7999","-4.9715","Haverfordwest, Pembrokeshire, Wales","51.8","-4.86666","Picton Castle, Pembrokeshire, Wales"
"G2R8-F3T","51.5845","-2.9984","Newport, Monmouthshire, Wales","51.5845","-2.9984","Newport, Monmouthshire, Wales"
"M7J9-XY9","51.8359","-2.308","Elmore, Gloucestershire, England","51.8359","-2.308","Elmore, Gloucestershire, England"
"M7J9-XY4","51.86109","-4.92292","Pembroke, Wales","51.75873","-2.85372","Raglan, Monmouthshire, Wales"
"GZJ8-6TH","51.8","-4.86666","Picton, Pembrokeshire, Wales","53.33556","-6.6925","Rathcoffey, County Kildare, Ireland"
"MNFK-8BZ","53.64056","-6.23778","Gormanston, County Meath, Ireland",NA,NA,NA
"GWXT-8CJ","51.57565","-2.56634","Tockington, Gloucestershire, England","51.5498","-2.4611","Iron Acton, Gloucestershire, England"
"GXRQ-F5W","52.13436","-2.74917","Irchenfield Forest, Herefordshire, England","52.13436","-2.74917","Irchenfield Forest, Herefordshire, England"
"G827-2FC","51.74603","-2.21774","Stroud Hill, Gloucestershire, England","51.74603","-2.21774","Stroud Hill, Gloucestershire, England"
"GHYY-NQ2","52.4379","-1.6496","England",NA,NA,NA
"G6CQ-B7N","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"GCGD-MKL","51.7895","-2.2429","Harescombe, Gloucestershire, England","51.7895","-2.2429","Harescombe, Gloucestershire, England"
"LVP9-Z3V","53.18268","-2.53046","Cheshire, England",NA,NA,NA
"MR7G-P72","50.69407","-3.85754","Waye by Ashburton, Devon, England","50.43333","-3.56667","Paignton, Devon, England"
"LYBQ-XWW","50.36667","-3.91667","Ermington, Devon, England","50.73646","-3.71887","Devon, England"
"G6H9-DS2","52.4379","-1.6496","England",NA,NA,NA
"G62Z-7QJ","52.4379","-1.6496","England",NA,NA,NA
"M92J-B4N","51.24849","-0.2442","Buckland, Surrey, England","51.70307","-0.70335","Missenden, Hertfordshire, England"
"9QVW-4JW","52.7013","-0.4526","Essendine, Rutland, England, United Kingdom","51.9925","-2.1575","Tewkesbury, Gloucestershire, England, United Kingdom"
"L5B7-NLY","50.95","0.73","Rye, Sussex, England, United Kingdom","50.95","0.73","Rye, Sussex, England, United Kingdom"
"LR9R-ZF6","50.983","0.7303","Iden, Sussex, England, United Kingdom",NA,NA,NA
"KVG4-QJ4","51.5643","-1.6232","Ordeston, Ashbury, Berkshire England, United Kingdom",NA,NA,NA
"KVG4-QNZ","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"KVG4-QVG","52.4379","-1.6496","England, United Kingdom",NA,NA,NA
"9ZCB-YTK","52.4379","-1.6496","England, United Kingdom","52.4379","-1.6496","England, United Kingdom"
"L56L-QSC","51.10949","-2.32161","Stourton, Wiltshire, England","51.11341","-2.4528","Bruton, Somerset, England"
"9ZH8-8LH","51.39235","-2.04346","Wiltshire, England","52.77951","-1.91711","Coleshill, Staffordshire, England"
"G3QM-BVV","51.5557","-0.2321","Middlesex, England","51.6983","-0.23077","South Mymms, Middlesex, England"
"KLVK-LZM","51.6983","-0.23077","South Mymms, Middlesex, England",NA,NA,NA
