"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"LV4R-PQG",NA,NA,NA,NA,NA,NA
"9SWZ-QL8","52.21369","0.12631","Cambridgeshire, England","52.21369","0.12631","Cambridgeshire, England"
"GCMM-1HT","50.9671","-3.1141","Pitminster, Somerset, England","52.2734","1.1934","Bedingfield, Suffolk, England"
"GGXK-KS4","52.1824","-0.8038","Horton, Northamptonshire, England, United Kingdom","51.51","-0.12","London, Middlesex, England"
"GL95-FQG","52.4379","-1.6496","England","52.4379","-1.6496","England"
"GL95-3NB","50.73646","-3.71887","Devon, England","52.4379","-1.6496","England"
"LVYC-2BT","51.20628","-0.49163","Albury, Surrey, England","51.1965","0.4835","Farley Green, Albury, Surrey, England"
"LC8D-5Y2","51.20628","-0.49163","Albury, Surrey, England","51.20628","-0.49163","Albury, Surrey, England"
"2DX5-6P9","50.82726","-2.81465","Broadwinsor Liberty, Dorset, England","50.8183","-2.7983","Broadwindsor, Dorset, England"
"GNZ7-GZM","51.8109","-0.0282","Ware, Hertfordshire, England",NA,NA,NA
"GNZ7-HDV","51.81881","-0.00709","Ware, East Hertfordshire district, Hertfordshire, England, United Kingdom",NA,NA,NA
"GNZQ-RYK","51.81881","-0.00709","Ware, East Hertfordshire district, Hertfordshire, England, United Kingdom",NA,NA,NA
"LVQT-MM4","51.9489","-3.3913","Breconshire, Wales","53.1938","-2.8921","Chester, Cheshire, England"
"G9ZY-V88","51.88696","-3.38055","Llanfrynach, Breconshire, Wales","53.18268","-2.53046","Cheshire, England"
"GLXB-CNM","53.3413","-1.2911","Llanitern, Glamorgan, Wales, England","51.88696","-3.38055","Aber-Cynrig, Llanfrynach, Breconshire, Wales, England"
"GLXY-LS4","51.8216","-1.6579","Tainton Hall, Thame Park, Oxfordshire, England","52.4379","-1.6496","England, England, United Kingdom"
"G3LP-HNF","50.7479","-3.3882","Rockbeare, Devon, England, United Kingdom","51.51","-0.12","London, England"
"L6YM-7MR","52.1502","-1.1577","Canons Ashby, Northamptonshire, England","52.4379","-1.6496","England"
"LZF7-CCW","50.73646","-3.71887","of Chudleight, Devon, England",NA,NA,NA
"938B-LJV","50.6","-3.58333","Chudleigh, Devon, England",NA,NA,NA
"G946-VKB","53.1008","-2.3951","Haslington, Cheshire, England",NA,NA,NA
"G946-1LT","53.18268","-2.53046","Whittington, Cheshire, England",NA,NA,NA
"G946-L11","41.7","-71.41","Warwick, Kent, England","63.42972","10.39333","Trondheim, Sor-Trondelag, Norway"
"LZJB-9GN","51.736","0.4696","Chelmsford, Essex, England","36.9075","-76.70806","Isle of Wight, Isle of Wight, Virginia, British Colonial America"
"L8W9-4D2","51.736","0.4696","Chelmsford, Essex, England","51.72107","0.46515","Chelmsford, Essex, England"
"GSJ5-M22","51.736","0.4696","Chelmsford, Essex, England","51.55254","-0.04174","St. John at Hackney, Middlesex, England"
"WBW3-G48","51.736","0.4696","Chelmsford, Essex, England","51.85229","0.61466","Essex, England"
"9VGQ-52M","51.9541","0.3441","of Thaxted, Essex, England","51.95","0.36667","Thaxted, Essex, England, United Kingdom"
"9VGQ-529","51.9541","0.3441","of Thaxted, Essex, England","51.7365","0.4687","Chelmsford, Essex, England, United Kingdom"
"GQKN-QRX","52.0226","0.2393","Saffron Walden, Essex, England, United Kingdom","51.9541","0.3441","Thaxted, Essex, England, United Kingdom"
"9KXT-72F","52.0226","0.2393","of Saffron Walden, Essex, England",NA,NA,NA
"GLVZ-HQD","52.974","-0.0214","Boston, Lincolnshire, , England","53.02685","0.07259","Skirbeck, Lincolnshire, , England"
"GLVZ-X73","50.9075","-3.3303","Uffculme, Devon (baptised 20 Aug 1562 as 'Thomas Keeper')","50.9075","-3.3303","Uffculme, Devon (Will of 1638 only mentions a Granddaughter, so more likely 1622)"
"GLVF-NPM","50.73646","-3.71887","Devon","50.9075","-3.3303","Uffculme, Devon (either 8 Oct 1650 OR 2 Jul 1656 - both state 'Widow')"
"GKHH-R5M","52.4379","-1.6496","England",NA,NA,NA
"GKHH-CT2","52.4379","-1.6496","England",NA,NA,NA
"GGDP-LT6","51.41558","-2.47475","Avon, England, United Kingdom","51.41558","-2.47475","Avon, England, United Kingdom"
"MLLD-QYM","53.15812","-0.23925","Lincolnshire, England","53.15812","-0.23925","Lincolnshire, England"
"GFQV-LSW","51.4473","-0.1934","Wandsworth, Surrey, England","51.5163","-0.0684","St Mary Whitechapel, London, England"
"KN37-C3B","51.66667","-1.06667","Culham, South Oxfordshire, Oxfordshire, England","51.7859","-1.4849","Witney, Oxfordshire, England"
"MS4V-1LY","51.41667","-1.25","Bradfield Hall, West Berkshire, Berkshire, England",NA,NA,NA
"LL3Y-QD5","51.80788","-0.67415","Tring, Hertfordshire, England",NA,NA,NA
"LZNW-JX8",NA,NA,NA,"51.51","-0.12","London, Middlesex, England"
"L1DW-NJS","51.5646","-1.8469","Lydiard Tregoze, Wiltshire, England","51.5646","-1.8469","Lydiard Tregoze, Wiltshire, England"
"LB8V-8BR","51.1826","-2.1058","Heytesbury, Wiltshire, England","51.7342","-1.5861","Black Bourton, Oxfordshire, England"
"LCVT-N97","52.26377","-1.97542","Feckenham, Worcestershire, England",NA,NA,NA
"LZL1-KP8","52.4379","-1.6496","England","52.4379","-1.6496","England"
"G7C1-QQ9","51.9243","5.04966","Middelkoop, South Holland, Netherlands","51.9243","5.04966","Middelkoop, South Holland, Netherlands"
"LL41-98J","51.9243","5.04966","Middelkoop, South Holland, Netherlands","51.9243","5.04966","Middelkoop, South Holland, Netherlands"
"LVZD-LD9","53.71667","-1.81667","Hipperholme, Yorkshire, England","53.71667","-1.81667","Hipperholme, Yorkshire, England"
"GVRN-K83","53.71667","-1.81667","Hipperholme, Yorkshire, England","53.71667","-1.81667","Hipperholme, Yorkshire, England"
"KZFD-W7X","53.74024","-1.83143","Northowram, Yorkshire, England","53.74024","-1.83143","Northowram, Yorkshire, England"
"L1HR-T6D","52.4379","-1.6496","England","51.22608","0.75054","Kent, England"
"K6QH-DX8","51.011","-1.651","Whiteparish, Wilshire, England",NA,NA,NA
"LYNC-T5F","51.51","-0.12","London, England",NA,NA,NA
"G8TY-1Q9","51.7211","-1.0892","Great Milton, Oxfordshire, England, United Kingdom","51.7211","-1.0892","Great Milton, Oxfordshire, England"
"93Y5-JNZ","52.145","0.6462","Somerton, Suffolk, England","52.1276","0.6653","Boxted, Suffolk, England, (Will)"
"L444-4NZ","52.1596","0.6682","Brockley, Suffolk, England","52.1276","0.6653","Boxted, Suffolk, England"
"LRKB-BCZ","51.4736","-3.3653","Glamorgan Wales, United Kingdom","51.4736","-3.3653","Glamorgan, Wales, United Kingdom"
"LRK1-7VZ","52.5628","-3.1493","Maesypandy Montgomeryshire, Wales, United Kingdom","52.33022","-3.76641","Wales, United Kingdom"
"LQ5P-T4N","53.725","-1.863","Halifax, Calderdale, Yorkshire, England","53.725","-1.863","Halifax, Calderdale, Yorkshire, England"
"M2KK-H91","53.725","-1.863","Halifax, Calderdale, Yorkshire, England","53.725","-1.863","Halifax, Calderdale, Yorkshire, England"
"G6XT-8X4","53.8339","-1.1314","Cawood, Yorkshire, England, United Kingdom","53.8339","-1.1314","Cawood, Yorkshire, England, United Kingdom"
"G6XT-L4C","53.95878","-1.08248","Yorkshire, England, United Kingdom",NA,NA,NA
"L6QS-YNF","51.85632","0.46615","Felsted, Uttlesford District, Essex, England","51.73758","0.56508","Little Baddow, Chelmsford, Essex, England"
"M6XW-S9J","51.85632","0.46615","Felsted, Essex, England","51.7455","0.5746","Little Baddow, Essex, England"
"L6L4-CVJ","51.7455","0.5746","Little Baddow, Essex, England","51.85229","0.61466","Essex, England"
"LT54-ZBQ","51.92172","0.50205","Shalford, Essex, England","51.9352","0.5031","Shalford, Essex, England"
"LTVF-PYX","51.9352","0.5031","Shalford, Essex, England","51.92172","0.50205","Shalford, Essex, England"
"LKXM-154","59.11667","16.36667","Fjällskäfte, Södermanland, Sweden","59.11667","16.36667","Fjällskäfte, Södermanland, Sweden"
"GVBT-FJC","58.41667","14.18333","Häggetorp, Kyrkefalla, Skaraborg, Sweden","58.48333","15.51667","Vreta Kloster, Östergötland, Sweden"
"LHYM-252","58.6","13.08333","Stola, Strö, Skaraborg, Sweden","53.5508","9.9877","Hamburg, Germany"
"LCWK-4XH","62","15","Kennekulle, Westergotland, Sweden","58.58333","13.08333","Strö, Skaraborg, Sweden"
"K4P8-FCV","51.6861","5.1345","Drunen, North Brabant, Netherlands","51.7371","5.0882","Genderen, North Brabant, Netherlands"
"KZW1-XVZ","51.6861","5.1345","Drunen, North Brabant, Netherlands",NA,NA,NA
"GQ65-C72","60.26667","14.98333","Grangärde, Dalarnas, Sweden","60.26667","14.98333","Grangärde, Dalarnas, Sweden"
"G66J-G9P","59.05","16.31667","Sunnansjö, Södermanland, Sweden","60.26667","14.98333","Grangärde, Dalarna, Sweden"
"GG6P-BGX","60.26667","14.98333","Grangärde, Dalarna, Sweden","60.26667","14.98333","Grangärde, Dalarna, Sweden"
"GGCR-PSP","60.26667","14.98333","Grangärde, Dalarna, Sweden","60.2","16.46667","By, Dalarna, Sweden"
"G6GM-JD3","63.31667","14.86667","Söre, Lit, Jämtland, Sweden","63.31667","14.86667","Söre, Lit, Jämtland, Sweden"
"GCWN-MJX","63.31667","14.86667","Söre, Lit, Jämtland, Sweden","63.31667","14.86667","Söre, Jämtland, Sweden"
"KCXG-G8S","65.86667","23.08333","Innanbäcken, Nederkalix, Norrbotten, Sweden","65.86667","23.08333","Innanbäcken, Norrbotten, Sweden"
"9QXC-QSG","65.85","23.13333","Nederkalix, Norrbotten, Sweden",NA,NA,NA
"MS8S-D8J","55.2167","-3.7333","Closeburn, Dumfries, Scotland",NA,NA,NA
"WBTF-9YW","55.93333","-5.86667","Lagg, Argyll and Bute, Escocia, Reino Unido",NA,NA,NA
"GJCB-39D","55.7667","-4.0333","Hamilton, South Lanarkshire, Strathclyde, Scotland, United Kingdom","55.66897","-3.78367","Lanarkshire, Scotland"
"LBGK-B7N","55.98","-4.06","Kilsyth, Stirlingshire, Scotland, United Kingdom","55.90427","-2.74688","Gifford, Garvald, Haddingtonshire, Scotland"
"GQ2Z-238","55.1","-3.58333","Locharbriggs, Dumfriesshire, Scotland","55.95932","-2.74699","Amisfield, East Lothian, Scotland"
"G67J-45T","56.81674","-4.18396","Scotland",NA,NA,NA
"LR68-6JK",NA,NA,NA,"55.83","-3.083","Edinburgh, Midlothian, Scotland"
"LB2Z-2LV",NA,NA,NA,"55.0667","-3.65","Terregles, Kirkcudbrightshire, Scotland"
