"fid","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"LF7J-9W5",NA,NA,NA,NA,NA,NA
"GNW2-5V5","51.9824","-1.3234","Deddington, Oxfordshire, England","51.9824","-1.3234","Deddington, Oxfordshire, England"
"LRPS-PWX","51.79073","-0.29247","Sandridge, Hertfordshire, England","51.9824","-1.3233","Deddington, Oxfordshire, England"
"GVSR-97W","51.2122","-1.4909","Andover, Hampshire, England","51.2122","-1.4909","Andover, Hampshire, England"
"GZ2B-6B5","51.20796","-1.58048","Andover, Hampshire, England","51.20796","-1.58048","Andover, Hampshire, England"
"GDL2-L57","51.85229","0.61466","Essex, England","51.85229","0.61466","Essex, England"
"GGSK-NVX","51.88893","0.90236","Colchester, Essex, England","51.88893","0.90236","Colchester, Essex, England"
"GGSK-PPT","51.85229","0.61466","Essex, England","52.4379","-1.6496","England"
"GS51-SSR","52.4379","-1.6496","England","52.4379","-1.6496","england"
"GGS2-3JY","51.72009","-1.98873","Cirencester, Gloucestershire, England","51.25","0.46666","Ewell, Kent, England"
"LKCW-WQM","51.4394","-2.005","Calne, Wiltshire, England","51.20796","-1.58048","Andover, Hampshire, England"
"LKCW-WNY","51.4394","-2.005","Calne, Wiltshire, England","51.20796","-1.58048","Andover, Hampshire, England"
"G4YS-Y58","50.71667","-3.2","Sidbury, Devon, England, United Kingdom","50.7281","-3.2174","Sidbury, Devon, England"
"GFZB-L18","50.73646","-3.71887","Devon, England",NA,NA,NA
"GGMB-LYP","51.82354","-2.62908","Monmouth, England","55.2377","-1.7041","Earsdon, Northumberland, England"
"G6TJ-BZ6","50.73646","-3.71887","Devon, England","55.0453","-1.4954","Earsdon, Northumberland, England"
"G85N-55Y","51.39235","-2.04346","Stewkley Grange,Wiltshire,England","51.0687","-1.794","Salisbury, Wiltshire, England"
"GZR4-DP8","52.4379","-1.6496","England",NA,NA,NA
"GLRH-LPL","53.11546","-1.02722","East Bridgeford, Nottinghamshire, England","53.11546","-1.02722","East Bridgeford, Nottinghamshire, England"
"G22G-5NS","51.73333","-2.36667","Cambridge, Gloucestershire, England","52.63333","-3","Brockton, Shropshire, England"
"GJR5-JFD","51.73333","-2.36667","Cambridge, Gloucestershire, England","51.73333","-2.36667","Cambridge, Gloucestershire, England"
"GNHS-FHY","52.9235","-1.477","Derby, Derbyshire, England","52.9235","-1.477","Derby, Derbyshire, England"
"9C6G-TV3","53.11051","-1.62048","Derbyshire, England",NA,NA,NA
"9C6G-GQW","52.4379","-1.6496","England",NA,NA,NA
"9C6G-YFB","53.2352","-1.4244","Chesterfield, Derbyshire, England",NA,NA,NA
"G3X5-9LQ","53.07388","-0.55508","Welbourn, Lincolnshire, England","52.77951","-1.91711","Staffordshire, England"
"GWS1-JBP","52.79646","-2.99541","Knockin in Oswestry, Shropshire, England","53.42545","-0.026","Utterby, Lincolnshire, England"
"G633-LHG","53.07388","-0.55508","Welbourn, Lincolnshire, England","53.07388","-0.55508","Welbourn, Lincolnshire, England"
"G7C6-FPB","52.33781","-1.56089","Warwickshire, England","55.33405","-1.98349","Berwick-on-Trent, Northumberland England"
"MFRN-YTR","53.11546","-1.02722","Nottinghamshire, England",NA,NA,NA
"MFRN-YY7","53.11546","-1.02722","Nottinghamshire, England",NA,NA,NA
"G4H1-6N8","51.83747","-0.18951","Homme, Hertfordshire, , England","51.3049","-1.8274","Charlton, Wiltshire, England"
"GHC1-MZF","51.1863","-0.6126","Godalming, Surrey, England",NA,NA,NA
"GF1H-DLD",NA,NA,NA,NA,NA,NA
"GF1H-V57",NA,NA,NA,NA,NA,NA
"LBHN-3F6","55.68333","-4.71667","Dalry, North Ayrshire, Scotland",NA,NA,NA
"LYSP-257","50.7505","2.2522","of St. Omer,Pas-de-Calais,France",NA,NA,NA
"G9R6-W4F",NA,NA,NA,"48.2348","4.7046","Bar-sur-Aube, Aube, Champagne-Ardenne, France"
"L4Y3-QYG","47.71819","-1.37868","Châteaubriant, Loire-Atlantique, Pays de la Loire, France",NA,NA,NA
"L4Y3-QTQ","48.928","0.5326","Beyne, Normandie, France",NA,NA,NA
"G7H2-N31","43.8336","-0.8075","Of, Tartas, Landes, France",NA,NA,NA
"G3FZ-L7T","46","2","France",NA,NA,NA
"LBGF-9YP","52.5","5.75","Netherlands",NA,NA,NA
"GN4Y-1VP","43.25","0.75","Comminges, Midi-Pyrénées, França","52.5","5.75","Netherlands"
"94T6-PT3","50.7505","2.2522","Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France","50.7505","2.2522","St Omer, Pas-de-Calais, Nord-Pas-de-Calais, France"
"94T6-PTH","46","2","France","50.7505","2.2522","Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France"
"LYZB-ZT3",NA,NA,NA,"44.8836","-0.6114","Bruges, Gironde, Nouvelle-Aquitaine, France"
"G6QP-YKK","50.63718","3.06344","Lille, Nord, France",NA,NA,NA
"LYDK-LBB","46","2","France",NA,NA,NA
"27SY-82J","50.42049","2.94805","Hénin-Beaumont, Pas-de-Calais, France",NA,NA,NA
"LDV4-CBG","55.5","-4.5","Ayrshire, Scotland","55.5","-4.5","Ayrshire, Scotland"
"L22D-2J6","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","55.63333","-4.68333","Eglinton, Ayrshire, Scotland"
"GSRR-XGK","55.83333","-4.38333","Hawkhead, Renfrewshire, Kingdom of Scotland","55.6293","-2.1709","Flodden Field, Branxton, Northumberland, England"
"L8B3-8SY","56.1181","-3.9378","Duntreath Castle, Stirling, Stirlingshire, Scotland","55.669","-3.7837","Hawkhead, Lanarkshire, Scotland"
"G29X-QNS",NA,NA,NA,"56.0136","-3.6057","kinneil house, Bo'ness, West Lothian, Scotland"
"GGPH-5K3",NA,NA,NA,"56.37874","-3.08893","Creich, Fife, Scotland, United Kingdom"
"LZ8W-WH5","55.7945","-4.6323","Lochwinnoch, Renfrewshire, Scotland","55.6294","-2.1706","Branxton, Northumberland, England"
"GG6G-1YN","55.45","-4.36667","Ochiltree, Ayrshire, Scotland","55.5","-4.5","Ayrshire, Scotland"
"LVNM-Z8Y","55.65","-4.71667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","55.65","-4.71667","Eglinton Castle, Kilwinning, Ayrshire, Scotland"
"LB39-554","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland","55.65","-4.66667","Eglinton Castle, Kilwinning, Ayrshire, Scotland"
"M4H5-L2T","55.08333","-3.51667","Torthorwald, Dumfries-Shire, Scotland","55.14783","-3.64282","Dumfries-Shire, Scotland"
"GG88-5XD",NA,NA,NA,NA,NA,NA
"LVC7-R1J","55.7685","-4.1578","Calderwood, Lanarkshire, Scotland","55.03333","-3.18333","Kirtle, Dumfriesshire, Scotland, United Kingdom"
"LBD8-CL4","55.92798","-3.59745","Linlithgowshire, Scotland","57.1037","-7.3346","East Kilbride, Inverness-shire, Scotland, United Kingdom"
"GJBZ-DTM","55.75","-4.7","Kilburnie, Aryshire, Scotland, United Kingdom","55.75","-4.7","Kilbirnie, Ayrshire, Scotland, United Kingdom"
"GJBW-RTD","55.35","-3.91667","Sanquhar, Dumfriesshire, Scotland","55.35","-3.91667","Sanquhar, Dumfries-shire, , Scotland"
"LB16-YKJ","55.6","-4.4","Loudoun, Ayrshire, Scotland","55.5","-4.5","Tullibardine, Ayrshire, Scotland"
"GM17-FTX","55.33333","-4.7","Cassillis House, Maybole, Aryshire, Scotland","55.9535","-3.1892","Edinburgh, Midlothian, Scotland"
"G8HV-Q29","55.5931","-4.4994","Riccarton, Ayrshire, Scotland, United Kingdom","55.33405","-1.98349","Braxton, Northumberland, England"
"GG26-S8H","55.8174","-4.2626","Cathcart, Renfrewshire, Scotland",NA,NA,NA
"9QPS-JHF",NA,NA,NA,NA,NA,NA
"9QPS-JCS",NA,NA,NA,NA,NA,NA
"99LT-LNP","52.09609","-9.60725","County Kerry, Ireland","52.5021","-3.2567","County Kerry, Ireland, United Kingdom"
