"fid","ascendancy"
"LC65-K2F",43497
"GL84-S86",43498
"LNV7-4V6",43500
"LZD1-LKZ",43501
"LCTD-XWJ",43502
"LV4T-1HZ",43503
"GJM8-NGB",43848
"GJM8-NGY",43849
"L1W6-KZC",43850
"L1W6-JG7",43851
"KH51-9C6",43868
"KHT8-YP7",43869
"GF31-WT8",43958
"GHLG-6WY",43959
"L88C-X4Z",86144
"L1XL-BCY",86145
"GZGM-MGB",86146
"GZGM-WG9",86147
"LTDW-2Q1",86208
"GL2G-2ZL",86209
"LZL8-5Z6",86210
"KNZQ-FRQ",86211
"L669-KLG",86212
"LRLB-NP4",86213
"LB7K-PJP",86214
"LH5T-KJH",86215
"L4F7-CCD",86216
"L4F7-HWW",86217
"L6RB-NG5",86218
"LTRZ-THW",86219
"MJV4-LQ2",86220
"L5GJ-RFL",86221
"LZL7-7HV",86222
"LZ66-VMF",86223
"9V3Y-K5K",86224
"G8BX-4G9",86225
"L8Y8-DZV",86226
"9V3Y-K58",86227
"GZY3-932",86230
"LHVT-SST",86231
"93F2-DZH",86232
"L83K-S2B",86233
"LZ8F-BW5",86234
"GSK2-TBJ",86235
"L6K5-RKF",86236
"LJL1-Y8Y",86237
"LCY3-841",86238
"GS7C-D1M",86239
"GCL8-96S",86240
"9CCH-HF4",86241
"GNCX-8LD",86242
"GLKX-JSP",86243
"GVP5-7KL",86250
"L8B4-PHW",86251
"GN9P-7SN",86252
"GN9P-QFT",86253
"KC3Z-8C8",86254
"G797-1RZ",86255
"L88C-X4Z",86272
"L1XL-BCY",86273
"GZGM-MGB",86274
"GZGM-WG9",86275
"LTDW-2Q1",86336
"GL2G-2ZL",86337
"LZL8-5Z6",86338
"KNZQ-FRQ",86339
"L669-KLG",86340
"LRLB-NP4",86341
"LB7K-PJP",86342
"LH5T-KJH",86343
"L4F7-CCD",86344
"L4F7-HWW",86345
"L6RB-NG5",86346
"LTRZ-THW",86347
"MJV4-LQ2",86348
"L5GJ-RFL",86349
"LZL7-7HV",86350
"LZ66-VMF",86351
"9V3Y-K5K",86352
"G8BX-4G9",86353
"L8Y8-DZV",86354
"9V3Y-K58",86355
"GZY3-932",86358
"LHVT-SST",86359
"93F2-DZH",86360
"L83K-S2B",86361
"LZ8F-BW5",86362
"GSK2-TBJ",86363
"L6K5-RKF",86364
"LJL1-Y8Y",86365
"LCY3-841",86366
"GS7C-D1M",86367
"GCL8-96S",86368
"9CCH-HF4",86369
"GNCX-8LD",86370
"GLKX-JSP",86371
"GVP5-7KL",86378
"L8B4-PHW",86379
"GN9P-7SN",86380
"GN9P-QFT",86381
"KC3Z-8C8",86382
"G797-1RZ",86383
"LYP3-PTJ",86576
"LYPQ-S9K",86577
"KG8R-XF7",86592
"LJLY-FMZ",86593
"L1W5-L1W",86600
"LZGS-QSJ",86601
"LHY9-2DZ",86602
"9HYF-9L7",86603
"L1HD-HNR",86624
"L1YH-TBX",86625
"GZP4-S4Q",86648
"LZ24-T3J",86649
"9QQ3-RPP",86650
"GZRD-YWM",86651
"GMQL-LRL",86784
"GXLL-Q5X",86785
"L1W5-7HY",86786
"LYV2-D1T",86787
"LZ29-R1Z",86788
"GF6H-1YM",86789
"L1FK-G7M",86790
"LVNJ-3GD",86791
"LYVH-TPC",86792
"K1YS-GLX",86793
"LCD9-SY1",86794
"LCD9-3MH",86795
"G6G3-DQL",86796
"G6G3-LGP",86797
"LKDB-B1S",86798
"9DST-6CM",86799
"L6GC-832",86800
"9HLC-FYL",86801
"LTXP-5TV",86802
"LJ2L-LRS",86804
"LJ2L-L56",86805
"KZ61-S9D",86808
"K4GP-YYX",86809
"G9F7-LW7",86812
"K863-XL8",86813
"LD19-4LT",86814
"GMJC-361",86815
"K8YL-GQP",86832
"GDPL-NDQ",86833
"L7BK-V4B",86840
"LZFR-R3M",86841
"L7T7-8ZK",86842
"L7TB-8M3",86843
"L5FW-MVC",86844
"LZYZ-4DJ",86845
"L7GB-CG9",86846
"LJGL-KRK",86847
"MPRC-KKD",86912
"GLN1-314",86913
"29MH-HTV",86916
"KLGM-5CW",86920
"CC8C-KWJ",86921
"LC6P-BGW",86992
"24LC-9QS",86993
"GG2Y-ZGZ",86994
"GG2Y-9NS",86995
"GL6F-VFG",86996
"K2F1-S9T",86997
"MDTT-VLL",87000
"L22F-QKK",87002
"LDPS-TK4",87003
"LYKR-CDV",87004
"LYKR-84K",87005
"GD8K-8JQ",87696
"GD82-498",87697
"GDYQ-4J1",87698
"GSQH-5WD",87700
"MDB3-CHD",87736
"LBTC-7V1",87737
"KZDG-3DD",87738
"KC2K-F32",87739
"GX8G-7VZ",87916
"GX8G-SRF",87918
"L8PR-ZWH",172288
"G2D8-MT7",172289
"LTJT-HP1",172416
"G661-63R",172417
"LTVK-4WX",172418
"L19G-9WH",172419
"9VTW-SJG",172420
"LH7D-NLJ",172421
"KN8N-L1P",172422
"KG8Y-D43",172423
"GFFB-MZL",172424
"M95M-PYT",172425
"KZF6-8NJ",172426
"GZYK-FLY",172427
"LH56-ZWB",172428
"L8SC-C8F",172429
"MK9J-GGZ",172430
"LH7K-1CK",172431
"LLSH-ZBJ",172432
"G2YJ-8LY",172433
"G7MR-7JN",172434
"LHRM-1VW",172435
"GJLQ-D4S",172436
"GSTM-34S",172437
"L61S-SN5",172438
"MQ3H-SJT",172439
"LHR8-PSQ",172440
"L69G-M4X",172441
"G8ZP-4TM",172442
"L5TC-VLT",172443
"GX7N-G35",172444
"M7N8-PL9",172445
"L4PM-53H",172446
"9X13-5Q4",172447
"G7FR-MPQ",172448
"LC1B-84Y",172449
"MDBF-TVT",172450
"M8L4-66B",172451
"GFK4-XXL",172452
"LV91-FCH",172453
"GXRT-QNR",172454
"GXRR-VWH",172455
"G448-5K5",172462
"G448-PJQ",172463
"9982-4NZ",172464
"41XD-MQS",172465
"9CWN-GPN",172466
"GQY2-1MH",172467
"9VY9-WFN",172468
"LJG2-ZWK",172469
"LJG2-ZZP",172470
"K8TR-R9F",172471
"GXW6-ZH2",172476
"GXW6-X26",172477
"LLWX-RW5",172478
"LRD1-K6Y",172479
"LZBZ-3M4",172480
"GL1J-PD3",172481
"L1CP-BFQ",172482
"LYNV-2S3",172483
"LTWH-836",172484
"LTW7-M44",172485
"LVWM-3S7",172486
"LZ81-GHG",172487
"M2TM-8SJ",172500
"L1KF-X7Q",172501
"MCSP-ZK8",172502
"LZ5W-9RD",172503
"LCJH-9XR",172508
"GJJN-874",172509
"GVPH-684",172510
"G2LS-NY7",172511
"L8PR-ZWH",172544
"G2D8-MT7",172545
"LTJT-HP1",172672
"G661-63R",172673
"LTVK-4WX",172674
"L19G-9WH",172675
"9VTW-SJG",172676
"LH7D-NLJ",172677
"KN8N-L1P",172678
"KG8Y-D43",172679
"GFFB-MZL",172680
"M95M-PYT",172681
"KZF6-8NJ",172682
"GZYK-FLY",172683
"LH56-ZWB",172684
"L8SC-C8F",172685
"MK9J-GGZ",172686
"LH7K-1CK",172687
"LLSH-ZBJ",172688
"G2YJ-8LY",172689
"G7MR-7JN",172690
"LHRM-1VW",172691
"GJLQ-D4S",172692
"GSTM-34S",172693
"L61S-SN5",172694
"MQ3H-SJT",172695
"LHR8-PSQ",172696
"L69G-M4X",172697
"G8ZP-4TM",172698
"L5TC-VLT",172699
"GX7N-G35",172700
"M7N8-PL9",172701
"L4PM-53H",172702
"9X13-5Q4",172703
"G7FR-MPQ",172704
"LC1B-84Y",172705
"MDBF-TVT",172706
"M8L4-66B",172707
"GFK4-XXL",172708
"LV91-FCH",172709
"GXRT-QNR",172710
"GXRR-VWH",172711
"G448-5K5",172718
"G448-PJQ",172719
"9982-4NZ",172720
"41XD-MQS",172721
"9CWN-GPN",172722
"GQY2-1MH",172723
"9VY9-WFN",172724
"LJG2-ZWK",172725
"LJG2-ZZP",172726
"K8TR-R9F",172727
"GXW6-ZH2",172732
"GXW6-X26",172733
"LLWX-RW5",172734
"LRD1-K6Y",172735
"LZBZ-3M4",172736
"GL1J-PD3",172737
"L1CP-BFQ",172738
"LYNV-2S3",172739
"LTWH-836",172740
"LTW7-M44",172741
"LVWM-3S7",172742
"LZ81-GHG",172743
"M2TM-8SJ",172756
"L1KF-X7Q",172757
"MCSP-ZK8",172758
"LZ5W-9RD",172759
"LCJH-9XR",172764
"GJJN-874",172765
"GVPH-684",172766
"G2LS-NY7",172767
"LYPQ-QHP",173152
"M96Y-CPG",173153
"LJLY-F4K",173184
"G3VC-84Z",173185
"G3VZ-Z3R",173186
"G3VZ-8PJ",173187
"GD83-ZSF",173200
"L4S6-STT",173201
"LZKP-WVW",173202
"GVN2-2SF",173203
"L55Q-4KK",173204
"GKWJ-Z1M",173205
"LRC4-521",173206
"LC3D-9KN",173207
"L1HD-D8Y",173248
"GMQQ-DHP",173249
"GWZP-S9Q",173296
"9MTW-CCD",173297
"LLWF-Q3T",173298
"LTS6-DDH",173299
"G2C3-LBV",173300
"G2FK-934",173301
"L6Y5-LK1",173302
"G9PF-1Q7",173303
"GZJM-J35",173568
"LYP9-SQW",173569
"GKNP-779",173570
"GKNG-BWV",173571
"LYC4-V2Y",173572
"LTRB-RQ4",173573
"LBF8-6KX",173574
"LHW7-RR6",173575
"LVD4-9JV",173576
"L1Q2-ZQR",173577
"LVP7-7S7",173578
"LT3R-PSN",173579
"G81X-QTZ",173580
"98BJ-RW2",173581
"LZDM-H34",173582
"LZNJ-32Y",173583
"GQF6-KZ7",173584
"G4F7-R9Y",173585
"LW1T-TKL",173586
"MZHN-XW4",173587
"L3XJ-WJN",173588
"LRJR-ZJX",173589
"LCCJ-HZ4",173590
"9VY7-RXM",173591
"G6G3-LG8",173592
"G6G3-N6Y",173593
"GSQR-VTY",173596
"M72F-8Z3",173597
"GKZQ-P19",173598
"GSQR-6CZ",173599
"MV6V-MR8",173600
"LR3H-53C",173601
"M7KD-16C",173602
"LYDT-WLY",173603
"GDWQ-NMG",173610
"GZNM-5VT",173618
"GZNM-4JK",173619
"LHJD-GHK",173624
"MFMB-1QT",173625
"L72L-VYQ",173626
"L72L-GGB",173627
"G8R1-YRJ",173628
"LZD5-2YN",173629
"GW49-145",173630
"LVQ7-ZR4",173631
"GKPQ-DN7",173664
"GKPQ-CT2",173665
"L638-47Z",173680
"GJCT-QQY",173681
"LH6L-D67",173682
"GJZ6-55Y",173683
"G7S4-S9Q",173684
"LTVH-BGS",173685
"LCFK-8WZ",173686
"LCFK-8Z6",173687
"LRHY-B8J",173688
"LRHB-M3N",173689
"LRHY-14C",173690
"FBZG-52Y",173691
"L61J-GM6",173692
"9NGH-9LV",173693
"KLNH-NVZ",173694
"LTRL-MSR",173695
"KL4X-G9M",173824
"GZFF-5LM",173825
"KLGM-3H3",173832
"96DC-6RX",173984
"LZD2-6HF",173985
"KGSZ-GQB",173986
"GDL4-39H",173987
"K2F1-SSX",173992
"K2F1-S3K",173993
"GZGN-NFQ",173994
"GVKK-19R",174004
"GL65-BS2",174005
"L58X-T4Z",174006
"LHNN-C9H",174007
"G2TZ-XTS",174008
"LCPC-DBG",174009
"M4YK-P5S",174010
"K6HL-62L",174011
"L62B-J8X",175392
"GXT7-93C",175394
"GXT7-4K8",175395
"MWB4-5S1",175472
"MWB4-5SS",175473
"LBTC-7SL",175474
"KHP6-96H",175476
"K4XP-XCB",175477
"L63Y-TFW",344576
"L63Y-TFJ",344577
"LZ21-PR5",344832
"GMKB-VFN",344833
"932H-2MZ",344834
"LD1S-NZ1",344835
"GL5X-ND3",344836
"GL5X-2L5",344837
"LYPK-91S",344838
"LYZJ-XZQ",344839
"9488-9SH",344840
"LB5N-FSF",344841
"LT5W-GDJ",344842
"2MGY-GL8",344843
"LZ99-NGT",344844
"GMLL-J9H",344845
"9C7M-B1Y",344846
"LDHD-56P",344847
"G6M7-YMB",344848
"99C5-CG2",344849
"LHQY-S7H",344850
"LZVL-BGL",344851
"L8QV-58K",344852
"LJ13-BT8",344853
"GSC1-RJN",344854
"LVW9-BW2",344855
"MFMG-2M3",344856
"9ZHC-N5B",344857
"L6G8-KYW",344858
"LJL6-J6B",344859
"LCXR-4H6",344860
"G9Y2-ZW9",344861
"GWXK-CFC",344862
"HD41-74T",344863
"GKKS-GVL",344864
"GKKS-42B",344865
"L4VF-NJ1",344866
"MT5C-RZJ",344868
"LZG7-WJ3",344869
"L4HQ-X4G",344870
"LCQ6-38D",344871
"L8PF-ZK6",344872
"L21W-F3C",344873
"G622-SN8",344876
"L85L-RTW",344877
"GZ53-M2D",344878
"G75H-3YZ",344879
"LZKG-XWY",344880
"LZLL-HQJ",344881
"LZ6M-MKQ",344882
"LZGV-NH1",344883
"G7Y2-RZ8",344884
"GHPX-4PR",344885
"GZ2Q-W66",344886
"LJVC-HQ1",344887
"MVP5-1Y7",344888
"GVW8-BSP",344890
"2S4K-92J",344891
"GMRW-ZGG",344892
"GH74-1VM",344893
"GVT9-YZX",344896
"G2LN-5KB",344897
"GZFF-8KV",344898
"LZ6Y-QYK",344899
"M8L4-XKH",344900
"G7J2-YSV",344901
"GSG3-2V5",344902
"GQTH-K61",344903
"LJ59-QWV",344904
"93TP-VJ4",344905
"LCYS-RKP",344924
"LHR4-QK2",344925
"GVXN-4WD",344928
"GVX7-3JQ",344929
"LC5J-9W2",344930
"GVTS-CJ7",344931
"LT2M-WG1",344932
"LYYJ-MW6",344933
"LL49-86F",344934
"LWFX-PS6",344936
"G8NZ-NMG",344937
"LVCW-267",344938
"LVCW-2X2",344939
"LY6L-SDX",344940
"GSBQ-8RP",344941
"L8WV-32P",344942
"KCJF-WPG",344943
"L176-MVJ",344952
"GS3T-HKG",344953
"GKYD-9QM",344954
"GK1R-452",344955
"GG98-WP4",344956
"LKV1-MXC",344957
"GQ9L-Y1F",344958
"GQ9L-GVL",344959
"LZJY-6SQ",344960
"GWSH-R96",344961
"L51P-R2K",344962
"LY3J-J36",344963
"LZBZ-3M4",344964
"GL1J-PD3",344965
"L1QW-K4L",344966
"LYL9-G4F",344967
"LZVG-R63",344968
"LZJL-92G",344969
"GVMJ-X1V",344970
"LR1C-2MC",344971
"G71V-XHV",344972
"G22Y-7M6",344973
"L8WW-T3P",344974
"GD5S-513",344975
"L1KF-V66",345000
"GHTL-P4D",345001
"29WW-33D",345004
"LD5T-4QR",345005
"GKVM-H8R",345006
"GG8P-BW2",345007
"GH8P-CJS",345016
"GJK4-PZF",345017
"LZ68-72D",345018
"29TT-QSS",345019
"GC3Z-YNN",345020
"GMXQ-JRL",345021
"LZLB-2J6",345022
"GX66-DPH",345023
"L63Y-TFW",345088
"L63Y-TFJ",345089
"LZ21-PR5",345344
"GMKB-VFN",345345
"932H-2MZ",345346
"LD1S-NZ1",345347
"GL5X-ND3",345348
"GL5X-2L5",345349
"LYPK-91S",345350
"LYZJ-XZQ",345351
"9488-9SH",345352
"LB5N-FSF",345353
"LT5W-GDJ",345354
"2MGY-GL8",345355
"LZ99-NGT",345356
"GMLL-J9H",345357
"9C7M-B1Y",345358
"LDHD-56P",345359
"G6M7-YMB",345360
"99C5-CG2",345361
"LHQY-S7H",345362
"LZVL-BGL",345363
"L8QV-58K",345364
"LJ13-BT8",345365
"GSC1-RJN",345366
"LVW9-BW2",345367
"MFMG-2M3",345368
"9ZHC-N5B",345369
"L6G8-KYW",345370
"LJL6-J6B",345371
"LCXR-4H6",345372
"G9Y2-ZW9",345373
"GWXK-CFC",345374
"HD41-74T",345375
"GKKS-GVL",345376
"GKKS-42B",345377
"L4VF-NJ1",345378
"MT5C-RZJ",345380
"LZG7-WJ3",345381
"L4HQ-X4G",345382
"LCQ6-38D",345383
"L8PF-ZK6",345384
"L21W-F3C",345385
"G622-SN8",345388
"L85L-RTW",345389
"GZ53-M2D",345390
"G75H-3YZ",345391
"LZKG-XWY",345392
"LZLL-HQJ",345393
"LZ6M-MKQ",345394
"LZGV-NH1",345395
"G7Y2-RZ8",345396
"GHPX-4PR",345397
"GZ2Q-W66",345398
"LJVC-HQ1",345399
"MVP5-1Y7",345400
"GVW8-BSP",345402
"2S4K-92J",345403
"GMRW-ZGG",345404
"GH74-1VM",345405
"GVT9-YZX",345408
"G2LN-5KB",345409
"GZFF-8KV",345410
"LZ6Y-QYK",345411
"M8L4-XKH",345412
"G7J2-YSV",345413
"GSG3-2V5",345414
"GQTH-K61",345415
"LJ59-QWV",345416
"93TP-VJ4",345417
"LCYS-RKP",345436
"LHR4-QK2",345437
"GVXN-4WD",345440
"GVX7-3JQ",345441
"LC5J-9W2",345442
"GVTS-CJ7",345443
"LT2M-WG1",345444
"LYYJ-MW6",345445
"LL49-86F",345446
"LWFX-PS6",345448
"G8NZ-NMG",345449
"LVCW-267",345450
"LVCW-2X2",345451
"LY6L-SDX",345452
"GSBQ-8RP",345453
"L8WV-32P",345454
"KCJF-WPG",345455
"L176-MVJ",345464
"GS3T-HKG",345465
"GKYD-9QM",345466
"GK1R-452",345467
"GG98-WP4",345468
"LKV1-MXC",345469
"GQ9L-Y1F",345470
"GQ9L-GVL",345471
"LZJY-6SQ",345472
"GWSH-R96",345473
"L51P-R2K",345474
"LY3J-J36",345475
"LZBZ-3M4",345476
"GL1J-PD3",345477
"L1QW-K4L",345478
"LYL9-G4F",345479
"LZVG-R63",345480
"LZJL-92G",345481
"GVMJ-X1V",345482
"LR1C-2MC",345483
"G71V-XHV",345484
"G22Y-7M6",345485
"L8WW-T3P",345486
"GD5S-513",345487
"L1KF-V66",345512
"GHTL-P4D",345513
"29WW-33D",345516
"LD5T-4QR",345517
"GKVM-H8R",345518
"GG8P-BW2",345519
"GH8P-CJS",345528
"GJK4-PZF",345529
"LZ68-72D",345530
"29TT-QSS",345531
"GC3Z-YNN",345532
"GMXQ-JRL",345533
"LZLB-2J6",345534
"GX66-DPH",345535
"GJV2-6MW",346304
"MRGT-BFG",346305
"KG8R-FNQ",346368
"GSHL-RT3",346369
"L5XT-YT3",346370
"L5XT-YX8",346371
"GXQ2-DGM",346400
"GXQ2-XYJ",346401
"G3L4-441",346402
"LHC3-K42",346403
"L5B4-QQL",346404
"LZ38-X8K",346405
"KH8T-F6Y",346408
"LZVG-JJF",346409
"9D8N-GGD",346412
"GJV3-5LN",346413
"GJMQ-PNP",346414
"LTBG-741",346415
"G2YX-5PM",346496
"GJ7Z-HL1",346592
"KH6P-PGX",346593
"GDPN-N8X",346594
"LV54-D6Y",346595
"KZPJ-VC3",346596
"LT63-CSK",346597
"L1WT-KPR",346598
"L5TF-YJ1",346599
"GDN4-Z7F",346600
"GKGW-T8N",346601
"KJP4-826",346604
"L5PH-MZS",346605
"LKYD-76K",346606
"GCLX-BJ9",347136
"LDB4-Z2T",347137
"LBV6-JKQ",347138
"GNSP-WZG",347139
"G28Y-5DG",347140
"GQ18-B81",347141
"LC8T-JFY",347142
