"fid","ascendancy"
"LDP1-MGK",520481
"GKY7-ZZS",520482
"GDP6-247",520484
"LVHK-21Y",520485
"GK9N-HQW",520486
"GKVM-VDJ",520487
"G3HS-PYH",520488
"LHJR-DKF",520489
"G8TX-62L",520492
"L1PG-7XK",520493
"GK9N-HQW",520494
"GKVM-VDJ",520495
"GV1P-F2V",520520
"GV1P-7DZ",520522
"GK9P-BN4",520523
"97HN-S65",520704
"LR4M-B12",520705
"LZNY-WQQ",520760
"G3J4-GTW",520761
"GH53-CVH",520762
"L5GP-47R",520763
"GK27-3TS",520764
"MDFS-PTF",520765
"G6RN-JPR",520766
"GD22-1JY",520767
"GGGK-VSY",520800
"GQKN-PZ3",520810
"GQKF-GJC",520811
"GJTB-S5K",520896
"G9QD-7HP",520897
"LRJV-Z4J",520898
"LRJV-663",520899
"G25V-YVP",520900
"GC3X-R8P",520904
"GCM3-3KR",520905
"K2MC-F54",520912
"K2MC-F5T",520913
"GW1Y-BY6",521472
"GW1Y-TPP",521473
"GLBK-M4Z",521474
"GLBV-2YM",521475
"L6T1-3Y8",521804
"LDV4-2Y5",521805
"LVYZ-H7S",521806
"GJ12-WNM",521807
"9WHQ-PB6",521824
"L634-4ZR",521825
"LK62-PR8",1040896
"GQ48-H2J",1040897
"GWVS-QYM",1040898
"L5RZ-YJ6",1040899
"G3XK-YQ3",1040900
"GSD5-YXM",1040901
"L6VL-NPJ",1040902
"L5RF-965",1040903
"GZT9-Q4N",1040904
"GHZ1-PFH",1040905
"GDCP-5FC",1040906
"LDYP-HCW",1040907
"G4M6-P9W",1040908
"G843-Q7H",1040909
"LB8Q-381",1040910
"KP4Y-THD",1040911
"L25L-MB9",1040912
"GJTY-46N",1040913
"G6QM-9DG",1040914
"GHHC-2H5",1040915
"GV1V-GDK",1040916
"GJJB-7H4",1040920
"GJJT-RPY",1040924
"9MP5-L2C",1040960
"GKY7-PYQ",1040964
"GDP6-PWV",1040968
"LVHK-LZX",1040969
"L8S6-N51",1040970
"L6NG-CS8",1040971
"GDQT-S4N",1040972
"GDQT-4PD",1040973
"K1TD-GVV",1040976
"LZNR-TYX",1040977
"K1TD-GV3",1040978
"K1T6-4GQ",1040979
"GC3M-2X6",1040984
"GK9N-76S",1040985
"GLK5-CFG",1040986
"GDQT-S4N",1040988
"GDQT-4PD",1040989
"LCVF-9L1",1041520
"LCVF-9LK",1041521
"G39D-SX3",1041522
"979W-K8X",1041523
"G85V-KCM",1041524
"LVDP-M98",1041525
"MJZ6-L53",1041526
"MM3K-F8Z",1041527
"LT5Z-98Z",1041528
"L2J7-F52",1041529
"KHS2-HJ5",1041530
"GNPM-Z75",1041531
"GD1R-XJ4",1041532
"LB5M-MMV",1041533
"LH1W-R4Z",1041534
"GNF2-HD1",1041535
"GGGK-LRK",1041600
"GGGK-2P2",1041601
"GHNT-71G",1041792
"GLJY-DV9",1041793
"GGJX-CB3",1041794
"G8S6-WW6",1041796
"G8S6-7L5",1041797
"GG7D-1CM",1041798
"GG7D-Y3H",1041799
"K2MC-NZF",1041824
"K2MC-N8D",1041825
"GV7V-CFV",1042944
"GV7V-DWR",1042945
"GLBB-SDN",1043608
"GJJ1-5VZ",1043609
"GF48-PLR",1043610
"K6HS-Q5N",1043611
"GFRX-W2F",1043612
"GNVS-NLD",1043613
"G2GF-QJY",1043614
"MQD4-XMH",1043615
"9WHQ-5SN",1043648
"LD5T-WBS",1043650
"LVF3-QVG",1043651
"LBGN-JVK",2081792
"LBP4-864",2081793
"G7N8-9CS",2081794
"G7N8-9RB",2081795
"G4XV-292",2081796
"G4XV-8JN",2081797
"GHQW-RXH",2081798
"LCVV-26Q",2081799
"GZ7Z-FZW",2081800
"GMDT-LCH",2081801
"GQRP-BD5",2081802
"GQRP-1X5",2081803
"LJRH-PDY",2081804
"G8NW-8R3",2081805
"M44C-6RQ",2081806
"MYK4-NT5",2081807
"G2NS-KRM",2081808
"G2N3-PDM",2081809
"9WPY-1LM",2081812
"GKF4-X78",2081813
"G8TY-LN8",2081814
"GGP9-3NJ",2081815
"GWJH-DHB",2081816
"GJN8-D32",2081817
"LYK3-FYJ",2081818
"LX3T-3V8",2081819
"9W69-28F",2081820
"LYLB-RH1",2081821
"2Z98-FBR",2081822
"9W67-XYT",2081823
"L2FR-Q71",2081824
"L2FR-QWG",2081825
"G6QM-9DG",2081826
"GHHC-2H5",2081827
"G6QM-QLT",2081828
"GZZG-YC9",2081829
"9MP5-L29",2081920
"LDPY-3HV",2081921
"LKMW-GGZ",2081936
"G9KY-T2S",2081937
"LJVR-5G4",2081938
"GC2T-R5G",2081939
"GDPP-FGP",2081940
"GDPP-FWZ",2081941
"MBBC-1N9",2081946
"GDPR-QSW",2081947
"LZNR-T16",2081952
"K1T6-M1B",2081953
"G228-9SC",2081954
"GHND-L8X",2081955
"K1TD-Y5M",2081970
"K1TD-Y5S",2081971
"LV4T-8L9",2081972
"LB23-6V8",2081973
"MBBC-1N9",2081978
"GDPR-QSW",2081979
"LCVF-9L5",2083040
"GXTH-9YK",2083041
"GN8H-WNF",2083042
"LBZS-PJB",2083043
"LYFP-72M",2083044
"27S4-JNC",2083045
"LB9B-Q2Y",2083046
"9CXW-RHM",2083047
"GNTX-92N",2083048
"GFM5-2RY",2083049
"GX2W-KBL",2083050
"LR38-1LC",2083051
"G61Z-FS6",2083052
"MNRS-LRX",2083053
"GDQJ-812",2083056
"GXGJ-BFB",2083057
"G99D-Y2J",2083058
"G9JM-NCQ",2083059
"GLVY-3HL",2083060
"GVRZ-P73",2083061
"GNPM-WVW",2083062
"LVS6-JTF",2083064
"9C7V-RW2",2083065
"LZNC-6XR",2083066
"GGFF-Q8B",2083067
"GS24-V73",2083068
"9H8F-RMF",2083069
"GGMV-SJ3",2083070
"GGMV-4PD",2083071
"GGGK-252",2083200
"GLJY-TH4",2083584
"GS7L-3P7",2083585
"GGRM-P69",2083586
"GGRM-P6Q",2083587
"K2MC-NDN",2083648
"K2MC-N69",2083649
"GLV4-38R",2087216
"L8H1-9QT",2087217
"LKM6-G1C",2087218
"LVFQ-7PH",2087219
"9CCV-52G",2087220
"KX9D-DNS",2087221
"MF13-35Q",2087222
"LRPD-JTK",2087223
"GL31-5SK",2087224
"GLCG-FVW",2087225
"GD15-7T9",2087226
"G4N1-RGD",2087227
"L6HC-8KY",2087228
"GN6X-G6N",2087229
"9CCV-52G",2087230
"KX9D-DNS",2087231
"G4D7-LRN",2087296
"LVFS-1HS",2087297
"LVD2-5BS",2087300
"GG9Q-W48",2087301
"L6QR-WD5",4163584
"LHCH-FYP",4163585
"LVDJ-4LY",4163586
"L2MP-3BP",4163587
"G7N8-W5Y",4163588
"G7NZ-L1Z",4163589
"LD39-5BM",4163592
"GNVC-FK4",4163593
"L4J3-N3K",4163594
"G4XV-K9K",4163595
"9HT6-69M",4163596
"M1QQ-L4R",4163597
"MB9B-CGX",4163598
"29WT-8BQ",4163599
"LHT4-234",4163600
"GQ94-PVG",4163601
"LZYK-789",4163602
"G7FH-T1Y",4163603
"L7NW-THR",4163604
"LDT3-GTG",4163605
"GQR5-S48",4163606
"2MBY-TCW",4163608
"G8LF-XNP",4163609
"LJYJ-D22",4163610
"M158-WH9",4163611
"LT5T-NH5",4163612
"M3ZB-PHJ",4163613
"LV4T-8L9",4163614
"LB23-6V8",4163615
"G9C2-28W",4163624
"KN1H-WB5",4163625
"G9C2-J3T",4163626
"GGP9-3V9",4163627
"G9CL-4N3",4163628
"G8TD-RH3",4163629
"LRM8-WJY",4163632
"GZTT-351",4163633
"G2P2-5G3",4163636
"LJJ4-CL3",4163637
"GGS4-69F",4163638
"GGGS-2LD",4163639
"L2RM-4BW",4163640
"9HB9-VPP",4163641
"KFY7-3C8",4163642
"LYL1-48Q",4163643
"L5GH-VP7",4163644
"LD9G-FFX",4163645
"LBN4-9G8",4163646
"LHGM-XQJ",4163647
"GLVN-KKF",4163648
"GLVN-VSM",4163649
"G6QM-QLT",4163652
"GZZG-YC9",4163653
"LL4Y-1RR",4163656
"G6QM-Z22",4163657
"LL4Y-1GK",4163658
"K8ZB-3QH",4163840
"LDP1-M5Z",4163841
"LVQ8-CFC",4163842
"LJVY-KQK",4163872
"LHPM-Y8Y",4163873
"9CX4-CYF",4163874
"G2GM-ZS8",4163875
"GHHJ-XGK",4163904
"K1T6-MYN",4163905
"G9ZV-PMY",4163906
"G9ZV-NVG",4163907
"GM74-THX",4163908
"G22N-2NP",4163909
"GHND-XTK",4163910
"LVCX-1NK",4163911
"LHZN-7LZ",4163940
"LHZN-7PN",4163941
"GSQW-1NB",4163944
"G69H-V8B",4163945
"L5RF-C4Z",4163946
"LRZ5-HM5",4163947
"MBF2-Q24",4166082
"L5DH-MM3",4166084
"L6K5-VVM",4166085
"GD19-WST",4166086
"GD1S-9LW",4166087
"GLJG-DMX",4166088
"9CXH-TLW",4166089
"G45T-GSC",4166090
"L2LX-L3B",4166091
"GS3W-2H3",4166092
"LRMT-YV2",4166093
"G9CY-NY5",4166094
"GZC4-43F",4166096
"LYZG-8ZZ",4166097
"GK4F-LVW",4166098
"G46J-5BL",4166100
"LVYF-643",4166101
"G7BT-PFZ",4166102
"LBG3-1SF",4166103
"MNNL-ZL7",4166112
"G84M-YNL",4166113
"G84M-JDS",4166114
"MJVF-X6M",4166115
"L812-GT6",4166116
"LRYQ-LY1",4166117
"LYV7-9ZY",4166118
"L8RH-TL6",4166119
"G4MG-W59",4166120
"L1FY-6JT",4166121
"LY3Q-GYF",4166122
"MBS1-XFW",4166123
"KGMY-7XD",4166124
"LYSB-QZC",4166125
"LVS6-VMR",4166128
"GV38-R4G",4166129
"GW1L-CM1",4166132
"M3C9-XPK",4166133
"GKK5-9BN",4166136
"GKK5-7L7",4166138
"GKKP-XDX",4166139
"GGGK-YP5",4166400
"GGGK-XPB",4166401
"GJKJ-CW3",4167168
"GQQH-QQZ",4167169
"GGRM-FRK",4167170
"GGRM-PBL",4167171
"K2MC-NN2",4167296
"K2MC-NJ7",4167297
"KZF6-R8D",4174432
"L89H-FHD",4174433
"9Q13-XVX",4174434
"G2JT-WJH",4174435
"GVWW-DC9",4174436
"LX91-18V",4174437
"KZF6-R8D",4174438
"L89H-FHD",4174439
"L6KK-BW5",4174440
"LVJJ-Q82",4174441
"GJ1F-3NQ",4174442
"LZ5Z-9F8",4174443
"LJY7-LY3",4174444
"GN6X-LR5",4174445
"GLBY-TVG",4174446
"LTG9-2SR",4174447
"GFRX-7S6",4174448
"GZ98-3M1",4174449
"GC4H-MF7",4174452
"L1Q2-SSY",4174453
"LVNS-H6Q",4174454
"G92Q-R6L",4174455
"LT61-X5J",4174456
"LZYB-1LB",4174457
"LDQR-M69",4174458
"M81W-4BC",4174459
"L6KK-BW5",4174460
"LVJJ-Q82",4174461
"GJ1F-3NQ",4174462
"LZ5Z-9F8",4174463
"L851-SWQ",4174592
"L69W-9NQ",4174593
"LV5L-32C",4174600
"LV5L-3PQ",4174601
"LVNJ-R6B",8327168
"LTB4-NBL",8327169
"K232-YS9",8327170
"GHBR-3M8",8327171
"GH14-Z7S",8327184
"G8Q4-MBH",8327188
"GK5J-1BV",8327189
"G8Q4-3X1",8327190
"GJ8K-8HB",8327191
"G4KX-R1M",8327192
"M1QQ-LWL",8327193
"G24P-4CH",8327196
"LCR7-LTS",8327200
"GQRP-1M3",8327201
"LZ6Z-YM8",8327202
"GQRP-YZJ",8327203
"LHPS-MDL",8327204
"GQRP-B6J",8327205
"LY14-L75",8327208
"L22B-FG9",8327209
"L23X-LTL",8327216
"LYQ9-J4L",8327217
"KFY7-3C8",8327218
"LYL1-48Q",8327219
"L8YB-4VW",8327224
"L8R6-LBW",8327225
"G84M-RB7",8327226
"G849-HZS",8327227
"GSQW-1NB",8327228
"G69H-V8B",8327229
"L5RF-C4Z",8327230
"LRZ5-HM5",8327231
"G86H-S52",8327248
"GKWP-V6C",8327249
"G96B-V55",8327252
"GGP9-N7G",8327253
"G9CL-ZW5",8327256
"G9CL-4KZ",8327257
"LB6R-LVQ",8327258
"9CCV-5ML",8327259
"GZYQ-2GN",8327264
"GZYQ-8XM",8327265
"9SSD-74B",8327272
"L5KZ-HTZ",8327273
"GLLY-8WZ",8327274
"M96K-MFR",8327275
"M67S-ML5",8327277
"G6HN-R6L",8327278
"LJ26-ZWH",8327279
"LTXC-S48",8327280
"LKCX-BJQ",8327281
"MDFX-JHW",8327282
"G6YF-V2X",8327283
"LBS6-L2S",8327284
"LJ56-Z1S",8327285
"LBBR-VR4",8327288
"LYQP-21Y",8327289
"MYBB-D6J",8327290
"LZZ9-HS7",8327291
"KP4B-HQC",8327292
"L4BB-MRR",8327293
"LHGY-LVR",8327294
"LB7B-5M4",8327295
"LL4B-7KY",8327296
"G6ZN-3H9",8327297
"LL4Y-1RR",8327304
"G6QM-Z22",8327305
"LL4Y-1GK",8327306
"GZZG-L5Q",8327312
"GZZG-JKV",8327313
"G8CT-1CR",8327682
"LHTD-Y4Z",8327683
"GLN6-9HJ",8327744
"9SJK-1BR",8327745
"GH2V-W3R",8327746
"GK68-1VT",8327747
"LBLZ-H6T",8327748
"GLMY-PL1",8327749
"LBNP-7SG",8327750
"LYFB-S2T",8327751
"K1T6-MTH",8327808
"K1T6-M5J",8327809
"G22N-VD2",8327816
"L2XS-634",8327817
"GHND-XZ9",8327820
"M6XD-BK4",8327821
"GSQS-RQ2",8327888
"L2KK-S9W",8327889
"LBBR-VR4",8327890
"LYQP-21Y",8327891
"LBRN-FWV",8327892
"LBRN-9J1",8327893
"MBF2-QY8",8332164
"L199-P5T",8332168
"LHZ8-GC6",8332169
"LCPD-BLF",8332170
"LR9B-682",8332171
"GLJG-QYW",8332172
"GLJG-QZW",8332173
"GLJG-N8N",8332174
"LRS7-MZW",8332175
"KF21-CHL",8332176
"KF21-PKL",8332177
"LZLY-R87",8332180
"KLLL-W22",8332181
"GS8N-54D",8332184
"LBF7-6KV",8332185
"9VY8-QSB",8332186
"LTVC-XHT",8332187
"G6TH-D69",8332188
"GFCN-Y53",8332189
"GF6Q-R5Q",8332192
"GWC8-VRN",8332193
"MJ83-C51",8332194
"LCFZ-3VR",8332195
"L58F-6VG",8332200
"GJ6N-FYQ",8332201
"9VY8-QSB",8332202
"LD7H-DX2",8332203
"G699-JBX",8332204
"GQG5-15V",8332205
"273W-G2X",8332206
"LRD3-L7R",8332207
"GWWH-N43",8332224
"G6F7-NLN",8332225
"LRBJ-CPM",8332226
"LH73-NTP",8332227
"LRR5-ZJV",8332228
"LRR5-C8K",8332229
"LC3B-YSK",8332230
"LZKH-MRW",8332231
"G98D-QGK",8332232
"GM7V-KZM",8332233
"L62L-8RV",8332234
"GDY5-FG1",8332235
"G35S-GG1",8332236
"GN26-6LZ",8332237
"GZFC-F7J",8332238
"GKZL-535",8332239
"G8W9-P2Q",8332240
"993J-47W",8332241
"KNH9-QGC",8332244
"KZ64-VXQ",8332245
"LY16-VK3",8332246
"9C7B-88C",8332247
"KLQQ-MB1",8332248
"KVGC-LX2",8332249
"GG4Z-KKS",8332250
"LBSQ-GVF",8332251
"L6Q9-GCZ",8332256
"LZX6-PQC",8332264
"LHW6-FTJ",8332265
"G33T-QFB",8332266
"GW1L-N43",8332267
"GKKP-RDD",8332276
"GKKP-VRY",8332277
"GGGK-LGS",8332800
"GGGK-YHH",8332801
"GKHX-FT5",8332802
"GGGK-GY8",8332803
"GLJY-CTY",8334336
"GLJY-RLR",8334337
"LVDG-P2H",8334338
"LVDG-PPF",8334339
"K2MC-NJ5",8334592
"K2MC-NV6",8334593
"GHJX-ZZZ",8348864
"GZRX-VXC",8348865
"LHW6-FV7",8348866
"L89H-F4Y",8348867
"G4YY-V11",8348868
"L1DH-FK7",8348869
"GVNM-3G6",8348870
"GV5W-LTL",8348872
"GGJT-CPZ",8348873
"LZ86-TXW",8348874
"GFM1-1KB",8348875
"GHJX-ZZZ",8348876
"GZRX-VXC",8348877
"LHW6-FV7",8348878
"L89H-F4Y",8348879
"9S7W-9LY",8348880
"LY7K-SP4",8348881
"LCJB-PYX",8348882
"LTVW-1XZ",8348883
"G6FD-BSZ",8348884
"G6FD-GS5",8348885
"LVFB-T4D",8348886
"GL56-D1P",8348887
"LVNS-H6Q",8348888
"G92Q-R6L",8348889
"LT61-X5J",8348890
"LZYB-1LB",8348891
"9CCV-52G",8348892
"LHW6-FV7",8348894
"K6S2-5L7",8348895
"GN6X-T7S",8348896
"LDW2-PL8",8348897
"992H-KRX",8348898
"GJ9V-C8S",8348899
"L1F2-QVC",8348904
"G446-L1D",8348905
"KCWM-JZX",8348906
"K4T5-MPV",8348907
"GVKF-CSC",8348908
"GV77-FC3",8348909
"LKRL-N5M",8348910
"LYSP-CWQ",8348911
"G6ZS-3VK",8348912
"GX3T-KJZ",8348913
"G8NM-NY7",8348914
"GZVH-LK3",8348915
"LHW6-FV7",8348916
"L89H-F4Y",8348917
"GK2B-HY4",8348918
"GNKB-XBV",8348919
"9S7W-9LY",8348920
"LY7K-SP4",8348921
"LCJB-PYX",8348922
"LTVW-1XZ",8348923
"G6FD-BSZ",8348924
"G6FD-GS5",8348925
"LVFB-T4D",8348926
"GL56-D1P",8348927
"G9MG-HSS",8349184
"G7NW-1CV",8349185
"GSZ3-SSC",8349200
"G6K5-2YY",16654336
"G2JX-7KC",16654337
"L55S-K3T",16654340
"G4HV-4Y7",16654341
"LJYJ-DZ9",16654368
"GC9K-LNZ",16654369
"LVY6-9NW",16654376
"GK5V-MFC",16654377
"GX3M-B51",16654380
"GX39-M1Q",16654381
"MLWC-DWV",16654384
"GS2Y-WH9",16654385
"9CHT-CT3",16654400
"LK98-V4X",16654401
"GHTJ-BDR",16654402
"LYDT-9DN",16654403
"MXL7-JLY",16654404
"GXTW-R18",16654405
"GQRP-K8H",16654406
"GQR5-SPR",16654408
"GQRP-5Z8",16654409
"GZFC-F7J",16654418
"GKZL-535",16654419
"LZ29-XPP",16654432
"GVMW-GPF",16654433
"LYWF-C7S",16654434
"LVX3-2TM",16654435
"LBS6-L2S",16654436
"LJ56-Z1S",16654437
"LBC8-XFC",16654448
"GH65-HG3",16654449
"L66Z-BWN",16654450
"GQ9Q-1TH",16654451
"GHGW-6JZ",16654452
"L1WT-PSY",16654453
"GSQS-RQ2",16654456
"L2KK-S9W",16654457
"LBBR-VR4",16654458
"LYQP-21Y",16654459
"LBRN-FWV",16654460
"LBRN-9J1",16654461
"G9NS-3TS",16654504
"G9NS-SP4",16654505
"G9CL-G93",16654512
"G9CG-MW4",16654513
"G9ZV-MPG",16654514
"GLQ4-6GK",16654516
"G292-QMT",16654517
"GQZL-KBY",16654518
"GQ6K-KPT",16654519
"G85R-1MQ",16654528
"GJXP-25X",16654529
"K8KR-7WC",16654544
"LD39-NDC",16654545
"L414-8DK",16654546
"L414-8D2",16654547
"MYLQ-VPM",16654548
"9CWG-L46",16654550
"LZFX-374",16654551
"LDKL-DSZ",16654554
"G33M-DHQ",16654555
"LCTY-ZN6",16654556
"GQXT-1YT",16654557
"G4LR-C2Q",16654560
"L87V-W6H",16654561
"LKQ3-T8L",16654562
"LVYQ-R5V",16654563
"9CS4-RQT",16654568
"9SK6-FZN",16654569
"KCWL-V3H",16654570
"GZ7Q-74N",16654571
"M8T1-MHF",16654576
"GVWZ-R6J",16654577
"2Z98-PT3",16654578
"GN75-LK9",16654579
"GMM2-HNJ",16654580
"GXYD-4K9",16654581
"GS8N-54D",16654582
"LBF7-6KV",16654583
"L1FJ-WYP",16654584
"G39V-JRX",16654585
"GKPX-RNS",16654586
"LC3P-W42",16654588
"LCZZ-MSQ",16654589
"GF1V-CLL",16654590
"GF1V-8HW",16654591
"LL4B-7TM",16654592
"LTD6-6GB",16654593
"GZZG-L5Q",16654608
"GZZG-JKV",16654609
"GZZG-2PY",16654624
"GG8X-FVT",16654625
"GQVB-HWY",16655488
"GS7J-9KF",16655489
"L8PJ-FJ6",16655490
"GFXR-W5B",16655491
"9ZCG-TWV",16655492
"G6TX-TVZ",16655493
"GQVB-HWY",16655494
"GS7J-9KF",16655495
"MN3Q-HQY",16655496
"G64T-RK9",16655497
"LZ86-TCZ",16655498
"KNQB-2Q2",16655499
"GHFS-WTQ",16655500
"G417-9BC",16655501
"GL2J-9L8",16655502
"GN9T-JCG",16655503
"K1T6-MG5",16655616
"K1T6-ML4",16655617
"G22N-W1V",16655632
"G22N-SKK",16655633
"LJLY-B8X",16655634
"GXTS-3TP",16655635
"9ZCT-FTS",16655640
"L8WZ-C9C",16655642
"LHVP-Z2F",16655643
"GSQS-59L",16655776
"GCS7-L7S",16655777
"M8T1-MHF",16655780
"GVWZ-R6J",16655781
"2Z98-PT3",16655782
"GN75-LK9",16655783
"LBRN-HKG",16655784
"G9L1-WW4",16655785
"G62T-BKC",16664336
"LBQG-78Z",16664337
"GNW6-W74",16664338
"KGMB-LLC",16664339
"LCPD-BGW",16664340
"KVG8-GDR",16664341
"GF8W-JSN",16664344
"GLRY-DDF",16664345
"GFG3-9J2",16664352
"GLJG-76F",16664353
"G45T-GQJ",16664360
"G6KS-H6P",16664361
"2S3P-YW9",16664368
"LB7Y-V7Z",16664369
"G27V-L7C",16664370
"9HGJ-H64",16664371
"9Z8T-VG9",16664372
"9M58-JVQ",16664373
"94RX-T2F",16664374
"9MB1-BY8",16664375
"GZMC-Z8Q",16664376
"GKZB-3B6",16664377
"GDX7-VF6",16664384
"G71S-FNB",16664385
"L1ZG-4R7",16664386
"9CHH-Z1M",16664387
"LH73-R16",16664388
"K4BF-BN8",16664389
"GJ7R-GLV",16664390
