"fid","ascendancy"
"LY1X-KMN",7470
"LY1X-DN8",7471
"LB5C-CBK",7472
"98KF-K7W",7473
"MFY6-X1V",7474
"LH1P-P48",7475
"KVV9-MND",7476
"LHDW-Z13",7477
"LT9K-4M5",7478
"LT71-BBB",7479
"MVLJ-KYX",7484
"LH6L-3CG",7485
"LZCT-RN4",7486
"MTMV-LGC",7487
"GX7M-P5C",7488
"GCRR-39Y",7489
"LVP9-TDH",7492
"KNZF-7ZP",7493
"KFP8-VXB",7494
"9CH3-3YK",7495
"LTQL-SY2",7496
"LT65-PG5",7497
"LTL9-6VH",7498
"L517-J2S",7499
"LCB4-7MY",7500
"LJLW-DVT",7501
"L2RY-RMS",7502
"MFLL-CQP",7503
"2CNY-4TZ",7510
"GDYP-K8G",7511
"L63C-KFW",7512
"L5RT-5TP",7513
"LTX1-CZJ",7516
"M5SX-ZVF",7517
"LZNS-L5L",7518
"MKPS-LJ3",7519
"LZK4-BRS",7520
"LVGD-JJP",7521
"LZRJ-2PV",7522
"LDBK-GW7",7523
"LH76-9Q9",7524
"L626-CWF",7525
"LY9V-M9Q",7526
"GLHH-P7Z",7527
"KL13-5W8",7530
"KL13-5ZM",7531
"GMHV-VNV",7532
"LZNL-4RQ",7533
"K2DX-514",7534
"G8VN-TVM",7535
"2CNY-4TZ",7542
"GDYP-K8G",7543
"L63C-KFW",7544
"L5RT-5TP",7545
"LTX1-CZJ",7548
"M5SX-ZVF",7549
"LZNS-L5L",7550
"MKPS-LJ3",7551
"G22C-LGM",14912
"GZYN-WZG",14918
"K8VF-RY4",14919
"L8QB-1ZB",14920
"LBYM-QQ3",14921
"GLD3-QL7",14922
"G2YX-CB2",14923
"G2XZ-WCP",14928
"M9F4-LX6",14929
"LQLC-HMZ",14936
"LZCT-R9Z",14937
"LLWC-BK7",14938
"L51Z-JMV",14939
"K4YB-SYT",14940
"LR31-TTD",14941
"GGLX-2FM",14942
"G33M-6GH",14944
"GW95-3D9",14945
"LZN8-N72",14946
"94QW-5B5",14947
"9J7N-FKD",14948
"9J7N-FK6",14949
"GF4G-1BN",14950
"LZ37-M15",14951
"M88W-9JL",14952
"4FJK-1TM",14953
"GCQ8-BYZ",14954
"LZLW-W6K",14956
"KN76-5R4",14957
"9VPW-JH5",14958
"KNVR-S1Y",14959
"LH6L-TS6",14968
"LH6L-TSF",14969
"LZPW-57V",14974
"M6FB-HX4",14975
"LCR3-9Y4",14976
"GXT3-6Q8",14977
"GZW3-BVC",14978
"LDSY-V6T",14979
"GS9B-Q2G",14984
"LZ1R-6YZ",14985
"9ZHY-H1V",14986
"KCV3-R4Z",14987
"LT2T-C3F",14988
"LV4G-1FH",14989
"GVMH-2NV",14990
"M5P6-9L9",14991
"LZTM-VX5",14992
"93VV-JRR",14993
"KCVW-7SJ",14994
"LBG3-NPB",14995
"LHWC-8MF",14996
"LDYJ-S3M",14997
"GDMN-3FM",14998
"9WYB-C2B",14999
"MDK1-PLV",15000
"MDK1-PGS",15001
"GN4V-Z94",15002
"GN4J-F8K",15003
"LY1D-VRZ",15004
"MMNS-22Z",15005
"LRHC-BCC",15006
"MF1P-6M8",15007
"GGQM-THC",15020
"GLLF-4CD",15021
"GX32-H5L",15022
"GX32-Q8Y",15023
"GGCQ-471",15024
"L8SK-YBX",15025
"9M6P-M83",15026
"GSTN-2XH",15027
"L18W-YV2",15032
"MBD2-N12",15033
"LZJT-7GL",15034
"LZN8-96C",15035
"L87B-NY6",15036
"GF1T-CHG",15037
"KZGS-GZW",15038
"KZ3D-V4B",15039
"L89L-8SV",15040
"G4QZ-BFT",15041
"LQRQ-DW8",15042
"LH5H-RBV",15043
"LTQL-SY2",15044
"LT65-PG5",15045
"9XMJ-4GS",15048
"K8SV-613",15049
"MH1H-V74",15052
"K24K-RM7",15053
"MK48-9LJ",15062
"L58S-NJD",15063
"KLDZ-C3Z",15064
"G3TJ-SD8",15065
"LVSG-CXM",15068
"GK4Q-KBJ",15069
"GN4Y-VYS",15070
"GN4Y-5T3",15071
"GGQM-THC",15084
"GLLF-4CD",15085
"GX32-H5L",15086
"GX32-Q8Y",15087
"GGCQ-471",15088
"L8SK-YBX",15089
"9M6P-M83",15090
"GSTN-2XH",15091
"L18W-YV2",15096
"MBD2-N12",15097
"LZJT-7GL",15098
"LZN8-96C",15099
"L87B-NY6",15100
"GF1T-CHG",15101
"KZGS-GZW",15102
"KZ3D-V4B",15103
"K8SN-CKZ",29838
"9X16-L9F",29839
"LVKQ-C68",29840
"GVBD-SC7",29841
"GVS4-HN4",29842
"LB9D-CM3",29856
"GKF6-2SJ",29857
"GZFW-DJ7",29858
"LKK9-S9N",29859
"KLB6-CQJ",29872
"MFYV-PQ8",29873
"LCF8-WD2",29874
"LZ4K-4NZ",29875
"KN76-52W",29876
"LRSN-V12",29877
"LZT6-KKX",29878
"LCRV-LGT",29879
"LYNX-9NC",29880
"LRB5-276",29881
"KZFS-7Y9",29882
"LC5Z-2KG",29883
"L8HV-1YF",29888
"966V-5WC",29889
"LRGQ-BYP",29892
"LBH4-RD9",29893
"MS9K-MBP",29894
"KN3K-HWP",29895
"994W-JSF",29896
"GG49-YZ4",29897
"LXQ2-9SZ",29898
"M3JV-T89",29899
"9CXG-H68",29912
"LY1R-3YV",29913
"L4HW-DB2",29914
"L4BD-WDY",29915
"LK72-Z1M",29918
"LVL7-7VN",29919
"LCTT-41X",29936
"LZG4-42M",29937
"LH62-WDL",29938
"LHJC-ZSZ",29939
"LCVV-HZS",29948
"LCVV-HCX",29949
"G9JH-HZK",29950
"LKPK-NYY",29952
"GJCQ-YC3",29953
"96ZM-VGH",29954
"JZXN-G59",29955
"GK4Z-68X",29956
"GKHZ-K19",29968
"GKHN-LRL",29969
"LVQR-5Z4",29970
"LVQR-5DL",29971
"LY2C-WJ7",29972
"LZY1-37P",29973
"LZFM-7WK",29976
"LZXZ-5GB",29977
"LBY6-G23",29978
"LZKH-9PB",29979
"LY1M-VC6",29984
"9C1F-HHB",29985
"G9PR-R1Q",29986
"G9PT-Q9P",29987
"LTXL-DLQ",29988
"GDXF-Q9Y",29989
"KJ45-TDT",29992
"9K8F-CY2",29993
"L17V-XKB",29994
"GFQG-375",29995
"LBRW-MVH",29998
"LBZ2-LP7",29999
"LVDJ-9GK",30004
"GN4V-CXB",30005
"LY16-7SQ",30008
"GNQ5-S54",30009
"LBHB-Z1S",30010
"GDSX-X5X",30011
"L6XW-QL8",30012
"L6XW-QPH",30013
"LRHP-ZFL",30014
"LV69-ZW5",30015
"G2FL-JW6",30046
"GX32-P8T",30047
"GH7S-FFG",30048
"L4BN-4VG",30052
"LH3K-GN1",30053
"LHLM-QPM",30054
"GSR4-4HQ",30055
"LZXK-JF9",30064
"LW1S-QQN",30065
"LDYR-ZK8",30066
"LCGX-TTP",30067
"LTPN-NNM",30068
"LYV1-57R",30069
"993Q-YMC",30070
"LTTK-MJ5",30071
"GG23-G88",30072
"GV2J-KJT",30073
"L56N-W9V",30080
"L89L-8V7",30081
"MSX3-M8Z",30082
"MSX3-M8R",30083
"GZZ8-LZD",30084
"GFML-RYS",30085
"M6WL-L5K",30086
"GHD1-TB6",30087
"LZTM-VX5",30088
"93VV-JRR",30089
"KCVW-7SJ",30090
"LBG3-NPB",30091
"GZPV-FVV",30096
"GZP2-B18",30097
"LBJ3-YJK",30104
"GS86-G2B",30105
"LZ8Z-ZS7",30106
"LYYX-7XZ",30107
"M5H9-GGW",30124
"L7JT-1RZ",30125
"L7JT-1R2",30126
"LBXK-R9B",30127
"KL81-F4T",30128
"K8NJ-S1F",30129
"GN5K-F8M",30136
"GF1W-ZTH",30137
"GNHF-CWL",30140
"GNHF-3T9",30141
"GNHF-NH5",30142
"GK47-6DF",30143
"G2FL-JW6",30174
"GX32-P8T",30175
"GH7S-FFG",30176
"L4BN-4VG",30180
"LH3K-GN1",30181
"LHLM-QPM",30182
"GSR4-4HQ",30183
"LZXK-JF9",30192
"LW1S-QQN",30193
"LDYR-ZK8",30194
"LCGX-TTP",30195
"LTPN-NNM",30196
"LYV1-57R",30197
"993Q-YMC",30198
"LTTK-MJ5",30199
"GG23-G88",30200
"GV2J-KJT",30201
"9X16-L9S",59676
"L5T9-6MQ",59677
"GV16-D5N",59678
"9KJM-JRX",59680
"LBB8-839",59681
"LZD7-NWS",59712
"KLBS-NC2",59713
"M82D-SVQ",59716
"GZFW-2JQ",59717
"GLM4-4KX",59718
"GLM4-FKG",59719
"9KBQ-15R",59744
"L5JC-2VD",59745
"GD5F-HHY",59748
"KHXL-38J",59749
"LYW5-52M",59750
"GFMK-D91",59751
"LLC4-7T8",59752
"LVCG-6VB",59753
"L56Z-WD8",59756
"LBGG-SGL",59757
"MFYV-XNY",59758
"M2C1-V33",59759
"LBCK-XTW",59760
"LTP9-LD8",59761
"9W6B-HWD",59762
"GG4C-L6K",59763
"MQ1T-81S",59764
"4S46-BTS",59765
"LVKT-8YD",59776
"LH1B-VX5",59777
"GKF1-99K",59778
"GL4R-XZY",59779
"LX75-8QM",59784
"LHLK-92C",59785
"LBZJ-NK1",59786
"M76J-W6T",59787
"L8LJ-RKG",59788
"LCBP-FH2",59789
"LCTH-DPN",59790
"L58F-9CP",59791
"GGR4-YS3",59792
"LX2Q-J6D",59796
"KHKP-XBP",59797
"LZ42-2DW",59828
"G86W-JNJ",59829
"G8JV-GBX",59830
"G86W-WKC",59831
"LVL4-LKC",59836
"KXDZ-WJK",59837
"MCKZ-RF1",59838
"L2WM-ZZ6",59839
"KNBS-XPB",59872
"LCT6-CPS",59873
"MHGW-G3P",59874
"4WSH-7F4",59875
"KF26-S2X",59896
"GCLH-YJC",59897
"G4N8-YDN",59898
"KHV4-WZX",59899
"G361-FPN",59904
"GGQM-1WT",59905
"LVX3-CSP",59906
"LVX8-3FX",59907
"LZXM-7T6",59908
"L8P5-3LP",59909
"GKHN-HQR",59936
"GCQQ-T5W",59937
"GQRY-SXF",59938
"9DZZ-WWS",59939
"G77C-VHT",59940
"GCW2-FVM",59941
"G9P1-MYJ",59942
"LKR8-6GL",59943
"MQMV-7VR",59944
"GL7K-W16",59945
"2WH1-BT3",59946
"LHGJ-N3W",59947
"L6B5-GBR",59952
"GS2Y-J7B",59953
"LTWV-VLF",59954
"LZDV-5W6",59955
"GXPL-WM9",59956
"GXP8-YRY",59957
"GV43-CKX",59958
"GV4S-RYK",59959
"G2VY-2BX",59968
"G2VY-J2W",59969
"GLHQ-5LL",59970
"G9NJ-82R",59971
"LDS9-CZZ",59972
"LCRN-LMW",59973
"MNRV-774",59974
"MVTV-ZDZ",59975
"G3MN-Z3P",59978
"GM1D-RRH",59979
"LT6F-5M5",59984
"GFQG-ZGK",59985
"GZMK-D7K",59988
"GH55-KK9",59990
"MXRY-SQG",59991
"MY9B-FWR",59996
"LHCW-BM7",59997
"G752-TGB",59998
"LBR7-Y8Q",59999
"9CN6-6GJ",60008
"LDJL-PWR",60009
"MLXC-CWW",60010
"MLXC-C4Q",60011
"GH89-QN5",60016
"GSVL-ZMV",60017
"2ZSW-XCW",60018
"G992-571",60019
"LJKQ-X7B",60020
"GDSX-8KK",60021
"GDSX-JFY",60022
"G7TR-5TR",60023
"G8WW-R8Y",60024
"L7XY-1C4",60025
"M6BH-F73",60028
"M6YJ-47W",60029
"LD84-HXJ",60030
"GQKF-C5D",60031
"GLFY-LR4",60092
"MTQR-VWH",60104
"LKCH-JBX",60105
"LCVV-PLF",60106
"LCVV-PLT",60107
"GW2N-YY9",60108
"GFXW-9CQ",60109
"GFX7-B39",60110
"LH5W-JSC",60111
"GDWY-Z92",60128
"L8ZD-4BV",60129
"GXXJ-CSF",60130
"9KSF-HS4",60131
"L6GC-832",60132
"9HLC-FYL",60133
"LDV4-FJ7",60134
"L6SW-LGL",60135
"GXDK-9MY",60136
"MR81-KBR",60137
"LZK2-CXV",60138
"L679-M38",60139
"9NSP-Q3F",60140
"L19B-VLH",60141
"GGVF-FYT",60142
"LZL2-P8G",60143
"GD8C-JF3",60144
"LV1R-992",60145
"GGHP-J9C",60146
"GGHP-2Y4",60147
"G4QZ-BSR",60160
"G4QZ-KTS",60161
"GNQ1-X8M",60162
"MSGX-Q1C",60166
"G9QH-X25",60168
"G9QH-ZTK",60169
"G962-5V9",60170
"GFML-54D",60171
"GDCD-THM",60172
"LY1M-VC6",60176
"9C1F-HHB",60177
"G9PR-R1Q",60178
"G9PT-Q9P",60179
"LTXL-DLQ",60180
"GDXF-Q9Y",60181
"L4HN-2LT",60208
"GM94-H8V",60209
"GHD6-GTB",60210
"GQSF-1TN",60211
"LBXM-12H",60248
"L7NL-5CT",60249
"GSKF-R2Y",60250
"L7JY-M41",60251
"LRWR-TGZ",60252
"LD5G-GQ6",60253
"LV9P-6MK",60256
"9KXR-NBQ",60257
"L6DQ-VRK",60258
"LVN2-43D",60259
"G46P-SVW",60273
"LDCW-QGM",60280
"G6RG-G5F",60282
"G6RN-SFB",60283
"GLFY-LR4",60348
"MTQR-VWH",60360
"LKCH-JBX",60361
"LCVV-PLF",60362
"LCVV-PLT",60363
"GW2N-YY9",60364
"GFXW-9CQ",60365
"GFX7-B39",60366
"LH5W-JSC",60367
"GDWY-Z92",60384
"L8ZD-4BV",60385
"GXXJ-CSF",60386
"9KSF-HS4",60387
"L6GC-832",60388
"9HLC-FYL",60389
"LDV4-FJ7",60390
"L6SW-LGL",60391
"GXDK-9MY",60392
"MR81-KBR",60393
"LZK2-CXV",60394
"L679-M38",60395
"9NSP-Q3F",60396
"L19B-VLH",60397
"GGVF-FYT",60398
"LZL2-P8G",60399
"GD8C-JF3",60400
"LV1R-992",60401
"GGHP-J9C",60402
"GGHP-2Y4",60403
"9X16-LMF",119352
"KPHY-J67",119353
"GKPX-2PX",119360
"GWY7-XP1",119361
"MRY4-QTV",119362
"GMNR-8YL",119424
"LDYH-NXQ",119425
"MZCM-4L7",119426
"LTF4-4MM",119427
"LZFQ-3XQ",119434
"4CWP-97Y",119435
"GHLC-XN6",119488
"9KBQ-1RF",119489
"GMVC-TH9",119496
"G48T-SR3",119497
"GHS8-2VS",119498
"MSH1-Q55",119499
"GFMK-6KX",119500
"GFMK-6K6",119501
"GS3Z-7RS",119502
"GFMK-23G",119503
"MVPL-XW2",119504
"LVCG-YS8",119505
"L56Z-QH3",119512
"G8KQ-QNV",119514
"G33C-WLQ",119515
"L4FP-8S6",119516
"L4FP-8SX",119517
"LBH4-7N6",119520
"G41L-CRM",119521
"GGGD-3KG",119522
"GMX9-34B",119523
"MMZB-WBS",119524
"LRYW-CZ3",119525
"L4HN-2LT",119552
"GM94-H8V",119553
"GL4T-4XQ",119556
"LYMV-NRL",119576
"LYPH-WK3",119577
"GK3H-Z3M",119578
"GK3H-33B",119579
"G4PP-67C",119580
"G4PP-J8M",119581
"LTYQ-LC7",119592
"G7YD-H94",119593
"G869-3T1",119656
"LRRG-79L",119657
"GMD7-T98",119658
"G86M-G3K",119660
"LVD3-BC9",119661
"MYPW-YFR",119662
"MYPW-YNS",119663
"LYT5-DDB",119676
"LBZ1-F85",119677
"GJ6J-787",119678
"GJ6J-49B",119679
"K238-XZL",119744
"K23L-29X",119745
"KFG7-VDN",119792
"G4M9-3QD",119793
"KFG7-VDN",119794
"G4M9-3QD",119795
"LZ25-423",119796
"GCL4-K2G",119797
"KND8-LJJ",119798
"L26Y-243",119799
"GQGD-69H",119808
"GNP4-JK2",119809
"GVQW-WLB",119812
"GNTR-VQR",119813
"LYBX-5XK",119814
"LJLL-LF2",119815
"LLCC-946",119816
"LVCF-PV5",119817
"LVCF-P1W",119818
"LYFK-NFF",119819
"KGQ8-JVN",119872
"G836-ZL1",119873
"L5PC-3SG",119874
"9NLC-49B",119875
"KH8Q-TN8",119878
"GMG6-WT7",119879
"G77C-JJ4",119880
"L7GP-W6K",119881
"GZ5K-HLK",119884
"GZRN-D54",119885
"L2QP-466",119886
"GGD2-XG8",119887
"GNFY-DF5",119892
"MYVQ-1DW",119893
"LZT5-4ZH",119894
"GNFY-TQ3",119895
"L1KP-JJP",119904
"LZKT-GMR",119905
"9WF2-Y3V",119908
"KNFN-VFN",119909
"G3RZ-B3Q",119910
"L19D-W4K",119911
"GG7C-K8C",119912
"GG7C-RDX",119913
"GV43-LWZ",119916
"GV43-46Z",119917
"GHH1-VR1",119936
"G2VY-132",119937
"G2VY-XYJ",119938
"G8QB-BXZ",119939
"GZ8G-LB6",119940
"LVT2-CRY",119941
"GLHW-GVG",119942
"LCTW-BDL",119944
"LCTW-BHX",119945
"GS1Z-Q45",119946
"GMN5-N64",119950
"GC5K-86B",119951
"G96W-1WK",119956
"LR3N-HRF",119958
"GJJB-3XD",119959
"LT6F-YCC",119968
"LT6F-YCD",119969
"LZKY-Y49",119980
"LKF2-H66",119981
"G4T8-BQG",119996
"G752-2ZX",119998
"G752-Y8H",119999
"L6G8-VNG",120016
"LY92-RXX",120017
"LZXL-ZFJ",120018
"LZXL-ZVG",120019
"GKYL-BWH",120033
"G8WL-VSJ",120034
"LHD2-W3B",120035
"LJ1F-2MV",120036
"GD5Y-HWZ",120037
"G3C2-P99",120038
"449R-RX3",120039
"GDSF-MM2",120044
"L1G1-BSV",120045
"GJXK-5DK",120046
"L7XY-YYJ",120050
"L7XY-B9Y",120051
"L6P8-CNY",120058
"GGGS-ZPT",120059
"MCKR-DZR",120060
"MCKR-DX7",120061
"M6QN-L99",120062
"9MN5-Z3B",120063
"L4NB-VQR",120208
"LHNK-L6B",120209
"GZB2-RSK",120210
"GZB2-J74",120211
"G99R-YPF",120212
"GFX7-T2S",120213
"GFXW-D45",120216
"GLS8-GYX",120217
"GFXW-3MR",120220
"GFXW-D1Q",120221
"LZXF-FMM",120222
"LZXF-F3G",120223
"MLZL-W35",120256
"MLZL-W7D",120257
"LV79-7J2",120260
"KHRS-BTV",120261
"LZJL-K18",120262
"LT88-Q94",120263
"MV6V-MR8",120264
"LR3H-53C",120265
"M7KD-16C",120266
"LYDT-WLY",120267
"K8G3-7J8",120268
"LB79-F5F",120269
"9MZH-F43",120270
"LZQ5-HQP",120271
"KKC4-NCQ",120272
"4269-53C",120273
"GJR1-R2G",120274
"KN7W-QYX",120275
"GKCM-523",120276
"GNK6-499",120277
"G769-RT4",120278
"LBMY-X65",120279
"9SYH-G1B",120280
"L6NN-ZQR",120281
"LY6K-G7G",120282
"LRJ9-GPW",120283
"LYGG-8N9",120284
"GJCF-YKX",120285
"GGVS-KP4",120286
"GKQ4-3WC",120287
"GJ4W-B9B",120288
"GVMW-KWN",120289
"GHFC-N3S",120290
"G765-P9M",120291
"LH7Y-25Q",120292
"GZHK-M89",120293
"LT51-4S5",120294
"GL45-3BL",120320
"GL4P-RTR",120321
"GG97-661",120323
"MMH8-RMY",120332
"G4Z3-L25",120336
"GZ2B-P6B",120337
"GW58-RX7",120340
"GHP8-DZH",120341
"G81F-7RS",120342
"G81F-M64",120343
"G2VY-2BX",120352
"G2VY-J2W",120353
"GLHQ-5LL",120354
"G9NJ-82R",120355
"LDS9-CZZ",120356
"LCRN-LMW",120357
"MNRV-774",120358
"MVTV-ZDZ",120359
"G3MN-Z3P",120362
"GM1D-RRH",120363
"GLJT-SJS",120416
"LVQ5-9H8",120418
"L2QP-1HW",120419
"GXFZ-2SM",120420
"L6FV-WJN",120421
"GVH6-195",120422
"G7V3-FF9",120496
"GS6X-4PK",120497
"LHWH-J5M",120500
"LHWH-J5G",120501
"LHWH-JR6",120502
"LHWH-JTM",120503
"LCTD-NGW",120504
"G8MZ-ZSW",120505
"GKLH-7S7",120506
"LBMK-CYW",120512
"LBMK-SWV",120513
"LH68-DGV",120516
"GGJ2-D1Q",120517
"9VPR-Z32",120546
"MG3H-CL7",120547
"GVLQ-LCM",120560
"GGDN-PKC",120561
"LZLQ-FFC",120564
"LH2Y-FNZ",120565
"LZY7-YSN",120566
"LCVN-1CX",120567
"L4NB-VQR",120720
"LHNK-L6B",120721
"GZB2-RSK",120722
"GZB2-J74",120723
"G99R-YPF",120724
"GFX7-T2S",120725
"GFXW-D45",120728
"GLS8-GYX",120729
"GFXW-3MR",120732
"GFXW-D1Q",120733
"LZXF-FMM",120734
"LZXF-F3G",120735
"MLZL-W35",120768
"MLZL-W7D",120769
"LV79-7J2",120772
"KHRS-BTV",120773
"LZJL-K18",120774
"LT88-Q94",120775
"MV6V-MR8",120776
"LR3H-53C",120777
"M7KD-16C",120778
"LYDT-WLY",120779
"K8G3-7J8",120780
"LB79-F5F",120781
"9MZH-F43",120782
"LZQ5-HQP",120783
"KKC4-NCQ",120784
"4269-53C",120785
"GJR1-R2G",120786
"KN7W-QYX",120787
"GKCM-523",120788
"GNK6-499",120789
"G769-RT4",120790
"LBMY-X65",120791
"9SYH-G1B",120792
"L6NN-ZQR",120793
"LY6K-G7G",120794
"LRJ9-GPW",120795
"LYGG-8N9",120796
"GJCF-YKX",120797
"GGVS-KP4",120798
"GKQ4-3WC",120799
"GJ4W-B9B",120800
"GVMW-KWN",120801
"GHFC-N3S",120802
"G765-P9M",120803
"LH7Y-25Q",120804
"GZHK-M89",120805
"LT51-4S5",120806
"9X16-LM2",238704
"9X16-LM5",238705
"GVWB-CLG",238724
"GX89-723",238725
"LVX8-QBT",238848
"M4RT-751",238849
"KLY2-42M",238852
"KLYJ-V9L",238853
"KNSR-S4B",238854
"KLY8-RQX",238855
"GV2R-24V",238868
"GV2R-R7R",238869
"L51F-L6X",238976
"LZPN-735",238977
"GHLC-YDD",238978
"GHPQ-YF2",238979
"GS4G-KCB",238992
"KN1Z-4J3",238993
"GQCW-Q5J",238996
"GQCW-XJM",238997
"MSMS-KC9",238998
"MSMS-KC8",238999
"L8R6-LS9",239008
"G7MD-YR7",239010
"GH2D-HCV",239011
"GKSJ-JZQ",239024
"GKSJ-HSN",239025
"LHHS-P6X",239028
"GJVK-NSY",239029
"M9KY-K8J",239030
"MVGR-YR9",239031
"LBLH-H36",239040
"9Q86-MCV",239041
"LBXF-J6B",239042
"LZBK-LFP",239043
"LRLW-XLB",239044
"GVRM-WR9",239045
"GKYK-H64",239047
"LV54-BPZ",239048
"LC5C-H1N",239049
"GHMT-3PQ",239050
"G8HM-D6S",239051
"GLJT-SJS",239104
"LVQ5-9H8",239106
"L2QP-1HW",239107
"LTYQ-KQH",239184
"G7YD-V6F",239185
"GCMD-M1C",239314
"GCMD-S9M",239315
"LK6Q-88S",239320
"LRRG-Z53",239321
"L5GN-Z1Z",239322
"L5GN-6LG",239323
"LHSZ-W5V",239352
"GJXM-MML",239353
"L41W-9VC",239354
"L6MV-5KX",239355
"KN81-1GB",239488
"GKK4-HKC",239489
"KN6V-KGZ",239490
"LRGB-NXW",239491
"GCL4-P6R",239584
"GCLC-9HV",239585
"GCL4-P6R",239588
"GCLC-9HV",239589
"KPSG-DHJ",239592
"MPYV-MH2",239593
"GXN6-Q7J",239594
"GM2C-8XS",239595
"KZYS-NX3",239596
"MGRF-L35",239597
"K886-GKC",239598
"LYK1-5DH",239599
"GMDC-JVR",239616
"LDMY-TFH",239617
"GFY6-THN",239618
"GXSC-QR9",239619
"GWCV-6Z1",239624
"GNB4-2XB",239625
"G2CP-YRG",239626
"LYTN-CQ7",239627
"LRSR-M52",239628
"L1MB-CZW",239629
"LZNF-SRR",239630
"LBZB-Q9R",239631
"G8SY-RWD",239632
"G8T7-MZ5",239633
"G8TQ-BCK",239634
"GKMR-HCP",239635
"G6ZD-HF4",239636
"G6ZD-ZQZ",239637
"LBHL-965",239638
"LB9C-F41",239639
"2S4K-78F",239744
"LZ1R-Q5J",239745
"KZTV-PJY",239746
"GDJR-CZ2",239747
"L5PZ-45N",239748
"LRTR-3KY",239749
"L581-HGB",239750
"LBC7-TW1",239751
"LKY5-2LH",239760
"LZ6M-NHH",239761
"KZ9P-GGZ",239762
"GQV4-L3V",239763
"G85D-38D",239768
"G8Y5-P3J",239769
"GGJ4-SDS",239772
"GGD2-1MJ",239773
"GZ4K-ZWB",239774
"GZ4K-H73",239775
"2BKP-ZZZ",239810
"M8K7-BJN",239811
"LBMC-YHB",239816
"LJYF-D2G",239817
"G64Z-LRB",239818
"G6HN-1R3",239819
"G2PZ-YK3",239820
"G2GL-13Y",239821
"GJ7D-JMS",239823
"L56X-VZX",239832
"LCPP-BZC",239833
"GGLC-WD8",239834
"L2M1-SLX",239835
"LVH1-FN8",239880
"LVH1-NWY",239881
"LCRN-H87",239888
"LHK5-Q7Y",239889
"LCTW-BZV",239890
"94NZ-77Y",239891
"L7JN-FFT",239892
"GVYS-6BL",239893
"GZVW-TQN",239900
"GK6F-BV4",239912
"LKM9-R3D",239916
"LKM9-RHC",239917
"LT89-2HH",239918
"GJJB-MC1",239919
"G7WP-LTJ",239960
"GFZP-9S6",239961
"GJ3W-JV1",239962
"L1CG-C9Z",239963
"MC1K-CDY",239998
"L122-BC5",239999
"GMHV-NX3",240032
"GDD3-7CV",240033
"L853-WWP",240034
"LZCR-DZ4",240035
"9NWH-S7D",240036
"9QFV-71C",240037
"LVFQ-YRH",240038
