"fid","ascendancy"
"9N9J-FLS",44
"LC4M-GRX",88
"LC4M-LVK",89
"L2SP-PKG",176
"LBGW-TKC",177
"LCJ2-9NP",178
"L15W-ZPG",179
"LZLC-1N1",352
"LBG4-QCJ",353
"L2GX-YL4",354
"LVGT-VR4",355
"LH5Y-DPG",356
"GM7D-VJR",357
"KZCQ-TNT",358
"MY7K-ZJW",359
"LRM2-PL9",704
"M9B1-JKC",705
"LCPL-WPW",706
"LDMW-9JN",707
"9JDW-SG6",710
"GGX8-C8D",716
"LRQH-PFV",1408
"GQJK-Y24",1409
"LBQ3-96B",1410
"L5BF-QWZ",1411
"MW4Y-WNW",1412
"LBSJ-7PY",1413
"LB4K-Z2W",1414
"49D5-G9D",1415
"G42S-HZ6",1420
"GNPB-2R8",1421
"LVH6-D64",2816
"LHPM-DPT",2817
"GHKT-53R",2818
"GHKT-PNG",2819
"LKPM-9TJ",2820
"LR4M-VF8",2821
"LZ6K-7NP",2822
"L6QR-T3D",2823
"LBQ3-96B",2824
"L5BF-QWZ",2825
"LR4M-VDN",2826
"GLSN-NFG",2827
"LVJZ-YSD",2828
"LD98-Z79",2829
"GHK1-TNK",2830
"GHK1-BWQ",2831
"GF9V-VZN",2840
"L8P2-HMH",5632
"LH84-TZ1",5633
"2CNB-3WT",5634
"K1TH-C53",5635
"GKC4-J28",5636
"MGCQ-513",5637
"GKCH-DZP",5638
"LH9H-W73",5639
"LHRM-LVC",5640
"LZKY-RPX",5641
"GLSF-WNT",5642
"G3PV-HZ3",5643
"LKBN-NBT",5644
"LHKC-826",5645
"2ZS4-MJP",5646
"GW3K-3J5",5647
"LKPM-9TJ",5648
"LR4M-VF8",5649
"LZ6K-7NP",5650
"L6QR-T3D",5651
"GD5D-8DX",5652
"LHDS-JYD",5653
"GJL9-5V5",5654
"GLSF-9N6",5655
"LWXR-5VQ",5656
"LC6Y-16S",5657
"G6T4-K8G",5658
"G6TH-95P",5659
"GM5T-M83",5680
"2J7F-BLM",5681
"LH84-TN7",11264
"LCQM-9PP",11265
"GV3Y-ZBJ",11266
"L5LJ-F7F",11267
"L7GZ-1LS",11268
"MKFF-J4J",11269
"GJBZ-926",11270
"GJBD-X3C",11271
"G2HB-BKP",11274
"LH6R-6H3",11275
"LZFP-RHQ",11278
"LZFP-RNM",11279
"GZGF-7TT",11280
"GZGF-DZZ",11281
"GLSN-Y8F",11282
"GLSN-DJJ",11283
"LZ82-ZKY",11284
"GLJ3-16W",11285
"LCZ1-TGP",11286
"G2WB-KN5",11287
"LB2N-TRL",11288
"GGMH-MMR",11289
"LK5W-8N2",11290
"LHKC-8Z8",11291
"LTH8-G8H",11292
"G8CT-4PJ",11293
"LZTK-R1F",11294
"LDRX-4RH",11295
"LHRM-LVC",11296
"LZKY-RPX",11297
"GLSF-WNT",11298
"G3PV-HZ3",11299
"LKBN-NBT",11300
"LHKC-826",11301
"2ZS4-MJP",11302
"GW3K-3J5",11303
"G3WP-ZRN",11304
"M79V-QTK",11305
"9VCL-P29",11306
"LT8R-MK9",11307
"L8JL-Y5Y",11310
"LZKH-KDH",11311
"L4PM-WSH",11312
"L824-V55",11313
"LRW8-ZV8",11314
"GMW7-2CT",11315
"GKGF-JN2",11360
"GKGN-C93",11361
"L8SF-2N1",11362
"LH38-W3J",11363
"MPZV-98T",22528
"GST1-MZS",22529
"G27R-4HG",22530
"G275-198",22531
"LCZN-MHG",22532
"GSSD-MVG",22533
"LKS8-FHW",22534
"L2SH-77H",22535
"L852-RQH",22536
"L6C1-BM6",22537
"LB8C-9JB",22538
"GZGZ-JFW",22539
"LZLQ-BCS",22540
"MTNX-2DB",22541
"MWT1-QW4",22542
"9VLB-NF3",22543
"LH6R-DTV",22550
"L2B6-2W3",22551
"G9BP-M9G",22556
"MB35-49B",22557
"LZFP-R67",22558
"MN6T-GJ2",22559
"MN3M-99Q",22560
"G3ZG-PK3",22561
"GLSJ-M2T",22564
"4ZJZ-QJH",22565
"GD41-YN2",22566
"LTR8-B82",22567
"GWP6-J1F",22568
"L2J5-6CG",22569
"LC5G-MT1",22570
"LC5G-999",22571
"L1JK-8GY",22572
"GLJD-5VB",22573
"KHW1-HXK",22574
"KC29-BP2",22575
"LTFS-4PV",22576
"LTXN-NXS",22577
"GKZH-DRC",22578
"GGM4-3MB",22579
"LY9K-M99",22580
"M1GY-PHB",22581
"2KR4-9Z7",22582
"27VJ-LSP",22583
"LKKH-3VH",22584
"L5YZ-ZL6",22585
"G3WF-S2G",22586
"GG5F-44Y",22587
"LDRX-F7F",22588
"LDRX-FPR",22589
"LVHG-S4X",22590
"LZBB-KN4",22591
"GZGF-7TT",22592
"GZGF-DZZ",22593
"GLSN-Y8F",22594
"GLSN-DJJ",22595
"LZ82-ZKY",22596
"GLJ3-16W",22597
"LCZ1-TGP",22598
"G2WB-KN5",22599
"LB2N-TRL",22600
"GGMH-MMR",22601
"LK5W-8N2",22602
"LHKC-8Z8",22603
"LTH8-G8H",22604
"G8CT-4PJ",22605
"LZTK-R1F",22606
"LDRX-4RH",22607
"GN8R-NL4",22608
"GN8R-D6D",22609
"GN8R-SFC",22610
"9H4G-29V",22612
"9MQV-1Q1",22613
"LVGR-8NV",22614
"G8H1-B1R",22615
"L52Z-CKW",22620
"LH86-8N7",22621
"L134-GX8",22622
"LV6V-5W8",22623
"LQRB-NLM",22624
"277Q-6XN",22625
"2MGP-YCH",22626
"L2XM-6M8",22627
"KHTM-9K9",22628
"M2CX-GXV",22629
"LKQR-5GG",22630
"LKQR-5YV",22631
"LTSN-XPD",22720
"G2PN-YTL",22721
"L6CZ-DBW",22722
"L6CZ-D57",22723
"KHPF-NN8",22724
"LH6L-37V",22725
"K4T7-36N",22726
"M6NG-DQF",22727
"GQRB-M2S",45056
