"fid","ascendancy"
"LZKW-93N",60
"LQ5V-L4F",120
"G86V-Q6F",121
"LCP2-JHD",240
"LCJN-NNL",241
"LHY9-6FP",480
"L6M4-Z1K",481
"LVVH-QKS",482
"LZYR-HQ1",483
"LHKT-LPM",960
"LV76-5CW",961
"L4FK-Y7D",962
"LM1Z-DNF",963
"L4HK-L9K",964
"L4CZ-3QD",965
"LCJX-S96",966
"2Z35-X55",967
"LZBG-MN5",1920
"M2HX-2ZQ",1921
"GGQY-VFY",1922
"GGQY-L4B",1923
"KN35-4D6",1924
"KNZR-S8R",1925
"LZBG-MN5",1926
"M2HX-2ZQ",1927
"L7XP-TB5",1928
"LH11-TX4",1929
"LB96-FPZ",1930
"LB96-Z8Q",1931
"L2C5-HJX",1932
"LCLY-R44",1933
"L5JC-QFG",1934
"GJB4-8NR",3840
"GGQY-JDZ",3841
"M2ML-68T",3848
"LZNF-9WC",3849
"GJB4-8NR",3852
"GGQY-JDZ",3853
"L2XJ-FCY",3856
"MF9F-3TD",3857
"LJPN-G4F",3858
"LKFG-K4Q",3859
"LZKV-7BP",3860
"FLSD-5Z4",3861
"LCC7-LQY",3862
"LKKM-D3W",3863
"L2C5-4PM",3864
"L2C5-4BD",3865
"LCLY-R45",3866
"K6MS-9WW",3867
"L6MN-76J",7680
"GQJ5-H17",7681
"L6ZM-DCH",7682
"2472-Q4C",7683
"LHRG-PTG",7696
"LD7H-L2H",7697
"21JK-MZN",7698
"LVDK-9G8",7699
"L6MN-76J",7704
"GQJ5-H17",7705
"L6ZM-DCH",7706
"2472-Q4C",7707
"LHDY-HGC",7712
"L4WY-B1K",7713
"LT4P-JB6",7716
"KFYH-4DB",7717
"LBHC-1GB",7718
"M647-VJ7",7719
"9H7T-23M",7720
"LYCX-N26",7721
"KNHF-62Z",7722
"2J3H-VNX",7723
"LLC5-ZF7",7724
"L8W9-D5Y",7725
"KNHN-7H9",7726
"M213-RSR",7727
"MS89-51B",7728
"MS89-RMK",7729
"GS4P-TKS",7730
"24R3-34W",7731
"2Z35-FWN",7732
"KK1G-DVT",7733
"KK1G-DF4",7734
"9WYP-N35",15360
"HCN2-8PX",15361
"L6MN-WJ8",15362
"4J1H-TQB",15363
"K41X-S48",15364
"9WY1-38D",15365
"247P-BCB",15366
"247P-BN4",15367
"KV2C-4DK",15392
"LVDK-94R",15393
"LKVP-D8C",15394
"9Q7G-GJL",15395
"9WYP-N35",15408
"HCN2-8PX",15409
"L6MN-WJ8",15410
"4J1H-TQB",15411
"K41X-S48",15412
"9WY1-38D",15413
"247P-BCB",15414
"247P-BN4",15415
"L7XR-MSB",15432
"LRRV-X3X",15433
"93LW-FNH",15434
"G4N8-JPX",15435
"LT4G-TFZ",15436
"LZJ5-7J8",15437
"LRHT-354",15438
"LYRH-FNW",15439
"LHSP-VG7",15440
"LZ8G-13L",15441
"LC6B-J5X",15442
"LVYV-8GN",15443
"LZ6D-7GB",15444
"LZVR-KB9",15445
"LZSQ-M3C",15446
"LWLS-5T6",15447
"9MG1-Y5Q",15448
"GLYX-5DP",15449
"LWTG-XKL",15450
"LWGF-PDH",15451
"9481-6GV",15452
"LBD4-YM9",15453
"K28D-ZLX",15454
"LX9X-BZC",15455
"GHN9-H5S",15460
"GHN9-L7J",15461
"GMR1-9SS",15462
"G3PG-MQ3",15463
"G4RT-S4W",30720
"M62S-VNW",30721
"LKVP-L76",30724
"LKVP-L3T",30725
"LTQ1-231",30726
"LTQ1-LGP",30727
"2WJW-3BT",30732
"GGQY-JBZ",30733
"LT46-XH1",30784
"L1QT-DR9",30785
"LTC3-LDM",30788
"LCD3-3R2",30789
"LT26-4L3",30790
"GVT8-M3Z",30791
"G4RT-S4W",30816
"M62S-VNW",30817
"LKVP-L76",30820
"LKVP-L3T",30821
"LTQ1-231",30822
"LTQ1-LGP",30823
"2WJW-3BT",30828
"GGQY-JBZ",30829
"MNQ3-J71",30864
"LRT5-9WQ",30865
"MS8F-5XC",30866
"GDYP-PYF",30867
"L8SL-57Z",30872
"LZD7-W4H",30873
"9MWV-FM6",30874
"KNZ2-1QV",30875
"LYT4-N3S",30876
"993B-X83",30877
"LB59-K3R",30878
"LTL5-YFK",30879
"LXM5-6QX",30880
"LZNT-CYK",30881
"L89B-751",30886
"L4B7-DYL",30887
"LCT3-6ZC",30888
"LH8W-9XB",30889
"9SVT-FBV",30890
"LKSY-JVP",30891
"L7GJ-HDK",30892
"L457-48F",30893
"LHF7-15C",30894
"KZ76-63F",30895
"GFQR-MD4",30896
"GD2H-8P9",30924
"GD2H-F3H",30925
"GHDZ-2GL",61440
"GJLW-KVV",61441
"GV52-VJ9",61442
"GVYJ-KPN",61443
"LL7L-SHG",61448
"LL7L-SCX",61449
"LZGB-9RB",61576
"LHLG-5VB",61577
