"fid","ascendancy"
"KN4F-TVQ",59
"KN4X-49B",118
"KP3C-7Y9",119
"KN45-QTP",236
"KN4F-TTS",237
"LHQ7-ZWF",238
"LHQ7-Z9G",239
"LCZM-2BH",472
"MR1L-1CV",473
"L623-3HW",474
"H97F-YDS",475
"LHW2-XDM",476
"LYG8-BMH",477
"L14M-9P3",944
"LCP5-MQM",945
"G8DD-VGR",946
"LHKK-RWT",952
"K2VZ-9VX",953
"LHKK-GKQ",954
"LZL7-22L",955
"9C6H-5QW",1888
"MD98-XCP",1889
"LCLY-SW8",1890
"MXJ2-QJ1",1891
"LZ4K-BWF",1904
"L2C7-NB2",1905
"K872-QWC",1906
"KZJS-8G1",1907
"9K9R-YXL",1908
"G3MX-HN7",1909
"LT2W-Y4Y",1910
"M1FH-MGC",1911
"LRF8-WJK",3776
"LBZT-DHR",3777
"MVSB-QZ8",3778
"LCC4-7F4",3779
"MVSB-QZ8",3780
"LCC4-7F4",3781
"LDF7-LRP",3808
"GW3B-X4R",3809
"6MW2-M4Y",3810
"LZGJ-9XM",3811
"99SQ-8R6",3814
"K2XN-3M9",3815
"LJRL-VNW",3816
"MLZ1-77R",3817
"KNHW-GLH",3818
"KNHW-9PW",3819
"LZFD-JW4",3820
"KLFQ-Z4W",3821
"LT3J-BXN",3822
"93WR-TBF",3823
"GVGS-74R",7552
"GG5T-8FV",7553
"LKDR-T8Y",7554
"LZ84-Y7B",7555
"M16R-BBB",7556
"LCRJ-Z2J",7557
"LHXC-PKG",7558
"LHFX-3Q6",7559
"M16R-BBB",7560
"LCRJ-Z2J",7561
"LHXC-PKG",7562
"LHFX-3Q6",7563
"LZR3-NY6",7616
"M4YQ-FPY",7617
"2M5Y-XNY",7618
"L6S9-86J",7619
"KN84-VTZ",7620
"LCZQ-JN5",7621
"L66T-8Z1",7622
"LB4Q-H2M",7623
"LZJ2-X2F",7630
"LTRK-J6N",7631
"GLMW-QP8",7632
"GV2N-LWM",7633
"LDNL-V86",7636
"MPRQ-SB2",7637
"M3M4-FBR",7638
"LC6G-R4M",7639
"K6MW-MPX",7640
"LRT7-RNL",7641
"GLQH-NXS",7642
"LHX6-Y3R",7644
"9M1J-RT8",7645
"LRQS-P26",7646
"G41Z-P5J",7647
"9KD4-7D7",15108
"G91F-CKG",15109
"L25J-KCD",15110
"GXQ5-B1R",15111
"L8BB-W2V",15112
"L8BB-W5S",15113
"G3P7-MV2",15114
"G3PH-393",15115
"M65P-9CR",15116
"G85N-MNM",15117
"GVH6-4JZ",15118
"L11L-9G5",15119
"L8BB-W2V",15120
"L8BB-W5S",15121
"G3P7-MV2",15122
"G3PH-393",15123
"M65P-9CR",15124
"G85N-MNM",15125
