"fid","ascendancy"
"K86G-1WX",53
"G9XV-F55",106
"KHWY-K2K",107
"KJJF-2MQ",212
"KJJF-K61",213
"L7BY-S6Y",424
"LZ6L-T97",425
"MF7Y-X2S",426
"KLXL-ZTM",427
"L691-VC5",848
"LRVV-YSJ",849
"LZ4N-XH1",850
"2D65-99H",851
"M1ST-3Z8",852
"LCPX-XTG",853
"KLB8-1QB",854
"MGKW-ZP3",855
"LCZS-VPZ",1696
"LHSQ-5YH",1697
"LHZN-5LF",1698
"L8SK-J7R",1699
"LTTF-QR5",1700
"LHFR-W3F",1701
"LZ2S-DJL",1702
"LCZ3-41V",1703
"LB79-2BV",1704
"LC8T-966",1705
"MC3Z-1ZY",1706
"KH29-DBZ",1707
"GQF1-7LZ",1708
"KPDR-TZ3",1709
"LZVW-576",1710
"G8GT-P55",1711
"LYYR-DKX",3392
"L691-VS5",3393
"MZLW-B6H",3394
"LYM9-4DT",3395
"LW7N-TGB",3396
"MKGN-36F",3397
"2RBD-PSM",3398
"LBBQ-GFK",3399
"LCBW-SWD",3400
"KNCK-1CY",3401
"LHLH-MXK",3402
"L6W5-C7D",3403
"LZLZ-84K",3404
"MMDM-J2Q",3405
"LZCP-LLD",3406
"LZLD-3L6",3407
"LTYS-JQZ",3408
"93FD-XVJ",3409
"GKV2-DZB",3410
"LTBT-WT8",3411
"L78G-KDF",3412
"KNCK-546",3413
"L1WP-HSH",3414
"LDYR-KNY",3415
"L5NP-CRX",3416
"LHTJ-MDY",3417
"LZLW-TV9",3418
"LZLS-915",3419
"9W1T-VGG",3420
"LZFW-HTM",3421
"LTFV-PRT",6784
"LDSY-R1V",6785
"MJQ5-7SH",6786
"LZ9S-3KP",6788
"LZFT-D24",6789
"K6WV-NKD",6790
"9CJF-L66",6791
"LZP6-W38",6792
"LVS9-BJ8",6793
"L6TT-WBN",6796
"MPPB-LWF",6797
"KN3G-PSQ",6798
"GZLG-8GW",6799
"MKWG-J2F",6800
"LBQW-XXK",6801
"MZLW-B6H",6802
"LYM9-4DT",6803
"G9QC-F47",6804
"LZ89-W28",6805
"LH5N-BRF",6806
"KL75-5CP",6807
"8B91-NBN",6808
"LZDT-N1G",6809
"LTCR-BY2",6812
"LZ8Z-GYN",6813
"LBS5-2CC",6814
"LYHY-3GT",6815
"LCZT-48G",6816
"LZVT-QKT",6817
"LHN6-VQW",6818
"971N-SXM",6819
"KN6H-9WZ",6820
"2JYT-CQF",6821
"L5TM-1N5",6822
"9C7P-8NG",6823
"9SQ5-XQ1",6824
"KN7W-Y15",6825
"M5S3-Y2Z",6826
"9HWJ-D1G",6827
"M4DW-72G",6828
"M4DW-SSC",6829
"M2G2-MGP",6830
"LBHH-QFJ",6831
"LCXM-SS5",6832
"LQRJ-TB2",6833
"LTGL-7MW",6834
"99KF-WR6",6835
"9C3Q-FTP",6836
"9VW1-RM4",6837
"LZDQ-5BJ",6838
"LV6C-KW9",6839
"LJRY-LG7",6840
"9SWX-LGC",6841
"9CSG-XNJ",6842
"9CSG-DS7",6843
"L4MP-K3N",13568
"LTZJ-7J6",13569
"LCZB-8FW",13570
"GH16-P4B",13571
"LZDF-G3J",13572
"KCD2-DND",13573
"LCFK-X4R",13578
"LCFK-CMR",13579
"LYSM-2T3",13580
"27BK-MZJ",13581
"LCY7-Y2Z",13582
"KNQF-8V1",13583
"LT9H-QRT",13584
"LCZ3-H2C",13585
"MPBK-XX9",13586
"LHQD-XD7",13587
"G77Z-Z46",13592
"LV63-8N9",13593
"K88G-6GF",13594
"GMV4-9QX",13595
"M7Z9-H3L",13596
"G6D3-W6M",13597
"9NNL-94G",13600
"LDHH-1SZ",13601
"LZV3-B9C",13602
"LRWG-MD2",13603
"LZ9S-3KP",13604
"LZFT-D24",13605
"K6WV-NKD",13606
"9CJF-L66",13607
"L51L-WWQ",13608
"4D7S-72R",13609
"L1NV-S4M",13610
"LZJN-8F7",13611
"LRRM-MF4",13612
"MKV7-QJ1",13613
"GK1N-WW5",13614
"GNB2-F6H",13615
"LKRH-HZ5",13616
"L6ZH-47V",13617
"KC9F-29S",13618
"GC29-LF2",13619
"MQ23-W7W",13624
"LYLK-H5M",13625
"MYZN-R1Y",13626
"MS9C-CZG",13627
"9QND-1VJ",13628
"LT4C-N8Z",13629
"LRBW-S1K",13630
"9QCV-71Q",13631
"9X7X-T83",13634
"KXJX-QNL",13635
"94RB-17S",13636
"M4MX-3Q3",13637
"LZV6-VDJ",13638
"9DTT-B4C",13639
"L4T9-F8C",13640
"GL9T-L6M",13641
"LZ84-61C",13642
"GDH2-HG8",13643
"9WFC-R9G",13646
"LH7F-3VF",13647
"M2HJ-YXC",13648
"LRD7-6PR",13649
"9VZ4-58K",13650
"LBHP-3XP",13651
"LHN6-VQW",13652
"971N-SXM",13653
"MHF1-GJM",13654
"LCXD-W4Q",13655
"9SN8-G9S",13656
"9SN8-GS9",13657
"LZK8-1X7",13658
"LZ8B-H42",13659
"KNQC-TPX",13660
"MHQD-CG2",13661
"GG3P-VD8",13662
"GG3P-ZWY",13663
"LVJ4-2JN",13664
"M48V-B4S",13665
"MRWG-2HW",13666
"LBXK-G95",13667
"L6J8-K1B",13668
"LCXQ-1TC",13669
"LTZ3-QBX",13670
"MMBF-6QD",13671
"LCJV-PJV",13672
"LZV3-Y1Q",13673
"L8MR-JWC",13674
"LCTG-GDK",13675
"LK6S-1R5",13676
"LRC9-346",13677
"L6TB-GCZ",13678
"GLSZ-31Y",13679
"LJYB-KZZ",13680
"LJRY-1TW",13681
"L5FQ-8ND",13682
"K1D9-YFQ",13683
"LJ59-498",13684
"KNZC-HSP",13685
"LW19-443",27136
"LHJY-LNN",27137
"K4R3-2TV",27138
"GMYT-CCW",27139
"LC89-MTN",27140
"LC89-QJ5",27141
"LHWJ-S82",27142
"G4BQ-YRW",27143
"G93H-PC2",27144
"G4ZM-CH8",27145
"LKNH-8XM",27146
"2MRV-CD1",27147
"LZ2D-JXC",27156
"M5WW-CCW",27157
"9C87-HZ1",27158
"LTBF-YTW",27159
"KF5J-6H8",27160
"LCX4-Y55",27161
"MQDN-WV7",27162
"KP91-722",27163
"G82P-S5B",27164
"KNQF-8F6",27165
"LCFK-X4R",27166
"LCFK-CMR",27167
"LW65-NJQ",27168
"LYM4-W5Q",27169
"G2KS-ZJN",27172
"G2KS-HDZ",27173
"LQRQ-VS2",27174
"KCF6-RWH",27175
"LDTQ-NVL",27184
"L4W1-2BX",27185
"LVG8-7RR",27186
"LVYF-8JJ",27187
"K4RR-GFC",27188
"LJ18-RRZ",27189
"LZKY-JMS",27192
"LRT1-1V1",27194
"MMZ9-VLT",27195
"MGWC-HK5",27200
"LVBJ-CDH",27201
"LZ9S-3KP",27202
"LZFT-D24",27203
"LZLK-RFY",27204
"G21L-PJG",27205
"L6WR-V29",27206
"LRWG-3ZW",27207
"LCFK-X4R",27210
"LCFK-CMR",27211
"LYSM-2T3",27212
"27BK-MZJ",27213
"LCY7-Y2Z",27214
"KNQF-8V1",27215
"LTXR-N8R",27216
"LZLZ-MH7",27217
"GQH2-DHB",27218
"G2HN-SV8",27219
"KJP8-LR3",27220
"L152-KK3",27221
"KF29-XM2",27222
"9M25-GJX",27223
"LTXR-N8R",27224
"LZLZ-MH7",27225
"M8YJ-RXN",27232
"LBCG-RYC",27233
"L6ZX-PJH",27234
"L6ZX-5BM",27235
"K8RG-7JH",27236
"KCNP-RCW",27237
"LH8N-LGM",27238
"LRBT-PKL",27239
"9449-3PW",27248
"MM4L-NCY",27249
"L7BB-KTV",27252
"L6KH-PP9",27253
"LZP3-JS1",27254
"LYPH-FMW",27255
"94YS-MVD",27256
"LD55-ZCX",27257
"GH69-D2Q",27258
"L1W9-B6W",27259
"L1CQ-TWV",27260
"LBW7-7PM",27261
"LYJ3-4B6",27262
"4LLM-H6Z",27263
"94RB-PL1",27268
"L4BD-9RJ",27269
"LZJ1-DDR",27270
"GDSH-VJ9",27271
"94RB-PL1",27272
"L4BD-9RJ",27273
"LHG9-NRH",27280
"9F94-ZLW",27281
"MNM3-CJP",27284
"G2R6-QL8",27285
"L9C6-MZJ",27292
"284H-2MM",27293
"L1QN-SZ1",27296
"LLHQ-XDX",27298
"LLHQ-XXW",27299
"LRMM-22W",27300
"LJY7-MHW",27301
"GNWQ-BFR",27302
"GNQX-R5V",27303
"94RB-17S",27304
"M4MX-3Q3",27305
"LZV6-VDJ",27306
"9DTT-B4C",27307
"K64K-BFK",27310
"L5TC-RDY",27311
"K88F-CYB",27312
"LZY6-ZGQ",27313
"M11G-B89",27316
"9336-4BD",27317
"L71L-S22",27318
"L6LP-Q85",27319
"LZBN-3WJ",27320
"GG2T-9TG",27321
"LZG4-XDY",27322
"LZLZ-JRZ",27323
"9JQV-WZ1",27326
"LCRX-X92",27327
"LYM1-1X1",27340
"LRJ3-HKP",27341
"LYL2-SG9",27342
"KN8H-Q2W",27343
"L4H9-TZX",27344
"LHVK-6N3",27345
"LVTD-FBF",27346
"L119-1PZ",27347
"2WV5-BTX",27348
"9NS2-6NV",27349
"GDWD-TC7",27352
"LJ5N-MGT",27353
"G9VY-RW2",27354
"G338-1GC",27355
"9JDD-2N2",27356
"GFXR-QQR",27357
"GK89-92W",27358
"GK89-3ZH",27359
"LVFV-82J",27360
"LZVQ-SDQ",27361
"MMCY-L5P",27362
"4NPG-T72",27363
"LYC2-BVM",27364
"LR5J-931",27365
"LZ2F-MM7",27366
"LHVB-P72",27367
"LBTW-K49",27368
"LY6V-W61",27369
"LBT4-8TB",27370
"LBT4-M4Y",27371
"9CZP-NC1",54272
"L7F4-SZ2",54273
"9CNF-F64",54274
"L5Y7-YCX",54275
"LJGY-X1C",54280
"LZK4-BRZ",54281
"GZ6X-TXX",54282
"GG7K-Y1T",54283
"GD48-FCL",54284
"GDKZ-8C6",54285
"G2HG-SW4",54286
"G2PM-CXR",54287
"LCC6-HL3",54288
"LH7P-B6W",54289
"G4J7-G4Q",54291
"MCSD-FH4",54292
"KLBC-23L",54293
"LRC7-DWS",54294
"LX9L-J2H",54295
"L585-N2V",54312
"LTKG-61W",54313
"LBPL-HZ5",54314
"98F6-WM5",54315
"LZPN-7M8",54316
"LTY9-Q6T",54317
"9MGJ-YDQ",54318
"LVJG-BQ8",54319
"LZNN-XDN",54320
"LZGK-3W7",54321
"G3TZ-P5G",54322
"LLH4-ZMC",54323
"MQDN-WVV",54324
"L738-95V",54325
"LYM8-9GF",54328
"LYBT-4ST",54329
"LJTK-7N7",54330
"C8QT-LJD",54331
"LZ2D-JXC",54332
