"fid","ascendancy"
"LCVF-TC7",36
"LZ99-FTJ",72
"KNFL-YY8",73
"94D4-LHW",144
"GZNF-C3R",145
"LKMD-9J7",146
"L7KM-LKT",147
"LT2P-892",288
"GN2S-FWH",289
"LF7P-WWJ",290
"KNWT-TPD",291
"GW6J-918",292
"LH57-NXR",293
"LZLK-S2W",580
"LZLK-338",581
"LKMD-4XZ",584
"KVBG-CVS",585
"MVMR-8PM",586
"L4BT-1XB",587
"LVN4-W6L",1160
"LZLV-FC3",1161
"LZN6-9LT",1162
"LZLV-FC3",1163
"G9DN-BSQ",1168
"LDLF-8GN",1169
"LDLF-8R9",1170
"LDLF-8TN",1171
"GH2D-CFB",1172
"GH1X-GCC",1173
"LTSB-VDS",2320
"M6B9-NKJ",2321
"KL1Z-P21",2322
"LH2R-7VL",2323
"LCP8-V18",2324
"9VK5-HDW",2325
"KL1Z-P21",2326
"LH2R-7VL",2327
"LRCB-TVV",2336
"LRC1-3M6",2337
"LKMD-WD8",2338
"LKMD-W61",2339
"G8Y9-1P8",2344
"MMB4-B4K",2345
"KHWJ-XWX",2346
"MM2Q-PB3",2347
"G89N-2LN",4640
"LZLK-WD5",4641
"LKSL-K3W",4644
"LCP8-QKF",4645
"L85P-G46",4646
"KGC8-L5J",4647
"LKSL-K3W",4652
"LCP8-QKF",4653
"L85P-G46",4654
"KGC8-L5J",4655
"GHCM-9TB",4676
"LTRK-HMK",4678
"9Q2X-TLS",4679
"MX8D-7KG",4688
"MX8D-72C",4689
"GH1X-28W",4692
"GH1X-TH2",4693
"LJ1X-SBK",4694
"LJ1X-39Q",4695
"LT26-GVL",9280
"4221-9Y1",9281
"G2HZ-FNQ",9292
"GK2B-SZX",9293
"G2HZ-FNQ",9308
"GK2B-SZX",9309
"G9C7-Z7H",9356
"KZT6-ZH2",9357
"MPKT-ZV1",9376
"4561-JZS",9377
"MLW3-9L8",9378
"LCTD-DD5",9388
"LCTD-D89",9389
"LKQ6-SMN",18560
"LHVD-QJT",18561
"G8R9-FN4",18563
"K8Q2-CVP",18584
"KCDQ-K7H",18585
"K8Q2-CVP",18616
"KCDQ-K7H",18617
"2JYX-6JY",18712
"LVFL-TZY",18713
"GQHG-TM3",18714
"LL3S-51V",18715
"MGYZ-XJ3",18752
"K6MN-CRT",18753
"MRPB-TY3",37120
"GJZN-G7G",37121
"MN1B-LF6",37122
"4F5V-K64",37123
"L2JB-GJX",37424
"9ZPJ-DPC",37425
"MP49-JMH",37426
"G8YS-CJ5",37427
"L6ZQ-63B",37428
"9C8Q-B3H",37429
"MJ4N-2T1",37504
"KCS6-X84",37506
"M7BR-5F9",37507
"G6N5-7R6",74240
"GXFC-NC3",74241
"LC73-DBC",74242
"LCCJ-662",74243
"LRC9-9LF",74848
"GQFM-HGS",74849
"GH76-S2R",74850
"GCMB-H7W",74851
"LK9P-D7Q",74852
"LK9P-DHK",74853
"G78C-MZL",74854
"9SB4-M35",74855
"L4Q6-X7T",74856
"L4Q6-61M",74857
"GWBQ-3HB",74858
"GWBQ-473",74859
"LDB7-8YR",148484
"GQ1W-T73",148485
"MMNC-9LS",148486
"WTXR-81J",148487
"GVBY-YC2",149696
"GCMB-9SG",149697
"G4Q5-ND8",149698
"G4Q5-H3V",149699
"GCMB-CHQ",149700
"GZDD-3DH",149701
"LV2N-V72",149704
"K8V1-RPV",149705
"GNQV-8RG",149706
"GH6X-12L",149707
"G2KT-C3X",149708
"G2KT-75D",149709
"GZF8-NR5",149710
"KNF8-X23",149712
"KNF8-XRM",149713
"G43F-XY5",149714
"G43F-1WB",149715
"L81B-7HC",296968
"K41W-JJN",296969
"GQX1-1MG",299392
"LKQJ-S75",299393
"G4Q5-6P4",299398
"G4Q5-NFV",299399
"L5LG-6HB",299408
"L5LG-K6T",299409
"LRYR-KXH",299410
"LRYR-2J7",299411
"G4JN-33M",299414
"G4JF-LD8",299415
"GK1N-L59",299416
"G2KT-8GR",299418
"GLGT-4KX",299419
"KNF8-X22",299424
"LTXR-MWJ",299425
"MX5C-SVQ",299426
"MX5C-SV6",299427
"GH3V-BK4",299428
"GQBL-T5Y",593936
"GK1Y-C24",593937
"M46L-WCR",593938
"LV46-5PC",598784
"LV46-RFX",598785
"L7BD-BZ9",598816
"LR8X-YQZ",598817
"MFCX-2C9",598818
"L6LY-YZR",598819
"LZDC-8PB",598820
"LKM6-DPD",598821
"9WJH-RHY",598822
"LBL3-QV9",598823
"K67H-WHN",598830
"K645-11B",598831
"GK1N-LP8",598832
"GK1N-6KL",598833
