"ascendency","id","gender","gen"
1160,"LVN4-W6L","Male",11
1161,"LZLV-FC3","Female",11
1162,"LZN6-9LT","Male",11
1163,"LZLV-FC3","Female",11
1168,"G9DN-BSQ","Male",11
1169,"LDLF-8GN","Female",11
1170,"LDLF-8R9","Male",11
1171,"LDLF-8TN","Female",11
1172,"GH2D-CFB","Male",11
1173,"GH1X-GCC","Female",11
1200,"LT3L-N8F","Male",11
1201,"LT3L-TDX","Female",11
1202,"LDSG-K2K","Male",11
1203,"M77S-R8C","Female",11
1216,"LZKX-HGR","Male",11
1217,"MSJZ-8M9","Female",11
1248,"MYX1-TTH","Male",11
1249,"GX98-R19","Female",11
1252,"G6CW-VFD","Male",11
1254,"GHH5-ZC4","Male",11
1255,"MYLX-GCL","Female",11
1256,"LCTP-BCG","Male",11
1257,"9K8F-NLV","Female",11
1258,"LVKH-WTY","Male",11
1259,"LBY2-XS3","Female",11
1260,"LB6K-6VK","Male",11
1261,"LRVF-TCN","Female",11
1262,"LRNX-2Z8","Male",11
1263,"278F-RNV","Female",11
1280,"G6HS-Q8X","Male",11
1281,"96XL-MYQ","Female",11
1283,"GLRP-LL2","Female",11
1284,"LXQ5-F2V","Male",11
1285,"GCS7-DSP","Female",11
1286,"L16T-5BV","Male",11
1287,"KJWC-9JR","Female",11
1296,"GQ58-LX8","Male",11
1297,"GQ58-2YH","Female",11
1300,"M1NQ-6H6","Male",11
1301,"L611-BBK","Female",11
1302,"MBW6-L4N","Male",11
1303,"G8N8-136","Female",11
1304,"GHF1-7P7","Male",11
1305,"G3DP-QFK","Female",11
1308,"LZ23-6ZM","Male",11
1309,"M2Z7-CJ3","Female",11
1310,"LDF6-ZR9","Male",11
1311,"L1R4-RH6","Female",11
1312,"L62C-C9V","Male",11
1313,"L2ZG-CST","Female",11
1314,"LDQR-ZKG","Male",11
1315,"LZ6Z-6QL","Female",11
1344,"LXQ2-YQN","Male",11
1345,"LXQ2-YZV","Female",11
1346,"LV3K-VTS","Male",11
1347,"LH8V-NNV","Female",11
1348,"LV3K-VTS","Male",11
1349,"LH8V-NNV","Female",11
1352,"LZK7-R6Z","Male",11
1353,"LDZG-Z7V","Female",11
1356,"L8QD-87T","Male",11
1357,"273X-SBR","Female",11
1358,"G6WC-DLQ","Male",11
1359,"LX3R-GPG","Female",11
1368,"LRP5-HJS","Male",11
1369,"LRP5-SNN","Female",11
1370,"LCXW-72B","Male",11
1371,"LZXR-ZPD","Female",11
1372,"G666-CGR","Male",11
1373,"9VYQ-PLB","Female",11
1374,"LHX5-X9B","Male",11
1375,"K2J1-YBP","Female",11
1376,"GLNV-WF9","Male",11
1377,"KNJD-KXV","Female",11
1378,"LZK8-W6R","Male",11
1379,"K2QZ-3YB","Female",11
1380,"L7Y2-MMY","Male",11
1381,"LZZW-WDR","Female",11
1382,"LCFM-NFX","Male",11
1383,"K631-GKK","Female",11
1384,"LXQ2-YQN","Male",11
1385,"LXQ2-YZV","Female",11
1386,"LV3K-VTS","Male",11
1387,"LH8V-NNV","Female",11
1388,"LV3K-VTS","Male",11
1389,"LH8V-NNV","Female",11
1408,"LRQH-PFV","Male",11
1409,"GQJK-Y24","Female",11
1410,"LBQ3-96B","Male",11
1411,"L5BF-QWZ","Female",11
1412,"MW4Y-WNW","Male",11
1413,"LBSJ-7PY","Female",11
1414,"LB4K-Z2W","Male",11
1415,"49D5-G9D","Female",11
1420,"G42S-HZ6","Male",11
1421,"GNPB-2R8","Female",11
1536,"GCWG-92Z","Male",11
1537,"GZY5-R5X","Female",11
1538,"G67D-TCY","Male",11
1539,"G67D-P9V","Female",11
1544,"LR1M-6CR","Male",11
1545,"L7NT-VP4","Female",11
1546,"MDS6-T4R","Male",11
1547,"LZVZ-SXC","Female",11
1568,"KL4K-QDG","Male",11
1569,"LDBG-3QK","Female",11
1570,"LC66-SRY","Male",11
1571,"27CW-6PJ","Female",11
1572,"L5YG-XYT","Male",11
1573,"K8D9-Y5J","Female",11
1574,"KLWS-WF4","Male",11
1575,"LCVV-VJB","Female",11
1576,"M15R-GKM","Male",11
1577,"LCDQ-TXD","Female",11
1578,"LLCC-G2V","Male",11
1579,"LZ66-K4N","Female",11
1602,"GLJB-MQQ","Male",11
1603,"L7N5-C9Z","Female",11
1664,"M95G-5ZY","Male",11
1665,"WB7C-DK6","Female",11
1668,"LVGM-FHR","Male",11
1669,"LTZ3-X5Z","Female",11
1672,"LLCP-ZWB","Male",11
1673,"L41Y-NZW","Female",11
1674,"LH3P-61W","Male",11
1675,"K1WK-2H4","Female",11
1676,"LZPX-VW5","Male",11
1677,"K4D9-R3L","Female",11
1678,"L134-LK5","Male",11
1679,"L2W3-WQJ","Female",11
1680,"LLCP-ZWB","Male",11
1681,"L41Y-NZW","Female",11
1682,"LH3P-61W","Male",11
1683,"K1WK-2H4","Female",11
1684,"LZPX-VW5","Male",11
1685,"K4D9-R3L","Female",11
1686,"L134-LK5","Male",11
1687,"L2W3-WQJ","Female",11
1688,"LV5Z-YQZ","Male",11
1689,"LHZZ-Y1F","Female",11
1690,"LZ8M-XGY","Male",11
1691,"26KX-2QL","Female",11
1696,"LCZS-VPZ","Male",11
1697,"LHSQ-5YH","Female",11
1698,"LHZN-5LF","Male",11
1699,"L8SK-J7R","Female",11
1700,"LTTF-QR5","Male",11
1701,"LHFR-W3F","Female",11
1702,"LZ2S-DJL","Male",11
1703,"LCZ3-41V","Female",11
1704,"LB79-2BV","Male",11
1705,"LC8T-966","Female",11
1706,"MC3Z-1ZY","Male",11
1707,"KH29-DBZ","Female",11
1708,"GQF1-7LZ","Male",11
1709,"KPDR-TZ3","Female",11
1710,"LZVW-576","Male",11
1711,"G8GT-P55","Female",11
1744,"LK53-1BF","Male",11
1745,"LK5Q-MXT","Female",11
1746,"2ZVG-C1Y","Male",11
1747,"947Z-SP2","Female",11
1748,"LZ4F-G53","Male",11
1749,"LHGS-1KZ","Female",11
1752,"MH47-CZR","Male",11
1753,"G22S-WBN","Female",11
1754,"GZ7X-D1L","Male",11
1755,"M4P8-FPF","Female",11
1756,"LZDB-H9Y","Male",11
1757,"GJ1F-TMC","Female",11
1758,"LK3T-SH8","Male",11
1759,"LK3T-39D","Female",11
1760,"93R2-HXH","Male",11
1761,"93R2-HF9","Female",11
1776,"K8PJ-8HT","Male",11
1778,"K8V7-GRH","Male",11
1779,"K8QL-79Y","Female",11
1780,"LB88-PJ4","Male",11
1781,"LZBL-49J","Female",11
1784,"LT3J-JQ7","Male",11
1785,"LT3J-N9K","Female",11
