"ascendency","id","gender","gen"
36,"LCVF-TC7","Male",6
37,"KLX1-TT9","Female",6
38,"KHD1-RBZ","Male",6
39,"2WN4-1MS","Female",6
40,"LHSQ-X2Y","Male",6
41,"LHQM-9CQ","Female",6
42,"LHZQ-PTC","Male",6
43,"LHZQ-59P","Female",6
44,"9N9J-FLS","Male",6
45,"L5N7-J8L","Female",6
46,"KCZ5-DBZ","Male",6
47,"KHDS-NZZ","Female",6
48,"L6LQ-3HW","Male",6
49,"L6LQ-3CG","Female",6
50,"KF3N-R3R","Male",6
51,"GMNS-73X","Female",6
52,"K8R2-H3H","Male",6
53,"K86G-1WX","Female",6
54,"LVS7-7KG","Male",6
55,"KH11-RNX","Female",6
56,"GMGN-855","Male",6
57,"L22M-VJB","Female",6
58,"KN4F-TVZ","Male",6
59,"KN4F-TVQ","Female",6
60,"LZKW-93N","Male",6
61,"275W-5DV","Female",6
62,"LV7Y-7QL","Male",6
63,"LV7Y-7ZR","Female",6
