"ascendency","id","gender","gen"
9502976,"GJZX-8KT","Male",24
9502977,"L5V9-44D","Female",24
9502980,"LZVX-W47","Male",24
9502981,"LZVF-189","Female",24
9502982,"LC27-HYK","Male",24
9502983,"GXTF-9XF","Female",24
9502984,"L6HH-5QH","Male",24
9502985,"GD5X-ZPV","Female",24
9502986,"GH7W-3YF","Male",24
9502987,"KV2H-LCY","Female",24
9502988,"9CXW-RBK","Male",24
9502989,"G7S4-RH9","Female",24
9580544,"LV46-TTH","Male",24
9580545,"LV4R-WR3","Female",24
9581056,"GD15-7T9","Male",24
9581057,"G4N1-RGD","Female",24
9581058,"GV5Q-SV5","Male",24
9581059,"GVJ4-RXL","Female",24
9581060,"LDQR-M69","Male",24
9581061,"LZPW-3FK","Female",24
9581062,"LTNJ-CPF","Male",24
9581063,"LTVF-MNF","Female",24
9581064,"LCV4-S33","Male",24
9581065,"G938-MRV","Female",24
9581066,"LDQR-9HM","Male",24
9581067,"LDQR-9ZS","Female",24
9581070,"GK2B-3MC","Male",24
9581071,"GDX9-93Y","Female",24
9581072,"LB1R-3X3","Male",24
9581073,"LRLL-1KX","Female",24
9581074,"LDQR-M69","Male",24
9581075,"M81W-4BC","Female",24
9581076,"GJVQ-W8S","Male",24
9581077,"GFB1-FV7","Female",24
9581078,"LDQR-9HM","Male",24
9581079,"LDQR-9ZS","Female",24
9581080,"LDW2-5ZR","Male",24
9581081,"GMR6-69W","Female",24
9581082,"LDQR-M69","Male",24
9581083,"M81W-4BC","Female",24
9581084,"LY3F-MB4","Male",24
9581085,"LHJT-J64","Female",24
9581086,"G97Y-1W7","Male",24
9581087,"GNVS-ZR3","Female",24
9581088,"L5YM-PRS","Male",24
9581089,"K27R-L14","Female",24
9581092,"G6D1-SRP","Male",24
9581093,"LTNJ-HF9","Female",24
9581094,"GDXD-CCR","Male",24
9581095,"G61Q-VLN","Female",24
9581096,"GHB2-PD9","Male",24
9581097,"GHB2-168","Female",24
9581098,"LKM6-G1C","Male",24
9581099,"LVFQ-7PH","Female",24
9581100,"G6CG-JVS","Male",24
9581101,"GXCW-JYL","Female",24
9581102,"LZ46-CBW","Male",24
9581103,"LHCD-K8B","Female",24
9581104,"9CCV-52G","Male",24
9581105,"KX9D-DNS","Female",24
9581106,"LZ86-T6V","Male",24
9581107,"LZPK-KKT","Female",24
9581108,"GJJ1-XQT","Male",24
9581109,"MHN1-JZ9","Female",24
9581110,"G6P7-4BZ","Male",24
9581111,"G6PQ-12D","Female",24
9581112,"LHW6-FV7","Male",24
9581113,"L89H-F4Y","Female",24
9581114,"LR3X-YVV","Male",24
9581115,"LRK8-G1M","Female",24
9581116,"GWZX-F4D","Male",24
9581117,"9C7T-V6M","Female",24
9581118,"LBXV-7R4","Male",24
9581119,"KDQ8-MZ1","Female",24
9581120,"GVWW-DC9","Male",24
9581121,"LX91-18V","Female",24
9581122,"KZF6-R8D","Male",24
9581123,"L89H-FHD","Female",24
9581124,"LYVD-MDV","Male",24
9581125,"L9CX-SNH","Female",24
9581126,"LZ86-T6V","Male",24
9581127,"LZPK-KKT","Female",24
9581132,"LC5Z-592","Male",24
9581133,"LZRT-YPT","Female",24
9581134,"LY3F-MB4","Male",24
9581135,"LHJT-J64","Female",24
9581136,"GF99-C7X","Male",24
9581137,"GJ16-T8K","Female",24
9581138,"G2HZ-7T5","Male",24
9581139,"G2HZ-M1D","Female",24
9581140,"G61K-T2D","Male",24
9581141,"GK45-2NY","Female",24
9581142,"G7FG-ZW4","Male",24
9581143,"LJVR-2ZX","Female",24
9581144,"LBFG-4CJ","Male",24
9581145,"GSGL-LTL","Female",24
9581146,"GFG9-C1X","Male",24
9581147,"LD33-RSW","Female",24
9581148,"KLG6-5F2","Male",24
9581149,"LYCG-WFN","Female",24
9581150,"GNH4-2R9","Male",24
9581151,"L5Y4-JJ3","Female",24
9581152,"LTHY-83T","Male",24
9581153,"GWSH-R96","Female",24
9581154,"LKM6-G1C","Male",24
9581155,"LVFQ-7PH","Female",24
9581156,"G4BV-VL4","Male",24
9581157,"GVB8-VR9","Female",24
9581158,"LB9C-CRW","Male",24
9581159,"LY2Q-8ZM","Female",24
9581160,"94NH-8HK","Male",24
9581161,"GFKV-PG2","Female",24
9581162,"GL2M-ZHN","Male",24
9581163,"GLK2-N4J","Female",24
9581165,"GG7B-VJ8","Female",24
9581166,"GLT6-6M1","Male",24
9581167,"GLTD-8YP","Female",24
9581168,"LCVG-54H","Male",24
9581169,"L857-MY2","Female",24
9581170,"GQ34-RWV","Male",24
9581171,"4YGC-VTY","Female",24
9581172,"GKVN-HLM","Male",24
9581173,"GKVN-R2C","Female",24
9581174,"LDW2-5ZR","Male",24
9581175,"GMR6-69W","Female",24
9581176,"LVJT-PZB","Male",24
9581177,"GWF5-XP4","Female",24
9581178,"LVQ3-NFX","Male",24
9581179,"LCTY-THJ","Female",24
9581180,"9SPL-JWC","Male",24
9581181,"L2MM-QJS","Female",24
9581568,"L8RQ-JCD","Male",24
9581569,"K4D4-Z88","Female",24
9581632,"KNF4-PTG","Male",24
9838592,"GF64-QXV","Male",24
9838594,"LK3H-LCX","Male",24
9838595,"G2RM-NDX","Female",24
9841152,"LH3D-ZWS","Male",24
9841153,"LH3D-ZHZ","Female",24
9841156,"9ZH7-DCK","Male",24
9841157,"LB39-GFP","Female",24
9841158,"LY62-YNB","Male",24
9841159,"9ZHQ-27H","Female",24
9841208,"GQW4-YF9","Male",24
9841209,"LTH7-GNS","Female",24
9841210,"GK39-SQB","Male",24
9841211,"GNC3-QMT","Female",24
9841212,"L198-YWK","Male",24
9841213,"LVRQ-PR9","Female",24
9841214,"9H51-K3V","Male",24
9841215,"KC9N-ZC2","Female",24
9841280,"G4GM-2V7","Male",24
9841281,"G2N4-PC8","Female",24
9841282,"LDF3-HWF","Male",24
9841283,"G68H-HVQ","Female",24
9841284,"9Z8R-P8P","Male",24
9841285,"KHB8-54T","Female",24
9841286,"9S49-Z89","Male",24
9841287,"LD91-XFY","Female",24
9841300,"G7JN-SLV","Male",24
9841316,"GJRL-8T4","Male",24
9841317,"LDMG-V6D","Female",24
9841318,"LHND-XRD","Male",24
9841319,"LB23-HHV","Female",24
9841322,"GXBL-V3C","Male",24
9841323,"KCWF-CW9","Female",24
9841344,"9ZC5-D3M","Male",24
9841345,"9ZC5-DSY","Female",24
9841346,"K6J2-FYV","Male",24
9841347,"LHBR-Z15","Female",24
9841352,"9S8J-N9X","Male",24
9841353,"9S8J-N9R","Female",24
9841356,"K86J-DLF","Male",24
9841357,"LVZD-KK6","Female",24
9841358,"MHGS-1YN","Male",24
9841359,"K427-CQ9","Female",24
9841360,"LZ87-DXJ","Male",24
9841361,"G228-ZFM","Female",24
9841362,"G22K-KQ1","Male",24
9841363,"G22V-YQB","Female",24
9841366,"GKM7-LT8","Male",24
9841370,"LKNS-2YF","Male",24
9841371,"LKNS-2BW","Female",24
9841372,"KC29-RGM","Male",24
9841373,"KHKF-VC2","Female",24
9841374,"G4MS-PFV","Male",24
9841378,"G2L9-LKL","Male",24
9841379,"G2L9-BW2","Female",24
9841380,"GWX6-RQK","Male",24
9841381,"GH2C-4G1","Female",24
9841382,"G8SX-1P3","Male",24
9841383,"G6ST-3PH","Female",24
9841472,"9HC8-Y7P","Male",24
9841473,"9HC8-YW4","Female",24
9841536,"GSZX-J5G","Male",24
9841537,"GSZX-N7M","Female",24
9841538,"L1ZR-SRV","Male",24
9841539,"LDZ2-YX9","Female",24
9841564,"L4MT-Y1N","Male",24
9841565,"LYPB-2JX","Female",24
9841566,"GG2P-8JN","Male",24
9841567,"L178-499","Female",24
9841600,"GHH6-DXJ","Male",24
9841601,"G3ZH-WHF","Female",24
9841602,"L41W-VT8","Male",24
9841603,"LH8P-KSN","Female",24
9841604,"G9M5-GHR","Male",24
9841605,"GDT1-XWP","Female",24
9841610,"G7JN-3T7","Male",24
9841616,"GC4L-3K3","Male",24
9841617,"G62R-SP7","Female",24
9841618,"LKN9-678","Male",24
9841619,"G2WV-4RB","Female",24
9841620,"99YX-7K9","Male",24
9841621,"K4FH-D6N","Female",24
9841632,"KL61-DWF","Male",24
9841633,"KL61-DHZ","Female",24
9841636,"9S8J-6Y8","Male",24
9841637,"9S8J-6BZ","Female",24
9841638,"L41W-FSN","Male",24
9841639,"LZ5M-K6T","Female",24
9841640,"G6NV-BTK","Male",24
9841641,"G6NV-1DL","Female",24
9841642,"G6NK-FK1","Male",24
9841643,"G6NK-99C","Female",24
9841644,"G6NK-7BK","Male",24
9841645,"G6NK-F2W","Female",24
9841646,"GMN5-2GM","Male",24
9841647,"LVMW-NMW","Female",24
9841648,"G69H-HDW","Male",24
9841649,"LCRT-JDL","Female",24
9841650,"LZFC-4H6","Male",24
9841651,"G2L9-BW2","Female",24
9841680,"LCRY-BQS","Male",24
9841681,"LR6H-9VN","Female",24
9841698,"LD38-BM3","Male",24
9841699,"G6QW-QKD","Female",24
9841700,"K2WP-YYZ","Male",24
9841701,"KHSP-VGN","Female",24
9841712,"K29P-TB4","Male",24
9841713,"GJF2-XQM","Female",24
9841714,"9335-B4Y","Male",24
9841715,"GX22-FHQ","Female",24
9841720,"93Q7-T5W","Male",24
9841721,"GX8L-JW5","Female",24
9841722,"937V-VSG","Male",24
9841723,"93QG-7HD","Female",24
9841726,"9331-45K","Male",24
9841727,"GXTH-FY6","Female",24
9841724,"K458-SM1","Male",24
9841725,"GXTH-CDF","Female",24
9842304,"KN1C-YXM","Male",24
9842305,"M8L6-1JM","Female",24
9842306,"MPC9-GJ4","Male",24
9842307,"GHFQ-R5G","Female",24
9842308,"L563-HPK","Male",24
9842309,"G9TX-JQG","Female",24
9842320,"LL7C-Z9P","Male",24
9842321,"LWJ4-SFV","Female",24
9842322,"GWZX-F4D","Male",24
9842323,"9C7T-V6M","Female",24
9842324,"979S-F13","Male",24
9842325,"LY3Z-GHL","Female",24
9842326,"GXYF-TRZ","Male",24
9842327,"MVWF-NZT","Female",24
9842328,"LBQ1-HV4","Male",24
9842329,"LBQ1-QBY","Female",24
9842369,"L1Z5-8BZ","Female",24
9842370,"GNYG-L9L","Male",24
9842384,"KGYZ-8QG","Male",24
9842386,"GDC1-PH7","Male",24
9842388,"G229-PYT","Male",24
9842496,"L8Y1-3Y9","Male",24
9842497,"KG1V-HF7","Female",24
9842560,"L4B8-4MJ","Male",24
9842561,"L4B8-W51","Female",24
9842596,"LR7W-SDL","Male",24
9842597,"L61J-X2C","Female",24
9842598,"G8XD-P7Z","Male",24
9842599,"G8XD-T6F","Female",24
9842600,"KL13-K9T","Male",24
9842601,"M4WB-6S2","Female",24
9842602,"M4WB-636","Male",24
9842603,"G6VD-4F8","Female",24
9842628,"GK76-1X3","Male",24
9842629,"GK76-6GL","Female",24
9842630,"LYGQ-LS7","Male",24
9842631,"LBY3-F59","Female",24
9842640,"MXRN-L65","Male",24
9842641,"GWWW-FNK","Female",24
9842642,"G3CT-VXJ","Male",24
9842643,"G4NV-GJ3","Female",24
10289152,"GH4V-51S","Male",24
10289153,"GLDC-M16","Female",24
10289866,"GHBK-YWG","Male",24
10289867,"GHBK-8YG","Female",24
10289872,"GN4W-YH7","Male",24
10289873,"G2JR-R79","Female",24
10289874,"GGX1-1XJ","Male",24
10289875,"GLX4-HHD","Female",24
10289876,"GC5S-5QZ","Male",24
10289877,"GKXZ-Z7C","Female",24
10289878,"L1QK-58L","Male",24
10289879,"GH15-KXF","Female",24
10289880,"GC5S-5QZ","Male",24
10289881,"GKXZ-Z7C","Female",24
10289882,"L1QK-58L","Male",24
10289883,"GH15-KXF","Female",24
10289884,"GN4W-YH7","Male",24
10289885,"G2JR-R79","Female",24
10289886,"GGX1-1XJ","Male",24
10289887,"GLX4-HHD","Female",24
10289888,"M4SR-KKV","Male",24
10289904,"LZ68-8VT","Male",24
10289905,"GHPC-N6V","Female",24
10289906,"9HGT-628","Male",24
10289907,"K1TQ-G98","Female",24
10289908,"MSS8-TWG","Male",24
10289909,"G8B1-RKZ","Female",24
10289912,"GM11-Q5H","Male",24
10289792,"LVSD-YWK","Male",24
10289793,"G61Z-7NF","Female",24
10289794,"9Q61-TYW","Male",24
10289795,"KC5J-FJR","Female",24
10289796,"G3G6-V4B","Male",24
10289798,"LKSP-9TD","Male",24
10289799,"LKSP-9YM","Female",24
10289808,"GQX9-FWD","Male",24
10289809,"LZX4-FXX","Female",24
10289810,"G83S-GNB","Male",24
10289811,"GMNK-MFP","Female",24
10289812,"GGH3-BMM","Male",24
10289813,"GGH3-KP1","Female",24
10289814,"G7FL-YX4","Male",24
10289815,"L8JT-67M","Female",24
10289816,"MFDC-YV1","Male",24
10289817,"G24B-N9R","Female",24
10290052,"GKQC-WC9","Male",24
10290054,"G891-TZ3","Male",24
10290055,"L6K2-K1X","Female",24
10290060,"GKQC-WC9","Male",24
10290062,"G891-TZ3","Male",24
10290063,"L6K2-K1X","Female",24
10290080,"LR5J-MT4","Male",24
10290081,"G2SK-WWY","Female",24
10290088,"LJ1S-1MK","Male",24
10290089,"GX69-595","Female",24
10290096,"G7QF-NX2","Male",24
10290097,"LDJR-YGS","Female",24
10290098,"GZ6H-Y6V","Male",24
10290102,"GN2X-K1R","Male",24
10290104,"LK9C-RM8","Male",24
10291872,"GDWF-67N","Male",24
10291873,"G2S7-M88","Female",24
10291888,"L6QG-KYN","Male",24
10291889,"GZBX-NGD","Female",24
10291890,"LZG9-8L2","Male",24
10291891,"LRSM-M9Q","Female",24
10291892,"2Z31-T4C","Male",24
10291893,"LYYV-9VK","Female",24
10291894,"LT9H-JYN","Male",24
10291895,"GQ4Q-Z5S","Female",24
10292740,"GKQC-WC9","Male",24
10292742,"G891-TZ3","Male",24
10292743,"L6K2-K1X","Female",24
10292748,"GKQC-WC9","Male",24
10292750,"G891-TZ3","Male",24
10292751,"L6K2-K1X","Female",24
10292768,"LR5J-MT4","Male",24
10292769,"G2SK-WWY","Female",24
10292776,"LJ1S-1MK","Male",24
10292777,"GX69-595","Female",24
10292784,"G7QF-NX2","Male",24
10292785,"LDJR-YGS","Female",24
10292786,"GZ6H-Y6V","Male",24
10292790,"GN2X-K1R","Male",24
10292792,"LK9C-RM8","Male",24
10293056,"M12G-VNF","Male",24
10293057,"GGJ1-1BK","Female",24
10293064,"G9XH-MJP","Male",24
10293065,"29WW-8D9","Female",24
10293067,"G7GF-FPY","Female",24
10293068,"9CX4-3XK","Male",24
10293069,"GZ4K-VQD","Female",24
10293070,"9CX4-3XJ","Male",24
10293071,"LZ54-P1H","Female",24
10293090,"GJJ9-DYL","Male",24
10293091,"GL2F-HP6","Female",24
10293092,"LB3W-PR2","Male",24
10293093,"KZZH-H9Z","Female",24
10293094,"LY16-VK3","Male",24
10293095,"9C7B-88C","Female",24
10293096,"L19M-VCD","Male",24
10293097,"LDQK-6JM","Female",24
10293098,"9SFC-97C","Male",24
10293099,"LDQK-X3X","Female",24
10293100,"K24L-MWK","Male",24
10293101,"LR4Q-118","Female",24
10293102,"LYK6-VQ2","Male",24
10293103,"LB1S-5V6","Female",24
10293104,"KGKV-Q7J","Male",24
10293105,"MR1T-F59","Female",24
10293106,"9CQN-28Q","Male",24
10293107,"M9SJ-7DN","Female",24
10293108,"L5R2-HFJ","Male",24
10293109,"LCFK-MV6","Female",24
10293110,"LYZJ-377","Male",24
10293111,"93M8-21Q","Female",24
10293112,"L19M-VCD","Male",24
10293113,"LDQK-6JM","Female",24
10293114,"9SFC-97C","Male",24
10293115,"LDQK-X3X","Female",24
10293116,"G2N1-H7G","Male",24
10293117,"G2N1-KNH","Female",24
10295296,"GJM8-JX2","Male",24
10295297,"GJM8-J1K","Female",24
10295298,"GS5R-QPF","Male",24
10295299,"K6SY-1NT","Female",24
10295300,"LTGF-LK5","Male",24
10295301,"LTGN-9Q2","Female",24
10295302,"M7KT-7FZ","Male",24
10295303,"G79H-LL8","Female",24
10295304,"L8PJ-8BT","Male",24
10295305,"GDMY-7VF","Female",24
10295312,"LZ69-GY4","Male",24
10295313,"LVP7-99K","Female",24
10295314,"LCTG-DNB","Male",24
10295315,"G61Z-61M","Female",24
10295316,"MKJ9-6YN","Male",24
10295328,"LB3F-1WH","Male",24
10295329,"LBXQ-Q1K","Female",24
10295330,"L1CD-2G6","Male",24
10295331,"GHKD-2Z2","Female",24
10295332,"LV7D-YJR","Male",24
10295333,"GLK2-1L8","Female",24
10295336,"9CQC-8HD","Male",24
10295337,"LZGV-X1T","Female",24
10295338,"LZ2W-NR3","Male",24
10295339,"LHGQ-7LQ","Female",24
10295340,"GFGS-YX5","Male",24
10295341,"GMQZ-P9W","Female",24
10295342,"L4SP-B7Y","Male",24
10295343,"L2QL-7LM","Female",24
10295344,"GGGP-DH5","Male",24
10295345,"GGGG-BRG","Female",24
10295346,"GNCQ-K8H","Male",24
10295347,"LDFM-9ZM","Female",24
10295348,"GF9T-Q7N","Male",24
10295349,"GF9T-XNK","Female",24
10295350,"LZBW-JQM","Male",24
10295351,"G9T5-H7D","Female",24
10295352,"LYS1-4XD","Male",24
10295353,"GSLP-K9M","Female",24
10295354,"GG9T-67S","Male",24
10295355,"GG9T-KV5","Female",24
10295356,"GZZR-P8B","Male",24
10295357,"G39N-GHM","Female",24
10295358,"G4X2-P4H","Male",24
10295359,"L8BV-RH4","Female",24
10295360,"LVN2-2LX","Male",24
10295361,"27SB-8GQ","Female",24
10295362,"GK5W-ML4","Male",24
10295364,"L6WH-367","Male",24
10295365,"9HYF-6MN","Female",24
10295366,"GVPP-XN1","Male",24
10295367,"24RL-TSK","Female",24
10295368,"G3BK-JSJ","Male",24
10295369,"G3BT-BD6","Female",24
