"ascendency","id","gender","gen"
38011904,"G2RD-F4T","Male",26
38011905,"GJZJ-7B4","Female",26
38011906,"L5V9-QLK","Male",26
38011907,"GJZX-X7H","Female",26
38011920,"G8H1-R4H","Male",26
38011921,"99QP-PV8","Female",26
38011922,"GNCG-PWQ","Male",26
38011924,"MFY1-T4V","Male",26
38011925,"MB13-VGP","Female",26
38011926,"LBSR-52L","Male",26
38011927,"9SR5-TTM","Female",26
38011928,"GGHQ-CPV","Male",26
38011930,"LYLM-4CC","Male",26
38011931,"G8T3-8B9","Female",26
38011936,"LY2R-ZT5","Male",26
38011938,"GC7V-H9D","Male",26
38011939,"LHJ8-9L5","Female",26
38011954,"GD3N-JB6","Male",26
38011956,"GH7W-GVM","Male",26
38011958,"G73J-RJD","Male",26
38011959,"G73J-S2R","Female",26
38322176,"LV46-BSR","Male",26
38322177,"LV46-B24","Female",26
38324224,"L1F2-QVC","Male",26
38324225,"G446-L1D","Female",26
38324226,"KCWM-JZX","Male",26
38324227,"K4T5-MPV","Female",26
38324228,"GVKF-CSC","Male",26
38324229,"GV77-FC3","Female",26
38324230,"LKRL-N5M","Male",26
38324231,"LYSP-CWQ","Female",26
38324232,"LY2P-7JC","Male",26
38324233,"LCG6-96X","Female",26
38324234,"L1F2-QVC","Male",26
38324235,"G446-L1D","Female",26
38324240,"L8MB-CP1","Male",26
38324241,"LDQR-9B8","Female",26
38324242,"GDHP-24G","Male",26
38324243,"GDH5-W6L","Female",26
38324244,"GK2B-SNY","Male",26
38324245,"G8D1-GN6","Female",26
38324246,"LCPJ-DGJ","Male",26
38324247,"GLK2-F71","Female",26
38324248,"L6KK-BW5","Male",26
38324249,"LVJJ-Q82","Female",26
38324250,"GJ1F-3NQ","Male",26
38324251,"LZ5Z-9F8","Female",26
38324252,"LHW6-FV7","Male",26
38324253,"L89H-F4Y","Female",26
38324254,"LR3X-YVV","Male",26
38324255,"LRK8-G1M","Female",26
38324256,"GG5H-KCZ","Male",26
38324257,"GG5X-KQS","Female",26
38324258,"GHX9-YYM","Male",26
38324259,"GXC2-9M7","Female",26
38324264,"LVYZ-1TY","Male",26
38324265,"G2M8-SMJ","Female",26
38324266,"GZKV-KZB","Male",26
38324267,"G251-23T","Female",26
38324268,"LHJX-9CT","Male",26
38324269,"K6QG-MLS","Female",26
38324270,"LT9Z-WJH","Male",26
38324271,"LVNV-ZVS","Female",26
38324288,"LY3P-51V","Male",26
38324289,"MKM1-673","Female",26
38324290,"GGGR-W7J","Male",26
38324291,"GGR4-X82","Female",26
38324292,"LBPM-CL9","Male",26
38324293,"LB9N-RGK","Female",26
38324294,"GCLX-5YB","Male",26
38324295,"GCLX-1L7","Female",26
38324296,"L8MB-CP1","Male",26
38324297,"LDQR-9B8","Female",26
38324298,"GDHP-24G","Male",26
38324299,"GDH5-W6L","Female",26
38324300,"GK2B-SNY","Male",26
38324301,"G8D1-GN6","Female",26
38324302,"GNS3-6W9","Male",26
38324303,"GZRY-QY7","Female",26
38324304,"GFDT-L6S","Male",26
38324305,"LDLL-DWP","Female",26
