"ascendency","id","gender","gen"
144,"94D4-LHW","Male",8
145,"GZNF-C3R","Female",8
146,"LKMD-9J7","Male",8
147,"L7KM-LKT","Female",8
148,"LVG7-5VC","Male",8
149,"GF3F-HSP","Female",8
150,"G9VX-9JF","Male",8
151,"L6CV-QTZ","Female",8
152,"M7VJ-FJB","Male",8
153,"LWHV-QBT","Female",8
154,"G97G-1G9","Male",8
155,"G97P-9BL","Female",8
156,"KLLB-DFV","Male",8
157,"LRHV-YWK","Female",8
159,"L5F2-NHQ","Female",8
160,"MC3F-D8B","Male",8
161,"L4QP-K67","Female",8
162,"LSSS-PQ8","Male",8
163,"LCVG-84Z","Female",8
164,"LK5G-Q35","Male",8
165,"GFG4-JBF","Female",8
166,"LX3L-72S","Male",8
167,"GGH7-626","Female",8
168,"L68Z-527","Male",8
169,"L2W7-Z69","Female",8
170,"LVJK-Y44","Male",8
171,"LC38-G4K","Female",8
172,"M9SL-9K3","Male",8
173,"L83G-6GC","Female",8
174,"LCZ5-PNJ","Male",8
175,"KC83-QHM","Female",8
176,"L2SP-PKG","Male",8
177,"LBGW-TKC","Female",8
178,"LCJ2-9NP","Male",8
179,"L15W-ZPG","Female",8
192,"LCX4-VXL","Male",8
193,"L8DZ-3Q8","Female",8
196,"KJ8F-X6P","Male",8
197,"MNN8-YG3","Female",8
198,"L25V-72W","Male",8
200,"MB11-MC7","Male",8
201,"MB15-SBW","Female",8
202,"G8N8-NCK","Male",8
203,"G8N8-DVH","Female",8
204,"LCT2-DP6","Male",8
205,"L2MH-916","Female",8
208,"KN49-QXH","Male",8
209,"LH3F-1RB","Female",8
210,"2XM9-V33","Male",8
211,"LHT2-Q2L","Female",8
212,"KJJF-2MQ","Male",8
213,"KJJF-K61","Female",8
216,"LDJT-L6F","Male",8
217,"LDMN-RD8","Female",8
218,"KPWD-SBW","Male",8
219,"M73H-88T","Female",8
220,"93R2-HZ8","Male",8
221,"93R2-H8S","Female",8
222,"2W49-SNY","Male",8
223,"2W49-S24","Female",8
224,"KJZH-Y1L","Male",8
225,"KJZH-YBY","Female",8
226,"9CSY-9C2","Male",8
227,"LZPT-WQM","Female",8
232,"LC7P-GNN","Male",8
233,"9V8P-8PJ","Female",8
234,"KCMJ-FMF","Male",8
235,"LVGW-PJR","Female",8
236,"KN45-QTP","Male",8
237,"KN4F-TTS","Female",8
238,"LHQ7-ZWF","Male",8
239,"LHQ7-Z9G","Female",8
240,"LCP2-JHD","Male",8
241,"LCJN-NNL","Female",8
252,"KZVR-5R6","Male",8
253,"K8GB-96Q","Female",8
254,"K2JM-WDM","Male",8
255,"LH3X-P3L","Female",8
