"ascendency","id","gender","gen"
19005952,"G2RD-K9X","Male",25
19005953,"GJZX-DVP","Female",25
19005960,"9HT1-K1H","Male",25
19005961,"MB13-VGP","Female",25
19005962,"LCZK-F65","Male",25
19005963,"K4T4-1JF","Female",25
19005964,"GZBB-HGV","Male",25
19005965,"G4W3-Z66","Female",25
19005966,"GLCV-2BN","Male",25
19005968,"G392-YV4","Male",25
19005969,"MFSY-ZNX","Female",25
19005976,"LZLQ-R32","Male",25
19005977,"GC4H-HB8","Female",25
19005978,"LBL8-QJS","Male",25
19005979,"G73J-3WS","Female",25
19161088,"LV46-Y9R","Male",25
19161089,"LV46-YPJ","Female",25
19162112,"GC4H-MF7","Male",25
19162113,"L1Q2-SSY","Female",25
19162114,"LVNS-H6Q","Male",25
19162115,"G92Q-R6L","Female",25
19162116,"9SPL-JWC","Male",25
19162117,"L2MM-QJS","Female",25
19162118,"GLRQ-NHF","Male",25
19162119,"GGXH-4VB","Female",25
19162120,"LHW6-FV7","Male",25
19162121,"L89H-F4Y","Female",25
19162122,"LDQR-9HM","Male",25
19162123,"LDQR-9ZS","Female",25
19162124,"9CCV-52G","Male",25
19162125,"KX9D-DNS","Female",25
19162126,"LZ86-T6V","Male",25
19162127,"LZPK-KKT","Female",25
19162128,"GJYC-JM7","Male",25
19162129,"LDW2-PL8","Female",25
19162130,"GGGK-LYW","Male",25
19162131,"GGGK-PNC","Female",25
19162132,"GK2B-SNY","Male",25
19162133,"G8D1-GN6","Female",25
19162134,"LCPJ-DGJ","Male",25
19162135,"GLK2-F71","Female",25
19162140,"G41C-DMH","Male",25
19162141,"GG2M-PB7","Female",25
19162144,"LY3P-P2L","Male",25
19162145,"LB15-BCC","Female",25
19162146,"GHXC-8WS","Male",25
19162147,"GQ1X-2S1","Female",25
19162148,"LHW6-FV7","Male",25
19162149,"L89H-F4Y","Female",25
19162150,"GK2B-HY4","Male",25
19162151,"GNKB-XBV","Female",25
19162152,"G6TD-BG9","Male",25
19162153,"G6Z9-N1T","Female",25
19162156,"GK2B-SNY","Male",25
19162157,"G8D1-GN6","Female",25
19162158,"LCPJ-DGJ","Male",25
19162159,"GLK2-F71","Female",25
19162160,"971K-YRW","Male",25
19162161,"GLK2-8GJ","Female",25
19162162,"GC2Q-716","Male",25
19162163,"GD2D-1JV","Female",25
19162164,"LHW6-FV7","Male",25
19162165,"L89H-F4Y","Female",25
19162166,"GK2B-HY4","Male",25
19162167,"GNKB-XBV","Female",25
19162168,"LR72-4QX","Male",25
19162169,"LBP4-GRZ","Female",25
