"ascendency","id","gender","gen"
2375744,"GK99-8QR","Male",22
2375745,"GQCS-ZRX","Female",22
2375746,"L6HH-PF5","Male",22
2375747,"GC4H-9D9","Female",22
2395136,"LV46-TMW","Male",22
2395137,"LV4R-7SD","Female",22
2395264,"G2GF-5GV","Male",22
2395265,"G2GF-19M","Female",22
2395266,"MCSP-ZK8","Male",22
2395267,"LZ5W-9RD","Female",22
2395268,"L8MB-ZSF","Male",22
2395269,"LT5V-LMN","Female",22
2395270,"LBGP-MQJ","Male",22
2395271,"GN6X-8VK","Female",22
2395272,"L5Y2-GX4","Male",22
2395273,"LV44-7RJ","Female",22
2395274,"GHMV-FY9","Male",22
2395275,"LXSG-ZSB","Female",22
2395276,"GK71-BW5","Male",22
2395277,"GM81-SWF","Female",22
2395278,"LZ6T-WZ8","Male",22
2395279,"M72D-PDF","Female",22
2395280,"GKHC-V7B","Male",22
2395281,"KN8B-6Z9","Female",22
2395282,"MN5S-HWZ","Male",22
2395283,"GNV2-SXL","Female",22
2395284,"L4BK-SPH","Male",22
2395285,"GZ8X-WW9","Female",22
2395286,"LBC2-D1R","Male",22
2395287,"LBSM-SFC","Female",22
2395288,"LK8W-8PM","Male",22
2395289,"L857-9QY","Female",22
2395290,"GFZK-9RR","Male",22
2395291,"M81Z-9LC","Female",22
2395292,"GLVY-XN1","Male",22
2395293,"L653-18F","Female",22
2395294,"G93D-YD9","Male",22
2395295,"GLQ3-95G","Female",22
2395392,"LRSD-4DW","Male",22
2395393,"LTXR-3N9","Female",22
2395408,"M2WP-YRC","Male",22
2395409,"M2WP-YRL","Female",22
2459648,"GCS7-FTP","Male",22
2459649,"GCS7-FX2","Female",22
2460288,"LCVK-Y24","Male",22
2460289,"LVCQ-TQ7","Female",22
2460290,"GGK5-BQQ","Male",22
2460302,"GD8X-TJW","Male",22
2460303,"GHTS-W3T","Female",22
2460304,"G9QX-M3K","Male",22
2460305,"G9QX-MS6","Female",22
2460320,"G3ZH-MS8","Male",22
2460321,"LRWK-6PP","Female",22
2460322,"L78T-65V","Male",22
2460323,"L78T-FF5","Female",22
2460324,"GQYN-22V","Male",22
2460325,"G7JN-6KH","Female",22
2460328,"GNG1-CTT","Male",22
2460329,"GJRL-MXG","Female",22
2460330,"MNDL-XR5","Male",22
2460331,"MNDW-T8X","Female",22
2460334,"GZH9-QZT","Male",22
2460336,"GWYJ-GRF","Male",22
2460337,"GX4Q-NGL","Female",22
2460338,"LHNP-LLX","Male",22
2460339,"GSJB-9GM","Female",22
2460340,"G22V-BRB","Male",22
2460341,"LJP2-KVJ","Female",22
2460342,"G22V-YK8","Male",22
2460343,"G222-SH3","Female",22
2460344,"97R3-4Q7","Male",22
2460345,"LC56-4P7","Female",22
2460368,"KZF7-SVM","Male",22
2460369,"KHQ6-PBY","Female",22
2460384,"GS8F-W3V","Male",22
2460385,"GMNF-66M","Female",22
2460386,"GVNK-HS2","Male",22
2460387,"GVNK-SGQ","Female",22
2460388,"GVNK-68N","Male",22
2460389,"GVNK-FJN","Female",22
2460390,"L6KR-71P","Male",22
2460391,"G614-N6Q","Female",22
2460392,"G9Q6-BH2","Male",22
2460393,"GF1L-Z9K","Female",22
2460400,"G2TS-75J","Male",22
2460401,"G9L4-TXX","Female",22
2460402,"L71S-XK9","Male",22
2460403,"GGK9-Y3X","Female",22
2460404,"LDCW-L76","Male",22
2460405,"G8KN-LZ8","Female",22
2460406,"L1XS-4JR","Male",22
2460407,"GZH9-8LQ","Female",22
2460408,"GX4Q-296","Male",22
2460409,"LK6S-3PF","Female",22
2460410,"MS25-7QQ","Male",22
2460411,"G22V-R6F","Female",22
2460412,"K2S7-CRH","Male",22
2460413,"MQJ9-W14","Female",22
2460420,"LT61-8RJ","Male",22
2460421,"LTZL-VM2","Female",22
2460424,"9335-4P3","Male",22
2460425,"K29P-YLY","Female",22
2460428,"93QM-PD6","Male",22
2460430,"937L-SJH","Male",22
2460431,"9331-7LD","Female",22
2460576,"G9TX-KKY","Male",22
2460577,"LZPQ-H7D","Female",22
2460578,"KN1C-MS9","Male",22
2460580,"LZKR-29Q","Male",22
2460581,"94Y9-2QS","Female",22
2460582,"K834-8L8","Male",22
2460583,"43FV-RTJ","Female",22
