"ascendency","id","gender","gen"
593936,"GQBL-T5Y","Male",20
593937,"GK1Y-C24","Female",20
593938,"M46L-WCR","Male",20
598784,"LV46-5PC","Male",20
598785,"LV46-RFX","Female",20
598816,"L7BD-BZ9","Male",20
598817,"LR8X-YQZ","Female",20
598818,"MFCX-2C9","Male",20
598819,"L6LY-YZR","Female",20
598820,"LZDC-8PB","Male",20
598821,"LKM6-DPD","Female",20
598822,"9WJH-RHY","Male",20
598823,"LBL3-QV9","Female",20
598830,"K67H-WHN","Male",20
598831,"K645-11B","Female",20
598832,"GK1N-LP8","Male",20
598833,"GK1N-6KL","Female",20
598848,"GXGX-M8S","Male",20
598849,"LTXR-M5Q","Female",20
598852,"GQHG-Y7R","Male",20
614912,"GZ6X-1PM","Male",20
614913,"GZ6F-MRN","Female",20
614914,"G2LC-LDZ","Male",20
614915,"GL9S-Y3Y","Female",20
614920,"LRTY-8W3","Male",20
614921,"LTRS-S48","Female",20
615072,"L8DC-YXV","Male",20
615073,"GS8X-6C2","Female",20
615074,"GVNK-HMR","Male",20
615075,"GQP9-N4G","Female",20
615076,"G9Q6-1C6","Male",20
615077,"GDP4-BBT","Female",20
615080,"GQFP-L29","Male",20
615081,"LZL1-CK5","Female",20
615082,"GZH9-H8Q","Male",20
615083,"GZH9-S3L","Female",20
615084,"G228-2ZZ","Male",20
615085,"LJR3-SVY","Female",20
615086,"GQ17-CPJ","Male",20
615087,"GG2T-2L9","Female",20
615092,"KDSF-BJ8","Male",20
615093,"9HC8-YCR","Female",20
615096,"GJM1-DML","Male",20
615097,"GJM1-Y4S","Female",20
615098,"G9Q6-151","Male",20
615099,"GDPH-Q6T","Female",20
615100,"LY8L-9VC","Male",20
615101,"LY8L-6WX","Female",20
615102,"94JV-DDC","Male",20
615103,"2ZSH-SHD","Female",20
615104,"GQPD-DRX","Male",20
615105,"GH3V-R52","Female",20
615106,"G662-DK7","Male",20
615107,"93Q4-GDX","Female",20
615112,"GVVC-QPW","Male",20
615113,"GVVC-FHT","Female",20
615114,"GVVH-KT1","Male",20
615115,"GVVH-YF5","Female",20
615144,"LCQR-HW5","Male",20
615145,"LTHN-VTV","Female",20
615146,"MLDQ-KK5","Male",20
615147,"LVF6-74J","Female",20
615148,"9KF3-LDV","Male",20
615149,"LCCH-PJH","Female",20
615156,"9H2Z-TM4","Male",20
615157,"GCD9-9CV","Female",20
615158,"MKF5-MYJ","Male",20
615160,"LC5J-H5Q","Male",20
615161,"LH1D-72R","Female",20
615162,"LCRX-2S2","Male",20
615163,"LLMP-WGW","Female",20
615164,"LYV4-DT6","Male",20
615165,"LX3X-9XQ","Female",20
615166,"G3CP-S56","Male",20
615167,"G3CP-S5X","Female",20
643072,"GF53-L19","Male",20
643073,"G6HJ-L1L","Female",20
643074,"LK9G-HSD","Male",20
643075,"LK9G-H3M","Female",20
643108,"GF1C-6M6","Male",20
643109,"GF1C-QWK","Female",20
643110,"G32V-K96","Male",20
643111,"GF1C-K3R","Female",20
643116,"GS7K-Q9X","Male",20
643117,"LH14-SHH","Female",20
643118,"GDZM-84V","Male",20
643119,"GQ27-G8R","Female",20
643112,"LZRK-DMT","Male",20
643113,"LZRK-DSS","Female",20
643114,"G9L9-29J","Male",20
643115,"G9YK-LGF","Female",20
643128,"L14R-RBD","Male",20
643129,"L14R-1KC","Female",20
