"ascendency","id","gender","gen"
37120,"MRPB-TY3","Male",16
37121,"GJZN-G7G","Female",16
37122,"MN1B-LF6","Male",16
37123,"4F5V-K64","Female",16
37424,"L2JB-GJX","Male",16
37425,"9ZPJ-DPC","Female",16
37426,"MP49-JMH","Male",16
37427,"G8YS-CJ5","Female",16
37428,"L6ZQ-63B","Male",16
37429,"9C8Q-B3H","Female",16
37504,"MJ4N-2T1","Male",16
37506,"KCS6-X84","Male",16
37507,"M7BR-5F9","Female",16
38400,"GFDQ-SJM","Male",16
38401,"LY7S-75Y","Female",16
38404,"LVFP-279","Male",16
38432,"GXM6-3B8","Male",16
38433,"GKK3-QPR","Female",16
38436,"LZZK-844","Male",16
38437,"G65L-1GB","Female",16
38438,"GK7D-YVM","Male",16
38440,"GGNN-SKL","Male",16
38441,"GXXL-BXP","Female",16
38442,"GWMF-WJZ","Male",16
38443,"GXXL-LX5","Female",16
38444,"GJZ1-Q1L","Male",16
38445,"GKNF-H2F","Female",16
38446,"LVZN-FBJ","Male",16
38447,"LVZN-N4J","Female",16
39970,"G72K-M7R","Male",16
39971,"G72V-G19","Female",16
40192,"LRT9-JZZ","Male",16
40193,"LRLV-Q27","Female",16
40194,"GMXJ-NHJ","Male",16
40195,"GJWG-G2T","Female",16
40200,"G8BY-HP5","Male",16
40201,"G8BY-6VZ","Female",16
40202,"K8C3-N7F","Male",16
40203,"KH93-KJH","Female",16
40206,"G6CX-TTD","Male",16
40207,"LZM1-5LZ","Female",16
40216,"G4MC-QD8","Male",16
40217,"9J4M-YHT","Female",16
40218,"GKXC-FRD","Male",16
40219,"GJWG-P5G","Female",16
40222,"GS6T-K2F","Male",16
40223,"G7V3-CR4","Female",16
40228,"GZGF-XFX","Male",16
40229,"LCPR-CBS","Female",16
40230,"GZGF-6M3","Male",16
40231,"GZGF-883","Female",16
40232,"GZGF-XFX","Male",16
40233,"LCPR-CBS","Female",16
40234,"GZGF-6M3","Male",16
40235,"GZGF-883","Female",16
40236,"LV4R-D18","Male",16
40237,"MGJQ-Y2R","Female",16
40238,"K23D-YJ3","Male",16
40239,"GZ5M-BTN","Female",16
40240,"LV4R-D18","Male",16
40241,"MGJQ-Y2R","Female",16
40242,"K23D-YJ3","Male",16
40243,"GZ5M-BTN","Female",16
40246,"GK7L-MG3","Male",16
40247,"GNZ7-ZJ2","Female",16
40256,"L6T3-1BD","Male",16
40257,"KNQ8-FH9","Female",16
40258,"GSWZ-MR4","Male",16
40259,"9VJH-XCW","Female",16
40304,"LJR4-VZF","Male",16
40305,"G431-BHQ","Female",16
40306,"L4MM-WCF","Male",16
40307,"LXQQ-84C","Female",16
40352,"L67M-5R7","Male",16
40353,"LVF3-CG6","Female",16
40354,"LKH1-YN7","Male",16
40355,"LKH1-YNB","Female",16
40356,"GKHH-N64","Male",16
40357,"GLVZ-MN4","Female",16
40358,"GQKN-855","Male",16
40359,"GQKJ-M7C","Female",16
40360,"GXMZ-S7T","Male",16
40361,"GQPS-BHC","Female",16
40364,"M5P8-2KZ","Male",16
40365,"M5P8-2KP","Female",16
40366,"GFQV-5GH","Male",16
40367,"GFQV-2XM","Female",16
40368,"LBZZ-JCY","Male",16
40369,"LBZZ-754","Female",16
40370,"MX5Q-CZN","Male",16
40371,"LVY1-MJB","Female",16
40376,"G3WH-SQT","Male",16
40377,"G7C1-ZQS","Female",16
40416,"LKLG-TK4","Male",16
40417,"L8YW-GRT","Female",16
40420,"MVG3-2QT","Male",16
40421,"4J1Q-G46","Female",16
40422,"GJC9-RK6","Male",16
40423,"GJC9-GNG","Female",16
40428,"MMT4-5HY","Male",16
40429,"MMT4-5CF","Female",16
40440,"GLJB-S51","Male",16
40442,"K8HG-Z84","Male",16
40443,"LCZK-KF5","Female",16
41152,"K8L3-C4L","Male",16
41153,"KC62-8LS","Female",16
41168,"LHF1-Y71","Male",16
41169,"GJZ4-PPB","Female",16
41170,"LTQX-5C6","Male",16
41171,"LTQF-3Y1","Female",16
41172,"LTQX-5C6","Male",16
41173,"LTQF-3Y1","Female",16
41174,"9H52-SFT","Male",16
41175,"LYJR-66X","Female",16
41176,"GVW1-QY2","Male",16
41177,"G6ZV-QV3","Female",16
41186,"KLVV-WJH","Male",16
41187,"LTMK-QH9","Female",16
41192,"GGLC-K75","Male",16
41196,"GZGD-TV4","Male",16
41197,"GZGD-BNJ","Female",16
41198,"LRG9-RTK","Male",16
41199,"LYFC-BSW","Female",16
41200,"GXX6-DGL","Male",16
41201,"GQ3D-JXG","Female",16
41202,"MQ5Q-F73","Male",16
41203,"MQ5Q-F6Q","Female",16
41204,"GMLP-GB8","Male",16
41205,"G9HX-WXJ","Female",16
41600,"LKGX-G3B","Male",16
41601,"4R34-732","Female",16
41604,"GWQ9-5FD","Male",16
41605,"GS3H-D27","Female",16
41608,"GLYR-N6Y","Male",16
41609,"GLYR-XG4","Female",16
41610,"GGLV-NS9","Male",16
41612,"LY28-WB7","Male",16
41613,"LYBZ-FND","Female",16
41614,"LR71-PPB","Male",16
41615,"GM1V-CR3","Female",16
41664,"G3YY-2Q1","Male",16
41665,"MDS4-HR8","Female",16
