"ascendency","id","gender","gen"
72,"LZ99-FTJ","Male",7
73,"KNFL-YY8","Female",7
74,"LJYC-2GH","Male",7
75,"94L2-7QN","Female",7
76,"9NT9-KKL","Male",7
77,"9NT9-KKG","Female",7
78,"2WN4-BY9","Male",7
79,"LHWX-NKH","Female",7
80,"LH36-XL7","Male",7
81,"LH36-X2L","Female",7
82,"MKG3-58R","Male",7
83,"2Z3B-HWV","Female",7
84,"LJK1-SS6","Male",7
85,"LDQ1-3D9","Female",7
86,"L5X6-32R","Male",7
87,"LCZ5-PJ7","Female",7
88,"LC4M-GRX","Male",7
89,"LC4M-LVK","Female",7
92,"9V3Z-S38","Male",7
93,"GMR3-Z31","Female",7
94,"LVK9-C36","Male",7
95,"LVK9-BJ1","Female",7
96,"L8BM-R6T","Male",7
97,"L6R8-SNV","Female",7
98,"L9PW-DY7","Male",7
99,"L9PW-8GL","Female",7
100,"935N-8ZS","Male",7
101,"935N-8ZG","Female",7
102,"2HMS-7W4","Male",7
103,"G7Y4-5QC","Female",7
104,"KZBV-4WN","Male",7
105,"KC78-K8K","Female",7
106,"G9XV-F55","Male",7
107,"KHWY-K2K","Female",7
108,"9WT6-2JF","Male",7
109,"LH8V-RD8","Female",7
110,"KFLD-LDY","Male",7
111,"2WCM-3JJ","Female",7
112,"KPSM-9XH","Male",7
113,"KPSM-9FX","Female",7
116,"KH3D-4X3","Male",7
117,"KNXW-KQB","Female",7
118,"KN4X-49B","Male",7
119,"KP3C-7Y9","Female",7
120,"LQ5V-L4F","Male",7
121,"G86V-Q6F","Female",7
126,"MXSD-538","Male",7
127,"LH3X-GLB","Female",7
