"ascendency","id","gender","gen"
18560,"LKQ6-SMN","Male",15
18561,"LHVD-QJT","Female",15
18563,"G8R9-FN4","Female",15
18584,"K8Q2-CVP","Male",15
18585,"KCDQ-K7H","Female",15
18616,"K8Q2-CVP","Male",15
18617,"KCDQ-K7H","Female",15
18712,"2JYX-6JY","Male",15
18713,"LVFL-TZY","Female",15
18714,"GQHG-TM3","Male",15
18715,"LL3S-51V","Female",15
18752,"MGYZ-XJ3","Male",15
18753,"K6MN-CRT","Female",15
19200,"LVDW-ZCQ","Male",15
19201,"G9SV-G8L","Female",15
19202,"LVFP-KT5","Male",15
19203,"GFDQ-7PK","Female",15
19208,"LYJ1-6Q8","Male",15
19209,"LYJ1-F4T","Female",15
19216,"LWV5-XFF","Male",15
19217,"L41N-1D1","Female",15
19218,"ML1F-B8K","Male",15
19219,"ML1F-B8B","Female",15
19220,"GXXL-THL","Male",15
19221,"GKKD-KN7","Female",15
19222,"LJ24-FHS","Male",15
19223,"LWJR-W1X","Female",15
19461,"GFKW-QKJ","Female",15
19984,"LTXM-K18","Male",15
19985,"LTXM-P3Y","Female",15
20096,"LRLJ-YRX","Male",15
20097,"LRLV-MRV","Female",15
20098,"GJWP-SWS","Male",15
20099,"LR1W-M3L","Female",15
20100,"GF1Z-M3S","Male",15
20101,"GF1W-3CM","Female",15
20102,"GLST-3RV","Male",15
20103,"L6D1-2GY","Female",15
20108,"LY95-9BX","Male",15
20109,"9S1F-36C","Female",15
20110,"LWVS-B6G","Male",15
20111,"G6W3-SMC","Female",15
20114,"LVX7-251","Male",15
20115,"LVX7-2XG","Female",15
20116,"LVX7-251","Male",15
20117,"LVX7-2XG","Female",15
20118,"L5YF-J5L","Male",15
20119,"9J1J-4Z4","Female",15
20120,"L5YF-J5L","Male",15
20121,"9J1J-4Z4","Female",15
20122,"KH7R-QP3","Male",15
20123,"LKS4-RXM","Female",15
20128,"G7CR-V2P","Male",15
20129,"G7CR-KWS","Female",15
20136,"K4VP-YXK","Male",15
20137,"KCKG-XC7","Female",15
20152,"LZPS-WD4","Male",15
20153,"L9PQ-3Q1","Female",15
20176,"GJG3-5WL","Male",15
20177,"L8W9-497","Female",15
20178,"GQKN-56X","Male",15
20179,"GQKN-7CJ","Female",15
20180,"L2FL-LMB","Male",15
20181,"GFQV-P4N","Female",15
20182,"LYNQ-Z43","Male",15
20183,"LLW2-ZYG","Female",15
20184,"LBZC-5ZG","Male",15
20185,"KNDX-J8T","Female",15
20188,"LVF8-JZ3","Male",15
20189,"L2Q8-TB4","Female",15
20190,"L714-BT5","Male",15
20191,"L714-1HC","Female",15
20208,"KC3P-Q3P","Male",15
20209,"GNZ6-K5P","Female",15
20210,"GCLQ-PZZ","Male",15
20211,"GCLQ-KPH","Female",15
20214,"G8TB-SR2","Male",15
20215,"LTHS-QXC","Female",15
