"ascendency","id","gender","gen"
74240,"G6N5-7R6","Male",17
74241,"GXFC-NC3","Female",17
74242,"LC73-DBC","Male",17
74243,"LCCJ-662","Female",17
74848,"LRC9-9LF","Male",17
74849,"GQFM-HGS","Female",17
74850,"GH76-S2R","Male",17
74851,"GCMB-H7W","Female",17
74852,"LK9P-D7Q","Male",17
74853,"LK9P-DHK","Female",17
74854,"G78C-MZL","Male",17
74855,"9SB4-M35","Female",17
74856,"L4Q6-X7T","Male",17
74857,"L4Q6-61M","Female",17
74858,"GWBQ-3HB","Male",17
74859,"GWBQ-473","Female",17
76800,"GWSF-7Z9","Male",17
76801,"G8TJ-158","Female",17
76802,"KK9B-MVZ","Male",17
76803,"GLVH-HZG","Female",17
76864,"LD5M-GRL","Male",17
76865,"LDTM-J4T","Female",17
76872,"9SVT-V2X","Male",17
76873,"LDB2-BB4","Female",17
76874,"MH4T-RN5","Male",17
76880,"GGNJ-V4K","Male",17
76881,"GGNJ-BQG","Female",17
76882,"LXSM-KSB","Male",17
76883,"G27H-9LG","Female",17
76884,"GH3L-P3Y","Male",17
76885,"GH3L-YXV","Female",17
76886,"2Z3J-1PB","Male",17
76887,"GWMF-WJF","Female",17
76888,"KLVC-KFG","Male",17
76889,"GXVQ-3CV","Female",17
76890,"GMX1-J91","Male",17
76891,"G6HW-87M","Female",17
76892,"9QG6-4H7","Male",17
76893,"9QG6-4DJ","Female",17
76894,"MJ2F-63C","Male",17
76895,"LJLW-MRX","Female",17
79940,"GSWR-SL1","Male",17
79942,"M53M-74H","Male",17
79943,"G72V-T75","Female",17
80384,"GXZ9-VV8","Male",17
80385,"G6YL-SGQ","Female",17
80388,"GDJM-FLW","Male",17
80389,"LH58-BYF","Female",17
80390,"GJWG-GQ1","Male",17
80391,"K1GW-JPZ","Female",17
80404,"27DV-K39","Male",17
80405,"L4S1-CPD","Female",17
80412,"GGMC-3WN","Male",17
80413,"GVVH-FLB","Female",17
80414,"LZ61-T3T","Male",17
80415,"GQKN-3QH","Female",17
80432,"LRL7-JNF","Male",17
80433,"L6TC-KQZ","Female",17
80434,"GW58-RX7","Male",17
80435,"GHP8-DZH","Female",17
80436,"G87S-C53","Male",17
80437,"GKND-ZGT","Female",17
80438,"GM6W-B5K","Male",17
80439,"GKX2-FNC","Female",17
80444,"GWCX-DSZ","Male",17
80445,"MSR4-W9F","Female",17
80446,"LTKJ-355","Male",17
80447,"G7CD-T8L","Female",17
80456,"GZGF-4Q6","Male",17
80457,"GZGF-66Y","Female",17
80458,"GZGF-CWY","Male",17
80459,"GZGF-N21","Female",17
80464,"GZGF-4Q6","Male",17
80465,"GZGF-66Y","Female",17
80466,"GZGF-CWY","Male",17
80467,"GZGF-N21","Female",17
80472,"LV4R-PQG","Male",17
80473,"9SWZ-QL8","Female",17
80474,"GCMM-1HT","Male",17
80475,"GGXK-KS4","Female",17
80476,"GL95-FQG","Male",17
80477,"GL95-3NB","Female",17
80478,"LVYC-2BT","Male",17
80479,"LC8D-5Y2","Female",17
80480,"LV4R-PQG","Male",17
80481,"9SWZ-QL8","Female",17
80482,"GCMM-1HT","Male",17
80483,"GGXK-KS4","Female",17
80484,"GL95-FQG","Male",17
80485,"GL95-3NB","Female",17
80486,"LVYC-2BT","Male",17
80487,"LC8D-5Y2","Female",17
80492,"2DX5-6P9","Male",17
80493,"GNZ7-GZM","Female",17
80494,"GNZ7-HDV","Male",17
80495,"GNZQ-RYK","Female",17
80512,"LVQT-MM4","Male",17
80513,"G9ZY-V88","Female",17
80514,"GLXB-CNM","Male",17
80515,"GLXY-LS4","Female",17
80608,"G3LP-HNF","Male",17
80609,"L6YM-7MR","Female",17
80610,"LZF7-CCW","Male",17
80611,"938B-LJV","Female",17
80612,"G946-VKB","Male",17
80613,"G946-1LT","Female",17
80614,"G946-L11","Male",17
80704,"LZJB-9GN","Male",17
80705,"L8W9-4D2","Female",17
80706,"GSJ5-M22","Male",17
80707,"WBW3-G48","Female",17
80708,"9VGQ-52M","Male",17
80709,"9VGQ-529","Female",17
80710,"GQKN-QRX","Male",17
80711,"9KXT-72F","Female",17
80712,"GLVZ-HQD","Male",17
80714,"GLVZ-X73","Male",17
80715,"GLVF-NPM","Female",17
80716,"GKHH-R5M","Male",17
80717,"GKHH-CT2","Female",17
80721,"GGDP-LT6","Female",17
80732,"MLLD-QYM","Male",17
80733,"GFQV-LSW","Female",17
80736,"KN37-C3B","Male",17
80737,"MS4V-1LY","Female",17
80738,"LL3Y-QD5","Male",17
80739,"LZNW-JX8","Female",17
80740,"L1DW-NJS","Male",17
80741,"LB8V-8BR","Female",17
80742,"LCVT-N97","Male",17
80743,"LZL1-KP8","Female",17
80752,"G7C1-QQ9","Male",17
80753,"LL41-98J","Female",17
