"ascendency","id","gender","gen"
2320,"LTSB-VDS","Male",12
2321,"M6B9-NKJ","Female",12
2322,"KL1Z-P21","Male",12
2323,"LH2R-7VL","Female",12
2324,"LCP8-V18","Male",12
2325,"9VK5-HDW","Female",12
2326,"KL1Z-P21","Male",12
2327,"LH2R-7VL","Female",12
2336,"LRCB-TVV","Male",12
2337,"LRC1-3M6","Female",12
2338,"LKMD-WD8","Male",12
2339,"LKMD-W61","Female",12
2344,"G8Y9-1P8","Male",12
2345,"MMB4-B4K","Female",12
2346,"KHWJ-XWX","Male",12
2347,"MM2Q-PB3","Female",12
2400,"L2ZW-HF1","Male",12
2401,"GFDQ-FK8","Female",12
2402,"M38T-XFK","Male",12
2403,"M5FC-HF4","Female",12
2432,"L8BV-JM5","Male",12
2433,"G2DD-MYZ","Female",12
2434,"G92L-4D6","Male",12
2435,"G922-G7S","Female",12
2496,"GX98-BL4","Male",12
2497,"GX9D-W7B","Female",12
2498,"LT61-RVZ","Male",12
2499,"GFJB-M98","Female",12
2512,"G2XS-YKX","Male",12
2513,"LRXH-QQT","Female",12
2514,"L6NP-M1F","Male",12
2515,"LCPT-7FB","Female",12
2516,"LYQH-XCW","Male",12
2517,"LCRJ-QLG","Female",12
2518,"LZTD-TKN","Male",12
2519,"MH99-JTW","Female",12
2520,"LZ19-R19","Male",12
2521,"LZPL-X5Y","Female",12
2522,"K8R2-YMP","Male",12
2523,"G3BL-8ZK","Female",12
2524,"K1D1-KPN","Male",12
2525,"LRF8-BJW","Female",12
2526,"L6RK-YWH","Male",12
2527,"LK7C-FCM","Female",12
2560,"G7VG-31P","Male",12
2568,"GGMY-KG4","Male",12
2569,"M4QW-XF8","Female",12
2570,"LCRS-Q5T","Male",12
2571,"93F2-MRS","Female",12
2572,"G3P4-CSP","Male",12
2573,"G95P-D76","Female",12
2574,"LJLW-YFB","Male",12
2575,"LR5W-Y48","Female",12
2600,"GZ78-RN1","Male",12
2601,"GZ3S-N5N","Female",12
2602,"MZ5Z-485","Male",12
2603,"L58F-8TH","Female",12
2604,"MBW6-L45","Male",12
2605,"MBQW-CDH","Female",12
2616,"GQ58-LX8","Male",12
2617,"GQ58-2YH","Female",12
2620,"M1NQ-6H6","Male",12
2621,"L611-BBK","Female",12
2622,"MBW6-L4N","Male",12
2623,"G8N8-136","Female",12
2626,"L6YN-FNW","Male",12
2627,"L62C-CX4","Female",12
2628,"LD1B-6X8","Male",12
2629,"LTTP-7BN","Female",12
2692,"GKZT-Y3V","Male",12
2693,"GKZT-B7J","Female",12
2694,"G75H-SGB","Male",12
2695,"G6FT-3K6","Female",12
2696,"GKZT-Y3V","Male",12
2697,"GKZT-B7J","Female",12
2698,"G75H-SGB","Male",12
2699,"G6FT-3K6","Female",12
2704,"GWNP-GJ8","Male",12
2705,"GH1Q-2BR","Female",12
2706,"GSV3-LDS","Male",12
2707,"GWSD-6JM","Female",12
2712,"LZ2Y-G4M","Male",12
2713,"9V4V-BZ2","Female",12
2714,"GQMW-PWZ","Male",12
2715,"GGFW-Q4J","Female",12
2716,"KG96-W77","Male",12
2717,"GNVZ-N82","Female",12
2718,"LX3R-GDZ","Male",12
2719,"LHR6-R2G","Female",12
2738,"GQRD-GKW","Male",12
2739,"GQSP-FPY","Female",12
2740,"LC2W-BQ8","Male",12
2741,"GQR6-9Z5","Female",12
2742,"GQRD-B3J","Male",12
2743,"LB68-H9X","Female",12
2744,"KJ8X-NGY","Male",12
2745,"LWX6-TXF","Female",12
2746,"MNRR-2MB","Male",12
2747,"LWFP-CP3","Female",12
2748,"LZJF-LKW","Male",12
2749,"M8FK-PFF","Female",12
2750,"MNRT-8HQ","Male",12
2751,"K2J1-B84","Female",12
2756,"LNQ7-B97","Male",12
2757,"L7DH-GL2","Female",12
2758,"L1L5-QSH","Male",12
2759,"KNX6-NDF","Female",12
2760,"LH2K-CD5","Male",12
2761,"GD31-9K6","Female",12
2762,"L1XG-D9V","Male",12
2763,"G888-N86","Female",12
2764,"L4WB-25P","Male",12
2765,"KN1G-XHX","Female",12
2766,"L26L-TSJ","Male",12
2767,"L26L-T6C","Female",12
2772,"GKZT-Y3V","Male",12
2773,"GKZT-B7J","Female",12
2774,"G75H-SGB","Male",12
2775,"G6FT-3K6","Female",12
2776,"GKZT-Y3V","Male",12
2777,"GKZT-B7J","Female",12
2778,"G75H-SGB","Male",12
2779,"G6FT-3K6","Female",12
2816,"LVH6-D64","Male",12
2817,"LHPM-DPT","Female",12
2818,"GHKT-53R","Male",12
2819,"GHKT-PNG","Female",12
2820,"LKPM-9TJ","Male",12
2821,"LR4M-VF8","Female",12
2822,"LZ6K-7NP","Male",12
2823,"L6QR-T3D","Female",12
2824,"LBQ3-96B","Male",12
2825,"L5BF-QWZ","Female",12
2826,"LR4M-VDN","Male",12
2827,"GLSN-NFG","Female",12
2828,"LVJZ-YSD","Male",12
2829,"LD98-Z79","Female",12
2830,"GHK1-TNK","Male",12
2831,"GHK1-BWQ","Female",12
2840,"GF9V-VZN","Male",12
3072,"LVZ8-W44","Male",12
3073,"GFT8-D7Q","Female",12
3074,"GW1M-RG9","Male",12
3075,"GW19-DFG","Female",12
3088,"LCMQ-16C","Male",12
3089,"KHHB-HB4","Female",12
3090,"LHXD-XP1","Male",12
3091,"KNDX-F29","Female",12
3092,"LV7K-8HZ","Male",12
3093,"L8BJ-2MB","Female",12
3094,"LZNP-9KM","Male",12
3095,"LJLF-Z6N","Female",12
3136,"L6KF-F5M","Male",12
3137,"LB1M-QH4","Female",12
3138,"LVWW-M3G","Male",12
3139,"LTHR-BF4","Female",12
3140,"2W9V-H9Z","Male",12
3141,"2P4M-8ZS","Female",12
3142,"LTJP-R2B","Male",12
3143,"KN45-N43","Female",12
3144,"GM1G-XC9","Male",12
3145,"L5YG-FFJ","Female",12
3146,"LCDW-TTJ","Male",12
3147,"LCJJ-LWC","Female",12
3148,"KL75-PPK","Male",12
3149,"L5GN-GDX","Female",12
3150,"LTMW-K1B","Male",12
3151,"9CWM-WLB","Female",12
3152,"9KD9-F9T","Male",12
3153,"LCVH-3YC","Female",12
3154,"KCCX-WK8","Male",12
3155,"LV95-Z4C","Female",12
3156,"LTQC-LHQ","Male",12
3157,"LTQC-V2H","Female",12
3158,"L4KV-1FR","Male",12
3159,"MF8T-9KF","Female",12
3204,"LKP3-3DM","Male",12
3205,"LKP3-3X1","Female",12
3206,"KZWW-9TW","Male",12
3207,"GLJB-W7S","Female",12
3328,"G2KQ-F7T","Male",12
3329,"G2KQ-H3D","Female",12
3330,"LVCW-PN5","Male",12
3331,"LYYL-XK7","Female",12
3336,"L2TF-JPF","Male",12
3337,"L68Y-W73","Female",12
3338,"KN6H-9WZ","Male",12
3339,"2JYT-CQF","Female",12
3344,"MM37-JYJ","Male",12
3345,"LC8R-19D","Female",12
3346,"MFGB-DXQ","Male",12
3347,"L8QR-D4S","Female",12
3348,"LY41-WWS","Male",12
3349,"LC35-711","Female",12
3350,"LKKM-4PT","Male",12
3351,"M1H8-LPQ","Female",12
3352,"9JVC-BJ5","Male",12
3353,"LBKD-DLW","Female",12
3354,"KNHZ-BKS","Male",12
3355,"9Q99-1SS","Female",12
3356,"LZP7-4MD","Male",12
3357,"LTWN-55N","Female",12
3358,"LHLW-GNY","Male",12
3359,"29M1-YXQ","Female",12
3360,"MM37-JYJ","Male",12
3361,"LC8R-19D","Female",12
3362,"MFGB-DXQ","Male",12
3363,"L8QR-D4S","Female",12
3364,"LY41-WWS","Male",12
3365,"LC35-711","Female",12
3366,"LKKM-4PT","Male",12
3367,"M1H8-LPQ","Female",12
3368,"9JVC-BJ5","Male",12
3369,"LBKD-DLW","Female",12
3370,"KNHZ-BKS","Male",12
3371,"9Q99-1SS","Female",12
3372,"LZP7-4MD","Male",12
3373,"LTWN-55N","Female",12
3374,"LHLW-GNY","Male",12
3375,"29M1-YXQ","Female",12
3376,"LV5Z-5JJ","Male",12
3377,"MCQW-52D","Female",12
3378,"MPY7-TFV","Male",12
3379,"LZTX-TXS","Female",12
3380,"LTLB-28N","Male",12
3381,"L5JF-K6Y","Female",12
3382,"LHJB-79B","Male",12
3383,"LCT8-QNC","Female",12
3392,"LYYR-DKX","Male",12
3393,"L691-VS5","Female",12
3394,"MZLW-B6H","Male",12
3395,"LYM9-4DT","Female",12
3396,"LW7N-TGB","Male",12
3397,"MKGN-36F","Female",12
3398,"2RBD-PSM","Male",12
3399,"LBBQ-GFK","Female",12
3400,"LCBW-SWD","Male",12
3401,"KNCK-1CY","Female",12
3402,"LHLH-MXK","Male",12
3403,"L6W5-C7D","Female",12
3404,"LZLZ-84K","Male",12
3405,"MMDM-J2Q","Female",12
3406,"LZCP-LLD","Male",12
3407,"LZLD-3L6","Female",12
3408,"LTYS-JQZ","Male",12
3409,"93FD-XVJ","Female",12
3410,"GKV2-DZB","Male",12
3411,"LTBT-WT8","Female",12
3412,"L78G-KDF","Male",12
3413,"KNCK-546","Female",12
3414,"L1WP-HSH","Male",12
3415,"LDYR-KNY","Female",12
3416,"L5NP-CRX","Male",12
3417,"LHTJ-MDY","Female",12
3418,"LZLW-TV9","Male",12
3419,"LZLS-915","Female",12
3420,"9W1T-VGG","Male",12
3421,"LZFW-HTM","Female",12
3488,"2SH6-PM4","Male",12
3489,"LVNN-6RY","Female",12
3490,"KGYZ-N8J","Male",12
3491,"KGYZ-NDY","Female",12
3492,"G66S-SCH","Male",12
3493,"G66S-3B4","Female",12
3496,"L7BR-K58","Male",12
3497,"L7BR-KBB","Female",12
3498,"KP7J-B8B","Male",12
3499,"KFL4-ZYS","Female",12
3508,"GDJM-FKB","Male",12
3509,"GDJM-NWS","Female",12
3510,"LVJL-486","Male",12
3511,"LVJL-4V9","Female",12
3512,"LH3G-8GQ","Male",12
3516,"LZWQ-4FR","Male",12
3517,"L4L5-1LV","Female",12
3518,"G9RF-Z93","Male",12
3519,"LK38-KF5","Female",12
3552,"KHMC-TD9","Male",12
3553,"KZVS-M8L","Female",12
3560,"G9TQ-2YP","Male",12
3561,"LY26-P7P","Female",12
3562,"LH56-JS6","Male",12
3563,"L51C-7Y5","Female",12
3568,"LT45-9RY","Male",12
3569,"LT45-QNY","Female",12
3571,"G7CB-PWB","Female",12
3572,"LR9T-GCT","Male",12
3573,"LR9T-K1H","Female",12
3592,"LH6K-4SR","Male",12
3593,"K8K2-3VG","Female",12
3594,"L2SF-C53","Male",12
3595,"LY4H-TSJ","Female",12
3596,"LDMP-3GZ","Male",12
