"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"21RG-C86","Ralph Mortimer","Male","before 1198–6 August 1246",48,NA,"52.3161","-2.861","Wigmore, Herefordshire, England","+1246-08-06","52.3161","-2.861","Wigmore, Herefordshire, England",2,1,4,11,2,2,1,7
"21RT-MK1","William Murray - III Laird of Tullibardine","Male","about 1290–before 31 May 1352",62,"+1290","56.3","-3.75","Tullibardine, Perthshire, Scotland",NA,"56.3","-3.75","Tullibardine, Perthshire, Scotland",2,0,2,6,2,0,2,5
"21TM-TL3","John de Goushill","Male","about 1235–1271",36,"+1235","53.11546","-1.02722","Nottinghamshire, England","+1271","53.01667","-0.96667","Hoveringham, Nottinghamshire, England",0,0,0,1,2,1,1,1
"21TM-YG1","Stephen Trenoweth","Male","1269–1292",23,"+1269","50.25116","-5.06676","Trenoweth, Porthoustock, Cornwall, England","+1292","50.25116","-5.06676","Trenoweth, Cornwall, England",0,0,0,1,0,0,1,1
"245X-JXD","Madoc ap Hywel Fychan Lewis","Male","1254–1340",86,"+1254","51.7467","-3.37726","Merthyr Tydfil, Glamorgan, Wales","+1340","52.2721","-3.0051","Presteigne, Radnorshire, Wales, United Kingdom",0,0,0,0,2,0,2,5
"24MT-NPT","Lady Rohese de Bardolf","Female","about 1180–18 June 1246",66,"+1180","50.7205","-2.5944","Kingston Russell, Dorset, England","+1246-06-18","52.06667","-2.15","Strensham, Worcestershire, England",3,0,3,5,2,1,1,5
"24MT-X2V","Robert de Bradshaw","Male","1243–about March 1293",50,"+1243","53.5072","-2.5372","Westleigh, Lancashire, England","+1293-03","50.7487","-1.5569","Pennington, Lancashire, England, United Kingdom",0,0,0,1,2,0,2,4
"24RD-KQ2","Captain Squarcino Borri","Male","1235–24 de fevereiro de 1277",42,"+1235","45.75677","8.48068","Invorio, Novara, Piémont, Italie","+1277-02-24","45.7564","8.487","Invorio, Novara, Piemonte, Italia",1,0,1,3,2,0,2,5
"24RF-MGL","Sir Simon de Northwode","Male","1281–1327",46,"+1281","50.7459","-3.2824","Ottery St Mary, Devon, England","+1327","51.26057","-0.17624","Gatton, Surrey, England",0,0,0,3,2,7,2,3
"24RL-TSK","Joan de Langley","Female","1335–1 November 1369",34,"+1335","52.2623","-1.7222","Langley, Warwickshire, England","+1369-11-01","51.9905","-1.7019","Chastleton House, Moreton in Marsh, Gloucestershire, England",0,0,0,3,2,1,1,2
"26K6-RXR","Hywell Ap Maredudd","Male","1185–1246",61,"+1185","51.65413","-2.85062","Pen-y-Cae, Monmouthshire, Wales","+1246","51.65413","-2.85062","Pen-y-Cae, Monmouthshire, Wales",0,0,0,0,2,0,2,8
"26LW-42F","Isabel de Huxley","Female","about 1282–after 1337",56,"+1282","53.1483","-2.7313","Huxley, Cheshire, England","+1337",NA,NA,NA,0,0,0,1,0,0,1,2
"271H-QS1","Gruffudd Goch ap Madog","Male","Cir 1370–",NA,"+1370",NA,NA,"Bangor, Caernarvonshire, Wales",NA,NA,NA,NA,0,0,0,0,0,0,2,3
"2733-2HD","Agatha de Kyrton","Female","1287–1361",74,"+1287","51.22608","0.75054","Kent, England","+1361","53.5041","-2.9724","Sefton, Lancashire, England",1,0,1,6,2,1,1,6
"2738-314","Margaret Jernegan","Female","about 1300–1387",87,"+1300","52.515","1.6614","Somerleyton, Suffolk, England","+1387","48.0444","-1.4603","Saint-Aubin-du-Pavail, Ille-et-Vilaine, Bretagne, France",0,0,0,1,2,2,1,5
