"fid","ascendancy","parent","gender"
"GQJ4-YYT",22750374386,"GKZZ-9SN","Male"
"GQJ4-YYT",22750374387,"GLND-D3K","Female"
"G78W-VCW",22750374388,"GXB3-LRB","Male"
"G78W-VCW",22750374389,"G2N1-CGQ","Female"
"MM93-ND3",22750374390,"GLB1-ZRJ","Male"
"LDW5-66P",22750374392,"LD9R-RB7","Male"
"LDW5-66P",22750374393,"LDSS-6H5","Female"
"LDW5-623",22750374394,"LDMT-HMZ","Male"
"LDW5-623",22750374395,"LD91-ST3","Female"
"KCXK-S69",22750374396,"L8MB-ZMK","Male"
"KCXK-S69",22750374397,"MB1Q-ZWW","Female"
"GJR2-7VD",22750374398,"LDMT-W6R","Male"
"GJR2-7VD",22750374399,"LT83-H6M","Female"
"GHD2-HFW",22750374404,"GNMT-9B8","Male"
"GHD2-HFW",22750374405,"GQMB-LY2","Female"
"GGNF-TFK",22750374406,"G2L1-NGS","Male"
"GGNF-TFK",22750374407,"LYS8-8T1","Female"
"GH3N-58T",22750374408,"GH3N-P53","Male"
"G68W-VV8",22750374412,"GNMR-VQS","Male"
"G68W-VV8",22750374413,"GX9B-F9C","Female"
"GN9D-BXS",22750374414,"G2L1-NGS","Male"
"GN9D-BXS",22750374415,"GL2J-YLR","Female"
"9CXH-K9T",22750374416,"LZDL-28J","Male"
"9CXH-K9T",22750374417,"G6L5-SZJ","Female"
"GN9F-58F",22750374418,"LZFX-B75","Male"
"GHD2-HFW",22750374424,"GNMT-9B8","Male"
"GHD2-HFW",22750374425,"GQMB-LY2","Female"
"GGNF-TFK",22750374426,"G2L1-NGS","Male"
"GGNF-TFK",22750374427,"LYS8-8T1","Female"
"GHD2-HFW",22750374432,"GNMT-9B8","Male"
"GHD2-HFW",22750374433,"GQMB-LY2","Female"
"GGNF-TFK",22750374434,"G2L1-NGS","Male"
"GGNF-TFK",22750374435,"LYS8-8T1","Female"
"LDST-G1M",22750374436,"LDST-GBG","Male"
"LDST-G1M",22750374437,"GQHJ-RF8","Female"
"GSCT-6ST",22750374438,"L8YB-MKM","Male"
"GSCT-6ST",22750374439,"GGRB-NL2","Female"
"GG7D-YC4",22750374442,"GG78-2QM","Male"
"GJ8K-PWG",22750374444,"LDSK-NZJ","Male"
"GJ8K-PWG",22750374445,"LDSH-S2T","Female"
"LJYH-M8G",22750374446,"GW69-B2J","Male"
"LJYH-M8G",22750374447,"GXQD-1QL","Female"
"GGJ6-93F",22750374448,"GVYJ-ZZJ","Male"
"GGJ6-93F",22750374449,"GGR6-9Q1","Female"
"94RZ-9KC",22750374450,"L198-LRM","Male"
"94RZ-9KC",22750374451,"LCFL-9DP","Female"
"L18X-ZNH",22750374452,"9QZD-J5R","Male"
"L18X-ZNH",22750374453,"L18P-6ZG","Female"
"MVL6-5PR",22750374454,"LDW2-RVK","Male"
"MVL6-5PR",22750374455,"LDW2-RVB","Female"
"GQ1S-8Z6",22750374456,"GK5X-Y6C","Male"
"GQ1S-8Z6",22750374457,"GGHM-SHT","Female"
"GL5F-2BT",22750374458,"GLHT-H9Z","Male"
"LTTZ-YL8",22750374472,"L8TJ-5XS","Male"
"LYSG-SY9",22750374474,"LJG4-5YW","Male"
"LYSG-SY9",22750374475,"GH91-DSB","Female"
"L1WT-FRN",22750374496,"GZRK-SFB","Male"
"L1WT-FRN",22750374497,"GVSP-WS2","Female"
"L1WY-QMZ",22750374498,"GHKB-C3J","Male"
"L1WY-QMZ",22750374499,"L5DR-KL8","Female"
"LB5R-TH8",22750374500,"KDQW-JTJ","Male"
"LB5R-TH8",22750374501,"LDS9-GGV","Female"
"LDHQ-P5F",22750374502,"LD9R-RB7","Male"
"LDHQ-P5F",22750374503,"LDSS-6H5","Female"
"LBJ9-GZ4",22750374504,"9ZH7-GMD","Male"
"LBJ9-GZ4",22750374505,"MBYH-395","Female"
"KZPP-B68",22750374506,"G7ZN-5DF","Male"
"L18B-R3G",22750374508,"G2TZ-96Y","Male"
"L18B-R3G",22750374509,"G2T8-97Z","Female"
"KDQH-DJG",22750374510,"L1DD-JMP","Male"
"KDQH-DJG",22750374511,"9WY9-HRJ","Female"
"LYKM-77Q",22750374624,"LTX5-SQZ","Male"
"LYKM-77Q",22750374625,"L5K3-3D7","Female"
"G9KN-N8D",22750374626,"G7PX-SZB","Male"
"G9KN-N8D",22750374627,"GNCF-W7M","Female"
"9Z8X-1VX",22750374648,"L2SG-RHC","Male"
