"fid","ascendancy","parent","gender"
"GHXG-T2D",55894476360,"GMRF-W24","Male"
"GHXG-T2D",55894476361,"G78V-MLT","Female"
"GZ5X-CV3",55894476362,"GZ5X-7GN","Male"
"LZQ5-97S",55894476366,"G996-N4V","Male"
"LZQ5-97S",55894476367,"GKYN-VDN","Female"
"GM7C-6X1",55894476384,"GJD1-R8G","Male"
"GM7C-6X1",55894476385,"GLSV-38Q","Female"
"G6ZS-41X",55894476386,"GX31-L75","Male"
"G6ZS-41X",55894476387,"9CXH-Y3N","Female"
"L413-3V6",55894476388,"KLBT-7F5","Male"
"9414-TTD",55894477060,"93GH-T29","Male"
"9414-TTD",55894477061,"GGLV-JCF","Female"
"LDHQ-5W8",55894477062,"GGKB-FBC","Male"
"LDHQ-5W8",55894477063,"GKK9-K98","Female"
"LTTZ-YL8",55894477328,"L8TJ-5XS","Male"
"LYSG-SY9",55894477330,"LJG4-5YW","Male"
"LYSG-SY9",55894477331,"GH91-DSB","Female"
"9C32-7PC",55894477332,"G7YH-3GJ","Male"
"9C32-7PC",55894477333,"GC45-DB8","Female"
"L1HZ-WR2",55894477336,"LVTD-MDD","Male"
"L1HZ-WR2",55894477337,"GKYX-DNQ","Female"
"KFLG-12B",55894477340,"28YJ-Z4N","Male"
"KFLG-12B",55894477341,"GGGT-9MX","Female"
"KN8N-WHW",55894477344,"LBKM-2H9","Male"
"KN8N-WHW",55894477345,"LBDY-3J8","Female"
"9SYL-S5H",55894477346,"KX2S-NWF","Male"
"9SYL-S5H",55894477347,"L7GV-KKS","Female"
"G67W-G57",55894477348,"MKTV-TMC","Male"
"G67W-G57",55894477349,"G67G-YFC","Female"
"LDFZ-8Q1",55894477352,"GJ9M-PR2","Male"
"LDFZ-8Q1",55894477353,"GL14-857","Female"
"LHPZ-VGH",55894477354,"LZLG-V3F","Male"
"LHPZ-VGH",55894477355,"LH6K-2BP","Female"
"LD9R-RB7",55894477360,"LD9R-RYR","Male"
"LD9R-RB7",55894477361,"M15L-V4Q","Female"
"LDSS-6H5",55894477362,"L133-HLP","Male"
"LDSS-6H5",55894477363,"KH8N-T92","Female"
"LDMT-HMZ",55894477364,"L8BY-3VJ","Male"
"LDMT-HMZ",55894477365,"94BP-X4Z","Female"
"LD91-ST3",55894477366,"L8YY-5HK","Male"
"LD91-ST3",55894477367,"L8WB-D2Z","Female"
"L8MB-ZMK",55894477368,"L8YY-PD5","Male"
"L8MB-ZMK",55894477369,"MBV2-T1M","Female"
"MB1Q-ZWW",55894477370,"GKZZ-K49","Male"
"MB1Q-ZWW",55894477371,"GL6R-9XP","Female"
"LDMT-W6R",55894477372,"KJP2-TBR","Male"
"LDMT-W6R",55894477373,"GFN3-DQ5","Female"
"LT83-H6M",55894477374,"GQ59-8LX","Male"
"LT83-H6M",55894477375,"GSCJ-Z9D","Female"
"G2LS-TQ9",55894477456,"GQ65-ZJP","Male"
"GCS7-KQZ",55894477464,"GJ6J-KXZ","Male"
"GC43-QQ9",55894477468,"GJ6J-Q45","Male"
"GC43-QQ9",55894477469,"GKCC-681","Female"
"GZ1L-YCZ",55894477470,"LDMT-W6R","Male"
"GZ1L-YCZ",55894477471,"LT83-H6M","Female"
"GXQ2-JJL",55894477482,"GD1Z-QQN","Male"
"GXQ2-JJL",55894477483,"GVXN-T31","Female"
"GSKL-TVF",55894477536,"G7H9-MZF","Male"
"GSKL-TVF",55894477537,"GH6V-72B","Female"
"GSKG-9X9",55894477538,"LKD8-KF5","Male"
"GSKG-9X9",55894477539,"GHDD-32H","Female"
"LS68-F4Z",55894477696,"LQ56-1QX","Male"
