"fid","ascendancy","parent","gender"
"9CHV-B26",62871545460,"GNSH-WMX","Male"
"9CHV-B26",62871545461,"G215-3C9","Female"
"G91P-199",62871545466,"GQYX-CZ8","Male"
"G91P-199",62871545467,"GVP1-JXX","Female"
"G8V1-RVB",62871545608,"GXWS-RRD","Male"
"G8V1-RVB",62871545609,"GDTF-9Z2","Female"
"L6RN-2TH",62871545632,"GC35-5JN","Male"
"L6RN-2TH",62871545633,"LRG2-ZPX","Female"
"LD32-VMD",62871545640,"2R5H-Q2Q","Male"
"LD32-VMD",62871545641,"KLBK-XDY","Female"
"LQ55-3HJ",62871545644,"LH74-HV9","Male"
"LQ55-3HJ",62871545645,"9HVH-9GD","Female"
"LZDQ-RC1",62871545646,"GQSS-GWX","Male"
"LZDQ-RC1",62871545647,"93QL-QQ9","Female"
"M9L6-6YN",62871545696,"K84R-TMS","Male"
"M9L6-6YN",62871545697,"GGGW-RYH","Female"
"2MYM-NS1",62871545698,"LTF2-JTC","Male"
"2MYM-NS1",62871545699,"LKNM-HR3","Female"
"GD4S-KVF",62871545700,"L1QD-DXV","Male"
"GD4S-KVF",62871545701,"LD9P-M8N","Female"
"L1Z8-522",62871545704,"99Y7-MCD","Male"
"L1Z8-522",62871545705,"LBKM-9MP","Female"
"L1S4-4N9",62871545706,"L1QG-G8M","Male"
"L1S4-4N9",62871545707,"LD97-QLP","Female"
"LDW5-FB6",62871545708,"LDW5-66P","Male"
"LDW5-FB6",62871545709,"LDW5-623","Female"
"LDW5-N39",62871545710,"KCXK-S69","Male"
"LDW5-N39",62871545711,"GJR2-7VD","Female"
"KC5V-1SS",62871545728,"9H16-YMP","Male"
"KC5V-1SS",62871545729,"L82R-5HJ","Female"
"GZRW-YJ6",62871545740,"GWQB-4PH","Male"
"GZRW-YJ6",62871545741,"GWQ1-HTG","Female"
"G8W1-9VC",62871545760,"GQ61-KWP","Male"
"G8W1-9VC",62871545761,"G286-7NZ","Female"
"LCZD-G2Y",62871545762,"G242-XCP","Male"
"LCZD-G2Y",62871545763,"G2L3-V7G","Female"
"LHWG-CC2",62871545764,"GCW7-S43","Male"
"LHWG-CC2",62871545765,"GHGS-48N","Female"
"946D-MLM",62871545766,"LHVB-F45","Male"
"946D-MLM",62871545767,"GGVY-JS7","Female"
"G8D1-62Y",62871545768,"M6BM-GL3","Male"
"G8D1-62Y",62871545769,"L228-6GM","Female"
"GHGS-8G4",62871545770,"LR3T-3QV","Male"
"GHGS-8G4",62871545771,"GNV4-LPC","Female"
"LHF5-NRF",62871545776,"9HYM-87T","Male"
"LHF5-NRF",62871545777,"LTK3-YL5","Female"
"L8YS-939",62871545778,"9915-W3T","Male"
"L8YS-939",62871545779,"G34F-CPK","Female"
"GNSC-GX2",62871545780,"G6T4-VS4","Male"
"G6T4-Y59",62871545782,"29YL-C18","Male"
"G6T4-Y59",62871545783,"KGCM-X4S","Female"
"LZJW-MTS",62871545808,"9QQ3-L3Z","Male"
"LZJW-MTS",62871545809,"9QQN-BS3","Female"
"M9L6-6YN",62871545816,"K84R-TMS","Male"
"M9L6-6YN",62871545817,"GGGW-RYH","Female"
"2MYM-NS1",62871545818,"LTF2-JTC","Male"
"2MYM-NS1",62871545819,"LKNM-HR3","Female"
"GD4S-KVF",62871545820,"L1QD-DXV","Male"
"GD4S-KVF",62871545821,"LD9P-M8N","Female"
"LYPR-VX5",62871545824,"GD65-2F2","Male"
