"fid","ascendancy","parent","gender"
"GKVP-QMK",128200936194,"LDHS-Z3V","Male"
"GKVP-QMK",128200936195,"LZGK-ZV2","Female"
"9SJJ-97N",128200936200,"GGG7-Q5M","Male"
"9SJJ-97N",128200936201,"GZL1-BTV","Female"
"LZJG-K5N",128200936202,"KX2S-NWF","Male"
"LZJG-K5N",128200936203,"L7GV-KKS","Female"
"LJ2H-W3S",128200936204,"GD74-RRH","Male"
"LJ2H-W3S",128200936205,"GJ5M-BKM","Female"
"LZ2S-DKM",128200936206,"28YJ-Z4N","Male"
"LZ2S-DKM",128200936207,"GGGT-9MX","Female"
"GJ2V-WRY",128200936208,"G233-LXN","Male"
"GJ2V-WRY",128200936209,"GGWK-NT3","Female"
"LD9P-MFB",128200936212,"GC7G-R6L","Male"
"LD9P-MFB",128200936213,"GC7P-77S","Female"
"L1WT-FRN",128200936224,"GZRK-SFB","Male"
"L1WT-FRN",128200936225,"GVSP-WS2","Female"
"L1WY-QMZ",128200936226,"GHKB-C3J","Male"
"L1WY-QMZ",128200936227,"L5DR-KL8","Female"
"LB5R-TH8",128200936228,"KDQW-JTJ","Male"
"LB5R-TH8",128200936229,"LDS9-GGV","Female"
"LDHQ-P5F",128200936230,"LD9R-RB7","Male"
"LDHQ-P5F",128200936231,"LDSS-6H5","Female"
"LBJ9-GZ4",128200936232,"9ZH7-GMD","Male"
"LBJ9-GZ4",128200936233,"MBYH-395","Female"
"KZPP-B68",128200936234,"G7ZN-5DF","Male"
"L18B-R3G",128200936236,"G2TZ-96Y","Male"
"L18B-R3G",128200936237,"G2T8-97Z","Female"
"KDQH-DJG",128200936238,"L1DD-JMP","Male"
"KDQH-DJG",128200936239,"9WY9-HRJ","Female"
"GQRQ-G6B",128200936256,"GQRQ-K79","Male"
"GQRQ-G6B",128200936257,"GGVR-MY2","Female"
"KDQW-JTJ",128200936320,"9HTX-2CD","Male"
"KDQW-JTJ",128200936321,"G39Q-HBK","Female"
"LDS9-GGV",128200936322,"LZGK-GZB","Male"
"LDS9-GGV",128200936323,"MXKR-J9R","Female"
"L1DD-JMP",128200936324,"GG5W-TJ1","Male"
"L1DD-JMP",128200936325,"GG54-SDF","Female"
"9WY9-HRJ",128200936326,"LZ19-924","Male"
"LD95-VV6",128200936328,"LD95-VVH","Male"
"LD95-VV6",128200936329,"99SD-Z4Q","Female"
"9H2F-HV5",128200936330,"MBGG-7NP","Male"
"9H2F-HV5",128200936331,"LD9R-SHL","Female"
"LD9R-RB7",128200936332,"LD9R-RYR","Male"
"LD9R-RB7",128200936333,"M15L-V4Q","Female"
"LDSS-6H5",128200936334,"L133-HLP","Male"
"LDSS-6H5",128200936335,"KH8N-T92","Female"
"GGT6-NYC",128200936368,"GW2T-YH6","Male"
