"fid","ascendancy","parent","gender"
"G39Q-HBK",113911742146,"KX2S-NWF","Male"
"G39Q-HBK",113911742147,"L7GV-KKS","Female"
"L7LR-RWX",113911742148,"GVR7-Q43","Male"
"L7LR-RWX",113911742149,"L2DV-WS5","Female"
"GV1M-FDM",113911742208,"GMMD-GH5","Male"
"GV1M-FDM",113911742209,"LBK1-86P","Female"
"GKZ8-Q9M",113911742210,"G2DP-9XR","Male"
"L1QD-DXV",113911742228,"GJ2V-WRY","Male"
"L1QD-DXV",113911742229,"G2CN-HW6","Female"
"LD9P-M8N",113911742230,"LD9P-MFB","Male"
"LD9P-M8N",113911742231,"LH6C-VKZ","Female"
"LJ2H-W3S",113911742236,"GD74-RRH","Male"
"LJ2H-W3S",113911742237,"GJ5M-BKM","Female"
"LZ2S-DKM",113911742238,"28YJ-Z4N","Male"
"LZ2S-DKM",113911742239,"GGGT-9MX","Female"
"GDCP-XJF",113911742272,"LDW2-RVK","Male"
"GDCP-XJF",113911742273,"L7FV-Z4V","Female"
"GV1M-DCF",113911742274,"GNWP-DQ7","Male"
"GV1M-DCF",113911742275,"GC8J-BSK","Female"
"LT3P-8D6",113911742276,"GG92-32P","Male"
"LT3P-8D6",113911742277,"GG4M-2R7","Female"
"G8L3-3JL",113911742278,"GVXP-S4R","Male"
"G8L3-3JL",113911742279,"LVDF-9DW","Female"
"94HZ-CG3",113911742280,"L4Y9-TXB","Male"
"94HZ-CG3",113911742281,"GSX5-T31","Female"
"LDSS-BYY",113911742282,"99PY-ZDF","Male"
"LDSS-BYY",113911742283,"LD97-C7T","Female"
"LDSV-RVD",113911742284,"LDSH-9W5","Male"
"LDSV-RVD",113911742285,"GGH1-7CV","Female"
"LDSV-RG8",113911742286,"LDSH-S6J","Male"
"LDSV-RG8",113911742287,"KND9-P91","Female"
"LDSQ-XRK",113911742288,"LDSK-V77","Male"
"LDSQ-XRK",113911742289,"LDSQ-F68","Female"
"LCFL-9DP",113911742290,"LB27-YWT","Male"
"LCFL-9DP",113911742291,"GWZB-NNM","Female"
"KDQW-JTJ",113911742292,"9HTX-2CD","Male"
"KDQW-JTJ",113911742293,"G39Q-HBK","Female"
"LDS9-GGV",113911742294,"LZGK-GZB","Male"
"LDS9-GGV",113911742295,"MXKR-J9R","Female"
"9MWR-GHW",113911742296,"K8M3-FZQ","Male"
"9MWR-GHW",113911742297,"LVDF-9DW","Female"
"LZ1V-KT6",113911742298,"MBPN-4DK","Male"
"LZ1V-KT6",113911742299,"9H9K-FVG","Female"
"9WL8-7LY",113911742300,"L8RK-RPS","Male"
"9WL8-7LY",113911742301,"LJG8-9LJ","Female"
"LBJR-K79",113911742302,"LYNF-SFN","Male"
"LBJR-K79",113911742303,"GJQD-6SP","Female"
"K8M3-FZQ",113911742304,"GFR1-8PR","Male"
"K8M3-FZQ",113911742305,"GFR1-JPJ","Female"
"MBPN-4DK",113911742308,"GFR1-8PR","Male"
"MBPN-4DK",113911742309,"GFR1-JPJ","Female"
"9H9K-FVG",113911742310,"LZ9M-HWG","Male"
"9H9K-FVG",113911742311,"9M85-YGM","Female"
"LCVR-TFD",113911742312,"GVNC-TFT","Male"
"LCVR-TFD",113911742313,"GNFT-19B","Female"
"9Z4P-BQB",113911742314,"LZLQ-664","Male"
"9Z4P-BQB",113911742315,"GK2Y-MJB","Female"
"LDW2-41W",113911742316,"94HZ-CG3","Male"
"LDW2-41W",113911742317,"LDSS-BYY","Female"
"G4NJ-GVF",113911742318,"L8RR-S6X","Male"
"G4NJ-GVF",113911742319,"L8RR-S6J","Female"
"9CS4-RY3",113911742320,"LT3P-8D6","Male"
"9CS4-RY3",113911742321,"G8L3-3JL","Female"
"GJ11-5FT",113911742322,"GD2M-G8D","Male"
"GGJD-LJM",113911742336,"GF59-F78","Male"
"GGJD-LJM",113911742337,"GLFD-4JJ","Female"
"9CHR-8ZW",113911742352,"G69T-DN8","Male"
"9CHR-8ZW",113911742353,"L2W2-2TC","Female"
"G2PK-2PB",113911742356,"G9FS-BL2","Male"
"G2PK-2PB",113911742357,"GGXP-5J3","Female"
"GVXD-YLR",113911742358,"GMMD-GH5","Male"
"GVXD-YLR",113911742359,"LBK1-86P","Female"
"GDCP-XJF",113911742400,"LDW2-RVK","Male"
"GDCP-XJF",113911742401,"L7FV-Z4V","Female"
"GV1M-DCF",113911742402,"GNWP-DQ7","Male"
"GV1M-DCF",113911742403,"GC8J-BSK","Female"
"LT3P-8D6",113911742404,"GG92-32P","Male"
"LT3P-8D6",113911742405,"GG4M-2R7","Female"
"G8L3-3JL",113911742406,"GVXP-S4R","Male"
"G8L3-3JL",113911742407,"LVDF-9DW","Female"
"94HZ-CG3",113911742408,"L4Y9-TXB","Male"
"94HZ-CG3",113911742409,"GSX5-T31","Female"
"LDSS-BYY",113911742410,"99PY-ZDF","Male"
"LDSS-BYY",113911742411,"LD97-C7T","Female"
"LDSV-RVD",113911742412,"LDSH-9W5","Male"
"LDSV-RVD",113911742413,"GGH1-7CV","Female"
"LDSV-RG8",113911742414,"LDSH-S6J","Male"
"LDSV-RG8",113911742415,"KND9-P91","Female"
"LDSQ-XRK",113911742416,"LDSK-V77","Male"
"LDSQ-XRK",113911742417,"LDSQ-F68","Female"
"LCFL-9DP",113911742418,"LB27-YWT","Male"
"LCFL-9DP",113911742419,"GWZB-NNM","Female"
"KDQW-JTJ",113911742420,"9HTX-2CD","Male"
"KDQW-JTJ",113911742421,"G39Q-HBK","Female"
"LDS9-GGV",113911742422,"LZGK-GZB","Male"
"LDS9-GGV",113911742423,"MXKR-J9R","Female"
"9MWR-GHW",113911742424,"K8M3-FZQ","Male"
"9MWR-GHW",113911742425,"LVDF-9DW","Female"
"LZ1V-KT6",113911742426,"MBPN-4DK","Male"
"LZ1V-KT6",113911742427,"9H9K-FVG","Female"
"9WL8-7LY",113911742428,"L8RK-RPS","Male"
"9WL8-7LY",113911742429,"LJG8-9LJ","Female"
"LBJR-K79",113911742430,"LYNF-SFN","Male"
"LBJR-K79",113911742431,"GJQD-6SP","Female"
