"fid","ascendancy","parent","gender"
"G9BS-LX8",113235655632,"L2Y1-PH3","Male"
"GJM6-MPH",113235655638,"GJMD-YMZ","Male"
"GJM6-MPH",113235655639,"G6YJ-SZ6","Female"
"GQ65-ZJP",113235655968,"GK5F-SQ1","Male"
"GQ65-ZJP",113235655969,"GDR1-LHF","Female"
"GJ6J-KXZ",113235655984,"GCS7-3KJ","Male"
"GJ6J-Q45",113235655992,"GNKW-WY8","Male"
"GJ6J-Q45",113235655993,"GKCC-2JM","Female"
"GKCC-681",113235655994,"GKCC-DDB","Male"
"GKCC-681",113235655995,"GKCC-FW6","Female"
"LDMT-W6R",113235655996,"KJP2-TBR","Male"
"LDMT-W6R",113235655997,"GFN3-DQ5","Female"
"LT83-H6M",113235655998,"GQ59-8LX","Male"
"LT83-H6M",113235655999,"GSCJ-Z9D","Female"
"G7H9-MZF",113235656128,"2SFJ-KSH","Male"
"G7H9-MZF",113235656129,"GH6V-72P","Female"
"LKD8-KF5",113235656132,"LV3B-499","Male"
"LKD8-KF5",113235656133,"LKD8-KDY","Female"
"GHDD-32H",113235656134,"G7S4-LCN","Male"
"GHDD-32H",113235656135,"G22W-1PB","Female"
"GNMT-9B8",113235656200,"GNMR-VQS","Male"
"GNMT-9B8",113235656201,"GX9B-F9C","Female"
"G2L1-NGS",113235656204,"GXV9-X1J","Male"
"G2L1-NGS",113235656205,"GGK8-R6W","Female"
"GNMR-VQS",113235656216,"GX9B-776","Male"
"GNMR-VQS",113235656217,"LYBJ-CM9","Female"
"GX9B-F9C",113235656218,"GX9B-6XG","Male"
"GX9B-F9C",113235656219,"GXQ3-RX9","Female"
"G2L1-NGS",113235656220,"GXV9-X1J","Male"
"G2L1-NGS",113235656221,"GGK8-R6W","Female"
"LZDL-28J",113235656224,"GN9C-2BN","Male"
"LZDL-28J",113235656225,"GN9C-1DH","Female"
"G6L5-SZJ",113235656226,"G6L5-SRR","Male"
"G6L5-SZJ",113235656227,"GXV2-VR9","Female"
"LZFX-B75",113235656228,"GLBC-YD6","Male"
"GNMT-9B8",113235656240,"GNMR-VQS","Male"
"GNMT-9B8",113235656241,"GX9B-F9C","Female"
"G2L1-NGS",113235656244,"GXV9-X1J","Male"
"G2L1-NGS",113235656245,"GGK8-R6W","Female"
"GNMT-9B8",113235656256,"GNMR-VQS","Male"
"GNMT-9B8",113235656257,"GX9B-F9C","Female"
"G2L1-NGS",113235656260,"GXV9-X1J","Male"
"G2L1-NGS",113235656261,"GGK8-R6W","Female"
"LDST-GBG",113235656264,"M3J7-FVM","Male"
"LDST-GBG",113235656265,"GKST-4MC","Female"
"L8YB-MKM",113235656268,"LDW2-1TJ","Male"
"L8YB-MKM",113235656269,"GHRD-YKD","Female"
"GGRB-NL2",113235656270,"LCDM-NZH","Male"
"GGRB-NL2",113235656271,"MT39-VLW","Female"
"LDSK-NZJ",113235656280,"9CXC-BT8","Male"
"LDSK-NZJ",113235656281,"L8MP-T1Y","Female"
"LDSH-S2T",113235656282,"LDSH-S6J","Male"
"LDSH-S2T",113235656283,"KND9-P91","Female"
"GW69-B2J",113235656284,"G71X-VLP","Male"
"GW69-B2J",113235656285,"G278-RXX","Female"
"GXQD-1QL",113235656286,"GKYP-ZCF","Male"
"GXQD-1QL",113235656287,"GKYP-T1X","Female"
"GVYJ-ZZJ",113235656288,"GLPP-BF3","Male"
"GVYJ-ZZJ",113235656289,"L6KC-J2Y","Female"
"L198-LRM",113235656292,"LDPX-VWT","Male"
"L198-LRM",113235656293,"GMXZ-2CC","Female"
"LCFL-9DP",113235656294,"LB27-YWT","Male"
"LCFL-9DP",113235656295,"GWZB-NNM","Female"
"9QZD-J5R",113235656296,"L1DW-Q5N","Male"
"9QZD-J5R",113235656297,"2781-6PP","Female"
"L18P-6ZG",113235656298,"G36D-72Y","Male"
"L18P-6ZG",113235656299,"L18F-8KW","Female"
"LDW2-RVK",113235656300,"LYDW-KW7","Male"
"LDW2-RVK",113235656301,"LY67-3N8","Female"
"LDW2-RVB",113235656302,"LR1T-XQ7","Male"
"LDW2-RVB",113235656303,"GZXX-B8X","Female"
"GLHT-H9Z",113235656308,"G9G8-ZCS","Male"
"GLHT-H9Z",113235656309,"GVHV-7WD","Female"
"L8TJ-5XS",113235656336,"KX2S-NWF","Male"
"L8TJ-5XS",113235656337,"L7GV-KKS","Female"
"LJG4-5YW",113235656340,"GGKW-M5B","Male"
"LJG4-5YW",113235656341,"LDH1-G9D","Female"
"GZRK-SFB",113235656384,"GLZW-7GF","Male"
"GZRK-SFB",113235656385,"GVSG-X5N","Female"
"GVSP-WS2",113235656386,"G6T6-SZ3","Male"
"GVSP-WS2",113235656387,"GZB1-L61","Female"
"GHKB-C3J",113235656388,"G2RH-ZJB","Male"
"GHKB-C3J",113235656389,"G2RH-4T1","Female"
"L5DR-KL8",113235656390,"GQRR-BP3","Male"
"L5DR-KL8",113235656391,"LDVY-ZHB","Female"
"KDQW-JTJ",113235656392,"9HTX-2CD","Male"
"KDQW-JTJ",113235656393,"G39Q-HBK","Female"
"LDS9-GGV",113235656394,"LZGK-GZB","Male"
"LDS9-GGV",113235656395,"MXKR-J9R","Female"
"LD9R-RB7",113235656396,"LD9R-RYR","Male"
"LD9R-RB7",113235656397,"M15L-V4Q","Female"
"LDSS-6H5",113235656398,"L133-HLP","Male"
"LDSS-6H5",113235656399,"KH8N-T92","Female"
"9ZH7-GMD",113235656400,"G7RV-VBP","Male"
"9ZH7-GMD",113235656401,"GL9M-YXL","Female"
