"fid","ascendancy","parent","gender"
"LTTW-D77",8011405848,"LYCJ-CKQ","Male"
"LTTW-D77",8011405849,"LYKP-D42","Female"
"9Q6H-FC9",8011405850,"KNSQ-GHF","Male"
"9Q6H-FC9",8011405851,"MF7F-HQF","Female"
"LY3Z-KKZ",8011405852,"LBSR-52L","Male"
"LY3Z-KKZ",8011405853,"9SR5-TTM","Female"
"LDYW-LVH",8011405854,"9ZHQ-WDV","Male"
"LDYW-LVH",8011405855,"LVDN-4KZ","Female"
"L8MP-2J1",8011405856,"GZRV-8CK","Male"
"L8MP-2J1",8011405857,"GZ5R-DG5","Female"
"LD9K-7K1",8011405858,"GC42-2ND","Male"
"LD9K-7K1",8011405859,"G2L1-PZL","Female"
"LBF7-B8L",8011405860,"GX78-G1S","Male"
"LBF7-B8L",8011405861,"9C71-2YY","Female"
"G64M-9XP",8011405872,"9S8N-GKX","Male"
"G64M-9XP",8011405873,"GNBX-CPL","Female"
"GFPR-TPD",8011405880,"G2NN-KBR","Male"
"GFPR-TPD",8011405881,"G2NJ-QX1","Female"
"GXNJ-MB2",8011405882,"LBKR-92G","Male"
"GXNJ-MB2",8011405883,"GFPY-73D","Female"
"29TB-Z2R",8011405885,"MVX3-57J","Female"
"KLXB-KKN",8011405886,"L2Y4-PFW","Male"
"KLXB-KKN",8011405887,"GDBL-R24","Female"
"G6L9-16S",8011406082,"GK6D-GF4","Male"
"G6L9-16S",8011406083,"GGKQ-GHD","Female"
"LHN4-2WD",8011406208,"G8T4-VFB","Male"
"9S4Y-Z73",8011406212,"KCYQ-4KB","Male"
"9S4Y-Z73",8011406213,"KCZS-XR3","Female"
"K8ZG-KL8",8011406214,"L6QR-HFS","Male"
"K8ZG-KL8",8011406215,"G8B7-9BY","Female"
"GW6L-1QV",8011406224,"GNLR-6GY","Male"
"GW6L-1QV",8011406225,"G986-3TL","Female"
"GNCQ-N4R",8011406248,"G47Y-4TP","Male"
"GNCQ-N4R",8011406249,"G4SY-6FS","Female"
"GW6L-1QV",8011406256,"GNLR-6GY","Male"
"GW6L-1QV",8011406257,"G986-3TL","Female"
"9SCY-9FL",8011406280,"K1TC-9DH","Male"
"9SCY-9FL",8011406281,"G8TV-CXB","Female"
"L6BK-3PX",8011406304,"M9L6-6YN","Male"
"L6BK-3PX",8011406305,"2MYM-NS1","Female"
"KDQW-FYD",8011406306,"LBSY-43P","Male"
"KDQW-FYD",8011406307,"L8M6-YWJ","Female"
"LD33-S1W",8011406308,"GFPR-TPD","Male"
"LD33-S1W",8011406309,"GXNJ-MB2","Female"
"LD33-S1Z",8011406310,"29TB-Z2R","Male"
"LD33-S1Z",8011406311,"KLXB-KKN","Female"
"9HBT-X6S",8011406320,"LBBZ-8DB","Male"
"9HBT-X6S",8011406321,"LHZT-ZL9","Female"
"9CW3-3SK",8011406322,"9CS3-646","Male"
"9CW3-3SK",8011406323,"LY6J-G8R","Female"
"K4YB-V97",8011406324,"LBQ5-KXT","Male"
"K4YB-V97",8011406325,"LY1D-R4J","Female"
"KH3M-MTS",8011406326,"LHRH-LVR","Male"
"KH3M-MTS",8011406327,"L8YM-JSK","Female"
