"fid","ascendancy","parent","gender"
"G2S3-4KT",2957879414,"KJJH-BJJ","Male"
"G2S3-4KT",2957879415,"9JDV-JCG","Female"
"MHNN-8JK",2957879416,"LTG4-8JL","Male"
"MHNN-8JK",2957879417,"LBHM-2M4","Female"
"949N-8RD",2957879418,"L8MB-PBW","Male"
"949N-8RD",2957879419,"L8MB-PBB","Female"
"LZGC-T3V",2957879420,"9HBT-X6S","Male"
"GF3S-587",2957879496,"MRXM-DJ2","Male"
"GF3S-587",2957879497,"G3QV-KJR","Female"
"LD33-3R5",2957879500,"GQ4J-G9S","Male"
"LD33-3R5",2957879501,"LD8Z-TPM","Female"
"GQ88-GXC",2957879520,"G67D-75Y","Male"
"GQ88-GXC",2957879521,"GKP4-731","Female"
"GMNG-379",2957879522,"LVYT-WNW","Male"
"GMNG-379",2957879523,"GZKT-1YM","Female"
"GSY8-N8K",2957879524,"GH4Y-SGT","Male"
"GSY8-N8K",2957879525,"GD2T-56P","Female"
"LJR1-26S",2957879526,"L1Z5-S6N","Male"
"LJR1-26S",2957879527,"G2RD-KRP","Female"
"G49D-7VL",2957879528,"GD2L-3G9","Male"
"G49D-7VL",2957879529,"G8D1-KH9","Female"
"LHT5-R49",2957879530,"GHGS-D5X","Male"
"LHT5-R49",2957879531,"GLQN-BWD","Female"
"G8CR-TD5",2957879532,"LR5W-LJ9","Male"
"G8CR-TD5",2957879533,"LVYZ-59L","Female"
"G3BW-WCD",2957879536,"GSHT-SV8","Male"
"L22B-599",2957879540,"G9V8-JZD","Male"
"L22B-599",2957879541,"GZK1-H1S","Female"
"LYBY-1W3",2957879542,"KHGK-FT4","Male"
"LYBY-1W3",2957879543,"GZLL-ZY9","Female"
"9HGZ-QJD",2957879544,"9HVG-3HS","Male"
"9HGZ-QJD",2957879545,"MRRC-VW8","Female"
"LRGN-LN7",2957879546,"9CX7-S59","Male"
"LRGN-LN7",2957879547,"934P-KGV","Female"
"93T9-M9Z",2957879548,"LH73-3ML","Male"
"GSX8-53N",2957879550,"GFH9-G4X","Male"
"GSX8-53N",2957879551,"G6RS-73B","Female"
"L1DM-67H",2957879620,"LDMY-H1L","Male"
"L1DM-67H",2957879621,"LYCJ-8FK","Female"
"L1DM-KPP",2957879622,"LY3J-QN6","Male"
"L1DM-KPP",2957879623,"L1X9-VGT","Female"
"L7DB-YL5",2957879624,"GW9B-118","Male"
"L7DB-YL5",2957879625,"GV7V-YXD","Female"
"G8T8-CNS",2957879628,"G6WG-D6F","Male"
"G8T8-CNS",2957879629,"LDS9-H5P","Female"
"LH73-XFP",2957879630,"GMMR-GHM","Male"
"LH73-XFP",2957879631,"G6DW-37G","Female"
"GKGC-3NV",2957879632,"GKGH-BSW","Male"
"GHXF-392",2957879648,"K1T8-C3G","Male"
"GHXF-392",2957879649,"LZGR-FC8","Female"
"9HPD-Z18",2957879652,"KJW1-J7M","Male"
"9HPD-Z18",2957879653,"LC3N-52R","Female"
"9CZ7-PW4",2957879654,"KHGK-FT4","Male"
"9CZ7-PW4",2957879655,"GZLL-ZY9","Female"
"9HBT-X6S",2957879664,"LBBZ-8DB","Male"
"9HBT-X6S",2957879665,"LHZT-ZL9","Female"
"9CW3-3SK",2957879666,"9CS3-646","Male"
"9CW3-3SK",2957879667,"LY6J-G8R","Female"
"K4YB-V97",2957879668,"LBQ5-KXT","Male"
"K4YB-V97",2957879669,"LY1D-R4J","Female"
"KH3M-MTS",2957879670,"LHRH-LVR","Male"
"KH3M-MTS",2957879671,"L8YM-JSK","Female"
"9ZCC-YZY",2957879672,"L17V-2Q7","Male"
"9ZCC-YZY",2957879673,"M5GV-G5K","Female"
"LCT3-K4C",2957879674,"KP3V-8XM","Male"
"LCT3-K4C",2957879675,"KH5L-XVR","Female"
"KCTP-2WH",2957879676,"LY9N-BXQ","Male"
"KCTP-2WH",2957879677,"G77Q-DHS","Female"
"L5F6-47Q",2957879678,"94YS-3G6","Male"
"L5F6-47Q",2957879679,"G8CR-VR6","Female"
"9CC8-TJ6",2957879680,"GG9H-HXZ","Male"
"9CC8-TJ6",2957879681,"GL5L-6MQ","Female"
"LBVP-BB4",2957879684,"9HBX-H19","Male"
"LBVP-BB4",2957879685,"L8BW-XCL","Female"
"GGKW-9Z5",2957879686,"9SPK-69R","Male"
"GGKW-9Z5",2957879687,"GKHH-3WG","Female"
"GQDP-VF6",2957879688,"GQD4-PV3","Male"
"9CS2-QX2",2957879692,"GHJ6-V7T","Male"
"9CS2-QX2",2957879693,"KN44-S54","Female"
"L785-BPL",2957879694,"L17V-2Q7","Male"
"L785-BPL",2957879695,"M5GV-G5K","Female"
"L8MB-PBW",2957879696,"KNWG-RM2","Male"
"L8MB-PBW",2957879697,"GNZN-487","Female"
"L8MB-PBB",2957879698,"G71Q-6TD","Male"
