"fid","ascendancy","parent","gender"
"GKNH-6WQ",15767291128,"GW69-B2J","Male"
"GKNH-6WQ",15767291129,"GXQD-1QL","Female"
"GLTH-MDW",15767291130,"L133-HLP","Male"
"GLTH-MDW",15767291131,"KH8N-T92","Female"
"GNZN-2MS",15767291132,"9CMJ-PLX","Male"
"GNZN-2MS",15767291133,"GGK8-2D1","Female"
"GNZN-H1K",15767291134,"GL7J-422","Male"
"GNZN-H1K",15767291135,"GJGG-8MG","Female"
"GGG7-Q5M",15767294208,"G6TC-GD8","Male"
"GGG7-Q5M",15767294209,"GGG3-LR4","Female"
"GZL1-BTV",15767294210,"GZVH-K4C","Male"
"GZL1-BTV",15767294211,"GZVH-NJM","Female"
"LCJD-VX6",15767294288,"9ZCB-DSC","Male"
"LCJD-VX6",15767294289,"GG1G-KG2","Female"
"LD9R-RKH",15767294290,"LD9R-RYR","Male"
"LD9R-RKH",15767294291,"M15L-V4Q","Female"
"9WMP-NNQ",15767294292,"99PT-NTZ","Male"
"9WMP-NNQ",15767294293,"G98Z-6RZ","Female"
"945D-J9Y",15767294294,"LZ9M-HWG","Male"
"945D-J9Y",15767294295,"9M85-YGM","Female"
"GZ8X-GV2",15767294296,"GFK3-MS7","Male"
"GZ8X-GV2",15767294297,"GFPT-WGM","Female"
"G6ZP-B73",15767294298,"LH3L-KQH","Male"
"G6ZP-B73",15767294299,"G692-MWD","Female"
"9HTX-2CD",15767302528,"9HRG-JDL","Male"
"9HTX-2CD",15767302529,"LDH1-G9D","Female"
"LZGK-ZV2",15767302534,"LZ1T-YG5","Male"
"LZGK-ZV2",15767302535,"LZZF-5Z1","Female"
"GGG7-Q5M",15767302544,"G6TC-GD8","Male"
"GGG7-Q5M",15767302545,"GGG3-LR4","Female"
"GZL1-BTV",15767302546,"GZVH-K4C","Male"
"GZL1-BTV",15767302547,"GZVH-NJM","Female"
"28YJ-Z4N",15767302556,"9HTX-2CD","Male"
"28YJ-Z4N",15767302557,"G39Q-HBK","Female"
"GGGT-9MX",15767302558,"MXVC-BK8","Male"
"949K-5Q2",15767302560,"949K-PBH","Male"
"KZPV-BQM",15767302580,"L8RR-4KG","Male"
"KZPV-BQM",15767302581,"99QT-MCB","Female"
"M1VS-25N",15767302584,"LDSS-KJ6","Male"
"M1VS-25N",15767302585,"L28D-TJH","Female"
"LDSS-KHY",15767302586,"LYCY-PN6","Male"
"LDSS-KHY",15767302587,"LDSS-KKV","Female"
"LZGQ-LJX",15767302588,"KDQW-JTJ","Male"
"LZGQ-LJX",15767302589,"LDS9-GGV","Female"
"LB9Q-2R2",15767302594,"GL82-ZQM","Male"
"LB9Q-2R2",15767302595,"GG6H-89X","Female"
"GVHW-NRT",15767302632,"GVDF-MGZ","Male"
"GVHW-NRT",15767302633,"GVDX-FF4","Female"
"L2Y4-PVS",15767302640,"L2Y4-PVL","Male"
"L2Y4-PVS",15767302641,"L2Y4-P2R","Female"
"LRHH-6SF",15767302642,"G6F3-ZCG","Male"
"LRHH-6SF",15767302643,"L2Y4-PL7","Female"
"LV57-XVZ",15767302644,"GJGQ-52M","Male"
"LV57-XVZ",15767302645,"GVZ5-JRM","Female"
"GX8W-RVQ",15767302646,"GG9S-NCR","Male"
"GX8W-RVQ",15767302647,"GJ1K-N7N","Female"
"G6PH-CW6",15767302648,"G3Z8-HR7","Male"
"G6PH-CW6",15767302649,"GNQR-554","Female"
"G8W1-NFV",15767302650,"GVP4-6GS","Male"
"G8W1-NFV",15767302651,"GN12-M46","Female"
"LKC4-6WB",15767302652,"GVP4-6GS","Male"
"LKC4-6WB",15767302653,"GN12-M46","Female"
"LTZY-FHB",15767304464,"9HM8-L3N","Male"
"LTZY-FHB",15767304465,"L6KK-PSH","Female"
"L1ZH-YYR",15767304736,"L1M4-17R","Male"
"L1ZH-YYR",15767304737,"L1ZC-MM6","Female"
"KGSQ-35V",15767304744,"L1H5-9N6","Male"
"KGSQ-35V",15767304745,"G2LB-R53","Female"
"2RBY-DV6",15767304752,"L1M4-17R","Male"
"2RBY-DV6",15767304753,"L1ZC-MM6","Female"
"GG7D-MRS",15767304768,"GGNM-PGR","Male"
"GG7D-MRS",15767304769,"GG78-1G9","Female"
"L134-D1P",15767304784,"L1YH-R4C","Male"
"L134-D1P",15767304785,"GJ1M-N4H","Female"
"L8YY-R1N",15767304786,"G4ZC-SB2","Male"
"L8YY-R1N",15767304787,"GK1J-BTQ","Female"
"LDQ1-RBN",15767304788,"LDQ1-R1D","Male"
"LDQ1-RBN",15767304789,"G2LB-ZX1","Female"
"LTZY-FHB",15767305232,"9HM8-L3N","Male"
"LTZY-FHB",15767305233,"L6KK-PSH","Female"
"LV3B-499",15773351944,"G8CR-5CX","Male"
"LV3B-499",15773351945,"GV45-JGN","Female"
"G7S4-LCN",15773351948,"G7NV-RRN","Male"
"G7S4-LCN",15773351949,"G4NN-L8S","Female"
"GHD2-HFW",15773352452,"GNMT-9B8","Male"
"GHD2-HFW",15773352453,"GQMB-LY2","Female"
"GGNF-TFK",15773352454,"G2L1-NGS","Male"
"GGNF-TFK",15773352455,"LYS8-8T1","Female"
"GH3N-58T",15773352456,"GH3N-P53","Male"
"G68W-VV8",15773352460,"GNMR-VQS","Male"
"G68W-VV8",15773352461,"GX9B-F9C","Female"
"GN9D-BXS",15773352462,"G2L1-NGS","Male"
"GN9D-BXS",15773352463,"GL2J-YLR","Female"
"9CXH-K9T",15773352464,"LZDL-28J","Male"
"9CXH-K9T",15773352465,"G6L5-SZJ","Female"
"GN9F-58F",15773352466,"LZFX-B75","Male"
"GHD2-HFW",15773352472,"GNMT-9B8","Male"
"GHD2-HFW",15773352473,"GQMB-LY2","Female"
"GGNF-TFK",15773352474,"G2L1-NGS","Male"
"GGNF-TFK",15773352475,"LYS8-8T1","Female"
"GHD2-HFW",15773352480,"GNMT-9B8","Male"
"GHD2-HFW",15773352481,"GQMB-LY2","Female"
"GGNF-TFK",15773352482,"G2L1-NGS","Male"
"GGNF-TFK",15773352483,"LYS8-8T1","Female"
"LDST-G1M",15773352484,"LDST-GBG","Male"
"LDST-G1M",15773352485,"GQHJ-RF8","Female"
"GSCT-6ST",15773352486,"L8YB-MKM","Male"
"GSCT-6ST",15773352487,"GGRB-NL2","Female"
"GG7D-YC4",15773352490,"GG78-2QM","Male"
"GJ8K-PWG",15773352492,"LDSK-NZJ","Male"
"GJ8K-PWG",15773352493,"LDSH-S2T","Female"
"LJYH-M8G",15773352494,"GW69-B2J","Male"
"LJYH-M8G",15773352495,"GXQD-1QL","Female"
"GGJ6-93F",15773352496,"GVYJ-ZZJ","Male"
"GGJ6-93F",15773352497,"GGR6-9Q1","Female"
"94RZ-9KC",15773352498,"L198-LRM","Male"
"94RZ-9KC",15773352499,"LCFL-9DP","Female"
"L18X-ZNH",15773352500,"9QZD-J5R","Male"
"L18X-ZNH",15773352501,"L18P-6ZG","Female"
"MVL6-5PR",15773352502,"LDW2-RVK","Male"
"MVL6-5PR",15773352503,"LDW2-RVB","Female"
"GQ1S-8Z6",15773352504,"GK5X-Y6C","Male"
"GQ1S-8Z6",15773352505,"GGHM-SHT","Female"
"GL5F-2BT",15773352506,"GLHT-H9Z","Male"
"LTTZ-YL8",15773352520,"L8TJ-5XS","Male"
"LYSG-SY9",15773352522,"LJG4-5YW","Male"
"LYSG-SY9",15773352523,"GH91-DSB","Female"
"L1WT-FRN",15773352544,"GZRK-SFB","Male"
"L1WT-FRN",15773352545,"GVSP-WS2","Female"
"L1WY-QMZ",15773352546,"GHKB-C3J","Male"
"L1WY-QMZ",15773352547,"L5DR-KL8","Female"
"LB5R-TH8",15773352548,"KDQW-JTJ","Male"
"LB5R-TH8",15773352549,"LDS9-GGV","Female"
"LDHQ-P5F",15773352550,"LD9R-RB7","Male"
"LDHQ-P5F",15773352551,"LDSS-6H5","Female"
"LBJ9-GZ4",15773352552,"9ZH7-GMD","Male"
"LBJ9-GZ4",15773352553,"MBYH-395","Female"
"KZPP-B68",15773352554,"G7ZN-5DF","Male"
"L18B-R3G",15773352556,"G2TZ-96Y","Male"
"L18B-R3G",15773352557,"G2T8-97Z","Female"
"KDQH-DJG",15773352558,"L1DD-JMP","Male"
"KDQH-DJG",15773352559,"9WY9-HRJ","Female"
"LYKM-77Q",15773352672,"LTX5-SQZ","Male"
"LYKM-77Q",15773352673,"L5K3-3D7","Female"
"G9KN-N8D",15773352674,"G7PX-SZB","Male"
"G9KN-N8D",15773352675,"GNCF-W7M","Female"
"9Z8X-1VX",15773352696,"L2SG-RHC","Male"
"9Z8X-1VX",15773352697,"GX4P-D1J","Female"
"9Z8X-1VF",15773352698,"9Z4Y-476","Male"
"9Z8X-1VF",15773352699,"G396-J2Q","Female"
"M692-VL6",15773352738,"GHJP-XZD","Male"
"M692-VL6",15773352739,"GV9J-LL9","Female"
"GKG8-GMM",15773352768,"GMJ6-WLR","Male"
"L2YT-9F8",15773352770,"G6F3-6KQ","Male"
"L2YT-9F8",15773352771,"L2TT-HX5","Female"
"LJ2H-W3S",15773352772,"GD74-RRH","Male"
"LJ2H-W3S",15773352773,"GJ5M-BKM","Female"
"LZ2S-DKM",15773352774,"28YJ-Z4N","Male"
"LZ2S-DKM",15773352775,"GGGT-9MX","Female"
"G652-89H",15773352776,"LDSS-8LB","Male"
"G652-89H",15773352777,"G2RP-CG1","Female"
"GQJ4-YYT",15773352778,"GKZZ-9SN","Male"
"GQJ4-YYT",15773352779,"GLND-D3K","Female"
"G78W-VCW",15773352780,"GXB3-LRB","Male"
"G78W-VCW",15773352781,"G2N1-CGQ","Female"
"MM93-ND3",15773352782,"GLB1-ZRJ","Male"
"9Z4Y-46S",15773352784,"GG3L-DQ3","Male"
"9Z4Y-46S",15773352785,"9WQT-6DQ","Female"
"GJSR-WSZ",15773352788,"LRHN-FX9","Male"
"GJSR-WSZ",15773352789,"GG38-Z6K","Female"
"GJSR-ZD1",15773352790,"GJMH-VTM","Male"
"GJSR-ZD1",15773352791,"GJMH-2XV","Female"
"GX26-ZDX",15773352792,"99XR-3XB","Male"
"GX26-ZDX",15773352793,"GGY3-3FC","Female"
"G3PZ-JDS",15773352794,"GG5B-5DB","Male"
"G3PZ-JDS",15773352795,"LDSS-6CT","Female"
"G9B5-T8B",15773352800,"LDSS-1KQ","Male"
"G9B5-T8B",15773352801,"LDSS-6CT","Female"
"GKDT-SNG",15773352802,"G21T-2NY","Male"
"GKDT-SNG",15773352803,"GKXZ-H66","Female"
"LB29-Z1M",15773352808,"GNNF-JLW","Male"
"LB29-Z1M",15773352809,"9Z8F-7QP","Female"
"LY6M-DJJ",15773352810,"998F-RYD","Male"
