"fid","ascendancy","parent","gender"
"9H17-VTZ",3811352176,"LZGQ-LJX","Male"
"9H17-VTZ",3811352177,"KDQH-DJG","Female"
"LY57-55F",3811352178,"GL9R-YL9","Male"
"LY57-55F",3811352179,"LDHQ-P5F","Female"
"GMVG-TRB",3811352180,"GZ8S-F3J","Male"
"GMVG-TRB",3811352181,"GLSW-8NC","Female"
"GL3G-LZR",3811352182,"G6NR-9DP","Male"
"GL3G-LZR",3811352183,"GGD8-J4Z","Female"
"9Q31-7DL",3811352184,"GG5R-K2W","Male"
"G2J9-N5G",3811352196,"GLL2-BZV","Male"
"LT6Z-NRQ",3811352198,"GC4V-KPG","Male"
"LT6Z-NRQ",3811352199,"L175-67M","Female"
"GS1M-7DD",3811352208,"GDX2-95K","Male"
"GS1M-7DD",3811352209,"GDX2-QNX","Female"
"LH86-MHT",3811352212,"GMVG-TRT","Male"
"LH86-MHT",3811352213,"GLX6-MY5","Female"
"MHQ8-C73",3811352214,"LB23-61T","Male"
"MHQ8-C73",3811352215,"LH73-BMR","Female"
"LZXN-K7L",3811352216,"GJ15-2NP","Male"
"LZXN-K7L",3811352217,"LZGK-6BD","Female"
"G95Q-XJK",3811352218,"9CHV-B26","Male"
"G95Q-XJK",3811352219,"LZ2Z-ZZ8","Female"
"LBH1-CN5",3811352220,"9ZZ1-5Z1","Male"
"LBH1-CN5",3811352221,"G91P-199","Female"
"GZG7-7V9",3811352224,"GZGZ-5Y1","Male"
"GZG7-7V9",3811352225,"GZG8-MWD","Female"
"G6B1-NGH",3811352256,"G6B1-LGM","Male"
"L619-MQH",3811352264,"934P-X69","Male"
"L619-MQH",3811352265,"GLVM-QFF","Female"
"LDSS-ZMW",3811352268,"LDSS-8WS","Male"
"LDSS-ZMW",3811352269,"9ZCG-R7L","Female"
"LDSS-ZMD",3811352270,"LRHH-9JN","Male"
"LDSS-ZMD",3811352271,"LZGK-6BD","Female"
"LLCW-6W8",3811352272,"GWK5-T5S","Male"
"LLCW-6W8",3811352273,"GWKR-4T6","Female"
"LBSY-43P",3811352276,"L619-MQH","Male"
"LBSY-43P",3811352277,"GK8M-8WF","Female"
"L8M6-YWJ",3811352278,"LDSS-ZMW","Male"
"L8M6-YWJ",3811352279,"LDSS-ZMD","Female"
"9HGP-DBV",3811352280,"GDLQ-MX5","Male"
"9HGP-DBV",3811352281,"LY72-MRC","Female"
"LXWD-248",3811352282,"GXGS-JGW","Male"
"LXWD-248",3811352283,"L8T9-YR8","Female"
"L1Z8-522",3811352288,"99Y7-MCD","Male"
"L1Z8-522",3811352289,"LBKM-9MP","Female"
"L1S4-4N9",3811352290,"L1QG-G8M","Male"
