"fid","ascendancy","parent","gender"
"GVSG-X5N",56931173578,"GLZW-7HZ","Male"
"GVSG-X5N",56931173579,"GQFV-K7Q","Female"
"L8YG-8PB",56931173632,"L87F-P2T","Male"
"L8YG-8PB",56931173633,"GNWG-WJ8","Female"
"9H4X-GTQ",56931173636,"GSDB-V2T","Male"
"9H4X-GTQ",56931173637,"LZXK-6XH","Female"
"9C44-MQP",56931173638,"L87F-RDY","Male"
"9C44-MQP",56931173639,"GGDQ-Q1F","Female"
"LKGC-DK6",56931173640,"GV6R-CP6","Male"
"LKGC-DK6",56931173641,"GLCJ-XTM","Female"
"93DX-FVV",56931173642,"LCZN-T6T","Male"
"93DX-FVV",56931173643,"LDR6-HYY","Female"
"LCDM-9D5",56931173648,"94NX-NK2","Male"
"LCDM-9D5",56931173649,"LCDW-ZQK","Female"
"MT39-VLW",56931173650,"LCDM-N61","Male"
"MT39-VLW",56931173651,"LZF7-33W","Female"
"9C72-WGJ",56931173652,"L4HF-2RY","Male"
"9C72-WGJ",56931173653,"L8TG-1DR","Female"
"9CZV-2KJ",56931173654,"LB2S-FHY","Male"
"9CZV-2KJ",56931173655,"G88G-V6W","Female"
"LZPK-P7H",56931173664,"G84G-L58","Male"
"GN4S-LXY",56931173667,"LHTH-XJT","Female"
"9CD1-KW4",56931173668,"G8TG-GRS","Male"
"9CD1-KW4",56931173669,"GJ82-D9B","Female"
"LB2S-623",56931173670,"L4HF-2RY","Male"
"LB2S-623",56931173671,"L8TG-1DR","Female"
"GSXG-5MK",56931173672,"9HLL-QJ9","Male"
"GSXG-5MK",56931173673,"GQQZ-P4H","Female"
"GH7C-CVR",56931173674,"GGDY-T7T","Male"
"GH7C-CVR",56931173675,"GM64-N8T","Female"
"GSKF-F7X",56931173680,"G3KL-M81","Male"
"GSKF-F7X",56931173681,"G3KL-TG7","Female"
"GF1S-331",56931173682,"G6NH-HMV","Male"
"GF1S-331",56931173683,"G6NH-992","Female"
"9W1F-TP6",56931173684,"LDSH-HB3","Male"
"9W1F-TP6",56931173685,"LZJV-7DH","Female"
"K4BW-2FF",56931173686,"GZ5X-JF3","Male"
"K4BW-2FF",56931173687,"G6R8-4HN","Female"
"LD9Y-G1J",56931173688,"LC8B-RQJ","Male"
"LD9Y-G1J",56931173689,"G2L1-HFH","Female"
"LYZB-L4Y",56931173690,"LHJC-WKM","Male"
"LYZB-L4Y",56931173691,"GPM9-QNZ","Female"
"9H4X-GTQ",56931173692,"GSDB-V2T","Male"
"9H4X-GTQ",56931173693,"LZXK-6XH","Female"
"L8YY-PZ9",56931173760,"LBBB-4XS","Male"
"L8YY-PZ9",56931173761,"LDHS-6S3","Female"
"9H65-XXK",56931173762,"L8YY-PH5","Male"
"9H65-XXK",56931173763,"KFX1-BZD","Female"
"GVNC-TFT",56931173764,"GPMT-SSM","Male"
"GVNC-TFT",56931173765,"GJKV-D8G","Female"
"GNFT-19B",56931173766,"GP9F-DL9","Male"
"GNFT-19B",56931173767,"GP9N-HK8","Female"
"GV1M-FDM",56931173792,"GMMD-GH5","Male"
"GV1M-FDM",56931173793,"LBK1-86P","Female"
"GKZ8-Q9M",56931173794,"G2DP-9XR","Male"
"LB27-YWT",56931173808,"GH7M-QSF","Male"
"LB27-YWT",56931173809,"LYTM-8KB","Female"
"GWZB-NNM",56931173810,"L8YY-PH5","Male"
"GWZB-NNM",56931173811,"KFX1-BZD","Female"
"LD9Y-C7T",56931173812,"9SJP-9TN","Male"
"LD9Y-C7T",56931173813,"LVDV-KPT","Female"
"LD9Y-CW9",56931173814,"LZDH-NFR","Male"
"LD9Y-CW9",56931173815,"LD9C-ZGZ","Female"
"LDSS-26H",56931173816,"9W7P-G88","Male"
"LDSS-26H",56931173817,"GLB2-PPV","Female"
"L6SC-CJF",56931173818,"LZVG-MCV","Male"
"L6SC-CJF",56931173819,"LQR5-6N2","Female"
"LD9R-RYR",56931173820,"LCRR-KM2","Male"
"LD9R-RYR",56931173821,"LDW5-JN2","Female"
"M15L-V4Q",56931173822,"LD9Y-C7T","Male"
"M15L-V4Q",56931173823,"LD9Y-CW9","Female"
"GJKV-D8G",56931173826,"L8YG-8PB","Male"
"GJKV-D8G",56931173827,"G7B5-SX2","Female"
"GP9F-DL9",56931173828,"G821-DK6","Male"
"GP9F-DL9",56931173829,"GXDS-F94","Female"
"9S9W-MPL",56931173832,"LCDM-9D5","Male"
"9S9W-MPL",56931173833,"MT39-VLW","Female"
