"fid","ascendancy","parent","gender"
"LVD6-PLK",5658219238,"998F-RYD","Male"
"LVD6-PLK",5658219239,"9WYV-M96","Female"
"9WF7-DMT",5658219240,"L8B9-VWR","Male"
"9WF7-DMT",5658219241,"9S8J-R9Z","Female"
"9WP5-WRF",5658219242,"LBLQ-5TN","Male"
"9WP5-WRF",5658219243,"G3KW-NLD","Female"
"G293-KYY",5658219244,"9CS3-646","Male"
"G293-KYY",5658219245,"LH1T-486","Female"
"9CHV-DHK",5658219246,"LBXC-4KY","Male"
"9CHV-DHK",5658219247,"M49C-X4T","Female"
"LY1D-RHM",5658219248,"GH7M-SN1","Male"
"LY1D-RHM",5658219249,"M1TK-CR7","Female"
"LT7P-H65",5658219250,"9CSQ-RVL","Male"
"LT7P-H65",5658219251,"GKNH-2K7","Female"
"KCZD-JKX",5658219252,"935X-1CT","Male"
"KCZD-JKX",5658219253,"LZS3-9ZK","Female"
"LDZN-ZVF",5658219254,"L812-GLB","Male"
"LDZN-ZVF",5658219255,"GKNH-2K7","Female"
"LKPF-K3S",5658219256,"LZ1V-KTQ","Male"
"LKPF-K3S",5658219257,"GDN3-LQK","Female"
"LV7M-MT9",5658219258,"LBTD-DM3","Male"
"LV7M-MT9",5658219259,"LDSM-4M1","Female"
"LBBZ-8DB",5658219260,"GWMF-GL3","Male"
"LBBZ-8DB",5658219261,"LDSM-QN8","Female"
"LHZT-ZL9",5658219262,"LB4Q-HKB","Male"
"LHZT-ZL9",5658219263,"LZ4V-V9Y","Female"
"L51Z-XMG",5658219264,"GJ8K-PWG","Male"
"L51Z-XMG",5658219265,"LJYH-M8G","Female"
"KZTY-WSH",5658219266,"LJ4D-ZCK","Male"
"KZTY-WSH",5658219267,"9S1L-ZP2","Female"
"9H17-VTZ",5658219268,"LZGQ-LJX","Male"
"9H17-VTZ",5658219269,"KDQH-DJG","Female"
"LY57-55F",5658219270,"GL9R-YL9","Male"
"LY57-55F",5658219271,"LDHQ-P5F","Female"
"KF51-BG4",5658219272,"9CXC-QVJ","Male"
"KF51-BG4",5658219273,"LCRK-1WX","Female"
"LBWR-LCB",5658219274,"KHQ6-TFB","Male"
"LBWR-LCB",5658219275,"LDSM-H39","Female"
"9HFS-58G",5658219276,"G4FD-78X","Male"
"9HFS-58G",5658219277,"GJWS-475","Female"
"L62Z-DDQ",5658219278,"G3SD-DNY","Male"
"L62Z-DDQ",5658219279,"GX47-24Y","Female"
"L8WB-MRH",5658219280,"LDW5-66P","Male"
"L8WB-MRH",5658219281,"LDW5-623","Female"
"GGKR-Y4B",5658219282,"LYYN-GWQ","Male"
"GGKR-Y4B",5658219283,"LDSM-4M1","Female"
"93QC-WRW",5658219284,"LYX7-C8M","Male"
"93QC-WRW",5658219285,"L5NV-7ZQ","Female"
"LVD6-PLK",5658219286,"998F-RYD","Male"
"LVD6-PLK",5658219287,"9WYV-M96","Female"
"LBV3-PXG",5658219288,"LDQ2-Z4X","Male"
"LBV3-PXG",5658219289,"LDS9-G7Q","Female"
"L8WB-MRM",5658219290,"9MC4-P9B","Male"
"L8WB-MRM",5658219291,"9W15-B8Y","Female"
"LTC9-L6F",5658219292,"GVX1-XXB","Male"
"LTC9-L6F",5658219293,"LYR8-2CF","Female"
"LTC9-G9Y",5658219294,"LYK6-S2M","Male"
"LTC9-G9Y",5658219295,"G236-Z9L","Female"
"LDY5-WRL",5658219296,"G9C2-JC3","Male"
"LDY5-WRL",5658219297,"LLCG-1DK","Female"
"LH8H-YJQ",5658219300,"G929-BHT","Male"
"LH8H-YJQ",5658219301,"GLQD-YT8","Female"
"GVM3-D5C",5658219302,"GLTG-P3R","Male"
"GVM3-D5C",5658219303,"GLRP-57M","Female"
"KHW8-PT2",5658219304,"LDSS-R24","Male"
"KHW8-PT2",5658219305,"GHJB-RRM","Female"
"LT73-7PS",5658219306,"LR6N-PQP","Male"
"LT73-7PS",5658219307,"LDSS-RGB","Female"
"9CJ7-MYH",5658219308,"9Z8X-1VX","Male"
"9CJ7-MYH",5658219309,"9Z8X-1VF","Female"
"998F-RYD",5658219312,"GLB9-C37","Male"
"998F-RYD",5658219313,"G2YH-9WG","Female"
"9WYV-M96",5658219314,"GLW3-1SY","Male"
"9WYV-M96",5658219315,"998F-RBL","Female"
"L8T2-WP2",5658219316,"L1MT-98D","Male"
"L8T2-WP2",5658219317,"G6T4-VHF","Female"
"LQR2-NXQ",5658219318,"LYGH-JR3","Male"
"LQR2-NXQ",5658219319,"L8WY-474","Female"
"M1DV-XGP",5658219320,"LBJM-VXF","Male"
"M1DV-XGP",5658219321,"LBDM-38D","Female"
"L19S-RGW",5658219322,"MSZC-Z12","Male"
"L19S-RGW",5658219323,"MFDV-SRR","Female"
"L8BS-C55",5658219324,"LRHD-9QV","Male"
"L8BS-C55",5658219325,"LB28-GGJ","Female"
"9Z45-3FJ",5658219326,"9HYM-8LQ","Male"
"9Z45-3FJ",5658219327,"99VV-38W","Female"
"G8WB-SFN",5658219328,"GJYD-V4N","Male"
"G8WB-SFN",5658219329,"GGQP-QCZ","Female"
"GKWV-BYH",5658219330,"GSYT-YLD","Male"
"GKWV-BYH",5658219331,"GQ19-8GV","Female"
"GVKM-C5P",5658219332,"GJY7-NYC","Male"
"GVKM-W9Y",5658219334,"GGQP-CK1","Male"
"G8WY-K15",5658219336,"G8WY-2BN","Male"
"G9WZ-RCK",5658219340,"G6X9-9CN","Male"
"GX7W-MV5",5658219342,"L8B9-VWR","Male"
"GX7W-MV5",5658219343,"GX77-125","Female"
"GZ5R-6CJ",5658219344,"LT8C-4JX","Male"
"GZ5R-6CJ",5658219345,"G2W9-MML","Female"
"GDRR-CN9",5658219346,"GX75-DXK","Male"
"93QC-WRW",5658219348,"LYX7-C8M","Male"
"93QC-WRW",5658219349,"L5NV-7ZQ","Female"
"LVD6-PLK",5658219350,"998F-RYD","Male"
"LVD6-PLK",5658219351,"9WYV-M96","Female"
"L8WY-4CH",5658219352,"GMS1-QKF","Male"
"L8WY-4CH",5658219353,"GXGW-541","Female"
"LY98-DR4",5658219354,"GGDB-YLM","Male"
"LY98-DR4",5658219355,"G4CX-BLK","Female"
"LZNZ-B7Q",5658219356,"LCP1-19Y","Male"
"LZNZ-B7Q",5658219357,"2CNB-WKW","Female"
"L83J-BXC",5658219358,"LZ8K-BBS","Male"
"L83J-BXC",5658219359,"L83J-BYF","Female"
"L8WB-MRH",5658219392,"LDW5-66P","Male"
"L8WB-MRH",5658219393,"LDW5-623","Female"
"GGKR-Y4B",5658219394,"LYYN-GWQ","Male"
"GGKR-Y4B",5658219395,"LDSM-4M1","Female"
"93QC-WRW",5658219396,"LYX7-C8M","Male"
"93QC-WRW",5658219397,"L5NV-7ZQ","Female"
"LVD6-PLK",5658219398,"998F-RYD","Male"
"LVD6-PLK",5658219399,"9WYV-M96","Female"
"LCP1-19Y",5658219400,"L51Z-XMG","Male"
"LCP1-19Y",5658219401,"KZTY-WSH","Female"
"2CNB-WKW",5658219402,"9H17-VTZ","Male"
"2CNB-WKW",5658219403,"LY57-55F","Female"
"LZ8K-BBS",5658219404,"KF51-BG4","Male"
"LZ8K-BBS",5658219405,"LBWR-LCB","Female"
"L83J-BYF",5658219406,"9HFS-58G","Male"
"L83J-BYF",5658219407,"L62Z-DDQ","Female"
"LY1D-RHM",5658219408,"GH7M-SN1","Male"
"LY1D-RHM",5658219409,"M1TK-CR7","Female"
"LT7P-H65",5658219410,"9CSQ-RVL","Male"
"LT7P-H65",5658219411,"GKNH-2K7","Female"
"KCZD-JKX",5658219412,"935X-1CT","Male"
"KCZD-JKX",5658219413,"LZS3-9ZK","Female"
"LDZN-ZVF",5658219414,"L812-GLB","Male"
"LDZN-ZVF",5658219415,"GKNH-2K7","Female"
"LKPF-K3S",5658219416,"LZ1V-KTQ","Male"
"LKPF-K3S",5658219417,"GDN3-LQK","Female"
"LV7M-MT9",5658219418,"LBTD-DM3","Male"
"LV7M-MT9",5658219419,"LDSM-4M1","Female"
"LBBZ-8DB",5658219420,"GWMF-GL3","Male"
"LBBZ-8DB",5658219421,"LDSM-QN8","Female"
"LHZT-ZL9",5658219422,"LB4Q-HKB","Male"
"LHZT-ZL9",5658219423,"LZ4V-V9Y","Female"
"LDSM-WYF",5658219424,"998F-RYD","Male"
"LDSM-WYF",5658219425,"9WYV-M96","Female"
"9SZ5-9W1",5658219426,"L8T2-WP2","Male"
"9SZ5-9W1",5658219427,"LQR2-NXQ","Female"
"L8WB-9MG",5658219428,"M1DV-XGP","Male"
"L8WB-9MG",5658219429,"L19S-RGW","Female"
"L8WB-8LY",5658219430,"L8BS-C55","Male"
"L8WB-8LY",5658219431,"9Z45-3FJ","Female"
"9H6D-XP1",5658219432,"LDY5-WRL","Male"
"9H6D-XP1",5658219433,"GXD5-KZT","Female"
"9H6D-XP2",5658219434,"LH8H-YJQ","Male"
"9H6D-XP2",5658219435,"GVM3-D5C","Female"
"LY6D-HVT",5658219436,"KHW8-PT2","Male"
"LY6D-HVT",5658219437,"LT73-7PS","Female"
"LZTQ-MTH",5658219438,"9CJ7-MYH","Male"
"LZTQ-MTH",5658219439,"KZ5G-H74","Female"
"LBBZ-8DB",5658219440,"GWMF-GL3","Male"
"LBBZ-8DB",5658219441,"LDSM-QN8","Female"
"LHZT-ZL9",5658219442,"LB4Q-HKB","Male"
"LHZT-ZL9",5658219443,"LZ4V-V9Y","Female"
"9CS3-646",5658219444,"9H17-VTZ","Male"
"9CS3-646",5658219445,"LY57-55F","Female"
"LY6J-G8R",5658219446,"KN4J-P1M","Male"
"LY6J-G8R",5658219447,"L8M6-YW7","Female"
"LBV3-PXG",5658219448,"LDQ2-Z4X","Male"
"LBV3-PXG",5658219449,"LDS9-G7Q","Female"
"L8WB-MRM",5658219450,"9MC4-P9B","Male"
"L8WB-MRM",5658219451,"9W15-B8Y","Female"
"LTC9-L6F",5658219452,"GVX1-XXB","Male"
"LTC9-L6F",5658219453,"LYR8-2CF","Female"
"LTC9-G9Y",5658219454,"LYK6-S2M","Male"
"LTC9-G9Y",5658219455,"G236-Z9L","Female"
"G71Q-6TD",5658219456,"LYJ2-TZG","Male"
"G71Q-6TD",5658219457,"LYJ2-LF5","Female"
"9HZQ-S28",5658219458,"GSW1-4MT","Male"
"9HZQ-S28",5658219459,"L28C-QYX","Female"
"LKV6-C6V",5658219460,"GKZZ-G86","Male"
"LKV6-C6V",5658219461,"GG3V-MT8","Female"
"GKZZ-GHR",5658219462,"G4D6-T9T","Male"
"GKZZ-GHR",5658219463,"GNXV-D5B","Female"
"G94L-F5W",5658219464,"GX28-5SG","Male"
"G94L-F5W",5658219465,"GK94-G65","Female"
"KZYN-7D2",5658219466,"9CSQ-RVL","Male"
"KZYN-7D2",5658219467,"GKNH-2K7","Female"
"GXQJ-T1B",5658219468,"GJZ1-VHV","Male"
"GXQJ-T1B",5658219469,"GLW3-YNB","Female"
"LYQM-JFS",5658219470,"G2NZ-PPR","Male"
"LYQM-JFS",5658219471,"GKFJ-3NP","Female"
"LKPF-K3S",5658219472,"LZ1V-KTQ","Male"
"LKPF-K3S",5658219473,"GDN3-LQK","Female"
"LV7M-MT9",5658219474,"LBTD-DM3","Male"
"LV7M-MT9",5658219475,"LDSM-4M1","Female"
"LBBZ-8DB",5658219476,"GWMF-GL3","Male"
"LBBZ-8DB",5658219477,"LDSM-QN8","Female"
"LHZT-ZL9",5658219478,"LB4Q-HKB","Male"
"LHZT-ZL9",5658219479,"LZ4V-V9Y","Female"
"LCP1-19Y",5658219480,"L51Z-XMG","Male"
"LCP1-19Y",5658219481,"KZTY-WSH","Female"
"2CNB-WKW",5658219482,"9H17-VTZ","Male"
"2CNB-WKW",5658219483,"LY57-55F","Female"
"G8WY-XZV",5658219484,"LBL3-PTN","Male"
"G8WY-XZV",5658219485,"LZG2-MSS","Female"
"M1VV-TDQ",5658219486,"KN4J-P1M","Male"
"M1VV-TDQ",5658219487,"L8M6-YW7","Female"
"G4B1-M6Z",5658219488,"GKDY-KLB","Male"
"G4B1-M6Z",5658219489,"G6MT-Z2P","Female"
"LZ18-L3N",5658219490,"LD78-CYZ","Male"
"LZ18-L3N",5658219491,"LZ18-LSK","Female"
"GQP4-2K4",5658219492,"LKPK-JYB","Male"
"GQP4-2K4",5658219493,"9CZJ-FHN","Female"
"L1QM-QVR",5658219494,"L8WY-4K5","Male"
"L1QM-QVR",5658219495,"MKG4-RM3","Female"
"LY1W-YGL",5658219496,"998F-RYD","Male"
"LY1W-YGL",5658219497,"9WYV-M96","Female"
"93T9-FVT",5658219498,"LZ1V-KTQ","Male"
"93T9-FVT",5658219499,"GDN3-LQK","Female"
"9WDN-7LX",5658219500,"LKPF-K3S","Male"
"9WDN-7LX",5658219501,"LZ1V-K5X","Female"
"KC45-RHV",5658219502,"GXQJ-T8C","Male"
"KC45-RHV",5658219503,"LV7M-MT9","Female"
"LY3K-H1X",5658219504,"LYRG-LS2","Male"
"LY3K-H1X",5658219505,"9WM5-NQ7","Female"
"L5FQ-FX4",5658219506,"L5P9-GVV","Male"
"L5FQ-FX4",5658219507,"L2PN-NHV","Female"
"G6K3-Z35",5658219508,"99PY-HTK","Male"
"G6K3-Z35",5658219509,"L5VF-897","Female"
"G6K3-NLT",5658219510,"GCC1-CVR","Male"
"G6K3-NLT",5658219511,"G8T3-W3R","Female"
"GL5N-NCC",5658219512,"GHZM-JJK","Male"
"GL5N-NCC",5658219513,"97LP-9RK","Female"
"L5JX-B7B",5658219514,"L5P9-GVV","Male"
"L5JX-B7B",5658219515,"L2PN-NHV","Female"
"GL5N-X7F",5658219518,"GL5N-63V","Male"
"GL5N-X7F",5658219519,"GL5N-K26","Female"
"GDL6-KLT",5658219522,"G6GM-JFG","Male"
"LKC5-3T5",5658219528,"LKCP-T4S","Male"
"LH8G-2RH",5658219536,"LCVR-TFD","Male"
"LH8G-2RH",5658219537,"9Z4P-BQB","Female"
"LDW2-7JJ",5658219538,"LDW2-41W","Male"
"LDW2-7JJ",5658219539,"G4NJ-GVF","Female"
"KHQ6-TFB",5658219540,"LD97-CH9","Male"
"KHQ6-TFB",5658219541,"KH4Q-2SB","Female"
"LDSM-H39",5658219542,"94YF-JDG","Male"
"LDSM-H39",5658219543,"G8WY-6L8","Female"
