"fid","ascendancy","parent","gender"
"LS68-F4Z",26325069184,"LQ56-1QX","Male"
"LS68-F4Z",26325069185,"GWMM-HHB","Female"
"G9FS-D2J",26325069312,"G9FS-2B1","Male"
"G9FS-D2J",26325069313,"LJB9-MKB","Female"
"9H27-6Y3",26325069316,"G6LZ-TWJ","Male"
"MWBC-XS5",26325069318,"9ZHQ-5GQ","Male"
"MWBC-XS5",26325069319,"G6R2-BDM","Female"
"GV18-6H7",26325069320,"9CZC-GSR","Male"
"GV18-6H7",26325069321,"GJBZ-QGS","Female"
"GVQY-MVQ",26325069322,"GVQN-8YV","Male"
"GVQY-MVQ",26325069323,"GVQN-W98","Female"
"M1TN-H75",26325069324,"GQ1S-8Z6","Male"
"M1TN-H75",26325069325,"GL5F-2BT","Female"
"9H17-VTZ",26325069328,"LZGQ-LJX","Male"
"9H17-VTZ",26325069329,"KDQH-DJG","Female"
"LY57-55F",26325069330,"GL9R-YL9","Male"
"LY57-55F",26325069331,"LDHQ-P5F","Female"
"99JL-VFV",26325069332,"GCS7-KQZ","Male"
"99JL-VFV",26325069333,"GJ6J-661","Female"
"GCS7-3JP",26325069334,"GC43-QQ9","Male"
"GCS7-3JP",26325069335,"GZ1L-YCZ","Female"
"LBNP-5M3",26325069336,"LY1Q-F7D","Male"
"LBNP-5M3",26325069337,"G6VH-KZ9","Female"
"G4SG-NWR",26325069338,"9S9P-HNZ","Male"
"G4SG-NWR",26325069339,"LYTJ-J2J","Female"
"GLGS-JN3",26325069343,"GVRZ-1Q7","Female"
"LHJP-TXC",26325069344,"LDWP-46L","Male"
"LHJP-TXC",26325069345,"GXB5-D5M","Female"
"GMSZ-DZ9",26325069346,"GMSZ-FP7","Male"
"GMSZ-DZ9",26325069347,"GMSZ-DJH","Female"
"LDM1-CGG",26325069352,"LDM1-ZJW","Male"
"LDM1-CGG",26325069353,"GVN6-BNX","Female"
"LYSP-1D9",26325069354,"K4P4-YKZ","Male"
"LYSP-1D9",26325069355,"LZGB-752","Female"
"G8C6-8VY",26325069356,"G8CD-FCD","Male"
"G8C6-8VY",26325069357,"G8C6-4B3","Female"
"LY1Q-F7D",26325069360,"GQHW-1Y8","Male"
"LY1Q-F7D",26325069361,"GG4Y-G17","Female"
"9S9P-HNZ",26325069364,"K84R-TMS","Male"
"9S9P-HNZ",26325069365,"GGGW-RYH","Female"
"GVRZ-1Q7",26325069374,"9S9P-HNZ","Male"
"GVRZ-1Q7",26325069375,"LYTJ-J2J","Female"
"GX8L-X3Q",26325069376,"L1QG-G8M","Male"
"GX8L-X3Q",26325069377,"LD97-QLP","Female"
"GCQV-3WJ",26325069378,"LTX5-SQZ","Male"
"GCQV-3WJ",26325069379,"GKV7-XJV","Female"
"LTTZ-YL8",26325069380,"L8TJ-5XS","Male"
"LYSG-SY9",26325069382,"LJG4-5YW","Male"
"LYSG-SY9",26325069383,"GH91-DSB","Female"
"9Z4V-273",26325069384,"G2WT-41W","Male"
"9Z4V-273",26325069385,"GVSF-K9H","Female"
"GVWH-735",26325069386,"GJ97-9MF","Male"
"GVWH-735",26325069387,"GJGG-3FH","Female"
"9H17-VTZ",26325069424,"LZGQ-LJX","Male"
"9H17-VTZ",26325069425,"KDQH-DJG","Female"
"LY57-55F",26325069426,"GL9R-YL9","Male"
"LY57-55F",26325069427,"LDHQ-P5F","Female"
"GMVG-TRB",26325069428,"GZ8S-F3J","Male"
"GMVG-TRB",26325069429,"GLSW-8NC","Female"
"GL3G-LZR",26325069430,"G6NR-9DP","Male"
