"fid","ascendancy","parent","gender"
"L4JJ-5SL",11316736084,"GQQH-N8X","Male"
"L4JJ-5SL",11316736085,"LJ2S-X9N","Female"
"9Z8X-1VX",11316736088,"L2SG-RHC","Male"
"9Z8X-1VX",11316736089,"GX4P-D1J","Female"
"9Z8X-1VF",11316736090,"9Z4Y-476","Male"
"9Z8X-1VF",11316736091,"G396-J2Q","Female"
"LDW5-66P",11316736096,"LD9R-RB7","Male"
"LDW5-66P",11316736097,"LDSS-6H5","Female"
"LDW5-623",11316736098,"LDMT-HMZ","Male"
"LDW5-623",11316736099,"LD91-ST3","Female"
"LYYN-GWQ",11316736100,"L6JX-69T","Male"
"LYYN-GWQ",11316736101,"LT1B-6DX","Female"
"LDSM-4M1",11316736102,"KHQ6-TFB","Male"
"LDSM-4M1",11316736103,"LDSM-H39","Female"
"LYX7-C8M",11316736104,"MGTC-QTS","Male"
"LYX7-C8M",11316736105,"LB23-RVZ","Female"
"L5NV-7ZQ",11316736106,"9HNL-1HB","Male"
"L5NV-7ZQ",11316736107,"L1TH-HRK","Female"
"998F-RYD",11316736108,"GLB9-C37","Male"
"998F-RYD",11316736109,"G2YH-9WG","Female"
"9WYV-M96",11316736110,"GLW3-1SY","Male"
"9WYV-M96",11316736111,"998F-RBL","Female"
"L8B9-VWR",11316736112,"G9FS-D2J","Male"
"L8B9-VWR",11316736113,"GC9C-89Q","Female"
"9S8J-R9Z",11316736114,"9H27-6Y3","Male"
"9S8J-R9Z",11316736115,"MWBC-XS5","Female"
"LBLQ-5TN",11316736116,"GV18-6H7","Male"
"LBLQ-5TN",11316736117,"GVQY-MVQ","Female"
"G3KW-NLD",11316736118,"M1TN-H75","Male"
"G3KW-NLD",11316736119,"GHRS-RJY","Female"
"9CS3-646",11316736120,"9H17-VTZ","Male"
"9CS3-646",11316736121,"LY57-55F","Female"
"LH1T-486",11316736122,"99JL-VFV","Male"
"LH1T-486",11316736123,"GCS7-3JP","Female"
"LBXC-4KY",11316736124,"LBNP-5M3","Male"
"LBXC-4KY",11316736125,"G4SG-NWR","Female"
"M49C-X4T",11316736126,"LVVW-QMC","Male"
"M49C-X4T",11316736127,"GLGS-JN3","Female"
"M1DV-XGP",11316736128,"LBJM-VXF","Male"
"M1DV-XGP",11316736129,"LBDM-38D","Female"
"L19S-RGW",11316736130,"MSZC-Z12","Male"
"L19S-RGW",11316736131,"MFDV-SRR","Female"
"L8BS-C55",11316736132,"LRHD-9QV","Male"
"L8BS-C55",11316736133,"LB28-GGJ","Female"
"9Z45-3FJ",11316736134,"9HYM-8LQ","Male"
"9Z45-3FJ",11316736135,"99VV-38W","Female"
"9HLX-GWL",11316736136,"L8TT-FPL","Male"
"9HLX-GWL",11316736137,"L8TT-FPP","Female"
"LC7J-KH4",11316736138,"KC9S-MPC","Male"
"LC7J-KH4",11316736139,"L7JF-2YC","Female"
"LBV3-PXG",11316736140,"LDQ2-Z4X","Male"
"LBV3-PXG",11316736141,"LDS9-G7Q","Female"
"L8WB-MRM",11316736142,"9MC4-P9B","Male"
"L8WB-MRM",11316736143,"9W15-B8Y","Female"
"998F-RYD",11316736144,"GLB9-C37","Male"
"998F-RYD",11316736145,"G2YH-9WG","Female"
"9WYV-M96",11316736146,"GLW3-1SY","Male"
"9WYV-M96",11316736147,"998F-RBL","Female"
"L8T2-WP2",11316736148,"L1MT-98D","Male"
"L8T2-WP2",11316736149,"G6T4-VHF","Female"
"LQR2-NXQ",11316736150,"LYGH-JR3","Male"
"LQR2-NXQ",11316736151,"L8WY-474","Female"
"MQBD-YLM",11316736152,"LJLB-5ML","Male"
"MQBD-YLM",11316736153,"L15Q-8X5","Female"
"GV6W-S6F",11316736154,"MW9F-FGX","Male"
"GV6W-S6F",11316736155,"KC21-XJJ","Female"
"LZ18-2BL",11316736156,"LHNV-F14","Male"
"LZ18-2BL",11316736157,"LZ18-2RK","Female"
"LZ18-L3N",11316736158,"LD78-CYZ","Male"
"LZ18-L3N",11316736159,"LZ18-LSK","Female"
"G2B3-DPQ",11316736176,"LZ56-C7W","Male"
"G2B3-DPQ",11316736177,"G217-CMH","Female"
"G2B3-RT9",11316736180,"LZ78-C6G","Male"
"G2B3-RT9",11316736181,"KVFN-V9M","Female"
"GFZ7-L5X",11316736182,"GSY8-G8W","Male"
"GFZ7-L5X",11316736183,"GSY8-P1N","Female"
"LYX7-C8M",11316736192,"MGTC-QTS","Male"
"LYX7-C8M",11316736193,"LB23-RVZ","Female"
"L5NV-7ZQ",11316736194,"9HNL-1HB","Male"
"L5NV-7ZQ",11316736195,"L1TH-HRK","Female"
"998F-RYD",11316736196,"GLB9-C37","Male"
"998F-RYD",11316736197,"G2YH-9WG","Female"
"9WYV-M96",11316736198,"GLW3-1SY","Male"
"9WYV-M96",11316736199,"998F-RBL","Female"
"LCYS-RM7",11316736200,"G95D-VPB","Male"
"LCYS-RM7",11316736201,"94N6-VR2","Female"
"LZ69-FWS",11316736202,"99Y7-8XZ","Male"
"LZ69-FWS",11316736203,"9HDM-MMD","Female"
"LDWL-NG9",11316736204,"LBQ7-VCK","Male"
"LDWL-NG9",11316736205,"LZSJ-4MJ","Female"
"LY1W-YGL",11316736208,"998F-RYD","Male"
"LY1W-YGL",11316736209,"9WYV-M96","Female"
"93T9-FVT",11316736210,"LZ1V-KTQ","Male"
"93T9-FVT",11316736211,"GDN3-LQK","Female"
"KFLG-1TM",11316736212,"G468-KW6","Male"
"KFLG-1TM",11316736213,"GW9P-PVT","Female"
"GNX2-HHL",11316736214,"GWLB-Q3R","Male"
"GNX2-HHL",11316736215,"GWLB-32G","Female"
"GCQG-FB3",11316736216,"L1Y9-2YH","Male"
"GCQG-FB3",11316736217,"GCWL-D2S","Female"
"GGCX-4HH",11316736226,"LYZ9-HQJ","Male"
"GGCX-4HH",11316736227,"MYBX-C2G","Female"
"L1TH-WVP",11316736228,"L1TH-CHT","Male"
"L1TH-WVP",11316736229,"L1TH-WV2","Female"
"9Q3T-9PC",11316736230,"LYZ9-HQJ","Male"
"9Q3T-9PC",11316736231,"9SM1-17D","Female"
"GLB9-C37",11316736256,"LDSQ-XRK","Male"
"GLB9-C37",11316736257,"LCFL-9DP","Female"
"G2YH-9WG",11316736258,"KDQW-JTJ","Male"
"G2YH-9WG",11316736259,"LDS9-GGV","Female"
"GLW3-1SY",11316736260,"9MWR-GHW","Male"
"GLW3-1SY",11316736261,"LZ1V-KT6","Female"
"998F-RBL",11316736262,"9WL8-7LY","Male"
"998F-RBL",11316736263,"LBJR-K79","Female"
"L1MT-98D",11316736264,"9ZC6-52H","Male"
"L1MT-98D",11316736265,"LDZ2-825","Female"
"G6T4-VHF",11316736266,"L1MN-K1H","Male"
