"fid","ascendancy","parent","gender"
"MBWQ-SF3",114711944338,"LH3J-XVF","Male"
"MBWQ-SF3",114711944339,"KN3T-TR3","Female"
"L1R3-QH7",114711944340,"LD9R-5PH","Male"
"L1R3-QH7",114711944341,"LZM1-YM9","Female"
"M33Z-FHV",114711944342,"GGQ2-T6Y","Male"
"M33Z-FHV",114711944343,"GGQ2-FDK","Female"
"L8R2-SJ9",114711944344,"G21Z-QQG","Male"
"L8R2-SJ9",114711944345,"GZ2N-HCQ","Female"
"LCXP-QW3",114711944346,"99PT-X33","Male"
"LCXP-QW3",114711944347,"G21N-VX4","Female"
"LDL5-RBZ",114711944352,"GZ5R-JKZ","Male"
"LDL5-RBZ",114711944353,"GX42-7MH","Female"
"LZZ3-SKR",114711944354,"9HTX-2CD","Male"
"LZZ3-SKR",114711944355,"L83J-4S6","Female"
"L2SG-RHC",114711944368,"9Z4Y-476","Male"
"L2SG-RHC",114711944369,"G396-J2Q","Female"
"GX4P-D1J",114711944370,"G2L1-2VL","Male"
"GX4P-D1J",114711944371,"G8VQ-6D1","Female"
"9Z4Y-476",114711944372,"LD9R-5PH","Male"
"9Z4Y-476",114711944373,"LZM1-YM9","Female"
"G396-J2Q",114711944374,"GSJL-SH8","Male"
"G396-J2Q",114711944375,"G8V9-RRF","Female"
"LD9R-RB7",114711944384,"LD9R-RYR","Male"
"LD9R-RB7",114711944385,"M15L-V4Q","Female"
"LDSS-6H5",114711944386,"L133-HLP","Male"
"LDSS-6H5",114711944387,"KH8N-T92","Female"
"LDMT-HMZ",114711944388,"L8BY-3VJ","Male"
"LDMT-HMZ",114711944389,"94BP-X4Z","Female"
"LD91-ST3",114711944390,"L8YY-5HK","Male"
"LD91-ST3",114711944391,"L8WB-D2Z","Female"
"L6JX-69T",114711944392,"9WMP-NNQ","Male"
"L6JX-69T",114711944393,"945D-J9Y","Female"
"LT1B-6DX",114711944394,"LJB3-5XL","Male"
"LT1B-6DX",114711944395,"GNWS-GB4","Female"
